id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,ppa,offenseTimeouts,defenseTimeouts,wallclock
280070194216,28007019423,280070194,21,8,LSU,SEC,38,Ohio State,Ohio State,LSU,Big Ten,17,4,"{'seconds': 0, 'minutes': 3}",30,30,1,10,24,False,Rush,Richard Murphy rush for 24 yards to the OhSt 6 for a 1ST down.,0.761753361857494,,,
280070194213,28007019423,280070194,21,5,LSU,SEC,31,Ohio State,Ohio State,LSU,Big Ten,17,4,"{'seconds': 3, 'minutes': 4}",43,43,1,10,4,False,Rush,Jacob Hester rush for 4 yards to the OhSt 39.,-0.1055620972164722,,,
280070194211,28007019423,280070194,21,3,LSU,SEC,31,Ohio State,Ohio State,LSU,Big Ten,17,4,"{'seconds': 35, 'minutes': 4}",47,47,3,4,3,False,Pass Completion,Matt Flynn pass complete to Early Doucet for 3 yards to the OhSt 44.,-0.4105376732532325,,,
280070194218,28007019423,280070194,21,11,LSU,SEC,38,Ohio State,Ohio State,LSU,Big Ten,17,4,"{'seconds': 50, 'minutes': 1}",5,5,2,5,5,True,Pass Completion,Matt Flynn pass complete to Richard Dickson for 5 yards for a TOUCHDOWN.,,,,
280070194212,28007019423,280070194,21,4,LSU,SEC,31,Ohio State,Ohio State,LSU,Big Ten,17,4,"{'seconds': 3, 'minutes': 4}",44,44,4,1,1,False,Rush,Matt Flynn rush for 1 yard to the OhSt 43 for a 1ST down.,1.9855558317807986,,,
280070194217,28007019423,280070194,21,9,LSU,SEC,38,Ohio State,Ohio State,LSU,Big Ten,17,4,"{'seconds': 0, 'minutes': 3}",6,6,1,6,1,False,Rush,Charles Scott rush for 1 yard to the OhSt 5.,-0.386087920464643,,,
280070194215,28007019423,280070194,21,7,LSU,SEC,31,Ohio State,Ohio State,LSU,Big Ten,17,4,"{'seconds': 32, 'minutes': 3}",39,39,2,6,9,False,Rush,Matt Flynn rush for 9 yards to the OhSt 30 for a 1ST down.,0.6436890522245554,,,
280070194210,28007019423,280070194,21,2,LSU,SEC,31,Ohio State,Ohio State,LSU,Big Ten,17,4,"{'seconds': 37, 'minutes': 5}",48,48,2,5,1,False,Rush,Matt Flynn rush for 1 yard to the OhSt 47.,-0.9378600025824184,,,
280070194222,28007019423,280070194,21,10,LSU,SEC,38,Ohio State,Ohio State,LSU,Big Ten,17,4,"{'seconds': 0, 'minutes': 3}",70,70,-1,-1,35,False,Kickoff,Sean Gaudet kickoff for 59 yards returned by Ray Small for 35 yards to the OhSt 46.,,,,
280070194219,28007019423,280070194,21,12,LSU,SEC,38,Ohio State,Ohio State,LSU,Big Ten,17,4,"{'seconds': 50, 'minutes': 1}",3,3,-1,-1,0,True,Extra Point Good,Colt David extra point GOOD.,,,,
280070194214,28007019423,280070194,21,6,LSU,SEC,31,Ohio State,Ohio State,LSU,Big Ten,17,4,"{'seconds': 32, 'minutes': 3}",39,39,2,6,0,False,Timeout,"Timeout OHIO ST, clock 03:32.",,,,
280070194207,28007019423,280070194,21,1,LSU,SEC,31,Ohio State,Ohio State,LSU,Big Ten,17,4,"{'seconds': 37, 'minutes': 5}",53,53,1,10,5,False,Pass Completion,Matt Flynn pass complete to Early Doucet for 5 yards to the OhSt 48.,0.1057711896973057,,,
280070194092,28007019410,280070194,9,2,Ohio State,Big Ten,10,LSU,Ohio State,LSU,SEC,17,2,"{'seconds': 29, 'minutes': 6}",31,69,2,10,0,False,Pass Incompletion,"Todd Boeckman pass incomplete to Brian Hartline, broken up by J D. Lott.",-0.48647765014911126,,,
280070194093,28007019410,280070194,9,3,Ohio State,Big Ten,10,LSU,Ohio State,LSU,SEC,17,2,"{'seconds': 18, 'minutes': 6}",31,69,3,10,34,False,Pass Interception,"Todd Boeckman pass intercepted by Chevis Jackson at the LSU 42, returned for 34 yards to the OhSt 24.",-0.011449878289117699,,,
280070194091,28007019410,280070194,9,1,Ohio State,Big Ten,10,LSU,Ohio State,LSU,SEC,17,2,"{'seconds': 25, 'minutes': 7}",31,69,1,10,0,False,Rush,Chris Wells rush for no gain to the OhSt 31.,-0.8947814664467213,,,
280070194084,28007019409,280070194,8,4,LSU,SEC,10,Ohio State,Ohio State,LSU,Big Ten,10,2,"{'seconds': 53, 'minutes': 10}",17,17,3,1,2,False,Rush,Matt Flynn rush for 2 yards to the OhSt 15 for a 1ST down.,0.123626013797652,,,
280070194079,28007019409,280070194,8,7,LSU,SEC,10,Ohio State,Ohio State,LSU,Big Ten,10,2,"{'seconds': 23, 'minutes': 10}",44,44,2,1,0,False,Pass Incompletion,Matt Flynn pass incomplete to Demetrius Byrd.,-1.2256788565205634,,,
280070194076,28007019409,280070194,8,1,LSU,SEC,10,Ohio State,Ohio State,LSU,Big Ten,10,2,"{'seconds': 53, 'minutes': 10}",66,66,1,10,13,False,Rush,Jacob Hester rush for 13 yards to the LSU 47 for a 1ST down.,1.2414699561563065,,,
280070194078,28007019409,280070194,8,2,LSU,SEC,10,Ohio State,Ohio State,LSU,Big Ten,10,2,"{'seconds': 53, 'minutes': 10}",53,53,1,10,9,False,Rush,Richard Murphy rush for 9 yards to the OhSt 44.,1.1787223367393838,,,
280070194086,28007019409,280070194,8,5,LSU,SEC,10,Ohio State,Ohio State,LSU,Big Ten,10,2,"{'seconds': 53, 'minutes': 10}",15,15,1,10,0,False,Pass Incompletion,"Matt Flynn pass incomplete, broken up by Larry Grant.",-0.320977659489319,,,
280070194080,28007019409,280070194,8,8,LSU,SEC,10,Ohio State,Ohio State,LSU,Big Ten,10,2,"{'seconds': 0, 'minutes': 10}",44,44,3,1,18,False,Pass Completion,Matt Flynn pass complete to Keith Zinger for 18 yards to the OhSt 26 for a 1ST down.,1.4222538309463069,,,
280070194089,28007019409,280070194,8,11,LSU,SEC,17,Ohio State,Ohio State,LSU,Big Ten,10,2,"{'seconds': 25, 'minutes': 7}",3,3,-1,-1,0,True,Extra Point Good,Colt David extra point GOOD.,,,,
280070194083,28007019409,280070194,8,3,LSU,SEC,10,Ohio State,Ohio State,LSU,Big Ten,10,2,"{'seconds': 53, 'minutes': 10}",26,26,2,10,9,False,Rush,Trindon Holliday rush for 9 yards to the OhSt 17.,0.509223816537512,,,
280070194087,28007019409,280070194,8,6,LSU,SEC,10,Ohio State,Ohio State,LSU,Big Ten,10,2,"{'seconds': 53, 'minutes': 10}",15,15,2,10,5,False,Rush,Matt Flynn rush for 5 yards to the OhSt 10.,0.039420084145814,,,
280070194090,28007019409,280070194,8,12,LSU,SEC,17,Ohio State,Ohio State,LSU,Big Ten,10,2,"{'seconds': 25, 'minutes': 7}",70,70,-1,-1,21,False,Kickoff,Sean Gaudet kickoff for 60 yards returned by Ray Small for 21 yards to the OhSt 31.,,,,
280070194081,28007019409,280070194,8,9,LSU,SEC,10,Ohio State,Ohio State,LSU,Big Ten,10,2,"{'seconds': 0, 'minutes': 10}",26,26,1,10,0,False,Rush,Matt Flynn rush for no gain to the OhSt 26.,-0.4710467974920665,,,
280070194088,28007019409,280070194,8,10,LSU,SEC,16,Ohio State,Ohio State,LSU,Big Ten,10,2,"{'seconds': 25, 'minutes': 7}",10,10,3,5,10,True,Pass Completion,Matt Flynn pass complete to Brandon LaFell for 10 yards for a TOUCHDOWN.,,,,
280070194227,28007019424,280070194,22,4,Ohio State,Big Ten,17,LSU,Ohio State,LSU,SEC,38,4,"{'seconds': 36, 'minutes': 1}",85,15,2,2,0,False,Pass Incompletion,Todd Boeckman pass incomplete to Brian Robiskie.,-0.535026198157898,,,
280070194228,28007019424,280070194,22,5,Ohio State,Big Ten,23,LSU,Ohio State,LSU,SEC,38,4,"{'seconds': 13, 'minutes': 1}",85,15,3,2,15,True,Pass Completion,Todd Boeckman pass complete to Brian Hartline for 15 yards for a TOUCHDOWN.,,,,
280070194223,28007019424,280070194,22,1,Ohio State,Big Ten,17,LSU,Ohio State,LSU,SEC,38,4,"{'seconds': 36, 'minutes': 1}",46,54,1,10,16,False,Pass Completion,Todd Boeckman pass complete to Brian Hartline for 16 yards to the LSU 38 for a 1ST down.,1.09030488910002,,,
280070194226,28007019424,280070194,22,3,Ohio State,Big Ten,17,LSU,Ohio State,LSU,SEC,38,4,"{'seconds': 36, 'minutes': 1}",77,23,1,10,8,False,Pass Completion,Todd Boeckman pass complete to Brian Hartline for 8 yards to the LSU 15.,0.4686479074717325,,,
280070194229,28007019424,280070194,22,6,Ohio State,Big Ten,24,LSU,Ohio State,LSU,SEC,38,4,"{'seconds': 13, 'minutes': 1}",97,3,-1,-1,0,True,Extra Point Good,Ryan Pretorius extra point GOOD.,,,,
280070194230,28007019424,280070194,22,7,Ohio State,Big Ten,24,LSU,Ohio State,LSU,SEC,38,4,"{'seconds': 13, 'minutes': 1}",30,70,-1,-1,0,False,Kickoff,Aaron Pettrey kickoff for 15 yards returned by Charles Scott for no gain to the OhSt 45.,,,,
280070194224,28007019424,280070194,22,2,Ohio State,Big Ten,17,LSU,Ohio State,LSU,SEC,38,4,"{'seconds': 36, 'minutes': 1}",62,38,1,10,0,False,Penalty,"Lsu penalty 15 yard pass interference on Jai Eugene accepted, no play.",,,,
280070194192,28007019421,280070194,19,2,LSU,SEC,31,Ohio State,Ohio State,LSU,Big Ten,17,4,"{'seconds': 37, 'minutes': 10}",43,43,2,7,3,False,Rush,Jacob Hester rush for 3 yards to the OhSt 40.,-0.3745609101066217,,,
280070194193,28007019421,280070194,19,3,LSU,SEC,31,Ohio State,Ohio State,LSU,Big Ten,17,4,"{'seconds': 37, 'minutes': 10}",40,40,3,4,0,False,Pass Incompletion,"Matt Flynn pass incomplete, broken up by Cameron Heyward.",-1.1007355967465617,,,
280070194195,28007019421,280070194,19,5,LSU,SEC,31,Ohio State,Ohio State,LSU,Big Ten,17,4,"{'seconds': 2, 'minutes': 9}",45,45,4,9,0,False,Punt,Patrick Fisher punt for 45 yards for a touchback.,,,,
280070194191,28007019421,280070194,19,1,LSU,SEC,31,Ohio State,Ohio State,LSU,Big Ten,17,4,"{'seconds': 37, 'minutes': 10}",46,46,1,10,3,False,Rush,Jacob Hester rush for 3 yards to the OhSt 43.,-0.3418939310329067,,,
280070194194,28007019421,280070194,19,4,LSU,SEC,31,Ohio State,Ohio State,LSU,Big Ten,17,4,"{'seconds': 37, 'minutes': 10}",40,40,4,4,0,False,Penalty,Lsu penalty 5 yard delay of game accepted.,,,,
280070194075,28007019408,280070194,7,6,Ohio State,Big Ten,10,LSU,Ohio State,LSU,SEC,17,2,"{'seconds': 53, 'minutes': 10}",79,21,3,3,38,False,Field Goal Missed,Ryan Pretorius 38 yard field goal BLOCKED.,,,,
280070194069,28007019408,280070194,7,2,Ohio State,Big Ten,10,LSU,Ohio State,LSU,SEC,10,2,"{'seconds': 45, 'minutes': 12}",53,47,1,10,19,False,Pass Completion,Todd Boeckman pass complete to Brian Robiskie for 19 yards to the LSU 28 for a 1ST down.,0.849187767127999,,,
280070194071,28007019408,280070194,7,4,Ohio State,Big Ten,10,LSU,Ohio State,LSU,SEC,17,2,"{'seconds': 53, 'minutes': 10}",57,43,1,25,22,False,Pass Completion,Todd Boeckman pass complete to Brandon Saine for 22 yards to the LSU 21.,2.653590235055382,,,
280070194070,28007019408,280070194,7,3,Ohio State,Big Ten,10,LSU,Ohio State,LSU,SEC,17,2,"{'seconds': 53, 'minutes': 10}",72,28,1,10,0,False,Rush,"Chris Wells rush for no gain to the LSU 28, Ohio St penalty 15 yard personal foul accepted.",-0.512081873784803,,,
280070194068,28007019408,280070194,7,1,Ohio State,Big Ten,10,LSU,Ohio State,LSU,SEC,10,2,"{'seconds': 45, 'minutes': 12}",24,76,1,10,29,False,Rush,Chris Wells rush for 29 yards to the LSU 47 for a 1ST down.,2.5324161021493605,,,
280070194072,28007019408,280070194,7,5,Ohio State,Big Ten,10,LSU,Ohio State,LSU,SEC,17,2,"{'seconds': 53, 'minutes': 10}",79,21,2,3,0,False,Pass Incompletion,"Todd Boeckman pass incomplete to Brian Robiskie, broken up by J D. Lott.",-0.556628651561606,,,
280070194052,28007019406,280070194,5,5,Ohio State,Big Ten,10,LSU,Ohio State,LSU,SEC,3,1,"{'seconds': 19, 'minutes': 0}",42,58,3,8,0,False,Pass Incompletion,Todd Boeckman pass incomplete to Brian Hartline.,-0.5456864727395683,,,
280070194050,28007019406,280070194,5,2,Ohio State,Big Ten,10,LSU,Ohio State,LSU,SEC,3,1,"{'seconds': 21, 'minutes': 2}",40,60,1,10,0,False,Pass Incompletion,"Todd Boeckman pass incomplete to Brian Hartline, broken up by Jonathan Zenon.",-1.1247712359915258,,,
280070194048,28007019406,280070194,5,4,Ohio State,Big Ten,10,LSU,Ohio State,LSU,SEC,3,1,"{'seconds': 28, 'minutes': 1}",33,67,2,5,7,False,Rush,Chris Wells rush for 7 yards to the OhSt 40 for a 1ST down.,0.9989732046080526,,,
280070194053,28007019406,280070194,5,6,Ohio State,Big Ten,10,LSU,Ohio State,LSU,SEC,3,1,"{'seconds': 7, 'minutes': 0}",42,58,4,8,8,False,Punt,"A.J. Trapasso punt for 50 yards, returned by Chad Jones for 8 yards to the LSU 16, fumbled at the LSU 16, recovered by Harry Coleman.",,,,
280070194047,28007019406,280070194,5,1,Ohio State,Big Ten,10,LSU,Ohio State,LSU,SEC,3,1,"{'seconds': 21, 'minutes': 2}",28,72,1,10,5,False,Rush,Chris Wells rush for 5 yards to the OhSt 33.,0.0997589035143243,,,
