id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,offenseTimeouts,defenseTimeouts,ppa,wallclock
283062426014,28306242601,283062426,1,13,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,0,1,"{'seconds': 36, 'minutes': 8}",97,3,-1,-1,0,True,Extra Point Good,Matt Harmon extra point GOOD.,,,,
283062426008,28306242601,283062426,1,7,Navy,FBS Independents,0,Temple,Navy,Temple,Mid-American,0,1,"{'seconds': 51, 'minutes': 13}",73,27,1,10,4,False,Rush,"Eric Kettani rush for 4 yards to the Temp 23, tackled by Alex Joseph.",,,-0.0405526131909575,
283062426007,28306242601,283062426,1,6,Navy,FBS Independents,0,Temple,Navy,Temple,Mid-American,0,1,"{'seconds': 51, 'minutes': 13}",68,32,2,1,5,False,Rush,"Kevin Campbell rush for 5 yards to the Temp 27, tackled by Jaiquawn Jarrett for a 1ST down.",,,-0.36200930028102,
283062426004,28306242601,283062426,1,3,Navy,FBS Independents,0,Temple,Navy,Temple,Mid-American,0,1,"{'seconds': 51, 'minutes': 13}",30,70,3,1,0,False,Timeout,"Timeout Navy, clock 13:51.",,,,
283062426039,28306242603,283062426,3,10,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,7,2,"{'seconds': 0, 'minutes': 15}",39,61,2,23,6,False,Rush,"Kaipo-Noa Kaheaku-Enhada rush for 6 yards to the Navy 45, tackled by Jaiquawn Jarrett.",,,0.1044822316670535,
283062426029,28306242603,283062426,3,2,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,7,1,"{'seconds': 27, 'minutes': 3}",19,81,1,10,1,False,Rush,"Eric Kettani rush for 1 yard to the Navy 20, tackled by Andre Neblett.",,,-0.4473552582060227,
283062426030,28306242603,283062426,3,3,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,7,1,"{'seconds': 27, 'minutes': 3}",20,80,2,9,5,False,Rush,"Eric Kettani rush for 5 yards to the Navy 25, tackled by Alex Joseph.",,,0.04479478180103591,
283062426035,28306242603,283062426,3,7,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,7,1,"{'seconds': 27, 'minutes': 1}",47,53,2,5,5,False,Rush,"Kaipo-Noa Kaheaku-Enhada rush for 5 yards to the Temp 48, tackled by Jaiquawn Jarrett for a 1ST down.",,,0.7654298240163016,
283062426040,28306242603,283062426,3,11,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,7,2,"{'seconds': 0, 'minutes': 15}",45,55,3,17,-7,False,Pass Completion,"Kaipo-Noa Kaheaku-Enhada pass complete to Eric Kettani for a loss of 7 yards to the Navy 38, tackled by Terrance Knighton.",,,-0.5068789463317156,
283062426033,28306242603,283062426,3,5,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,7,1,"{'seconds': 27, 'minutes': 1}",29,71,1,10,13,False,Rush,"Cory Finnerty rush for 13 yards to the Navy 42, tackled by Dominique Harris for a 1ST down.",,,1.213913660715649,
283062426037,28306242603,283062426,3,8,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,7,2,"{'seconds': 0, 'minutes': 15}",52,48,1,10,2,False,Rush,"Eric Kettani rush for 2 yards to the Temp 46, tackled by Andre Neblett.",,,-0.6002320779981093,
283062426032,28306242603,283062426,3,4,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,7,1,"{'seconds': 27, 'minutes': 1}",29,71,1,10,0,False,Timeout,"Timeout Navy, clock 01:27.",,,,
283062426038,28306242603,283062426,3,9,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,7,2,"{'seconds': 0, 'minutes': 15}",54,46,2,8,0,False,Penalty,"Navy penalty 15 yard clipping accepted, no play.",,,,
283062426034,28306242603,283062426,3,6,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,7,1,"{'seconds': 27, 'minutes': 1}",42,58,1,10,5,False,Rush,"Eric Kettani rush for 5 yards to the Navy 47, tackled by Junior Galette and Alex Joseph.",,,0.110039551743057,
283062426041,28306242603,283062426,3,12,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,7,2,"{'seconds': 0, 'minutes': 15}",38,62,4,24,11,False,Punt,"Kyle Delahooke punt for 51 yards, returned by Delano Green for 11 yards to the Temp 22, tackled by Tyler Simmons.",,,,
283062426031,28306242603,283062426,3,1,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,7,1,"{'seconds': 0, 'minutes': 15}",25,75,3,4,4,False,Rush,"Kevin Campbell rush for 4 yards to the Navy 29, tackled by Alex Joseph for a 1ST down.",,,1.0655631246528188,
283062426215,28306242620,283062426,20,1,Navy,FBS Independents,27,Temple,Navy,Temple,Mid-American,27,4,"{'seconds': 37, 'minutes': 0}",97,3,-1,-1,0,True,Extra Point Good,Matt Harmon extra point GOOD.,,,,
283062426216,28306242620,283062426,20,2,Navy,FBS Independents,27,Temple,Navy,Temple,Mid-American,27,4,"{'seconds': 37, 'minutes': 0}",30,70,-1,-1,19,False,Kickoff,"Matt Harmon kickoff for 64 yards returned by Jamal Schulters, tackled by Corey Johnson for 19 yards to the Temp 25, tackled by Corey Johnson.",,,,
283062426117,28306242612,283062426,12,2,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,14,3,"{'seconds': 6, 'minutes': 10}",19,81,3,8,7,False,Pass Completion,"Ricky Dobbs pass complete to Tyree Barnes for 7 yards to the Navy 26, tackled by Jamal Schulters.",,,0.1420024328918874,
283062426152,28306242612,283062426,12,3,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,21,3,"{'seconds': 6, 'minutes': 10}",3,97,1,10,2,False,Rush,"Eric Kettani rush for 2 yards to the Navy 5, tackled by Brian Sanford and Elijah Joseph.",,,-0.16758684303650373,
283062426155,28306242612,283062426,12,5,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,21,3,"{'seconds': 6, 'minutes': 10}",17,83,2,10,2,False,Rush,"Eric Kettani rush for 2 yards to the Navy 19, tackled by Jamal Schulters and Terrance Knighton.",,,-0.1449925371422589,
283062426114,28306242612,283062426,12,1,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,14,3,"{'seconds': 6, 'minutes': 10}",17,83,1,10,0,False,Rush,"Ricky Dobbs rush for no gain to the Navy 17, tackled by Terrance Knighton.",,,-0.48436415563340685,
283062426119,28306242612,283062426,12,6,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,14,3,"{'seconds': 0, 'minutes': 3}",26,74,4,1,0,False,Punt,"Kyle Delahooke punt for 47 yards, fair catch by Delano Green at the Temp 27.",,,,
283062426153,28306242612,283062426,12,4,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,21,3,"{'seconds': 6, 'minutes': 10}",5,95,2,8,12,False,Rush,"Kaipo-Noa Kaheaku-Enhada rush for 12 yards to the Navy 17, tackled by Elijah Joseph for a 1ST down.",,,0.5899228222247475,
283062426157,28306242612,283062426,12,7,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,21,3,"{'seconds': 0, 'minutes': 3}",26,74,4,1,0,False,Timeout,"Timeout Navy, clock 03:00.",,,,
283062426129,28306242614,283062426,14,2,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,21,3,"{'seconds': 7, 'minutes': 1}",45,55,1,10,42,False,Pass Interception,"Ricky Dobbs pass intercepted by Jaiquawn Jarrett at the Temp 22, returned for 42 yards to the Navy 36, tackled by Ricky Moore.",,,-2.723386762683635,
283062426168,28306242614,283062426,14,4,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,21,3,"{'seconds': 7, 'minutes': 1}",45,55,1,10,42,False,Pass Interception,"Ricky Dobbs pass intercepted by Jaiquawn Jarrett at the Temp 22, returned for 42 yards to the Navy 45, tackled by Ricky Moore, Navy penalty 15 yard personal foul accepted, Temple penalty 5 yard ball on NAVY21, PENALTY sideline interfe accepted.",,,-2.723386762683635,
283062426128,28306242614,283062426,14,1,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,21,3,"{'seconds': 7, 'minutes': 1}",41,59,2,3,4,False,Rush,"Ricky Dobbs rush for 4 yards to the Navy 45, tackled by Junior Galette and Elisha Joseph for a 1ST down.",,,0.356246990190934,
283062426166,28306242614,283062426,14,3,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,21,3,"{'seconds': 7, 'minutes': 1}",34,66,1,10,7,False,Rush,"Eric Kettani rush for 7 yards to the Navy 41, tackled by Elisha Joseph and John Haley.",,,0.7039091622223153,
283062426088,28306242608,283062426,8,2,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,13,3,"{'seconds': 0, 'minutes': 15}",30,70,-1,-1,20,False,Kickoff,"Jon Teague kickoff for 66 yards returned by Jamal Schulters, tackled by Corey Johnson for 20 yards to the Temp 24, tackled by Corey Johnson.",,,,
283062426130,28306242608,283062426,8,3,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,21,3,"{'seconds': 7, 'minutes': 1}",30,70,-1,-1,20,False,Kickoff,"Jon Teague kickoff for 66 yards returned by Jamal Schulters, tackled by Corey Johnson for 20 yards to the Temp 24, tackled by Corey Johnson.",,,,
283062426082,28306242608,283062426,8,1,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,7,2,"{'seconds': 0, 'minutes': 0}",30,70,-1,-1,20,False,Kickoff,"Jon Teague kickoff for 66 yards returned by Jamal Schulters, tackled by Corey Johnson for 20 yards to the Temp 24, tackled by Corey Johnson.",,,,
283062426077,28306242607,283062426,7,9,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,7,2,"{'seconds': 1, 'minutes': 0}",77,23,2,10,3,False,Rush,"Kaipo-Noa Kaheaku-Enhada rush for 3 yards to the Temp 20, tackled by Evan Jr Cooper and Brian Sanford.",,,-0.169154283980589,
283062426074,28306242607,283062426,7,6,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,7,2,"{'seconds': 21, 'minutes': 2}",53,47,1,10,0,False,Pass Incompletion,Team pass incomplete.,,,-1.0507069190375147,
283062426076,28306242607,283062426,7,8,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,7,2,"{'seconds': 1, 'minutes': 0}",77,23,1,10,0,False,Pass Incompletion,Team pass incomplete.,,,-0.4181180581276075,
283062426079,28306242607,283062426,7,11,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,7,2,"{'seconds': 1, 'minutes': 0}",80,20,3,7,0,False,Timeout,"Timeout Temple, clock 00:01.",,,,
283062426073,28306242607,283062426,7,5,Navy,FBS Independents,7,Temple,Navy,Temple,Mid-American,7,2,"{'seconds': 21, 'minutes': 2}",32,68,1,10,21,False,Pass Completion,"Kaipo-Noa Kaheaku-Enhada pass complete to Greg Shinego for 21 yards to the Temp 47, tackled by Jaiquawn Jarrett for a 1ST down.",,,1.9061084743754295,
