offense,offenseConference,defense,defenseConference,gameId,id,driveNumber,scoring,startPeriod,startYardline,startYardsToGoal,startTime,endPeriod,endYardline,endYardsToGoal,endTime,plays,yards,driveResult,isHomeOffense,startOffenseScore,startDefenseScore,endOffenseScore,endDefenseScore
UC Davis,Great West,Arizona State,Pac-12,312440009,31244000901,1,False,1,76,76,"{'seconds': 0, 'minutes': 15}",1,61,61,"{'seconds': 0, 'minutes': 15}",5,15,PUNT,False,0,0,0,0
Arizona State,Pac-12,UC Davis,Great West,312440009,31244000902,2,True,1,45,55,"{'seconds': 0, 'minutes': 15}",1,100,0,"{'seconds': 43, 'minutes': 10}",3,55,RUSHING TD,True,0,0,7,0
UC Davis,Great West,Arizona State,Pac-12,312440009,31244000903,3,False,1,65,65,"{'seconds': 43, 'minutes': 10}",1,47,47,"{'seconds': 33, 'minutes': 10}",6,18,PUNT,False,0,7,0,7
Arizona State,Pac-12,UC Davis,Great West,312440009,31244000904,4,False,1,7,93,"{'seconds': 33, 'minutes': 10}",1,27,73,"{'seconds': 49, 'minutes': 4}",5,20,PUNT,True,7,0,7,0
Arizona State,Pac-12,UC Davis,Great West,312440009,31244000906,5,True,1,85,15,"{'seconds': 49, 'minutes': 4}",1,100,0,"{'seconds': 34, 'minutes': 3}",4,15,RUSHING TD,True,7,0,14,0
UC Davis,Great West,Arizona State,Pac-12,312440009,31244000907,6,False,1,78,78,"{'seconds': 34, 'minutes': 3}",1,84,84,"{'seconds': 34, 'minutes': 3}",3,-6,PUNT,False,0,14,0,14
Arizona State,Pac-12,UC Davis,Great West,312440009,31244000908,7,True,1,51,49,"{'seconds': 34, 'minutes': 3}",2,100,0,"{'seconds': 53, 'minutes': 14}",4,49,PASSING TD,True,14,0,21,0
UC Davis,Great West,Arizona State,Pac-12,312440009,31244000909,8,False,2,80,80,"{'seconds': 53, 'minutes': 14}",2,55,55,"{'seconds': 53, 'minutes': 14}",6,25,PUNT,False,0,21,0,21
Arizona State,Pac-12,UC Davis,Great West,312440009,31244000910,9,False,2,30,70,"{'seconds': 53, 'minutes': 14}",2,74,26,"{'seconds': 27, 'minutes': 10}",5,44,TURNOVER ON DOWNS,True,21,0,21,0
UC Davis,Great West,Arizona State,Pac-12,312440009,31244000911,10,False,2,74,74,"{'seconds': 27, 'minutes': 10}",2,64,64,"{'seconds': 53, 'minutes': 7}",6,10,PUNT,False,0,21,0,21
