offense,offenseConference,defense,defenseConference,gameId,id,driveNumber,scoring,startPeriod,startYardline,startYardsToGoal,startTime,endPeriod,endYardline,endYardsToGoal,endTime,plays,yards,driveResult,isHomeOffense,startOffenseScore,startDefenseScore,endOffenseScore,endDefenseScore
Arkansas,SEC,Rice,Conference USA,401281943,-79,27,False,4,32,68,"{'seconds': 0, 'minutes': 54}",4,91,9,"{'seconds': 0, 'minutes': 30}",6,68,PASSING TD,True,24,17,31,17
Rice,Conference USA,Arkansas,SEC,401281943,-80,28,False,4,75,75,"{'seconds': 0, 'minutes': 7}",4,62,62,"{'seconds': 0, 'minutes': 50}",8,59,INT,False,17,31,17,31
Arkansas,SEC,Rice,Conference USA,401281943,-81,29,False,4,84,16,"{'seconds': 0, 'minutes': 37}",4,97,3,"{'seconds': 0, 'minutes': 10}",4,16,RUSHING TD,True,31,17,38,17
Rice,Conference USA,Arkansas,SEC,401281943,-82,30,False,4,75,75,"{'seconds': 0, 'minutes': 58}",4,54,54,"{'seconds': 0, 'minutes': 0}",5,21,END OF 4TH QUARTER,False,17,38,17,38
Akron,Mid-American,Auburn,SEC,401281944,4012819441,1,False,1,75,75,"{'seconds': 0, 'minutes': 15}",1,71,71,"{'seconds': 23, 'minutes': 9}",9,4,PUNT,False,0,0,0,0
Auburn,SEC,Akron,Mid-American,401281944,4012819442,2,True,1,35,65,"{'seconds': 23, 'minutes': 9}",1,100,0,"{'seconds': 55, 'minutes': 6}",6,65,TD,True,0,0,6,0
Akron,Mid-American,Auburn,SEC,401281944,4012819443,3,False,1,80,80,"{'seconds': 50, 'minutes': 6}",1,84,84,"{'seconds': 32, 'minutes': 4}",3,-4,PUNT,False,0,6,0,6
Auburn,SEC,Akron,Mid-American,401281944,4012819444,4,True,1,34,66,"{'seconds': 32, 'minutes': 4}",1,100,0,"{'seconds': 14, 'minutes': 1}",7,66,TD,True,6,0,13,0
Akron,Mid-American,Auburn,SEC,401281944,4012819445,5,False,1,75,75,"{'seconds': 14, 'minutes': 1}",1,66,66,"{'seconds': 0, 'minutes': 0}",4,9,DOWNS,False,0,13,0,13
Akron,Mid-American,Auburn,SEC,401281944,4012819447,6,False,2,75,75,"{'seconds': 52, 'minutes': 14}",2,68,68,"{'seconds': 37, 'minutes': 12}",3,7,PUNT,False,0,20,0,20
Auburn,SEC,Akron,Mid-American,401281944,4012819448,7,True,2,8,92,"{'seconds': 37, 'minutes': 12}",2,100,0,"{'seconds': 44, 'minutes': 9}",6,92,TD,True,20,0,27,0
Akron,Mid-American,Auburn,SEC,401281944,4012819449,8,False,2,75,75,"{'seconds': 44, 'minutes': 9}",2,55,55,"{'seconds': 5, 'minutes': 7}",6,20,DOWNS,False,0,27,0,27
Auburn,SEC,Akron,Mid-American,401281944,40128194410,9,True,2,55,45,"{'seconds': 5, 'minutes': 7}",2,100,0,"{'seconds': 13, 'minutes': 3}",9,45,TD,True,27,0,34,0
Akron,Mid-American,Auburn,SEC,401281944,40128194411,10,False,2,75,75,"{'seconds': 13, 'minutes': 3}",2,47,47,"{'seconds': 6, 'minutes': 1}",6,28,PUNT,False,0,34,0,34
Auburn,SEC,Akron,Mid-American,401281944,40128194412,11,True,2,8,92,"{'seconds': 6, 'minutes': 1}",2,73,27,"{'seconds': 2, 'minutes': 0}",8,65,FG,True,34,0,37,0
Auburn,SEC,Akron,Mid-American,401281944,4012819446,12,True,2,66,34,"{'seconds': 0, 'minutes': 0}",3,100,0,"{'seconds': 52, 'minutes': 14}",1,34,TD,True,20,0,20,0
Auburn,SEC,Akron,Mid-American,401281944,40128194413,13,True,3,25,75,"{'seconds': 0, 'minutes': 15}",3,100,0,"{'seconds': 49, 'minutes': 12}",5,75,TD,True,37,0,44,0
Akron,Mid-American,Auburn,SEC,401281944,40128194414,14,True,3,75,75,"{'seconds': 49, 'minutes': 12}",3,100,100,"{'seconds': 6, 'minutes': 11}",4,-25,SF,False,0,44,0,46
Auburn,SEC,Akron,Mid-American,401281944,40128194415,15,True,3,38,62,"{'seconds': 59, 'minutes': 10}",3,100,0,"{'seconds': 41, 'minutes': 8}",5,62,TD,True,46,0,53,0
Akron,Mid-American,Auburn,SEC,401281944,40128194416,16,False,3,84,84,"{'seconds': 34, 'minutes': 8}",3,80,80,"{'seconds': 50, 'minutes': 6}",3,4,PUNT,False,0,53,0,53
Auburn,SEC,Akron,Mid-American,401281944,40128194417,17,False,3,45,55,"{'seconds': 50, 'minutes': 6}",3,58,42,"{'seconds': 58, 'minutes': 4}",5,13,PUNT,True,53,0,53,0
Akron,Mid-American,Auburn,SEC,401281944,40128194418,18,True,3,80,80,"{'seconds': 58, 'minutes': 4}",4,0,0,"{'seconds': 28, 'minutes': 13}",11,80,TD,False,0,53,7,53
Auburn,SEC,Akron,Mid-American,401281944,40128194419,19,False,4,17,83,"{'seconds': 17, 'minutes': 13}",4,23,77,"{'seconds': 43, 'minutes': 11}",3,6,PUNT,True,53,7,53,7
Akron,Mid-American,Auburn,SEC,401281944,40128194420,20,True,4,63,63,"{'seconds': 43, 'minutes': 11}",4,23,23,"{'seconds': 48, 'minutes': 2}",13,40,FG,False,7,53,10,53
Auburn,SEC,Akron,Mid-American,401281944,40128194421,21,True,4,35,65,"{'seconds': 38, 'minutes': 2}",4,100,0,"{'seconds': 28, 'minutes': 0}",5,65,TD,True,53,10,60,10
Akron,Mid-American,Auburn,SEC,401281944,40128194422,22,False,4,75,75,"{'seconds': 28, 'minutes': 0}",4,70,70,"{'seconds': 0, 'minutes': 0}",2,5,END OF 4TH QUARTER,False,10,60,10,60
Florida,SEC,Florida Atlantic,Conference USA,401281945,4012819451,1,True,1,25,75,"{'seconds': 0, 'minutes': 15}",1,100,0,"{'seconds': 27, 'minutes': 11}",11,75,TD,True,0,0,7,0
Florida Atlantic,Conference USA,Florida,SEC,401281945,4012819452,2,False,1,83,83,"{'seconds': 20, 'minutes': 11}",1,46,46,"{'seconds': 59, 'minutes': 5}",10,37,PUNT,False,0,7,0,7
Florida,SEC,Florida Atlantic,Conference USA,401281945,4012819453,3,True,1,20,80,"{'seconds': 59, 'minutes': 5}",1,100,0,"{'seconds': 52, 'minutes': 1}",10,80,TD,True,7,0,14,0
Florida Atlantic,Conference USA,Florida,SEC,401281945,4012819454,4,False,1,75,75,"{'seconds': 52, 'minutes': 1}",1,49,49,"{'seconds': 5, 'minutes': 0}",6,26,FUMBLE,False,0,14,0,14
Florida,SEC,Florida Atlantic,Conference USA,401281945,4012819455,5,False,1,49,51,"{'seconds': 5, 'minutes': 0}",2,88,12,"{'seconds': 6, 'minutes': 12}",7,39,INT,True,14,0,14,0
Florida Atlantic,Conference USA,Florida,SEC,401281945,4012819456,6,False,2,80,80,"{'seconds': 6, 'minutes': 12}",2,47,47,"{'seconds': 15, 'minutes': 7}",10,33,DOWNS,False,0,14,0,14
Florida,SEC,Florida Atlantic,Conference USA,401281945,4012819457,7,False,2,47,53,"{'seconds': 15, 'minutes': 7}",2,98,2,"{'seconds': 37, 'minutes': 3}",8,51,DOWNS,True,14,0,14,0
Florida Atlantic,Conference USA,Florida,SEC,401281945,4012819458,8,False,2,98,98,"{'seconds': 37, 'minutes': 3}",2,41,41,"{'seconds': 11, 'minutes': 0}",11,57,DOWNS,False,0,14,0,14
Florida,SEC,Florida Atlantic,Conference USA,401281945,4012819459,9,False,2,41,59,"{'seconds': 11, 'minutes': 0}",2,55,45,"{'seconds': 0, 'minutes': 0}",3,14,END OF HALF,True,14,0,14,0
Florida Atlantic,Conference USA,Florida,SEC,401281945,40128194510,10,False,3,80,80,"{'seconds': 55, 'minutes': 14}",3,62,62,"{'seconds': 58, 'minutes': 12}",4,18,PUNT,False,0,14,0,14
Florida,SEC,Florida Atlantic,Conference USA,401281945,40128194511,11,True,3,12,88,"{'seconds': 58, 'minutes': 12}",3,100,0,"{'seconds': 47, 'minutes': 6}",15,88,TD,True,14,0,21,0
Florida Atlantic,Conference USA,Florida,SEC,401281945,40128194512,12,False,3,75,75,"{'seconds': 47, 'minutes': 6}",3,69,69,"{'seconds': 12, 'minutes': 4}",4,6,PUNT,False,0,21,0,21
Florida,SEC,Florida Atlantic,Conference USA,401281945,40128194513,13,False,3,59,41,"{'seconds': 12, 'minutes': 4}",3,57,43,"{'seconds': 26, 'minutes': 2}",3,-2,PUNT,True,21,0,21,0
Florida Atlantic,Conference USA,Florida,SEC,401281945,40128194514,14,False,3,80,80,"{'seconds': 26, 'minutes': 2}",3,61,61,"{'seconds': 54, 'minutes': 0}",4,19,PUNT,False,0,21,0,21
Florida,SEC,Florida Atlantic,Conference USA,401281945,40128194515,15,False,3,27,73,"{'seconds': 54, 'minutes': 0}",3,27,73,"{'seconds': 46, 'minutes': 0}",1,0,INT,True,21,0,21,0
Florida Atlantic,Conference USA,Florida,SEC,401281945,40128194516,16,False,3,57,57,"{'seconds': 46, 'minutes': 0}",4,66,66,"{'seconds': 50, 'minutes': 14}",3,-9,PUNT,False,0,21,0,21
Florida,SEC,Florida Atlantic,Conference USA,401281945,40128194517,17,False,4,19,81,"{'seconds': 50, 'minutes': 14}",4,30,70,"{'seconds': 4, 'minutes': 12}",6,11,PUNT,True,21,0,21,0
Florida Atlantic,Conference USA,Florida,SEC,401281945,40128194518,18,False,4,86,86,"{'seconds': 4, 'minutes': 12}",4,27,27,"{'seconds': 20, 'minutes': 10}",4,59,FUMBLE,False,0,21,0,21
Florida,SEC,Florida Atlantic,Conference USA,401281945,40128194519,19,True,4,27,73,"{'seconds': 20, 'minutes': 10}",4,100,0,"{'seconds': 42, 'minutes': 7}",7,73,TD,True,21,0,28,0
Florida Atlantic,Conference USA,Florida,SEC,401281945,40128194520,20,True,4,68,68,"{'seconds': 35, 'minutes': 7}",4,0,0,"{'seconds': 27, 'minutes': 4}",8,67,TD,False,0,28,7,28
Florida,SEC,Florida Atlantic,Conference USA,401281945,40128194521,21,True,4,25,75,"{'seconds': 27, 'minutes': 4}",4,100,0,"{'seconds': 43, 'minutes': 3}",2,75,TD,True,28,7,35,7
Florida Atlantic,Conference USA,Florida,SEC,401281945,40128194522,22,True,4,75,75,"{'seconds': 43, 'minutes': 3}",4,0,0,"{'seconds': 37, 'minutes': 1}",6,75,TD,False,7,35,14,35
Florida,SEC,Florida Atlantic,Conference USA,401281945,40128194523,23,False,4,46,54,"{'seconds': 32, 'minutes': 1}",4,73,27,"{'seconds': 0, 'minutes': 0}",8,27,END OF 4TH QUARTER,True,35,14,35,14
Georgia,SEC,Clemson,ACC,401281946,4012819461,1,False,1,75,75,"{'seconds': 0, 'minutes': 15}",1,48,48,"{'seconds': 42, 'minutes': 9}",8,27,PUNT,False,0,0,0,0
Clemson,ACC,Georgia,SEC,401281946,4012819462,2,False,1,10,90,"{'seconds': 42, 'minutes': 9}",1,5,95,"{'seconds': 14, 'minutes': 8}",3,-5,PUNT,True,0,0,0,0
Georgia,SEC,Clemson,ACC,401281946,4012819463,3,False,1,49,49,"{'seconds': 14, 'minutes': 8}",1,47,47,"{'seconds': 31, 'minutes': 6}",3,2,PUNT,False,0,0,0,0
Clemson,ACC,Georgia,SEC,401281946,4012819464,4,False,1,2,98,"{'seconds': 31, 'minutes': 6}",1,17,83,"{'seconds': 57, 'minutes': 4}",3,15,PUNT,True,0,0,0,0
Georgia,SEC,Clemson,ACC,401281946,4012819465,5,False,1,63,63,"{'seconds': 57, 'minutes': 4}",2,19,19,"{'seconds': 19, 'minutes': 14}",12,44,MISSED FG,False,0,0,0,0
Clemson,ACC,Georgia,SEC,401281946,4012819466,6,False,2,20,80,"{'seconds': 19, 'minutes': 14}",2,56,44,"{'seconds': 14, 'minutes': 9}",8,36,PUNT,True,0,0,0,0
Georgia,SEC,Clemson,ACC,401281946,4012819467,7,False,2,91,91,"{'seconds': 14, 'minutes': 9}",2,66,66,"{'seconds': 28, 'minutes': 6}",5,25,PUNT,False,0,0,0,0
Clemson,ACC,Georgia,SEC,401281946,4012819468,8,False,2,15,85,"{'seconds': 28, 'minutes': 6}",2,16,84,"{'seconds': 32, 'minutes': 5}",3,1,FUMBLE,True,0,0,0,0
Clemson,ACC,Georgia,SEC,401281946,4012819469,9,True,2,50,50,"{'seconds': 32, 'minutes': 5}",2,30,70,"{'seconds': 58, 'minutes': 2}",5,20,INT TD,True,0,0,0,7
Clemson,ACC,Georgia,SEC,401281946,40128194610,10,False,2,25,75,"{'seconds': 58, 'minutes': 2}",2,58,42,"{'seconds': 53, 'minutes': 0}",8,33,PUNT,True,0,7,0,7
Georgia,SEC,Clemson,ACC,401281946,40128194611,11,False,2,80,80,"{'seconds': 53, 'minutes': 0}",2,73,73,"{'seconds': 0, 'minutes': 0}",2,7,END OF HALF,False,7,0,7,0
Clemson,ACC,Georgia,SEC,401281946,40128194612,12,False,3,25,75,"{'seconds': 0, 'minutes': 15}",3,45,55,"{'seconds': 24, 'minutes': 11}",8,20,PUNT,True,0,7,0,7
Georgia,SEC,Clemson,ACC,401281946,40128194613,13,False,3,88,88,"{'seconds': 24, 'minutes': 11}",3,73,73,"{'seconds': 39, 'minutes': 9}",5,15,INT,False,7,0,7,0
Clemson,ACC,Georgia,SEC,401281946,40128194614,14,False,3,67,33,"{'seconds': 39, 'minutes': 9}",3,58,42,"{'seconds': 29, 'minutes': 7}",3,-9,PUNT,True,0,7,0,7
Georgia,SEC,Clemson,ACC,401281946,40128194615,15,True,3,86,86,"{'seconds': 29, 'minutes': 7}",3,5,5,"{'seconds': 38, 'minutes': 2}",11,81,FG,False,7,0,10,0
Clemson,ACC,Georgia,SEC,401281946,40128194616,16,False,3,23,77,"{'seconds': 38, 'minutes': 2}",3,10,90,"{'seconds': 10, 'minutes': 0}",3,-13,PUNT,True,0,10,0,10
Georgia,SEC,Clemson,ACC,401281946,40128194617,17,False,3,65,65,"{'seconds': 10, 'minutes': 0}",4,54,54,"{'seconds': 56, 'minutes': 12}",4,11,PUNT,False,10,0,10,0
Clemson,ACC,Georgia,SEC,401281946,40128194618,18,True,4,13,87,"{'seconds': 56, 'minutes': 12}",4,95,5,"{'seconds': 8, 'minutes': 9}",10,82,FG,True,0,10,3,10
Georgia,SEC,Clemson,ACC,401281946,40128194619,19,False,4,75,75,"{'seconds': 8, 'minutes': 9}",4,72,72,"{'seconds': 43, 'minutes': 7}",3,8,PUNT,False,10,3,10,3
Clemson,ACC,Georgia,SEC,401281946,40128194620,20,False,4,25,75,"{'seconds': 36, 'minutes': 7}",4,55,45,"{'seconds': 48, 'minutes': 4}",7,30,DOWNS,True,3,10,3,10
Georgia,SEC,Clemson,ACC,401281946,40128194621,21,False,4,55,55,"{'seconds': 48, 'minutes': 4}",4,14,14,"{'seconds': 0, 'minutes': 0}",10,41,END OF GAME,False,10,3,10,3
Kentucky,SEC,UL Monroe,Sun Belt,401281947,4012819471,1,False,1,25,75,"{'seconds': 0, 'minutes': 15}",1,35,65,"{'seconds': 54, 'minutes': 13}",3,10,INT,True,0,0,0,0
UL Monroe,Sun Belt,Kentucky,SEC,401281947,4012819472,2,True,1,43,43,"{'seconds': 54, 'minutes': 13}",1,0,0,"{'seconds': 53, 'minutes': 8}",12,42,TD,False,0,0,7,0
Kentucky,SEC,UL Monroe,Sun Belt,401281947,4012819473,3,True,1,16,84,"{'seconds': 53, 'minutes': 8}",1,100,0,"{'seconds': 13, 'minutes': 6}",5,84,TD,True,0,7,7,7
UL Monroe,Sun Belt,Kentucky,SEC,401281947,4012819474,4,False,1,75,75,"{'seconds': 13, 'minutes': 6}",1,72,72,"{'seconds': 29, 'minutes': 4}",3,3,FUMBLE,False,7,7,7,7
Kentucky,SEC,UL Monroe,Sun Belt,401281947,4012819475,5,True,1,42,58,"{'seconds': 29, 'minutes': 4}",1,100,0,"{'seconds': 20, 'minutes': 4}",1,58,TD,True,14,7,14,7
UL Monroe,Sun Belt,Kentucky,SEC,401281947,4012819476,6,False,1,75,75,"{'seconds': 20, 'minutes': 4}",1,51,51,"{'seconds': 17, 'minutes': 2}",5,14,PUNT,False,7,14,7,14
Kentucky,SEC,UL Monroe,Sun Belt,401281947,4012819477,7,True,1,16,84,"{'seconds': 17, 'minutes': 2}",2,100,0,"{'seconds': 40, 'minutes': 10}",14,84,TD,True,14,7,21,7
UL Monroe,Sun Belt,Kentucky,SEC,401281947,4012819478,8,False,2,75,75,"{'seconds': 40, 'minutes': 10}",2,74,74,"{'seconds': 39, 'minutes': 9}",3,1,PUNT,False,7,21,7,21
Kentucky,SEC,UL Monroe,Sun Belt,401281947,4012819479,9,False,2,25,75,"{'seconds': 39, 'minutes': 9}",2,37,63,"{'seconds': 56, 'minutes': 8}",2,20,FUMBLE,True,21,7,21,7
UL Monroe,Sun Belt,Kentucky,SEC,401281947,40128194710,10,False,2,43,43,"{'seconds': 56, 'minutes': 8}",2,44,44,"{'seconds': 8, 'minutes': 8}",3,-1,PUNT,False,7,21,7,21
Kentucky,SEC,UL Monroe,Sun Belt,401281947,40128194711,11,True,2,20,80,"{'seconds': 8, 'minutes': 8}",2,100,0,"{'seconds': 44, 'minutes': 5}",4,80,TD,True,21,7,28,7
