offense,offenseConference,defense,defenseConference,gameId,id,driveNumber,scoring,startPeriod,startYardline,startYardsToGoal,startTime,endPeriod,endYardline,endYardsToGoal,endTime,plays,yards,driveResult,isHomeOffense,startOffenseScore,startDefenseScore,endOffenseScore,endDefenseScore
Arizona State,Pac-10,Temple,FBS Independents,252440009,25244000911,11,False,2,39,61,"{'seconds': 18, 'minutes': 6}",2,93,7,"{'seconds': 23, 'minutes': 3}",7,54,INT,True,21,2,21,2
Temple,FBS Independents,Arizona State,Pac-10,252440009,25244000912,12,False,2,99,99,"{'seconds': 23, 'minutes': 3}",2,81,81,"{'seconds': 15, 'minutes': 0}",6,18,PUNT,False,2,21,2,21
Arizona State,Pac-10,Temple,FBS Independents,252440009,25244000913,13,True,2,82,18,"{'seconds': 15, 'minutes': 0}",2,100,0,"{'seconds': 9, 'minutes': 0}",1,18,PASSING TD,True,27,2,28,2
Arizona State,Pac-10,Temple,FBS Independents,252440009,25244000914,14,False,2,80,20,"{'seconds': 9, 'minutes': 0}",3,30,70,"{'seconds': 55, 'minutes': 14}",1,10,END OF HALF,True,28,2,28,2
Temple,FBS Independents,Arizona State,Pac-10,252440009,25244000915,15,False,3,78,78,"{'seconds': 55, 'minutes': 14}",3,73,73,"{'seconds': 16, 'minutes': 13}",3,5,PUNT,False,2,28,2,28
Arizona State,Pac-10,Temple,FBS Independents,252440009,25244000916,16,True,3,40,60,"{'seconds': 16, 'minutes': 13}",3,100,0,"{'seconds': 33, 'minutes': 10}",6,60,RUSHING TD,True,28,2,35,2
Temple,FBS Independents,Arizona State,Pac-10,252440009,25244000917,17,False,3,80,80,"{'seconds': 33, 'minutes': 10}",3,60,60,"{'seconds': 7, 'minutes': 9}",6,20,PUNT,False,2,35,2,35
Arizona State,Pac-10,Temple,FBS Independents,252440009,25244000918,18,False,3,26,74,"{'seconds': 7, 'minutes': 9}",3,26,74,"{'seconds': 58, 'minutes': 8}",1,0,INT,True,35,2,35,2
Temple,FBS Independents,Arizona State,Pac-10,252440009,25244000919,19,False,3,69,69,"{'seconds': 58, 'minutes': 8}",3,49,49,"{'seconds': 57, 'minutes': 6}",6,20,PUNT,False,2,35,2,35
Arizona State,Pac-10,Temple,FBS Independents,252440009,25244000920,20,True,3,15,85,"{'seconds': 57, 'minutes': 6}",3,100,0,"{'seconds': 51, 'minutes': 3}",7,85,PASSING TD,True,35,2,42,2
Temple,FBS Independents,Arizona State,Pac-10,252440009,25244000921,21,True,3,80,80,"{'seconds': 51, 'minutes': 3}",3,0,0,"{'seconds': 0, 'minutes': 0}",9,80,RUSHING TD,False,2,42,9,42
Arizona State,Pac-10,Temple,FBS Independents,252440009,25244000922,22,False,3,38,62,"{'seconds': 0, 'minutes': 0}",4,32,68,"{'seconds': 53, 'minutes': 14}",1,-6,FUMBLE,True,42,9,42,9
Temple,FBS Independents,Arizona State,Pac-10,252440009,25244000923,23,False,4,32,32,"{'seconds': 53, 'minutes': 14}",4,12,12,"{'seconds': 25, 'minutes': 12}",6,20,TURNOVER ON DOWNS,False,9,42,9,42
Arizona State,Pac-10,Temple,FBS Independents,252440009,25244000924,24,True,4,12,88,"{'seconds': 25, 'minutes': 12}",4,100,0,"{'seconds': 10, 'minutes': 8}",8,88,PASSING TD,True,42,9,49,9
Temple,FBS Independents,Arizona State,Pac-10,252440009,25244000925,25,False,4,80,80,"{'seconds': 10, 'minutes': 8}",4,85,85,"{'seconds': 2, 'minutes': 8}",1,-5,FUMBLE,False,9,49,9,49
Arizona State,Pac-10,Temple,FBS Independents,252440009,25244000926,26,True,4,85,15,"{'seconds': 2, 'minutes': 8}",4,100,0,"{'seconds': 24, 'minutes': 5}",6,15,RUSHING TD,True,49,9,56,9
Temple,FBS Independents,Arizona State,Pac-10,252440009,25244000927,27,True,4,80,80,"{'seconds': 24, 'minutes': 5}",4,0,0,"{'seconds': 40, 'minutes': 4}",3,80,PASSING TD,False,9,56,16,56
Arizona State,Pac-10,Temple,FBS Independents,252440009,25244000928,28,False,4,20,80,"{'seconds': 40, 'minutes': 4}",4,27,73,"{'seconds': 10, 'minutes': 3}",3,7,PUNT,True,56,16,56,16
Temple,FBS Independents,Arizona State,Pac-10,252440009,25244000929,29,False,4,76,76,"{'seconds': 10, 'minutes': 3}",4,76,76,"{'seconds': 57, 'minutes': 2}",1,0,INT,False,16,56,16,56
Arizona State,Pac-10,Temple,FBS Independents,252440009,25244000930,30,True,4,72,28,"{'seconds': 57, 'minutes': 2}",4,100,0,"{'seconds': 27, 'minutes': 0}",5,28,RUSHING TD,True,56,16,63,16
Temple,FBS Independents,Arizona State,Pac-10,252440009,25244000931,31,False,4,77,77,"{'seconds': 27, 'minutes': 0}",4,77,77,"{'seconds': 0, 'minutes': 0}",1,0,END OF GAME,False,16,63,16,63
Buffalo,Mid-American,UConn,Big East,252440041,25244004101,1,False,1,80,80,"{'seconds': 0, 'minutes': 15}",1,71,71,"{'seconds': 9, 'minutes': 13}",3,9,PUNT,False,0,0,0,0
UConn,Big East,Buffalo,Mid-American,252440041,25244004102,2,True,1,37,63,"{'seconds': 9, 'minutes': 13}",1,92,8,"{'seconds': 23, 'minutes': 6}",13,55,FG GOOD,True,0,0,3,0
Buffalo,Mid-American,UConn,Big East,252440041,25244004103,3,False,1,64,64,"{'seconds': 23, 'minutes': 6}",1,63,63,"{'seconds': 41, 'minutes': 4}",3,1,PUNT,False,0,3,0,3
UConn,Big East,Buffalo,Mid-American,252440041,25244004104,4,False,1,21,79,"{'seconds': 41, 'minutes': 4}",1,40,60,"{'seconds': 28, 'minutes': 2}",6,19,PUNT,True,3,0,3,0
Buffalo,Mid-American,UConn,Big East,252440041,25244004105,5,False,1,63,63,"{'seconds': 28, 'minutes': 2}",1,65,65,"{'seconds': 59, 'minutes': 0}",3,-2,PUNT,False,0,3,0,3
UConn,Big East,Buffalo,Mid-American,252440041,25244004106,6,False,1,37,63,"{'seconds': 59, 'minutes': 0}",2,73,27,"{'seconds': 36, 'minutes': 13}",6,36,FG MISSED,True,3,0,3,0
Buffalo,Mid-American,UConn,Big East,252440041,25244004107,7,False,2,73,73,"{'seconds': 36, 'minutes': 13}",2,67,67,"{'seconds': 1, 'minutes': 12}",3,6,PUNT,False,0,3,0,3
UConn,Big East,Buffalo,Mid-American,252440041,25244004108,8,False,2,47,53,"{'seconds': 1, 'minutes': 12}",2,91,9,"{'seconds': 58, 'minutes': 10}",3,44,PUNT,True,3,0,3,0
Buffalo,Mid-American,UConn,Big East,252440041,25244004109,9,False,2,79,79,"{'seconds': 58, 'minutes': 10}",2,73,73,"{'seconds': 3, 'minutes': 9}",3,6,PUNT,False,0,3,0,3
UConn,Big East,Buffalo,Mid-American,252440041,25244004110,10,True,2,65,35,"{'seconds': 3, 'minutes': 9}",2,100,0,"{'seconds': 44, 'minutes': 7}",3,35,PASSING TD,True,3,0,10,0
Buffalo,Mid-American,UConn,Big East,252440041,25244004111,11,False,2,80,80,"{'seconds': 44, 'minutes': 7}",2,61,61,"{'seconds': 40, 'minutes': 5}",5,19,TURNOVER ON DOWNS,False,0,10,0,10
UConn,Big East,Buffalo,Mid-American,252440041,25244004112,12,True,2,61,39,"{'seconds': 40, 'minutes': 5}",2,100,0,"{'seconds': 9, 'minutes': 4}",4,39,PASSING TD,True,10,0,17,0
Buffalo,Mid-American,UConn,Big East,252440041,25244004113,13,False,2,84,84,"{'seconds': 9, 'minutes': 4}",2,68,68,"{'seconds': 37, 'minutes': 1}",6,16,PUNT,False,0,17,0,17
UConn,Big East,Buffalo,Mid-American,252440041,25244004114,14,True,2,58,42,"{'seconds': 37, 'minutes': 1}",2,100,0,"{'seconds': 6, 'minutes': 1}",3,42,RUSHING TD,True,17,0,24,0
Buffalo,Mid-American,UConn,Big East,252440041,25244004115,15,False,2,79,79,"{'seconds': 6, 'minutes': 1}",2,80,80,"{'seconds': 30, 'minutes': 0}",3,-1,PUNT,False,0,24,0,24
UConn,Big East,Buffalo,Mid-American,252440041,25244004116,16,False,2,54,46,"{'seconds': 30, 'minutes': 0}",2,60,40,"{'seconds': 0, 'minutes': 0}",2,6,INT,True,24,0,24,0
Buffalo,Mid-American,UConn,Big East,252440041,25244004117,17,False,2,95,95,"{'seconds': 0, 'minutes': 0}",2,95,95,"{'seconds': 0, 'minutes': 0}",1,0,END OF HALF,False,0,24,0,31
UConn,Big East,Buffalo,Mid-American,252440041,25244004118,18,False,3,50,50,"{'seconds': 52, 'minutes': 14}",3,62,38,"{'seconds': 55, 'minutes': 11}",4,12,PUNT,True,24,0,31,0
Buffalo,Mid-American,UConn,Big East,252440041,25244004119,19,False,3,99,99,"{'seconds': 55, 'minutes': 11}",3,38,38,"{'seconds': 26, 'minutes': 9}",6,61,PUNT,False,0,24,0,31
UConn,Big East,Buffalo,Mid-American,252440041,25244004120,20,True,3,16,84,"{'seconds': 26, 'minutes': 9}",3,100,0,"{'seconds': 50, 'minutes': 3}",11,84,RUSHING TD,True,24,0,31,0
Buffalo,Mid-American,UConn,Big East,252440041,25244004121,21,False,3,80,80,"{'seconds': 50, 'minutes': 3}",3,72,72,"{'seconds': 51, 'minutes': 1}",3,8,PUNT,False,0,31,0,31
UConn,Big East,Buffalo,Mid-American,252440041,25244004122,22,False,3,29,71,"{'seconds': 51, 'minutes': 1}",4,56,44,"{'seconds': 0, 'minutes': 14}",5,27,END OF GAME,True,31,0,31,0
Buffalo,Mid-American,UConn,Big East,252440041,25244004123,23,False,4,93,93,"{'seconds': 0, 'minutes': 14}",4,94,94,"{'seconds': 20, 'minutes': 13}",3,-1,PUNT,False,0,31,0,31
UConn,Big East,Buffalo,Mid-American,252440041,25244004124,24,True,4,54,46,"{'seconds': 20, 'minutes': 13}",4,100,0,"{'seconds': 55, 'minutes': 8}",9,46,PASSING TD,True,31,0,38,0
Buffalo,Mid-American,UConn,Big East,252440041,25244004125,25,False,4,84,84,"{'seconds': 55, 'minutes': 8}",4,75,75,"{'seconds': 49, 'minutes': 4}",6,9,PUNT,False,0,38,0,38
UConn,Big East,Buffalo,Mid-American,252440041,25244004126,26,False,4,43,57,"{'seconds': 49, 'minutes': 4}",4,84,16,"{'seconds': 0, 'minutes': 0}",8,41,END OF GAME,True,38,0,38,0
Wake Forest,ACC,Vanderbilt,SEC,252440154,25244015401,1,False,1,6,94,"{'seconds': 52, 'minutes': 14}",1,6,94,"{'seconds': 6, 'minutes': 11}",0,0,Uncategorized,True,0,0,3,0
Vanderbilt,SEC,Wake Forest,ACC,252440154,25244015402,2,False,1,69,69,"{'seconds': 6, 'minutes': 11}",1,69,69,"{'seconds': 34, 'minutes': 8}",0,0,Uncategorized,False,0,3,3,3
Wake Forest,ACC,Vanderbilt,SEC,252440154,25244015403,3,False,1,23,77,"{'seconds': 34, 'minutes': 8}",1,23,77,"{'seconds': 0, 'minutes': 5}",0,0,Uncategorized,True,3,3,3,3
Vanderbilt,SEC,Wake Forest,ACC,252440154,25244015404,4,False,1,78,78,"{'seconds': 0, 'minutes': 5}",1,78,78,"{'seconds': 0, 'minutes': 0}",0,0,Uncategorized,False,3,3,3,3
Wake Forest,ACC,Vanderbilt,SEC,252440154,25244015405,5,False,2,30,70,"{'seconds': 19, 'minutes': 14}",2,30,70,"{'seconds': 35, 'minutes': 12}",0,0,Uncategorized,True,3,10,3,10
Vanderbilt,SEC,Wake Forest,ACC,252440154,25244015406,6,False,2,85,85,"{'seconds': 35, 'minutes': 12}",2,85,85,"{'seconds': 15, 'minutes': 9}",0,0,Uncategorized,False,10,3,10,3
Wake Forest,ACC,Vanderbilt,SEC,252440154,25244015407,7,False,2,34,66,"{'seconds': 15, 'minutes': 9}",2,34,66,"{'seconds': 15, 'minutes': 6}",0,0,Uncategorized,True,3,10,3,10
Vanderbilt,SEC,Wake Forest,ACC,252440154,25244015408,8,False,2,85,85,"{'seconds': 15, 'minutes': 6}",2,85,85,"{'seconds': 37, 'minutes': 2}",0,0,Uncategorized,False,10,3,10,3
Wake Forest,ACC,Vanderbilt,SEC,252440154,25244015409,9,False,2,20,80,"{'seconds': 37, 'minutes': 2}",2,20,80,"{'seconds': 0, 'minutes': 0}",0,0,Uncategorized,True,3,10,6,10
Vanderbilt,SEC,Wake Forest,ACC,252440154,25244015410,10,False,3,68,68,"{'seconds': 54, 'minutes': 14}",3,68,68,"{'seconds': 41, 'minutes': 12}",0,0,Uncategorized,False,10,6,10,6
Wake Forest,ACC,Vanderbilt,SEC,252440154,25244015411,11,False,3,20,80,"{'seconds': 41, 'minutes': 12}",3,20,80,"{'seconds': 47, 'minutes': 8}",0,0,Uncategorized,True,6,10,6,10
Vanderbilt,SEC,Wake Forest,ACC,252440154,25244015412,12,False,3,97,97,"{'seconds': 47, 'minutes': 8}",3,97,97,"{'seconds': 53, 'minutes': 4}",0,0,Uncategorized,False,10,6,17,6
Wake Forest,ACC,Vanderbilt,SEC,252440154,25244015413,13,False,3,36,64,"{'seconds': 53, 'minutes': 4}",3,36,64,"{'seconds': 3, 'minutes': 0}",0,0,Uncategorized,True,6,17,13,17
Vanderbilt,SEC,Wake Forest,ACC,252440154,25244015414,14,False,3,80,80,"{'seconds': 3, 'minutes': 0}",3,80,80,"{'seconds': 0, 'minutes': 0}",0,0,Uncategorized,False,17,13,17,13
Vanderbilt,SEC,Wake Forest,ACC,252440154,25244015416,15,False,4,98,98,"{'seconds': 58, 'minutes': 12}",4,98,98,"{'seconds': 26, 'minutes': 11}",0,0,Uncategorized,False,17,13,17,13
Wake Forest,ACC,Vanderbilt,SEC,252440154,25244015417,16,False,4,59,41,"{'seconds': 26, 'minutes': 11}",4,59,41,"{'seconds': 17, 'minutes': 10}",0,0,Uncategorized,True,13,17,20,17
Vanderbilt,SEC,Wake Forest,ACC,252440154,25244015418,17,False,4,85,85,"{'seconds': 17, 'minutes': 10}",4,85,85,"{'seconds': 18, 'minutes': 6}",0,0,Uncategorized,False,17,20,17,20
Wake Forest,ACC,Vanderbilt,SEC,252440154,25244015419,18,False,4,26,74,"{'seconds': 18, 'minutes': 6}",4,26,74,"{'seconds': 55, 'minutes': 2}",0,0,Uncategorized,True,20,17,20,17
Vanderbilt,SEC,Wake Forest,ACC,252440154,25244015420,19,False,4,55,55,"{'seconds': 55, 'minutes': 2}",4,55,55,"{'seconds': 43, 'minutes': 1}",0,0,Uncategorized,False,17,20,24,20
Wake Forest,ACC,Vanderbilt,SEC,252440154,25244015421,20,False,4,31,69,"{'seconds': 43, 'minutes': 1}",4,31,69,"{'seconds': 16, 'minutes': 0}",0,0,Uncategorized,True,20,24,20,24
Vanderbilt,SEC,Wake Forest,ACC,252440154,25244015422,21,False,4,51,51,"{'seconds': 16, 'minutes': 0}",4,51,51,"{'seconds': 0, 'minutes': 0}",0,0,Uncategorized,False,24,20,24,20
Minnesota,Big Ten,Tulsa,Conference USA,252440202,25244020201,1,False,1,67,67,"{'seconds': 50, 'minutes': 14}",1,67,67,"{'seconds': 39, 'minutes': 14}",0,0,Uncategorized,False,6,0,7,0
Tulsa,Conference USA,Minnesota,Big Ten,252440202,25244020202,2,False,1,21,79,"{'seconds': 39, 'minutes': 14}",1,21,79,"{'seconds': 41, 'minutes': 10}",0,0,Uncategorized,True,0,7,0,7
Minnesota,Big Ten,Tulsa,Conference USA,252440202,25244020203,3,False,1,81,81,"{'seconds': 41, 'minutes': 10}",1,81,81,"{'seconds': 3, 'minutes': 5}",0,0,Uncategorized,False,7,0,10,0
Tulsa,Conference USA,Minnesota,Big Ten,252440202,25244020204,4,False,1,25,75,"{'seconds': 3, 'minutes': 5}",1,25,75,"{'seconds': 44, 'minutes': 1}",0,0,Uncategorized,True,0,10,0,10
Minnesota,Big Ten,Tulsa,Conference USA,252440202,25244020205,5,False,1,73,73,"{'seconds': 44, 'minutes': 1}",1,73,73,"{'seconds': 26, 'minutes': 1}",0,0,Uncategorized,False,16,0,17,0
Tulsa,Conference USA,Minnesota,Big Ten,252440202,25244020206,6,False,1,18,82,"{'seconds': 26, 'minutes': 1}",1,18,82,"{'seconds': 28, 'minutes': 0}",0,0,Uncategorized,True,0,17,0,17
Tulsa,Conference USA,Minnesota,Big Ten,252440202,25244020208,7,False,1,55,45,"{'seconds': 28, 'minutes': 0}",1,55,45,"{'seconds': 0, 'minutes': 0}",0,0,Uncategorized,True,0,17,0,17
Minnesota,Big Ten,Tulsa,Conference USA,252440202,25244020209,8,False,2,78,78,"{'seconds': 25, 'minutes': 12}",2,78,78,"{'seconds': 33, 'minutes': 10}",0,0,Uncategorized,False,17,3,17,3
Tulsa,Conference USA,Minnesota,Big Ten,252440202,25244020210,9,False,2,5,95,"{'seconds': 33, 'minutes': 10}",2,5,95,"{'seconds': 48, 'minutes': 8}",0,0,Uncategorized,True,3,17,3,17
Minnesota,Big Ten,Tulsa,Conference USA,252440202,25244020211,10,False,2,45,45,"{'seconds': 48, 'minutes': 8}",2,45,45,"{'seconds': 37, 'minutes': 6}",0,0,Uncategorized,False,17,3,17,3
Tulsa,Conference USA,Minnesota,Big Ten,252440202,25244020212,11,False,2,38,62,"{'seconds': 37, 'minutes': 6}",2,38,62,"{'seconds': 4, 'minutes': 5}",0,0,Uncategorized,True,3,17,3,17
Minnesota,Big Ten,Tulsa,Conference USA,252440202,25244020213,12,False,2,46,46,"{'seconds': 4, 'minutes': 5}",2,46,46,"{'seconds': 25, 'minutes': 2}",0,0,Uncategorized,False,17,3,17,3
Tulsa,Conference USA,Minnesota,Big Ten,252440202,25244020214,13,False,2,1,99,"{'seconds': 25, 'minutes': 2}",2,1,99,"{'seconds': 51, 'minutes': 0}",0,0,Uncategorized,True,3,17,3,17
Minnesota,Big Ten,Tulsa,Conference USA,252440202,25244020215,14,False,2,29,29,"{'seconds': 51, 'minutes': 0}",2,29,29,"{'seconds': 0, 'minutes': 0}",0,0,Uncategorized,False,17,3,24,3
Tulsa,Conference USA,Minnesota,Big Ten,252440202,25244020217,15,False,3,30,70,"{'seconds': 55, 'minutes': 14}",3,30,70,"{'seconds': 43, 'minutes': 11}",0,0,Uncategorized,True,3,24,3,24
Minnesota,Big Ten,Tulsa,Conference USA,252440202,25244020218,16,False,3,80,80,"{'seconds': 43, 'minutes': 11}",3,80,80,"{'seconds': 13, 'minutes': 9}",0,0,Uncategorized,False,24,3,24,3
Tulsa,Conference USA,Minnesota,Big Ten,252440202,25244020219,17,False,3,18,82,"{'seconds': 13, 'minutes': 9}",3,18,82,"{'seconds': 41, 'minutes': 8}",0,0,Uncategorized,True,3,24,3,24
Minnesota,Big Ten,Tulsa,Conference USA,252440202,25244020220,18,False,3,45,45,"{'seconds': 41, 'minutes': 8}",3,45,45,"{'seconds': 20, 'minutes': 7}",0,0,Uncategorized,False,24,3,24,3
Tulsa,Conference USA,Minnesota,Big Ten,252440202,25244020221,19,False,3,24,76,"{'seconds': 20, 'minutes': 7}",3,24,76,"{'seconds': 54, 'minutes': 5}",0,0,Uncategorized,True,3,24,3,24
Minnesota,Big Ten,Tulsa,Conference USA,252440202,25244020222,20,False,3,67,67,"{'seconds': 54, 'minutes': 5}",3,67,67,"{'seconds': 47, 'minutes': 2}",0,0,Uncategorized,False,24,3,27,3
Tulsa,Conference USA,Minnesota,Big Ten,252440202,25244020223,21,False,3,15,85,"{'seconds': 47, 'minutes': 2}",3,15,85,"{'seconds': 0, 'minutes': 0}",0,0,Uncategorized,True,3,27,3,27
Minnesota,Big Ten,Tulsa,Conference USA,252440202,25244020224,22,False,4,65,65,"{'seconds': 39, 'minutes': 11}",4,65,65,"{'seconds': 8, 'minutes': 8}",0,0,Uncategorized,False,27,10,34,10
Tulsa,Conference USA,Minnesota,Big Ten,252440202,25244020225,23,False,4,30,70,"{'seconds': 8, 'minutes': 8}",4,30,70,"{'seconds': 8, 'minutes': 6}",0,0,Uncategorized,True,10,34,10,34
Minnesota,Big Ten,Tulsa,Conference USA,252440202,25244020226,24,False,4,85,85,"{'seconds': 8, 'minutes': 6}",4,85,85,"{'seconds': 43, 'minutes': 3}",0,0,Uncategorized,False,34,10,41,10
Tulsa,Conference USA,Minnesota,Big Ten,252440202,25244020227,25,False,4,10,90,"{'seconds': 43, 'minutes': 3}",4,10,90,"{'seconds': 33, 'minutes': 0}",0,0,Uncategorized,True,10,41,10,41
Minnesota,Big Ten,Tulsa,Conference USA,252440202,25244020228,26,False,4,90,90,"{'seconds': 33, 'minutes': 0}",4,90,90,"{'seconds': 0, 'minutes': 0}",0,0,Uncategorized,False,41,10,41,10
Oregon,Pac-10,Houston,Conference USA,252440248,25244024801,1,False,1,68,68,"{'seconds': 0, 'minutes': 15}",1,68,68,"{'seconds': 29, 'minutes': 13}",0,0,Uncategorized,False,0,0,0,0
Houston,Conference USA,Oregon,Pac-10,252440248,25244024802,2,False,1,40,60,"{'seconds': 29, 'minutes': 13}",1,40,60,"{'seconds': 12, 'minutes': 12}",0,0,Uncategorized,True,0,0,0,0
Oregon,Pac-10,Houston,Conference USA,252440248,25244024803,3,False,1,48,48,"{'seconds': 12, 'minutes': 12}",1,48,48,"{'seconds': 42, 'minutes': 9}",0,0,Uncategorized,False,0,0,3,0
Houston,Conference USA,Oregon,Pac-10,252440248,25244024804,4,False,1,83,17,"{'seconds': 42, 'minutes': 9}",1,83,17,"{'seconds': 5, 'minutes': 8}",0,0,Uncategorized,True,0,3,7,3
Oregon,Pac-10,Houston,Conference USA,252440248,25244024805,5,False,1,65,65,"{'seconds': 5, 'minutes': 8}",1,65,65,"{'seconds': 46, 'minutes': 3}",0,0,Uncategorized,False,3,7,6,7
Houston,Conference USA,Oregon,Pac-10,252440248,25244024806,6,False,1,28,72,"{'seconds': 46, 'minutes': 3}",1,28,72,"{'seconds': 31, 'minutes': 3}",0,0,Uncategorized,True,13,6,14,6
Oregon,Pac-10,Houston,Conference USA,252440248,25244024807,7,False,1,72,72,"{'seconds': 31, 'minutes': 3}",1,72,72,"{'seconds': 35, 'minutes': 0}",0,0,Uncategorized,False,6,14,14,14
Houston,Conference USA,Oregon,Pac-10,252440248,25244024808,8,False,1,29,71,"{'seconds': 35, 'minutes': 0}",1,29,71,"{'seconds': 0, 'minutes': 0}",0,0,Uncategorized,True,14,14,21,14
Oregon,Pac-10,Houston,Conference USA,252440248,25244024809,9,False,2,61,61,"{'seconds': 0, 'minutes': 15}",2,61,61,"{'seconds': 47, 'minutes': 11}",0,0,Uncategorized,False,14,21,17,21
Houston,Conference USA,Oregon,Pac-10,252440248,25244024810,10,False,2,75,25,"{'seconds': 47, 'minutes': 11}",2,75,25,"{'seconds': 9, 'minutes': 10}",0,0,Uncategorized,True,21,17,21,17
Oregon,Pac-10,Houston,Conference USA,252440248,25244024811,11,False,2,54,54,"{'seconds': 9, 'minutes': 10}",2,54,54,"{'seconds': 21, 'minutes': 8}",0,0,Uncategorized,False,17,21,17,21
Houston,Conference USA,Oregon,Pac-10,252440248,25244024812,12,False,2,13,87,"{'seconds': 21, 'minutes': 8}",2,13,87,"{'seconds': 0, 'minutes': 5}",0,0,Uncategorized,True,21,17,21,17
Oregon,Pac-10,Houston,Conference USA,252440248,25244024813,13,False,2,80,80,"{'seconds': 0, 'minutes': 5}",2,80,80,"{'seconds': 0, 'minutes': 0}",0,0,Uncategorized,False,17,21,17,21
Houston,Conference USA,Oregon,Pac-10,252440248,25244024814,14,False,2,15,85,"{'seconds': 0, 'minutes': 0}",2,15,85,"{'seconds': 0, 'minutes': 0}",0,0,Uncategorized,True,21,17,21,17
Houston,Conference USA,Oregon,Pac-10,252440248,25244024817,15,False,3,20,80,"{'seconds': 0, 'minutes': 15}",3,20,80,"{'seconds': 20, 'minutes': 14}",0,0,Uncategorized,True,21,17,21,17
Oregon,Pac-10,Houston,Conference USA,252440248,25244024818,16,False,3,44,44,"{'seconds': 20, 'minutes': 14}",3,44,44,"{'seconds': 1, 'minutes': 13}",0,0,Uncategorized,False,17,21,20,21
Houston,Conference USA,Oregon,Pac-10,252440248,25244024819,17,False,3,44,56,"{'seconds': 1, 'minutes': 13}",3,44,56,"{'seconds': 26, 'minutes': 10}",0,0,Uncategorized,True,21,20,21,20
Oregon,Pac-10,Houston,Conference USA,252440248,25244024820,18,False,3,91,91,"{'seconds': 26, 'minutes': 10}",3,91,91,"{'seconds': 22, 'minutes': 7}",0,0,Uncategorized,False,20,21,28,21
Houston,Conference USA,Oregon,Pac-10,252440248,25244024821,19,False,3,38,62,"{'seconds': 22, 'minutes': 7}",3,38,62,"{'seconds': 46, 'minutes': 5}",0,0,Uncategorized,True,21,28,21,28
Oregon,Pac-10,Houston,Conference USA,252440248,25244024822,20,False,3,69,69,"{'seconds': 46, 'minutes': 5}",3,69,69,"{'seconds': 11, 'minutes': 2}",0,0,Uncategorized,False,28,21,31,21
Houston,Conference USA,Oregon,Pac-10,252440248,25244024823,21,False,3,3,97,"{'seconds': 11, 'minutes': 2}",3,3,97,"{'seconds': 0, 'minutes': 0}",0,0,Uncategorized,True,21,31,21,31
Oregon,Pac-10,Houston,Conference USA,252440248,25244024824,22,False,4,51,51,"{'seconds': 55, 'minutes': 14}",4,51,51,"{'seconds': 11, 'minutes': 13}",0,0,Uncategorized,False,31,21,38,21
Houston,Conference USA,Oregon,Pac-10,252440248,25244024825,23,False,4,23,77,"{'seconds': 11, 'minutes': 13}",4,23,77,"{'seconds': 16, 'minutes': 12}",0,0,Uncategorized,True,21,38,21,38
