offense,offenseConference,defense,defenseConference,gameId,id,driveNumber,scoring,startPeriod,startYardline,startYardsToGoal,startTime,endPeriod,endYardline,endYardsToGoal,endTime,plays,yards,driveResult,isHomeOffense,startOffenseScore,startDefenseScore,endOffenseScore,endDefenseScore
Iowa State,Big 12,North Dakota State,MVFC,292460066,29246006615,15,False,2,41,59,"{'seconds': 46, 'minutes': 0}",2,60,40,"{'seconds': 0, 'minutes': 0}",5,19,FG MISSED,True,17,10,17,10
North Dakota State,MVFC,Iowa State,Big 12,292460066,29246006616,16,False,2,60,60,"{'seconds': 0, 'minutes': 0}",2,60,60,"{'seconds': 0, 'minutes': 0}",0,0,END OF HALF,False,10,17,10,17
North Dakota State,MVFC,Iowa State,Big 12,292460066,29246006617,17,False,3,79,79,"{'seconds': 0, 'minutes': 15}",3,33,33,"{'seconds': 53, 'minutes': 14}",1,-46,Uncategorized,False,10,17,10,17
Iowa State,Big 12,North Dakota State,MVFC,292460066,29246006618,18,True,3,35,65,"{'seconds': 53, 'minutes': 14}",3,35,65,"{'seconds': 31, 'minutes': 8}",1,0,Uncategorized,True,17,10,24,10
North Dakota State,MVFC,Iowa State,Big 12,292460066,29246006619,19,True,3,73,73,"{'seconds': 31, 'minutes': 8}",3,0,0,"{'seconds': 26, 'minutes': 3}",10,73,PASSING TD,False,10,24,17,24
Iowa State,Big 12,North Dakota State,MVFC,292460066,29246006620,20,True,3,42,58,"{'seconds': 26, 'minutes': 3}",3,67,33,"{'seconds': 27, 'minutes': 1}",7,25,FG GOOD,True,24,17,27,17
North Dakota State,MVFC,Iowa State,Big 12,292460066,29246006621,21,False,3,80,80,"{'seconds': 27, 'minutes': 1}",3,79,79,"{'seconds': 22, 'minutes': 1}",3,1,PUNT,False,17,27,17,27
Iowa State,Big 12,North Dakota State,MVFC,292460066,29246006622,22,False,3,40,60,"{'seconds': 22, 'minutes': 1}",4,44,56,"{'seconds': 0, 'minutes': 15}",3,4,PUNT,True,27,17,27,17
North Dakota State,MVFC,Iowa State,Big 12,292460066,29246006623,23,False,4,80,80,"{'seconds': 0, 'minutes': 15}",4,18,18,"{'seconds': 24, 'minutes': 11}",0,-62,Uncategorized,False,17,27,17,27
Iowa State,Big 12,North Dakota State,MVFC,292460066,29246006624,24,True,4,27,73,"{'seconds': 24, 'minutes': 11}",4,100,0,"{'seconds': 58, 'minutes': 9}",4,73,PASSING TD,True,27,17,34,17
North Dakota State,MVFC,Iowa State,Big 12,292460066,29246006625,25,False,4,76,76,"{'seconds': 58, 'minutes': 9}",4,62,62,"{'seconds': 53, 'minutes': 9}",7,14,PUNT,False,17,34,17,34
Iowa State,Big 12,North Dakota State,MVFC,292460066,29246006626,26,False,4,26,74,"{'seconds': 53, 'minutes': 9}",4,77,23,"{'seconds': 53, 'minutes': 5}",7,51,FUMBLE,True,34,17,34,17
North Dakota State,MVFC,Iowa State,Big 12,292460066,29246006627,27,False,4,77,77,"{'seconds': 53, 'minutes': 5}",4,6,6,"{'seconds': 15, 'minutes': 3}",1,-71,Uncategorized,False,17,34,17,34
Iowa State,Big 12,North Dakota State,MVFC,292460066,29246006628,28,False,4,22,78,"{'seconds': 15, 'minutes': 3}",4,40,60,"{'seconds': 0, 'minutes': 0}",3,18,END OF GAME,True,34,17,34,17
Oregon,Pac-10,Boise State,Western Athletic,292460068,29246006801,1,False,1,58,58,"{'seconds': 0, 'minutes': 15}",1,6,6,"{'seconds': 46, 'minutes': 13}",1,-52,Uncategorized,False,0,0,0,0
Boise State,Western Athletic,Oregon,Pac-10,292460068,29246006802,2,False,1,4,96,"{'seconds': 46, 'minutes': 13}",1,88,12,"{'seconds': 59, 'minutes': 4}",18,84,FG MISSED,True,0,0,0,0
Oregon,Pac-10,Boise State,Western Athletic,292460068,29246006803,3,False,1,80,80,"{'seconds': 59, 'minutes': 4}",1,2,2,"{'seconds': 59, 'minutes': 4}",1,-78,Uncategorized,False,0,0,0,0
Boise State,Western Athletic,Oregon,Pac-10,292460068,29246006804,4,False,1,44,56,"{'seconds': 59, 'minutes': 4}",2,70,30,"{'seconds': 47, 'minutes': 12}",9,26,FG MISSED,True,0,0,0,0
Oregon,Pac-10,Boise State,Western Athletic,292460068,29246006805,5,False,2,70,70,"{'seconds': 47, 'minutes': 12}",2,0,0,"{'seconds': 47, 'minutes': 12}",1,-70,Uncategorized,False,0,0,0,0
Boise State,Western Athletic,Oregon,Pac-10,292460068,29246006806,6,True,2,50,50,"{'seconds': 47, 'minutes': 12}",2,100,0,"{'seconds': 5, 'minutes': 7}",11,50,PASSING TD,True,0,0,8,0
Oregon,Pac-10,Boise State,Western Athletic,292460068,29246006807,7,False,2,71,71,"{'seconds': 5, 'minutes': 7}",2,68,68,"{'seconds': 23, 'minutes': 6}",3,3,PUNT,False,0,8,0,8
Boise State,Western Athletic,Oregon,Pac-10,292460068,29246006808,8,False,2,23,77,"{'seconds': 23, 'minutes': 6}",2,-38,138,"{'seconds': 7, 'minutes': 4}",1,-61,Uncategorized,True,8,0,8,0
Oregon,Pac-10,Boise State,Western Athletic,292460068,29246006809,9,True,2,96,96,"{'seconds': 7, 'minutes': 4}",2,-4,-4,"{'seconds': 54, 'minutes': 3}",1,-100,Uncategorized,False,0,10,0,10
Boise State,Western Athletic,Oregon,Pac-10,292460068,29246006810,10,True,2,42,58,"{'seconds': 54, 'minutes': 3}",2,14,86,"{'seconds': 56, 'minutes': 0}",1,-28,Uncategorized,True,10,0,13,0
Oregon,Pac-10,Boise State,Western Athletic,292460068,29246006811,11,False,2,81,81,"{'seconds': 56, 'minutes': 0}",2,79,79,"{'seconds': 20, 'minutes': 0}",3,2,PUNT,False,0,13,0,13
Boise State,Western Athletic,Oregon,Pac-10,292460068,29246006812,12,False,2,26,74,"{'seconds': 20, 'minutes': 0}",2,25,75,"{'seconds': 0, 'minutes': 0}",1,-1,END OF HALF,True,13,0,13,0
Boise State,Western Athletic,Oregon,Pac-10,292460068,29246006813,13,True,3,36,64,"{'seconds': 0, 'minutes': 15}",3,36,64,"{'seconds': 39, 'minutes': 10}",1,0,Uncategorized,True,13,0,19,0
Oregon,Pac-10,Boise State,Western Athletic,292460068,29246006814,14,False,3,64,64,"{'seconds': 39, 'minutes': 10}",3,4,4,"{'seconds': 56, 'minutes': 8}",1,-60,Uncategorized,False,0,19,0,19
Boise State,Western Athletic,Oregon,Pac-10,292460068,29246006815,15,False,3,16,84,"{'seconds': 56, 'minutes': 8}",3,17,83,"{'seconds': 35, 'minutes': 7}",3,1,PUNT,True,19,0,19,0
Oregon,Pac-10,Boise State,Western Athletic,292460068,29246006816,16,True,3,54,54,"{'seconds': 35, 'minutes': 7}",3,58,58,"{'seconds': 21, 'minutes': 4}",1,0,Uncategorized,False,0,19,8,19
Boise State,Western Athletic,Oregon,Pac-10,292460068,29246006817,17,False,3,35,65,"{'seconds': 21, 'minutes': 4}",3,-4,104,"{'seconds': 53, 'minutes': 2}",1,-39,Uncategorized,True,19,8,19,8
Oregon,Pac-10,Boise State,Western Athletic,292460068,29246006818,18,False,3,61,61,"{'seconds': 53, 'minutes': 2}",3,-5,-5,"{'seconds': 22, 'minutes': 2}",1,-66,Uncategorized,False,8,19,8,19
Boise State,Western Athletic,Oregon,Pac-10,292460068,29246006819,19,False,3,73,27,"{'seconds': 22, 'minutes': 2}",3,32,68,"{'seconds': 49, 'minutes': 0}",1,-41,Uncategorized,True,19,8,19,8
Oregon,Pac-10,Boise State,Western Athletic,292460068,29246006820,20,False,3,59,59,"{'seconds': 49, 'minutes': 0}",4,26,26,"{'seconds': 0, 'minutes': 15}",2,33,FUMBLE,False,8,19,8,19
Boise State,Western Athletic,Oregon,Pac-10,292460068,29246006821,21,False,4,26,74,"{'seconds': 0, 'minutes': 15}",4,31,69,"{'seconds': 9, 'minutes': 14}",2,5,FUMBLE,True,19,8,19,8
Oregon,Pac-10,Boise State,Western Athletic,292460068,29246006822,22,False,4,31,31,"{'seconds': 9, 'minutes': 14}",4,8,8,"{'seconds': 43, 'minutes': 12}",1,-23,Uncategorized,False,8,19,8,19
Boise State,Western Athletic,Oregon,Pac-10,292460068,29246006823,23,False,4,23,77,"{'seconds': 43, 'minutes': 12}",4,51,49,"{'seconds': 56, 'minutes': 8}",7,28,PUNT,True,19,8,19,8
Oregon,Pac-10,Boise State,Western Athletic,292460068,29246006824,24,False,4,89,89,"{'seconds': 56, 'minutes': 8}",4,82,82,"{'seconds': 43, 'minutes': 7}",3,7,PUNT,False,8,19,8,19
Boise State,Western Athletic,Oregon,Pac-10,292460068,29246006825,25,False,4,38,62,"{'seconds': 43, 'minutes': 7}",4,37,63,"{'seconds': 9, 'minutes': 7}",2,-1,FUMBLE,True,19,8,19,8
Oregon,Pac-10,Boise State,Western Athletic,292460068,29246006826,26,False,4,37,37,"{'seconds': 9, 'minutes': 7}",4,4,4,"{'seconds': 33, 'minutes': 5}",1,-33,Uncategorized,False,8,19,8,19
Boise State,Western Athletic,Oregon,Pac-10,292460068,29246006827,27,False,4,33,67,"{'seconds': 33, 'minutes': 5}",4,67,33,"{'seconds': 11, 'minutes': 1}",10,34,TURNOVER ON DOWNS,True,19,8,19,8
Oregon,Pac-10,Boise State,Western Athletic,292460068,29246006828,28,False,4,67,67,"{'seconds': 11, 'minutes': 1}",4,39,39,"{'seconds': 0, 'minutes': 0}",3,28,END OF GAME,False,8,19,8,19
Indiana,Big Ten,Eastern Kentucky,OVC,292460084,29246008401,1,False,1,35,65,"{'seconds': 0, 'minutes': 15}",1,63,37,"{'seconds': 31, 'minutes': 11}",7,52,FUMBLE,True,0,0,0,0
Eastern Kentucky,OVC,Indiana,Big Ten,292460084,29246008402,2,True,1,87,87,"{'seconds': 31, 'minutes': 11}",1,100,100,"{'seconds': 38, 'minutes': 10}",2,-13,SF,False,0,0,0,2
Indiana,Big Ten,Eastern Kentucky,OVC,292460084,29246008403,3,True,1,37,63,"{'seconds': 38, 'minutes': 10}",1,76,24,"{'seconds': 20, 'minutes': 7}",7,63,RUSHING TD,True,2,0,9,7
Eastern Kentucky,OVC,Indiana,Big Ten,292460084,29246008404,4,True,1,74,74,"{'seconds': 20, 'minutes': 7}",1,97,97,"{'seconds': 17, 'minutes': 6}",3,74,TURNOVER ON DOWNS,False,0,9,7,9
Indiana,Big Ten,Eastern Kentucky,OVC,292460084,29246008405,5,False,1,22,78,"{'seconds': 17, 'minutes': 6}",1,30,70,"{'seconds': 7, 'minutes': 6}",1,0,INT,True,9,7,9,7
Eastern Kentucky,OVC,Indiana,Big Ten,292460084,29246008406,6,False,1,30,30,"{'seconds': 7, 'minutes': 6}",1,30,30,"{'seconds': 27, 'minutes': 4}",3,-14,PUNT,False,7,9,7,9
Indiana,Big Ten,Eastern Kentucky,OVC,292460084,29246008407,7,True,1,20,80,"{'seconds': 27, 'minutes': 4}",2,72,28,"{'seconds': 4, 'minutes': 13}",15,59,FG GOOD,True,9,7,12,7
Eastern Kentucky,OVC,Indiana,Big Ten,292460084,29246008408,8,False,2,78,78,"{'seconds': 4, 'minutes': 13}",2,30,30,"{'seconds': 41, 'minutes': 9}",6,34,PUNT,False,7,12,7,12
Indiana,Big Ten,Eastern Kentucky,OVC,292460084,29246008409,9,True,2,20,80,"{'seconds': 41, 'minutes': 9}",2,53,47,"{'seconds': 49, 'minutes': 7}",5,80,PASSING TD,True,12,7,19,7
Eastern Kentucky,OVC,Indiana,Big Ten,292460084,29246008410,10,False,2,80,80,"{'seconds': 49, 'minutes': 7}",2,47,47,"{'seconds': 58, 'minutes': 4}",5,31,PUNT,False,7,19,7,19
Indiana,Big Ten,Eastern Kentucky,OVC,292460084,29246008411,11,False,2,3,97,"{'seconds': 58, 'minutes': 4}",2,14,86,"{'seconds': 48, 'minutes': 2}",3,9,PUNT,True,19,7,19,7
Eastern Kentucky,OVC,Indiana,Big Ten,292460084,29246008412,12,True,2,14,14,"{'seconds': 48, 'minutes': 2}",2,44,44,"{'seconds': 31, 'minutes': 0}",4,8,FG GOOD,False,7,19,10,19
Indiana,Big Ten,Eastern Kentucky,OVC,292460084,29246008413,13,False,2,34,66,"{'seconds': 31, 'minutes': 0}",2,33,67,"{'seconds': 0, 'minutes': 0}",1,-1,END OF HALF,True,19,10,19,10
Eastern Kentucky,OVC,Indiana,Big Ten,292460084,29246008414,14,False,3,76,76,"{'seconds': 0, 'minutes': 15}",3,17,17,"{'seconds': 8, 'minutes': 11}",3,14,PUNT,False,10,19,13,19
Indiana,Big Ten,Eastern Kentucky,OVC,292460084,29246008415,15,False,3,33,67,"{'seconds': 8, 'minutes': 11}",3,70,30,"{'seconds': 56, 'minutes': 9}",3,22,INT,True,19,10,19,10
Eastern Kentucky,OVC,Indiana,Big Ten,292460084,29246008416,16,True,3,80,80,"{'seconds': 56, 'minutes': 9}",3,36,36,"{'seconds': 6, 'minutes': 6}",8,66,FG GOOD,False,10,19,13,19
Indiana,Big Ten,Eastern Kentucky,OVC,292460084,29246008417,17,False,3,40,60,"{'seconds': 6, 'minutes': 6}",3,70,30,"{'seconds': 44, 'minutes': 4}",3,-2,PUNT,True,19,13,19,13
Eastern Kentucky,OVC,Indiana,Big Ten,292460084,29246008418,18,False,3,80,80,"{'seconds': 44, 'minutes': 4}",3,26,26,"{'seconds': 19, 'minutes': 3}",3,7,PUNT,False,13,19,13,19
Indiana,Big Ten,Eastern Kentucky,OVC,292460084,29246008419,19,False,3,24,76,"{'seconds': 19, 'minutes': 3}",4,5,95,"{'seconds': 41, 'minutes': 1}",3,2,FUMBLE,True,19,13,19,13
Eastern Kentucky,OVC,Indiana,Big Ten,292460084,29246008420,20,False,3,68,68,"{'seconds': 41, 'minutes': 1}",4,45,45,"{'seconds': 49, 'minutes': 11}",11,63,FUMBLE,False,13,19,13,19
Indiana,Big Ten,Eastern Kentucky,OVC,292460084,29246008421,21,False,4,5,95,"{'seconds': 49, 'minutes': 11}",4,64,36,"{'seconds': 35, 'minutes': 8}",2,53,PUNT,True,19,13,19,13
Eastern Kentucky,OVC,Indiana,Big Ten,292460084,29246008422,22,False,4,86,86,"{'seconds': 35, 'minutes': 8}",4,42,42,"{'seconds': 0, 'minutes': 7}",4,40,PUNT,False,13,19,13,19
Indiana,Big Ten,Eastern Kentucky,OVC,292460084,29246008423,23,False,4,9,91,"{'seconds': 0, 'minutes': 7}",4,70,30,"{'seconds': 26, 'minutes': 0}",12,44,PUNT,True,19,13,19,13
Eastern Kentucky,OVC,Indiana,Big Ten,292460084,29246008424,24,False,4,80,80,"{'seconds': 26, 'minutes': 0}",4,10,10,"{'seconds': 0, 'minutes': 0}",4,40,END OF GAME,False,13,19,13,19
South Carolina,SEC,NC State,ACC,292460152,29246015201,1,False,1,72,72,"{'seconds': 0, 'minutes': 15}",1,61,61,"{'seconds': 45, 'minutes': 10}",6,11,PUNT,False,0,0,7,0
NC State,ACC,South Carolina,SEC,292460152,29246015202,2,False,1,17,83,"{'seconds': 45, 'minutes': 10}",1,14,86,"{'seconds': 40, 'minutes': 10}",1,-3,FUMBLE,True,0,7,0,7
South Carolina,SEC,NC State,ACC,292460152,29246015203,3,True,1,14,14,"{'seconds': 40, 'minutes': 10}",1,0,0,"{'seconds': 10, 'minutes': 9}",4,14,RUSHING TD,False,0,0,7,0
NC State,ACC,South Carolina,SEC,292460152,29246015204,4,False,1,25,75,"{'seconds': 10, 'minutes': 9}",1,50,50,"{'seconds': 42, 'minutes': 4}",9,25,PUNT,True,0,7,0,7
South Carolina,SEC,NC State,ACC,292460152,29246015205,5,False,1,38,38,"{'seconds': 42, 'minutes': 4}",1,39,39,"{'seconds': 45, 'minutes': 2}",3,-1,PUNT,False,7,0,7,0
NC State,ACC,South Carolina,SEC,292460152,29246015206,6,False,1,20,80,"{'seconds': 45, 'minutes': 2}",1,25,75,"{'seconds': 55, 'minutes': 1}",3,5,PUNT,True,0,7,0,7
South Carolina,SEC,NC State,ACC,292460152,29246015207,7,False,1,62,62,"{'seconds': 55, 'minutes': 1}",2,56,56,"{'seconds': 16, 'minutes': 12}",8,6,PUNT,False,7,0,7,0
NC State,ACC,South Carolina,SEC,292460152,29246015208,8,False,2,4,96,"{'seconds': 16, 'minutes': 12}",2,10,90,"{'seconds': 20, 'minutes': 9}",3,6,PUNT,True,0,7,0,7
South Carolina,SEC,NC State,ACC,292460152,29246015209,9,False,2,61,61,"{'seconds': 20, 'minutes': 9}",2,19,19,"{'seconds': 15, 'minutes': 4}",10,42,TURNOVER ON DOWNS,False,7,0,7,0
NC State,ACC,South Carolina,SEC,292460152,29246015210,10,False,2,19,81,"{'seconds': 15, 'minutes': 4}",2,21,79,"{'seconds': 49, 'minutes': 2}",3,2,PUNT,True,0,7,0,7
South Carolina,SEC,NC State,ACC,292460152,29246015211,11,False,2,70,70,"{'seconds': 49, 'minutes': 2}",2,63,63,"{'seconds': 26, 'minutes': 1}",3,7,PUNT,False,7,0,7,0
NC State,ACC,South Carolina,SEC,292460152,29246015212,12,False,2,28,72,"{'seconds': 26, 'minutes': 1}",2,31,69,"{'seconds': 0, 'minutes': 0}",5,3,END OF HALF,True,0,7,0,7
NC State,ACC,South Carolina,SEC,292460152,29246015213,13,False,3,15,85,"{'seconds': 0, 'minutes': 15}",3,29,71,"{'seconds': 56, 'minutes': 10}",6,14,PUNT,True,0,7,0,7
South Carolina,SEC,NC State,ACC,292460152,29246015214,14,False,3,66,66,"{'seconds': 56, 'minutes': 10}",3,10,10,"{'seconds': 21, 'minutes': 6}",12,56,FG MISSED,False,7,0,7,0
NC State,ACC,South Carolina,SEC,292460152,29246015215,15,False,3,20,80,"{'seconds': 21, 'minutes': 6}",3,14,86,"{'seconds': 11, 'minutes': 4}",3,-6,PUNT,True,0,7,0,7
South Carolina,SEC,NC State,ACC,292460152,29246015216,16,False,3,47,47,"{'seconds': 11, 'minutes': 4}",3,45,45,"{'seconds': 32, 'minutes': 3}",2,2,INT,False,7,0,7,0
NC State,ACC,South Carolina,SEC,292460152,29246015217,17,True,3,40,60,"{'seconds': 32, 'minutes': 3}",3,15,85,"{'seconds': 55, 'minutes': 0}",1,-25,Uncategorized,True,0,7,3,7
South Carolina,SEC,NC State,ACC,292460152,29246015218,18,False,3,78,78,"{'seconds': 55, 'minutes': 0}",4,50,50,"{'seconds': 12, 'minutes': 14}",5,28,PUNT,False,7,3,7,3
NC State,ACC,South Carolina,SEC,292460152,29246015219,19,False,4,11,89,"{'seconds': 12, 'minutes': 14}",4,64,36,"{'seconds': 50, 'minutes': 7}",12,53,PUNT,True,3,7,3,7
South Carolina,SEC,NC State,ACC,292460152,29246015220,20,False,4,86,86,"{'seconds': 50, 'minutes': 7}",4,49,49,"{'seconds': 15, 'minutes': 4}",5,37,PUNT,False,7,3,7,3
NC State,ACC,South Carolina,SEC,292460152,29246015221,21,False,4,51,49,"{'seconds': 15, 'minutes': 4}",4,67,33,"{'seconds': 3, 'minutes': 3}",5,16,TURNOVER ON DOWNS,True,3,7,3,7
South Carolina,SEC,NC State,ACC,292460152,29246015222,22,False,4,67,67,"{'seconds': 3, 'minutes': 3}",4,18,18,"{'seconds': 0, 'minutes': 0}",7,49,END OF GAME,False,7,3,7,3
Troy,Sun Belt,Bowling Green,Mid-American,292460189,29246018901,1,True,1,80,80,"{'seconds': 0, 'minutes': 15}",1,80,80,"{'seconds': 6, 'minutes': 13}",1,0,Uncategorized,False,0,0,7,0
Bowling Green,Mid-American,Troy,Sun Belt,292460189,29246018902,2,False,1,20,80,"{'seconds': 6, 'minutes': 13}",1,45,55,"{'seconds': 1, 'minutes': 13}",5,25,PUNT,True,0,7,0,7
Troy,Sun Belt,Bowling Green,Mid-American,292460189,29246018903,3,False,1,86,86,"{'seconds': 1, 'minutes': 13}",1,64,64,"{'seconds': 36, 'minutes': 10}",8,22,PUNT,False,7,0,7,0
Bowling Green,Mid-American,Troy,Sun Belt,292460189,29246018904,4,False,1,24,76,"{'seconds': 36, 'minutes': 10}",1,-1,101,"{'seconds': 41, 'minutes': 6}",1,-25,Uncategorized,True,0,7,0,7
Troy,Sun Belt,Bowling Green,Mid-American,292460189,29246018905,5,False,1,76,76,"{'seconds': 41, 'minutes': 6}",1,-7,-7,"{'seconds': 35, 'minutes': 3}",0,-83,Uncategorized,False,7,0,7,0
Bowling Green,Mid-American,Troy,Sun Belt,292460189,29246018906,6,False,1,45,55,"{'seconds': 35, 'minutes': 3}",1,7,93,"{'seconds': 0, 'minutes': 0}",0,-38,Uncategorized,True,0,7,0,7
Troy,Sun Belt,Bowling Green,Mid-American,292460189,29246018907,7,True,2,89,89,"{'seconds': 0, 'minutes': 15}",2,0,0,"{'seconds': 29, 'minutes': 9}",11,89,PASSING TD,False,7,0,14,0
Bowling Green,Mid-American,Troy,Sun Belt,292460189,29246018908,8,True,2,17,83,"{'seconds': 29, 'minutes': 9}",2,17,83,"{'seconds': 48, 'minutes': 3}",2,0,Uncategorized,True,0,14,7,14
Troy,Sun Belt,Bowling Green,Mid-American,292460189,29246018909,9,False,2,38,38,"{'seconds': 48, 'minutes': 3}",2,17,17,"{'seconds': 54, 'minutes': 0}",6,21,TURNOVER ON DOWNS,False,14,7,14,7
Bowling Green,Mid-American,Troy,Sun Belt,292460189,29246018910,10,False,2,17,83,"{'seconds': 54, 'minutes': 0}",2,13,87,"{'seconds': 0, 'minutes': 0}",2,-4,END OF HALF,True,7,14,7,14
Bowling Green,Mid-American,Troy,Sun Belt,292460189,29246018911,11,False,3,27,73,"{'seconds': 0, 'minutes': 15}",3,46,54,"{'seconds': 3, 'minutes': 13}",6,19,PUNT,True,7,14,7,14
Troy,Sun Belt,Bowling Green,Mid-American,292460189,29246018912,12,False,3,75,75,"{'seconds': 3, 'minutes': 13}",3,52,52,"{'seconds': 49, 'minutes': 11}",5,23,PUNT,False,14,7,14,7
Bowling Green,Mid-American,Troy,Sun Belt,292460189,29246018913,13,True,3,11,89,"{'seconds': 49, 'minutes': 11}",3,100,0,"{'seconds': 49, 'minutes': 3}",13,89,PASSING TD,True,7,14,14,14
Troy,Sun Belt,Bowling Green,Mid-American,292460189,29246018914,14,False,3,54,54,"{'seconds': 49, 'minutes': 3}",3,19,19,"{'seconds': 54, 'minutes': 1}",8,35,FG MISSED,False,14,14,14,14
Bowling Green,Mid-American,Troy,Sun Belt,292460189,29246018915,15,False,3,20,80,"{'seconds': 54, 'minutes': 1}",3,-63,163,"{'seconds': 35, 'minutes': 0}",1,-83,Uncategorized,True,14,14,14,14
Troy,Sun Belt,Bowling Green,Mid-American,292460189,29246018916,16,False,3,61,61,"{'seconds': 35, 'minutes': 0}",3,9,9,"{'seconds': 0, 'minutes': 0}",1,-52,Uncategorized,False,14,14,14,14
Bowling Green,Mid-American,Troy,Sun Belt,292460189,29246018917,17,True,4,42,58,"{'seconds': 0, 'minutes': 15}",4,37,63,"{'seconds': 45, 'minutes': 10}",0,-5,Uncategorized,True,14,14,17,14
Troy,Sun Belt,Bowling Green,Mid-American,292460189,29246018918,18,False,4,72,72,"{'seconds': 45, 'minutes': 10}",4,80,80,"{'seconds': 38, 'minutes': 10}",3,-8,PUNT,False,14,17,14,24
Bowling Green,Mid-American,Troy,Sun Belt,292460189,29246018919,19,True,4,51,49,"{'seconds': 38, 'minutes': 10}",4,51,49,"{'seconds': 19, 'minutes': 7}",3,0,Uncategorized,True,17,14,24,14
Troy,Sun Belt,Bowling Green,Mid-American,292460189,29246018920,20,False,4,60,60,"{'seconds': 19, 'minutes': 7}",4,53,53,"{'seconds': 13, 'minutes': 7}",3,7,PUNT,False,14,24,14,24
Bowling Green,Mid-American,Troy,Sun Belt,292460189,29246018921,21,False,4,15,85,"{'seconds': 13, 'minutes': 7}",4,16,84,"{'seconds': 49, 'minutes': 3}",3,1,PUNT,True,24,14,31,14
Troy,Sun Belt,Bowling Green,Mid-American,292460189,29246018922,22,True,4,58,58,"{'seconds': 49, 'minutes': 3}",4,41,41,"{'seconds': 14, 'minutes': 2}",6,17,INT,False,14,24,14,31
Bowling Green,Mid-American,Troy,Sun Belt,292460189,29246018923,23,True,4,36,64,"{'seconds': 14, 'minutes': 2}",4,100,0,"{'seconds': 14, 'minutes': 2}",0,0,INT RETURN TOUCH,True,31,14,31,14
Troy,Sun Belt,Bowling Green,Mid-American,292460189,29246018924,24,False,4,61,61,"{'seconds': 14, 'minutes': 2}",4,55,55,"{'seconds': 11, 'minutes': 1}",4,6,TURNOVER ON DOWNS,False,14,31,14,31
