offense,offenseConference,defense,defenseConference,gameId,id,driveNumber,scoring,startPeriod,startYardline,startYardsToGoal,startTime,endPeriod,endYardline,endYardsToGoal,endTime,plays,yards,driveResult,isHomeOffense,startOffenseScore,startDefenseScore,endOffenseScore,endDefenseScore
North Texas,Conference USA,Houston Christian,Southland,401207098,4012070981,1,True,1,25,75,"{'seconds': 0, 'minutes': 15}",1,100,0,"{'seconds': 31, 'minutes': 12}",10,75,TD,True,0,0,7,0
Houston Christian,Southland,North Texas,Conference USA,401207098,4012070982,2,False,1,90,90,"{'seconds': 31, 'minutes': 12}",1,5,5,"{'seconds': 23, 'minutes': 8}",9,85,DOWNS,False,0,7,0,7
North Texas,Conference USA,Houston Christian,Southland,401207098,4012070983,3,True,1,5,95,"{'seconds': 23, 'minutes': 8}",1,100,0,"{'seconds': 7, 'minutes': 6}",8,95,TD,True,7,0,14,0
Houston Christian,Southland,North Texas,Conference USA,401207098,4012070984,4,False,1,82,82,"{'seconds': 7, 'minutes': 6}",1,26,26,"{'seconds': 43, 'minutes': 1}",11,56,MISSED FG,False,0,14,0,14
North Texas,Conference USA,Houston Christian,Southland,401207098,4012070985,5,True,1,26,74,"{'seconds': 43, 'minutes': 1}",2,100,0,"{'seconds': 35, 'minutes': 14}",8,74,TD,True,14,0,20,0
Houston Christian,Southland,North Texas,Conference USA,401207098,4012070986,6,False,2,81,81,"{'seconds': 35, 'minutes': 14}",2,64,64,"{'seconds': 6, 'minutes': 12}",5,17,PUNT,False,0,20,0,20
North Texas,Conference USA,Houston Christian,Southland,401207098,4012070987,7,False,2,23,77,"{'seconds': 6, 'minutes': 12}",2,23,77,"{'seconds': 35, 'minutes': 11}",2,0,INT,True,20,0,20,0
Houston Christian,Southland,North Texas,Conference USA,401207098,4012070988,8,True,2,29,29,"{'seconds': 35, 'minutes': 11}",2,0,0,"{'seconds': 39, 'minutes': 9}",5,29,TD,False,0,20,7,20
North Texas,Conference USA,Houston Christian,Southland,401207098,4012070989,9,False,2,25,75,"{'seconds': 39, 'minutes': 9}",2,52,48,"{'seconds': 44, 'minutes': 7}",4,27,PUNT,True,20,7,20,7
Houston Christian,Southland,North Texas,Conference USA,401207098,40120709810,10,False,2,80,80,"{'seconds': 44, 'minutes': 7}",2,13,13,"{'seconds': 25, 'minutes': 4}",13,67,MISSED FG,False,7,20,7,20
North Texas,Conference USA,Houston Christian,Southland,401207098,40120709811,11,True,2,20,80,"{'seconds': 25, 'minutes': 4}",2,87,13,"{'seconds': 18, 'minutes': 1}",9,67,FG,True,20,7,23,7
Houston Christian,Southland,North Texas,Conference USA,401207098,40120709812,12,True,2,75,75,"{'seconds': 18, 'minutes': 1}",2,33,33,"{'seconds': 0, 'minutes': 15}",5,42,FG,False,7,23,10,23
Houston Christian,Southland,North Texas,Conference USA,401207098,40120709813,13,False,3,75,75,"{'seconds': 0, 'minutes': 15}",3,33,33,"{'seconds': 41, 'minutes': 10}",11,42,MISSED FG,False,10,23,10,23
North Texas,Conference USA,Houston Christian,Southland,401207098,40120709814,14,True,3,33,67,"{'seconds': 41, 'minutes': 10}",3,100,0,"{'seconds': 23, 'minutes': 8}",7,67,TD,True,23,10,29,10
Houston Christian,Southland,North Texas,Conference USA,401207098,40120709815,15,False,3,75,75,"{'seconds': 23, 'minutes': 8}",3,71,71,"{'seconds': 46, 'minutes': 7}",3,4,PUNT,False,10,29,10,29
North Texas,Conference USA,Houston Christian,Southland,401207098,40120709816,16,True,3,21,79,"{'seconds': 46, 'minutes': 7}",3,100,0,"{'seconds': 8, 'minutes': 7}",3,79,TD,True,29,10,36,10
Houston Christian,Southland,North Texas,Conference USA,401207098,40120709817,17,False,3,75,75,"{'seconds': 8, 'minutes': 7}",3,72,72,"{'seconds': 56, 'minutes': 5}",3,3,PUNT,False,10,36,10,36
North Texas,Conference USA,Houston Christian,Southland,401207098,40120709818,18,True,3,30,70,"{'seconds': 56, 'minutes': 5}",3,100,0,"{'seconds': 37, 'minutes': 3}",8,70,TD,True,36,10,43,10
Houston Christian,Southland,North Texas,Conference USA,401207098,40120709819,19,True,3,75,75,"{'seconds': 37, 'minutes': 3}",3,0,0,"{'seconds': 30, 'minutes': 0}",10,75,TD,False,10,43,17,43
North Texas,Conference USA,Houston Christian,Southland,401207098,40120709820,20,True,3,25,75,"{'seconds': 30, 'minutes': 0}",4,100,0,"{'seconds': 25, 'minutes': 14}",4,75,TD,True,43,17,50,17
Houston Christian,Southland,North Texas,Conference USA,401207098,40120709821,21,False,4,81,81,"{'seconds': 25, 'minutes': 14}",4,88,88,"{'seconds': 15, 'minutes': 13}",3,-7,PUNT,False,17,50,17,50
North Texas,Conference USA,Houston Christian,Southland,401207098,40120709822,22,True,4,45,55,"{'seconds': 15, 'minutes': 13}",4,100,0,"{'seconds': 19, 'minutes': 11}",7,55,TD,True,50,17,57,17
Houston Christian,Southland,North Texas,Conference USA,401207098,40120709823,23,True,4,97,97,"{'seconds': 19, 'minutes': 11}",4,0,0,"{'seconds': 36, 'minutes': 9}",6,97,TD,False,17,57,24,57
North Texas,Conference USA,Houston Christian,Southland,401207098,40120709824,24,False,4,25,75,"{'seconds': 36, 'minutes': 9}",4,41,59,"{'seconds': 35, 'minutes': 7}",5,16,PUNT,True,57,24,57,24
Houston Christian,Southland,North Texas,Conference USA,401207098,40120709825,25,True,4,77,77,"{'seconds': 35, 'minutes': 7}",4,0,0,"{'seconds': 36, 'minutes': 5}",6,77,TD,False,24,57,31,57
North Texas,Conference USA,Houston Christian,Southland,401207098,40120709826,26,False,4,25,75,"{'seconds': 36, 'minutes': 5}",4,84,16,"{'seconds': 0, 'minutes': 0}",12,59,Uncategorized,True,57,31,57,31
South Alabama,Sun Belt,Southern Miss,Conference USA,401207101,4012071011,1,True,1,75,75,"{'seconds': 0, 'minutes': 15}",1,0,0,"{'seconds': 57, 'minutes': 13}",3,75,TD,False,0,0,6,0
Southern Miss,Conference USA,South Alabama,Sun Belt,401207101,4012071012,2,False,1,25,75,"{'seconds': 57, 'minutes': 13}",1,25,75,"{'seconds': 48, 'minutes': 10}",3,0,PUNT,True,0,6,0,6
South Alabama,Sun Belt,Southern Miss,Conference USA,401207101,4012071013,3,False,1,69,69,"{'seconds': 48, 'minutes': 10}",1,55,55,"{'seconds': 35, 'minutes': 8}",5,14,INT,False,6,0,6,0
Southern Miss,Conference USA,South Alabama,Sun Belt,401207101,4012071014,4,False,1,35,65,"{'seconds': 35, 'minutes': 8}",1,66,34,"{'seconds': 17, 'minutes': 5}",6,31,PUNT,True,0,6,0,6
South Alabama,Sun Belt,Southern Miss,Conference USA,401207101,4012071015,5,True,1,99,99,"{'seconds': 17, 'minutes': 5}",1,0,0,"{'seconds': 30, 'minutes': 1}",9,99,TD,False,6,0,13,0
Southern Miss,Conference USA,South Alabama,Sun Belt,401207101,4012071016,6,False,1,25,75,"{'seconds': 30, 'minutes': 1}",2,14,86,"{'seconds': 51, 'minutes': 14}",3,-11,PUNT,True,0,13,0,13
South Alabama,Sun Belt,Southern Miss,Conference USA,401207101,4012071017,7,False,2,35,35,"{'seconds': 51, 'minutes': 14}",2,33,33,"{'seconds': 15, 'minutes': 14}",2,2,INT,False,13,0,13,0
Southern Miss,Conference USA,South Alabama,Sun Belt,401207101,4012071018,8,True,2,21,79,"{'seconds': 15, 'minutes': 14}",2,100,0,"{'seconds': 27, 'minutes': 10}",8,79,TD,True,0,13,7,13
South Alabama,Sun Belt,Southern Miss,Conference USA,401207101,4012071019,9,False,2,85,85,"{'seconds': 27, 'minutes': 10}",2,28,28,"{'seconds': 24, 'minutes': 5}",11,57,MISSED FG,False,13,7,13,7
Southern Miss,Conference USA,South Alabama,Sun Belt,401207101,40120710110,10,True,2,28,72,"{'seconds': 24, 'minutes': 5}",2,92,8,"{'seconds': 14, 'minutes': 0}",13,64,FG,True,7,13,10,13
South Alabama,Sun Belt,Southern Miss,Conference USA,401207101,40120710111,11,False,2,71,71,"{'seconds': 14, 'minutes': 0}",2,60,60,"{'seconds': 0, 'minutes': 0}",3,11,END OF HALF,False,13,10,13,10
Southern Miss,Conference USA,South Alabama,Sun Belt,401207101,40120710112,12,False,3,25,75,"{'seconds': 0, 'minutes': 15}",3,25,75,"{'seconds': 0, 'minutes': 14}",3,0,PUNT,True,10,13,10,13
South Alabama,Sun Belt,Southern Miss,Conference USA,401207101,40120710113,13,True,3,56,56,"{'seconds': 0, 'minutes': 14}",3,0,0,"{'seconds': 23, 'minutes': 10}",10,56,TD,False,13,10,20,10
Southern Miss,Conference USA,South Alabama,Sun Belt,401207101,40120710114,14,True,3,34,66,"{'seconds': 23, 'minutes': 10}",3,89,11,"{'seconds': 56, 'minutes': 6}",10,55,FG,True,10,20,13,20
South Alabama,Sun Belt,Southern Miss,Conference USA,401207101,40120710115,15,True,3,88,88,"{'seconds': 56, 'minutes': 6}",3,3,3,"{'seconds': 15, 'minutes': 2}",12,85,FG,False,20,13,23,13
Southern Miss,Conference USA,South Alabama,Sun Belt,401207101,40120710116,16,False,3,41,59,"{'seconds': 15, 'minutes': 2}",4,86,14,"{'seconds': 8, 'minutes': 14}",7,45,MISSED FG,True,13,23,13,23
South Alabama,Sun Belt,Southern Miss,Conference USA,401207101,40120710117,17,True,4,80,80,"{'seconds': 8, 'minutes': 14}",4,0,0,"{'seconds': 20, 'minutes': 10}",7,80,TD,False,23,13,29,13
Southern Miss,Conference USA,South Alabama,Sun Belt,401207101,40120710118,18,True,4,25,75,"{'seconds': 20, 'minutes': 10}",4,100,0,"{'seconds': 42, 'minutes': 5}",11,75,TD,True,13,29,21,29
