offense,offenseConference,defense,defenseConference,gameId,id,driveNumber,scoring,startPeriod,startYardline,startYardsToGoal,startTime,endPeriod,endYardline,endYardsToGoal,endTime,plays,yards,driveResult,isHomeOffense,startOffenseScore,startDefenseScore,endOffenseScore,endDefenseScore
Georgia Tech,ACC,Jacksonville State,OVC,282410059,28241005923,22,True,4,56,44,"{'seconds': 26, 'minutes': 13}",4,100,0,"{'seconds': 50, 'minutes': 11}",3,44,RUSHING TD,True,34,7,41,7
Jacksonville State,OVC,Georgia Tech,ACC,282410059,28241005924,23,False,4,67,67,"{'seconds': 50, 'minutes': 11}",4,42,42,"{'seconds': 34, 'minutes': 10}",5,25,FUMBLE,False,7,41,7,41
Georgia Tech,ACC,Jacksonville State,OVC,282410059,28241005925,24,False,4,43,57,"{'seconds': 34, 'minutes': 10}",4,65,35,"{'seconds': 20, 'minutes': 6}",6,23,FG MISSED,True,41,7,41,7
Jacksonville State,OVC,Georgia Tech,ACC,282410059,28241005926,25,True,4,64,64,"{'seconds': 20, 'minutes': 6}",4,0,0,"{'seconds': 37, 'minutes': 0}",12,64,PASSING TD,False,7,41,14,41
Georgia Tech,ACC,Jacksonville State,OVC,282410059,28241005927,26,False,4,35,65,"{'seconds': 37, 'minutes': 0}",4,36,64,"{'seconds': 0, 'minutes': 0}",1,1,END OF GAME,True,41,14,41,14
South Dakota State,MVFC,Iowa State,Big 12,282410066,28241006600,1,False,0,0,0,"{'seconds': 0, 'minutes': 0}",0,-69,-69,"{'seconds': 0, 'minutes': 0}",1,-69,Uncategorized,False,0,0,0,0
Iowa State,Big 12,South Dakota State,MVFC,282410066,28241006601,2,True,1,31,69,"{'seconds': 0, 'minutes': 15}",1,100,0,"{'seconds': 30, 'minutes': 11}",8,69,RUSHING TD,True,0,0,7,0
South Dakota State,MVFC,Iowa State,Big 12,282410066,28241006602,3,False,1,79,79,"{'seconds': 30, 'minutes': 11}",1,74,74,"{'seconds': 25, 'minutes': 11}",3,5,FUMBLE,False,0,7,0,7
Iowa State,Big 12,South Dakota State,MVFC,282410066,28241006603,4,False,1,80,20,"{'seconds': 25, 'minutes': 11}",1,100,0,"{'seconds': 19, 'minutes': 10}",5,20,FUMBLE,True,7,0,7,0
South Dakota State,MVFC,Iowa State,Big 12,282410066,28241006604,5,False,1,80,80,"{'seconds': 19, 'minutes': 10}",1,76,76,"{'seconds': 25, 'minutes': 5}",3,4,PUNT,False,0,7,0,10
South Dakota State,MVFC,Iowa State,Big 12,282410066,28241006606,6,False,1,24,24,"{'seconds': 38, 'minutes': 7}",1,23,23,"{'seconds': 25, 'minutes': 5}",2,1,INT,False,0,7,0,10
Iowa State,Big 12,South Dakota State,MVFC,282410066,28241006607,7,True,1,74,26,"{'seconds': 25, 'minutes': 5}",1,82,18,"{'seconds': 42, 'minutes': 2}",4,8,FG GOOD,True,7,0,10,0
South Dakota State,MVFC,Iowa State,Big 12,282410066,28241006608,8,False,1,70,70,"{'seconds': 42, 'minutes': 2}",2,60,60,"{'seconds': 0, 'minutes': 15}",5,10,PUNT,False,0,10,0,10
Iowa State,Big 12,South Dakota State,MVFC,282410066,28241006609,9,False,2,23,77,"{'seconds': 0, 'minutes': 15}",2,34,66,"{'seconds': 50, 'minutes': 14}",4,11,FUMBLE,True,10,0,10,0
South Dakota State,MVFC,Iowa State,Big 12,282410066,28241006610,10,False,2,34,34,"{'seconds': 50, 'minutes': 14}",2,5,5,"{'seconds': 32, 'minutes': 13}",10,29,INT,False,0,10,0,10
Iowa State,Big 12,South Dakota State,MVFC,282410066,28241006611,11,True,2,59,41,"{'seconds': 32, 'minutes': 13}",2,81,19,"{'seconds': 55, 'minutes': 6}",5,22,FG GOOD,True,10,0,13,0
South Dakota State,MVFC,Iowa State,Big 12,282410066,28241006612,12,False,2,86,86,"{'seconds': 55, 'minutes': 6}",2,22,22,"{'seconds': 48, 'minutes': 6}",5,64,INT,False,0,13,0,20
Iowa State,Big 12,South Dakota State,MVFC,282410066,28241006613,13,True,2,86,14,"{'seconds': 48, 'minutes': 6}",2,100,0,"{'seconds': 16, 'minutes': 4}",1,14,PASSING TD,True,20,0,20,0
South Dakota State,MVFC,Iowa State,Big 12,282410066,28241006614,14,False,2,78,78,"{'seconds': 16, 'minutes': 4}",2,46,46,"{'seconds': 4, 'minutes': 4}",6,32,INT,False,0,20,0,20
Iowa State,Big 12,South Dakota State,MVFC,282410066,28241006615,15,False,2,19,81,"{'seconds': 4, 'minutes': 4}",2,31,69,"{'seconds': 0, 'minutes': 0}",3,12,END OF HALF,True,20,0,20,0
South Dakota State,MVFC,Iowa State,Big 12,282410066,28241006616,16,True,3,75,75,"{'seconds': 0, 'minutes': 15}",3,19,19,"{'seconds': 0, 'minutes': 9}",12,56,FG GOOD,False,0,20,3,20
Iowa State,Big 12,South Dakota State,MVFC,282410066,28241006617,17,True,3,40,60,"{'seconds': 0, 'minutes': 9}",3,100,0,"{'seconds': 57, 'minutes': 3}",11,60,PASSING TD,True,20,3,27,3
South Dakota State,MVFC,Iowa State,Big 12,282410066,28241006618,18,True,3,75,75,"{'seconds': 57, 'minutes': 3}",3,67,67,"{'seconds': 14, 'minutes': 2}",3,8,INT,False,3,27,3,33
Iowa State,Big 12,South Dakota State,MVFC,282410066,28241006619,19,True,3,63,37,"{'seconds': 14, 'minutes': 2}",3,100,0,"{'seconds': 14, 'minutes': 2}",0,0,INT RETURN TOUCH,True,34,3,34,3
South Dakota State,MVFC,Iowa State,Big 12,282410066,28241006620,20,False,3,79,79,"{'seconds': 14, 'minutes': 2}",4,75,75,"{'seconds': 0, 'minutes': 15}",3,4,PUNT,False,3,34,3,34
Iowa State,Big 12,South Dakota State,MVFC,282410066,28241006621,21,True,4,40,60,"{'seconds': 0, 'minutes': 15}",4,87,13,"{'seconds': 59, 'minutes': 10}",10,47,FG GOOD,True,34,3,37,3
South Dakota State,MVFC,Iowa State,Big 12,282410066,28241006622,22,True,4,65,65,"{'seconds': 59, 'minutes': 10}",4,0,0,"{'seconds': 24, 'minutes': 7}",10,65,RUSHING TD,False,3,37,9,44
Iowa State,Big 12,South Dakota State,MVFC,282410066,28241006623,23,True,4,32,68,"{'seconds': 24, 'minutes': 7}",4,100,0,"{'seconds': 29, 'minutes': 6}",2,68,RUSHING TD,True,37,9,44,9
South Dakota State,MVFC,Iowa State,Big 12,282410066,28241006624,24,True,4,86,86,"{'seconds': 29, 'minutes': 6}",4,0,0,"{'seconds': 7, 'minutes': 6}",1,86,RUSHING TD,False,15,44,17,44
Iowa State,Big 12,South Dakota State,MVFC,282410066,28241006625,25,False,4,20,80,"{'seconds': 7, 'minutes': 6}",4,67,33,"{'seconds': 0, 'minutes': 0}",11,47,END OF GAME,True,44,17,44,17
Vanderbilt,SEC,Miami (OH),Mid-American,282410193,28241019301,1,False,1,69,69,"{'seconds': 0, 'minutes': 15}",1,52,52,"{'seconds': 40, 'minutes': 12}",5,17,FUMBLE,False,0,0,0,0
Miami (OH),Mid-American,Vanderbilt,SEC,282410193,28241019302,2,True,1,52,48,"{'seconds': 40, 'minutes': 12}",1,81,19,"{'seconds': 8, 'minutes': 11}",5,29,FG GOOD,True,0,0,3,0
Vanderbilt,SEC,Miami (OH),Mid-American,282410193,28241019303,3,True,1,71,71,"{'seconds': 8, 'minutes': 11}",1,0,0,"{'seconds': 1, 'minutes': 8}",8,71,PASSING TD,False,0,3,10,3
Miami (OH),Mid-American,Vanderbilt,SEC,282410193,28241019304,4,False,1,20,80,"{'seconds': 1, 'minutes': 8}",1,20,80,"{'seconds': 56, 'minutes': 7}",1,0,INT,True,3,7,3,7
Vanderbilt,SEC,Miami (OH),Mid-American,282410193,28241019305,5,True,1,19,19,"{'seconds': 56, 'minutes': 7}",1,24,24,"{'seconds': 23, 'minutes': 6}",4,-5,FG GOOD,False,7,3,10,3
Miami (OH),Mid-American,Vanderbilt,SEC,282410193,28241019306,6,False,1,20,80,"{'seconds': 23, 'minutes': 6}",1,57,43,"{'seconds': 25, 'minutes': 1}",8,37,PUNT,True,3,10,3,10
Vanderbilt,SEC,Miami (OH),Mid-American,282410193,28241019307,7,True,1,1,1,"{'seconds': 25, 'minutes': 1}",1,0,0,"{'seconds': 11, 'minutes': 0}",3,1,RUSHING TD,False,10,3,17,3
Miami (OH),Mid-American,Vanderbilt,SEC,282410193,28241019308,8,False,1,29,71,"{'seconds': 11, 'minutes': 0}",2,46,54,"{'seconds': 53, 'minutes': 14}",2,17,INT,True,3,17,3,17
Vanderbilt,SEC,Miami (OH),Mid-American,282410193,28241019309,9,False,2,86,86,"{'seconds': 53, 'minutes': 14}",2,68,68,"{'seconds': 29, 'minutes': 11}",6,18,PUNT,False,17,3,17,3
Miami (OH),Mid-American,Vanderbilt,SEC,282410193,28241019310,10,True,2,17,83,"{'seconds': 29, 'minutes': 11}",2,100,0,"{'seconds': 58, 'minutes': 6}",8,83,PASSING TD,True,3,17,10,17
Vanderbilt,SEC,Miami (OH),Mid-American,282410193,28241019311,11,True,2,66,66,"{'seconds': 58, 'minutes': 6}",2,0,0,"{'seconds': 33, 'minutes': 5}",3,66,RUSHING TD,False,17,10,24,10
Miami (OH),Mid-American,Vanderbilt,SEC,282410193,28241019312,12,False,2,24,76,"{'seconds': 33, 'minutes': 5}",2,29,71,"{'seconds': 9, 'minutes': 2}",7,5,PUNT,True,10,24,10,24
Vanderbilt,SEC,Miami (OH),Mid-American,282410193,28241019313,13,True,2,64,64,"{'seconds': 9, 'minutes': 2}",2,14,14,"{'seconds': 14, 'minutes': 0}",7,50,FG GOOD,False,24,10,27,10
Miami (OH),Mid-American,Vanderbilt,SEC,282410193,28241019314,14,False,2,43,57,"{'seconds': 14, 'minutes': 0}",2,43,57,"{'seconds': 0, 'minutes': 0}",2,0,END OF HALF,True,10,27,10,27
Miami (OH),Mid-American,Vanderbilt,SEC,282410193,28241019315,15,False,3,32,68,"{'seconds': 0, 'minutes': 15}",3,38,62,"{'seconds': 53, 'minutes': 11}",7,6,PUNT,True,10,27,10,27
Vanderbilt,SEC,Miami (OH),Mid-American,282410193,28241019316,16,False,3,93,93,"{'seconds': 53, 'minutes': 11}",3,93,93,"{'seconds': 34, 'minutes': 9}",3,0,PUNT,False,27,10,27,10
Miami (OH),Mid-American,Vanderbilt,SEC,282410193,28241019317,17,True,3,51,49,"{'seconds': 34, 'minutes': 9}",3,88,12,"{'seconds': 42, 'minutes': 6}",8,37,FG GOOD,True,10,27,13,27
Vanderbilt,SEC,Miami (OH),Mid-American,282410193,28241019318,18,False,3,75,75,"{'seconds': 42, 'minutes': 6}",3,39,39,"{'seconds': 7, 'minutes': 3}",7,36,PUNT,False,27,13,27,13
Miami (OH),Mid-American,Vanderbilt,SEC,282410193,28241019319,19,False,3,6,94,"{'seconds': 7, 'minutes': 3}",3,27,73,"{'seconds': 19, 'minutes': 0}",6,21,PUNT,True,13,27,13,27
Vanderbilt,SEC,Miami (OH),Mid-American,282410193,28241019320,20,False,3,65,65,"{'seconds': 19, 'minutes': 0}",4,41,41,"{'seconds': 40, 'minutes': 12}",4,24,PUNT,False,27,13,27,13
Miami (OH),Mid-American,Vanderbilt,SEC,282410193,28241019321,21,False,4,5,95,"{'seconds': 40, 'minutes': 12}",4,10,90,"{'seconds': 36, 'minutes': 11}",3,5,PUNT,True,13,27,13,27
Vanderbilt,SEC,Miami (OH),Mid-American,282410193,28241019322,22,True,4,71,71,"{'seconds': 36, 'minutes': 11}",4,0,0,"{'seconds': 40, 'minutes': 5}",11,71,RUSHING TD,False,27,13,34,13
Miami (OH),Mid-American,Vanderbilt,SEC,282410193,28241019323,23,False,4,34,66,"{'seconds': 40, 'minutes': 5}",4,42,58,"{'seconds': 9, 'minutes': 4}",4,8,TURNOVER ON DOWNS,True,13,34,13,34
Vanderbilt,SEC,Miami (OH),Mid-American,282410193,28241019324,24,False,4,42,42,"{'seconds': 9, 'minutes': 4}",4,22,22,"{'seconds': 30, 'minutes': 1}",6,20,FUMBLE,False,34,13,34,13
Miami (OH),Mid-American,Vanderbilt,SEC,282410193,28241019325,25,False,4,22,78,"{'seconds': 30, 'minutes': 1}",4,99,1,"{'seconds': 13, 'minutes': 0}",8,77,INT,True,13,34,13,34
