offense,offenseConference,defense,defenseConference,gameId,id,driveNumber,scoring,startPeriod,startYardline,startYardsToGoal,startTime,endPeriod,endYardline,endYardsToGoal,endTime,plays,yards,driveResult,isHomeOffense,startOffenseScore,startDefenseScore,endOffenseScore,endDefenseScore
Iowa State,Big 12,Kent State,Mid-American,272420066,27242006600,1,False,0,80,20,"{'seconds': 0, 'minutes': 0}",0,-69,169,"{'seconds': 0, 'minutes': 0}",2,-69,Uncategorized,True,0,0,0,0
Kent State,Mid-American,Iowa State,Big 12,272420066,27242006601,2,False,1,76,76,"{'seconds': 0, 'minutes': 15}",1,75,75,"{'seconds': 0, 'minutes': 15}",3,5,PUNT,False,0,0,0,0
Iowa State,Big 12,Kent State,Mid-American,272420066,27242006602,3,False,1,35,65,"{'seconds': 0, 'minutes': 15}",1,55,45,"{'seconds': 23, 'minutes': 13}",5,20,PUNT,True,0,0,0,0
Kent State,Mid-American,Iowa State,Big 12,272420066,27242006603,4,False,1,88,88,"{'seconds': 23, 'minutes': 13}",1,87,87,"{'seconds': 58, 'minutes': 9}",3,1,PUNT,False,0,0,0,0
Iowa State,Big 12,Kent State,Mid-American,272420066,27242006604,5,False,1,48,52,"{'seconds': 58, 'minutes': 9}",1,53,47,"{'seconds': 11, 'minutes': 8}",5,5,FUMBLE,True,0,0,0,0
Kent State,Mid-American,Iowa State,Big 12,272420066,27242006605,6,False,1,53,53,"{'seconds': 11, 'minutes': 8}",1,6,6,"{'seconds': 50, 'minutes': 5}",3,47,FUMBLE,False,0,0,0,0
Iowa State,Big 12,Kent State,Mid-American,272420066,27242006606,7,False,1,6,94,"{'seconds': 50, 'minutes': 5}",1,62,38,"{'seconds': 15, 'minutes': 4}",8,56,PUNT,True,0,0,0,0
Kent State,Mid-American,Iowa State,Big 12,272420066,27242006607,8,False,1,97,97,"{'seconds': 15, 'minutes': 4}",2,49,49,"{'seconds': 0, 'minutes': 15}",10,48,PUNT,False,0,0,0,0
Iowa State,Big 12,Kent State,Mid-American,272420066,27242006608,9,False,2,10,90,"{'seconds': 0, 'minutes': 15}",2,15,85,"{'seconds': 28, 'minutes': 11}",3,5,INT,True,0,0,0,0
Kent State,Mid-American,Iowa State,Big 12,272420066,27242006609,10,False,2,23,23,"{'seconds': 28, 'minutes': 11}",2,28,28,"{'seconds': 10, 'minutes': 10}",3,-5,INT,False,0,0,0,0
Iowa State,Big 12,Kent State,Mid-American,272420066,27242006610,11,False,2,16,84,"{'seconds': 10, 'minutes': 10}",2,73,27,"{'seconds': 28, 'minutes': 5}",9,57,FG MISSED,True,0,0,0,0
Kent State,Mid-American,Iowa State,Big 12,272420066,27242006611,12,True,2,72,72,"{'seconds': 28, 'minutes': 5}",2,0,0,"{'seconds': 33, 'minutes': 4}",4,72,PASSING TD,False,0,0,6,0
Iowa State,Big 12,Kent State,Mid-American,272420066,27242006612,13,True,2,44,56,"{'seconds': 33, 'minutes': 4}",2,100,0,"{'seconds': 12, 'minutes': 1}",7,56,RUSHING TD,True,0,6,7,6
Kent State,Mid-American,Iowa State,Big 12,272420066,27242006613,14,True,2,32,32,"{'seconds': 12, 'minutes': 1}",2,7,7,"{'seconds': 2, 'minutes': 0}",7,25,FG GOOD,False,6,7,9,7
Iowa State,Big 12,Kent State,Mid-American,272420066,27242006614,15,False,2,45,55,"{'seconds': 2, 'minutes': 0}",2,43,57,"{'seconds': 0, 'minutes': 0}",1,-2,END OF HALF,True,7,9,7,9
Iowa State,Big 12,Kent State,Mid-American,272420066,27242006615,16,True,3,42,58,"{'seconds': 0, 'minutes': 15}",3,100,0,"{'seconds': 59, 'minutes': 12}",5,58,PASSING TD,True,7,9,14,9
Kent State,Mid-American,Iowa State,Big 12,272420066,27242006616,17,False,3,65,65,"{'seconds': 59, 'minutes': 12}",3,12,12,"{'seconds': 59, 'minutes': 12}",8,53,INT,False,9,14,9,14
Iowa State,Big 12,Kent State,Mid-American,272420066,27242006617,18,False,3,15,85,"{'seconds': 59, 'minutes': 12}",3,14,86,"{'seconds': 17, 'minutes': 10}",3,-1,PUNT,True,14,9,14,9
Kent State,Mid-American,Iowa State,Big 12,272420066,27242006618,19,True,3,56,56,"{'seconds': 17, 'minutes': 10}",3,0,0,"{'seconds': 26, 'minutes': 3}",12,56,RUSHING TD,False,9,14,16,14
Iowa State,Big 12,Kent State,Mid-American,272420066,27242006619,20,False,3,37,63,"{'seconds': 26, 'minutes': 3}",3,52,48,"{'seconds': 22, 'minutes': 3}",4,15,INT,True,14,16,14,16
