id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,offenseTimeouts,defenseTimeouts,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,wallclock,ppa
401110782102899904,40111078212,401110782,12,1,South Carolina,SEC,35,Charleston Southern,South Carolina,Charleston Southern,Big South,3,2,"{'seconds': 0, 'minutes': 10}",3.0,2.0,20,80,1,0,22,False,Kickoff,"Will Tommie kickoff for 69 yds , Geoffrey Wall return for 22 yds to the ChaSo 33",2019-09-07T17:08:45.000Z,
401110782104976403,40111078227,401110782,27,1,South Carolina,SEC,72,Charleston Southern,South Carolina,Charleston Southern,Big South,10,4,"{'seconds': 35, 'minutes': 2}",2.0,3.0,35,65,1,0,0,False,Kickoff,Alexander Woznick kickoff for 65 yds for a touchback,2019-09-07T19:09:03.000Z,
401110782101944103,4011107826,401110782,6,1,South Carolina,SEC,14,Charleston Southern,South Carolina,Charleston Southern,Big South,0,1,"{'seconds': 58, 'minutes': 5}",3.0,3.0,35,65,1,0,3,False,Kickoff,"Will Tommie kickoff for 56 yds , Geoffrey Wall return for 3 yds to the ChaSo 12",2019-09-07T16:25:34.000Z,
401110782104856501,40111078222,401110782,22,6,South Carolina,SEC,58,Charleston Southern,South Carolina,Charleston Southern,Big South,3,4,"{'seconds': 34, 'minutes': 14}",2.0,3.0,43,57,4,1,57,True,Rushing Touchdown,"Mon Denson run for 57 yds for a TD, (Will Tommie KICK)",2019-09-07T18:41:29.000Z,6.373682078630863
401110782103979401,40111078222,401110782,22,1,South Carolina,SEC,51,Charleston Southern,South Carolina,Charleston Southern,Big South,3,3,"{'seconds': 5, 'minutes': 2}",2.0,3.0,8,92,1,10,26,False,Rush,Mon Denson run for 26 yds to the SCaro 34 for a 1ST down,2019-09-07T18:32:58.000Z,1.5119358844613924
401110782103979404,40111078222,401110782,22,4,South Carolina,SEC,51,Charleston Southern,South Carolina,Charleston Southern,Big South,3,3,"{'seconds': 5, 'minutes': 2}",2.0,3.0,43,57,3,1,0,False,Pass Reception,Dakereon Joyner pass complete to Keshawn Toney for no gain to the SCaro 43,2019-09-07T18:32:58.000Z,-0.9863067491463609
401110782102855804,4011107829,401110782,9,4,South Carolina,SEC,21,Charleston Southern,South Carolina,Charleston Southern,Big South,3,2,"{'seconds': 41, 'minutes': 14}",3.0,2.0,51,49,1,10,0,False,Pass Incompletion,Ryan Hilinski pass incomplete to Dakereon Joyner,2019-09-07T16:51:54.000Z,-1.0955888671820908
401110782102878601,4011107829,401110782,9,8,South Carolina,SEC,28,Charleston Southern,South Carolina,Charleston Southern,Big South,3,2,"{'seconds': 13, 'minutes': 12}",3.0,2.0,90,10,1,10,10,True,Passing Touchdown,"Ryan Hilinski pass complete to Bryan Edwards for 10 yds for a TD, (Parker White KICK)",2019-09-07T16:58:21.000Z,2.513826842249442
401110782102855803,4011107829,401110782,9,3,South Carolina,SEC,21,Charleston Southern,South Carolina,Charleston Southern,Big South,3,2,"{'seconds': 41, 'minutes': 14}",3.0,2.0,48,52,3,1,3,False,Rush,Rico Dowdle run for 3 yds to the ChaSo 49 for a 1ST down,2019-09-07T16:51:54.000Z,1.1497447642309364
401110782102855807,4011107829,401110782,9,7,South Carolina,SEC,21,Charleston Southern,South Carolina,Charleston Southern,Big South,3,2,"{'seconds': 41, 'minutes': 14}",3.0,2.0,75,25,1,10,15,False,Rush,Bryan Edwards run for 15 yds to the ChaSo 10 for a 1ST down,2019-09-07T16:51:54.000Z,0.1862575200166155
