id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,offenseTimeouts,defenseTimeouts,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,wallclock,ppa
401117504101944402,4011175043,401117504,3,1,Idaho,Big Sky,3,Wyoming,Wyoming,Idaho,Mountain West,0,1,"{'seconds': 55, 'minutes': 5}",3.0,3.0,65,65,1,0,0,False,Kickoff,Cade Coffey kickoff for 65 yds for a touchback,2019-09-14T21:21:07.000Z,
401117504104927902,40111750423,401117504,23,1,Idaho,Big Sky,16,Wyoming,Wyoming,Idaho,Mountain West,21,4,"{'seconds': 20, 'minutes': 7}",3.0,3.0,65,65,1,0,0,False,Kickoff,Cade Coffey kickoff for 65 yds for a touchback,2019-09-15T00:00:06.000Z,
401117504104849903,40111750418,401117504,18,4,Idaho,Big Sky,13,Wyoming,Wyoming,Idaho,Mountain West,14,4,"{'seconds': 0, 'minutes': 15}",3.0,3.0,80,80,3,19,5,False,Rush,Roshaun Johnson run for 5 yds to the Idaho 25,2019-09-14T23:29:27.000Z,0.00412946022569915
401117504104849904,40111750418,401117504,18,5,Idaho,Big Sky,13,Wyoming,Wyoming,Idaho,Mountain West,14,4,"{'seconds': 0, 'minutes': 15}",3.0,3.0,75,75,4,14,0,False,Punt,"Cade Coffey punt for 47 yds , Austin Conway returns for no gain to the Wyom 28",2019-09-14T23:29:27.000Z,
401117504103998102,40111750418,401117504,18,2,Idaho,Big Sky,13,Wyoming,Wyoming,Idaho,Mountain West,14,3,"{'seconds': 0, 'minutes': 0}",3.0,3.0,0,0,0,10,0,False,End Period,End of 3rd Quarter,2019-09-14T22:50:40.000Z,
401117504103998101,40111750418,401117504,18,1,Idaho,Big Sky,13,Wyoming,Wyoming,Idaho,Mountain West,14,3,"{'seconds': 18, 'minutes': 0}",3.0,3.0,71,71,1,10,-9,False,Sack,Mason Petrino sacked by Josiah Hall for a loss of 9 yards to the Idaho 20,2019-09-14T23:24:28.000Z,-1.4602344027283216
401117504104849902,40111750418,401117504,18,3,Idaho,Big Sky,13,Wyoming,Wyoming,Idaho,Mountain West,14,4,"{'seconds': 0, 'minutes': 15}",3.0,3.0,80,80,2,19,0,False,Pass Incompletion,"Mason Petrino pass incomplete to Jeff Cotton, broken up by Logan Wilson",2019-09-14T00:00:00.000Z,-0.09808073332088528
401117504101887904,4011175042,401117504,2,3,Idaho,Big Sky,0,Wyoming,Wyoming,Idaho,Mountain West,0,1,"{'seconds': 20, 'minutes': 11}",3.0,3.0,71,71,3,10,23,False,Pass Reception,Mason Petrino pass complete to Jeff Cotton for 23 yds to the Wyom 48 for a 1ST down,2019-09-14T21:13:28.000Z,3.355457225782371
401117504101887909,4011175042,401117504,2,8,Idaho,Big Sky,0,Wyoming,Wyoming,Idaho,Mountain West,0,1,"{'seconds': 20, 'minutes': 11}",3.0,3.0,26,26,3,1,9,False,Pass Reception,Mason Petrino pass complete to Connor Whitney for 9 yds to the Wyom 17 for a 1ST down,2019-09-14T21:13:28.000Z,0.376847354619581
401117504101887905,4011175042,401117504,2,4,Idaho,Big Sky,0,Wyoming,Wyoming,Idaho,Mountain West,0,1,"{'seconds': 20, 'minutes': 11}",3.0,3.0,48,48,1,10,13,False,Pass Reception,Mason Petrino pass complete to Jeff Cotton for 13 yds to the Wyom 35 for a 1ST down,2019-09-14T21:13:28.000Z,0.713645052503001
401117504101887911,4011175042,401117504,2,10,Idaho,Big Sky,0,Wyoming,Wyoming,Idaho,Mountain West,0,1,"{'seconds': 20, 'minutes': 11}",3.0,3.0,17,17,2,10,8,False,Rush,Nick Romano run for 8 yds to the Wyom 9,2019-09-14T21:13:28.000Z,0.2942468835714925
401117504101887908,4011175042,401117504,2,7,Idaho,Big Sky,0,Wyoming,Wyoming,Idaho,Mountain West,0,1,"{'seconds': 20, 'minutes': 11}",3.0,3.0,26,26,2,1,0,False,Pass Incompletion,Mason Petrino pass incomplete to Jeff Cotton,2019-09-14T21:13:28.000Z,-0.734684041390167
401117504101887912,4011175042,401117504,2,11,Idaho,Big Sky,0,Wyoming,Wyoming,Idaho,Mountain West,0,1,"{'seconds': 20, 'minutes': 11}",3.0,3.0,9,9,3,2,0,False,Rush,Aundre Carter run for no gain to the Wyom 9,2019-09-14T21:13:28.000Z,-0.3787428194033602
