id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,offenseTimeouts,defenseTimeouts,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,wallclock,ppa
401282154104947401,40128215423,401282154,23,5,Alabama,SEC,38,Georgia,Alabama,Georgia,SEC,24,4,"{'seconds': 25, 'minutes': 5}",3,3,41,59,2,12,9,False,Penalty,"Young, Bryce pass incomplete to Williams, Jameson, PENALTY GEORGIA pass interference 9 yards to the 50 yardline, NO PLAY, 1ST DOWN ALABAMA.",2021-12-05T00:30:47.000Z,
401282154104909801,40128215421,401282154,21,3,Alabama,SEC,38,Georgia,Alabama,Georgia,SEC,24,4,"{'seconds': 1, 'minutes': 9}",3,3,26,74,2,9,0,False,Pass Incompletion,Bryce Young pass incomplete to Slade Bolden,2021-12-05T00:15:23.000Z,-0.40831395320271024
401282154104914401,40128215421,401282154,21,4,Alabama,SEC,38,Georgia,Alabama,Georgia,SEC,24,4,"{'seconds': 55, 'minutes': 8}",3,3,26,74,3,9,8,False,Pass Reception,Bryce Young pass complete to Slade Bolden for 8 yds to the Alab 34,2021-12-05T00:16:18.000Z,0.27211317819104597
401282154104906201,40128215421,401282154,21,2,Alabama,SEC,38,Georgia,Alabama,Georgia,SEC,24,4,"{'seconds': 37, 'minutes': 9}",3,3,25,75,1,10,1,False,Rush,Brian Robinson Jr. run for 1 yd to the Alab 26,2021-12-05T00:14:58.000Z,-0.5874795431016855
401282154104918301,40128215421,401282154,21,5,Alabama,SEC,38,Georgia,Alabama,Georgia,SEC,24,4,"{'seconds': 16, 'minutes': 8}",3,3,34,66,4,1,0,False,Punt,"James Burnip punt for 45 yds, fair catch by Kearis Jackson at the Geo 21",2021-12-05T00:17:10.000Z,
401282154104884003,40128215420,401282154,20,1,Alabama,SEC,38,Georgia,Alabama,Georgia,SEC,17,4,"{'seconds': 59, 'minutes': 11}",3,3,35,65,1,10,0,False,Kickoff,Will Reichard kickoff for 65 yds for a touchback,2021-12-05T00:02:25.000Z,
401282154104867701,40128215418,401282154,18,5,Alabama,SEC,31,Georgia,Alabama,Georgia,SEC,17,4,"{'seconds': 22, 'minutes': 13}",3,3,41,59,3,3,0,False,Pass Incompletion,Bryce Young pass incomplete to Brian Robinson Jr.,2021-12-04T23:56:42.000Z,-0.7808446326487023
401282154104859901,40128215418,401282154,18,4,Alabama,SEC,31,Georgia,Alabama,Georgia,SEC,17,4,"{'seconds': 0, 'minutes': 14}",3,3,35,65,2,9,6,False,Pass Reception,Bryce Young pass complete to Traeshon Holden for 6 yds to the Alab 41,2021-12-04T23:56:19.000Z,0.2743955678048059
401282154104855901,40128215418,401282154,18,3,Alabama,SEC,31,Georgia,Alabama,Georgia,SEC,17,4,"{'seconds': 40, 'minutes': 14}",3,3,34,66,1,10,1,False,Pass Reception,Bryce Young pass complete to Slade Bolden for 1 yd to the Alab 35,2021-12-04T23:55:30.000Z,-0.8121551588526277
401282154104854901,40128215418,401282154,18,2,Alabama,SEC,31,Georgia,Alabama,Georgia,SEC,17,4,"{'seconds': 50, 'minutes': 14}",3,3,19,81,2,10,15,False,Pass Reception,Bryce Young pass complete to Traeshon Holden for 15 yds to the Alab 34 for a 1ST down,2021-12-04T23:55:12.000Z,1.6346446828246037
401282154104849901,40128215418,401282154,18,1,Alabama,SEC,31,Georgia,Alabama,Georgia,SEC,17,4,"{'seconds': 0, 'minutes': 15}",3,3,19,81,1,10,0,False,Pass Incompletion,Bryce Young pass incomplete to Traeshon Holden,2021-12-04T00:00:00.000Z,-0.5327945515514214
401282154104868301,40128215418,401282154,18,6,Alabama,SEC,31,Georgia,Alabama,Georgia,SEC,17,4,"{'seconds': 16, 'minutes': 13}",3,3,41,59,4,3,0,False,Punt,"James Burnip punt for 39 yds, fair catch by Kearis Jackson at the Geo 20",2021-12-04T23:57:59.000Z,
401282154103939401,40128215416,401282154,16,4,Alabama,SEC,31,Georgia,Alabama,Georgia,SEC,17,3,"{'seconds': 5, 'minutes': 6}",3,3,35,65,2,10,0,False,Pass Incompletion,Bryce Young pass incomplete to Jameson Williams,2021-12-04T23:37:37.000Z,-0.6004605992346148
401282154103944101,40128215416,401282154,16,5,Alabama,SEC,31,Georgia,Alabama,Georgia,SEC,17,3,"{'seconds': 58, 'minutes': 5}",3,3,35,65,3,10,0,False,Pass Incompletion,Bryce Young pass incomplete,2021-12-04T23:38:22.000Z,-0.30241592870214795
401282154103939001,40128215416,401282154,16,3,Alabama,SEC,31,Georgia,Alabama,Georgia,SEC,17,3,"{'seconds': 9, 'minutes': 6}",3,3,35,65,1,10,0,False,Pass Incompletion,"Bryce Young pass incomplete to Brian Robinson Jr., broken up by Nakobe Dean",2021-12-04T23:36:53.000Z,-1.0146424556055624
401282154103935601,40128215416,401282154,16,1,Alabama,SEC,31,Georgia,Alabama,Georgia,SEC,17,3,"{'seconds': 43, 'minutes': 6}",3,3,12,88,1,10,8,False,Pass Reception,Bryce Young pass complete to Jameson Williams for 8 yds to the Alab 20,2021-12-04T23:35:19.000Z,0.6233612650694251
401282154103945201,40128215416,401282154,16,6,Alabama,SEC,31,Georgia,Alabama,Georgia,SEC,17,3,"{'seconds': 47, 'minutes': 5}",3,3,35,65,4,10,6,False,Punt,"James Burnip punt for 44 yds , Kearis Jackson returns for 6 yds to the Geo 27",2021-12-04T23:40:00.000Z,
401282154103938401,40128215416,401282154,16,2,Alabama,SEC,31,Georgia,Alabama,Georgia,SEC,17,3,"{'seconds': 15, 'minutes': 6}",3,3,20,80,2,2,15,False,Penalty,"Young, Bryce pass incomplete to Brooks, Ja'Corey, PENALTY GEORGIA pass interference 15 yards to the ALABAMA35, NO PLAY, 1ST DOWN ALABAMA.",2021-12-04T23:36:35.000Z,
