id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,offenseTimeouts,defenseTimeouts,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,wallclock,ppa
401282711104909801,40128271126,401282711,25,6,Notre Dame,FBS Independents,38,Stanford,Stanford,Notre Dame,Pac-12,14,4,"{'seconds': 1, 'minutes': 9}",3.0,3.0,72,72,4,4,0,False,Punt,"Jay Bramblett punt for 48 yds, punt out-of-bounds at the Stanf 24",2021-11-28T03:57:17.000Z,
401282711104856603,40128271125,401282711,24,1,Notre Dame,FBS Independents,38,Stanford,Stanford,Notre Dame,Pac-12,7,4,"{'seconds': 33, 'minutes': 14}",3.0,3.0,65,65,2,4,0,False,Kickoff,Jonathan Doerer kickoff for 65 yds for a touchback,2021-11-28T03:45:30.000Z,
401282711103999901,40128271124,401282711,23,1,Notre Dame,FBS Independents,31,Stanford,Stanford,Notre Dame,Pac-12,7,3,"{'seconds': 0, 'minutes': 0}",3.0,3.0,72,72,1,10,33,False,Rush,Chris Tyree run for 33 yds to the Stanf 39 for a 1ST down,2021-11-28T03:36:58.000Z,2.7151941573345013
401282711104856601,40128271124,401282711,23,4,Notre Dame,FBS Independents,38,Stanford,Stanford,Notre Dame,Pac-12,7,4,"{'seconds': 33, 'minutes': 14}",3.0,3.0,33,33,2,4,33,True,Rushing Touchdown,Tyler Buchner run for 33 yds for a TD (Jonathan Doerer KICK),2021-11-28T03:42:18.000Z,2.882144855310214
401282711104854401,40128271124,401282711,23,3,Notre Dame,FBS Independents,31,Stanford,Stanford,Notre Dame,Pac-12,7,4,"{'seconds': 55, 'minutes': 14}",3.0,3.0,39,39,1,10,6,False,Rush,Kyren Williams run for 6 yds to the Stanf 33,2021-11-28T03:41:35.000Z,0.258293699621337
401282711103999902,40128271124,401282711,23,2,Notre Dame,FBS Independents,31,Stanford,Stanford,Notre Dame,Pac-12,7,3,"{'seconds': 0, 'minutes': 0}",3.0,3.0,72,72,0,10,0,False,End Period,End of 3rd Quarter,2021-11-28T03:36:58.000Z,
401282711103976001,40128271122,401282711,21,6,Notre Dame,FBS Independents,31,Stanford,Stanford,Notre Dame,Pac-12,7,3,"{'seconds': 39, 'minutes': 2}",3.0,3.0,59,59,3,5,0,False,Pass Incompletion,Jack Coan pass incomplete,2021-11-28T03:31:05.000Z,-0.6617140534494768
401282711103958301,40128271122,401282711,21,2,Notre Dame,FBS Independents,31,Stanford,Stanford,Notre Dame,Pac-12,7,3,"{'seconds': 16, 'minutes': 4}",3.0,3.0,78,78,2,1,2,False,Rush,Chris Tyree run for 2 yds to the NDame 24 for a 1ST down,2021-11-28T03:28:43.000Z,-0.356424265977914
401282711103968301,40128271122,401282711,21,5,Notre Dame,FBS Independents,31,Stanford,Stanford,Notre Dame,Pac-12,7,3,"{'seconds': 16, 'minutes': 3}",3.0,3.0,64,64,2,10,5,False,Pass Reception,Jack Coan pass complete to Michael Mayer for 5 yds to the NDame 41,2021-11-28T03:30:24.000Z,0.060625014314497
401282711103967501,40128271122,401282711,21,4,Notre Dame,FBS Independents,31,Stanford,Stanford,Notre Dame,Pac-12,7,3,"{'seconds': 24, 'minutes': 3}",3.0,3.0,64,64,1,10,0,False,Pass Incompletion,Jack Coan pass incomplete,2021-11-28T03:29:41.000Z,-1.041155320344064
