id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,offenseTimeouts,defenseTimeouts,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,wallclock,ppa
401282724103855301,40128272413,401282724,13,1,Idaho,Big Sky,7,Indiana,Indiana,Idaho,Big Ten,35,3,"{'seconds': 46, 'minutes': 14}",3.0,3.0,65,65,1,10,0,False,Kickoff,Logan Prescott kickoff for 65 yds,2021-09-12T01:30:23.000Z,
401282724102998001,40128272412,401282724,12,1,Idaho,Big Sky,7,Indiana,Indiana,Idaho,Big Ten,35,2,"{'seconds': 19, 'minutes': 0}",2.0,1.0,65,65,1,10,0,False,Kickoff,Logan Prescott kickoff for 62 yds,2021-09-12T01:07:04.000Z,
401282724102997301,40128272411,401282724,11,11,Idaho,Big Sky,7,Indiana,Indiana,Idaho,Big Ten,35,2,"{'seconds': 26, 'minutes': 0}",2.0,1.0,16,16,2,1,16,True,Passing Touchdown,"Mike Beaudry pass complete to Hayden Hatten for 16 yds for a TD, (Logan Prescott KICK)",2021-09-12T00:24:38.000Z,2.052343539102623
401282724102997001,40128272411,401282724,11,10,Idaho,Big Sky,0,Indiana,Indiana,Idaho,Big Ten,35,2,"{'seconds': 29, 'minutes': 0}",2.0,1.0,25,25,1,10,9,False,Pass Reception,Mike Beaudry pass complete to Nick Romano for 9 yds to the Ind 16,2021-09-12T01:03:43.000Z,0.6477408231634345
401282724102996201,40128272411,401282724,11,8,Idaho,Big Sky,0,Indiana,Indiana,Idaho,Big Ten,35,2,"{'seconds': 37, 'minutes': 0}",3.0,1.0,39,39,2,10,14,False,Pass Reception,Mike Beaudry pass complete to Terez Traynor for 14 yds to the Ind 25 for a 1ST down,2021-09-12T01:03:20.000Z,1.2545902721080304
401282724102995001,40128272411,401282724,11,7,Idaho,Big Sky,0,Indiana,Indiana,Idaho,Big Ten,35,2,"{'seconds': 49, 'minutes': 0}",3.0,1.0,39,39,1,10,0,False,Pass Incompletion,Mike Beaudry pass incomplete to Connor Whitney,2021-09-12T01:01:30.000Z,-0.814236079442537
401282724102989501,40128272411,401282724,11,5,Idaho,Big Sky,0,Indiana,Indiana,Idaho,Big Ten,35,2,"{'seconds': 4, 'minutes': 1}",3.0,2.0,51,51,3,6,12,False,Pass Reception,Mike Beaudry pass complete to Cutrell Haywood for 12 yds to the Ind 39 for a 1ST down,2021-09-12T01:01:15.000Z,2.455095189670118
401282724102988601,40128272411,401282724,11,4,Idaho,Big Sky,0,Indiana,Indiana,Idaho,Big Ten,35,2,"{'seconds': 13, 'minutes': 1}",3.0,2.0,55,55,2,10,4,False,Pass Reception,Mike Beaudry pass complete to Cutrell Haywood for 4 yds to the Idaho 49,2021-09-12T01:00:35.000Z,-0.1570513059900627
401282724102986901,40128272411,401282724,11,2,Idaho,Big Sky,0,Indiana,Indiana,Idaho,Big Ten,35,2,"{'seconds': 30, 'minutes': 1}",3.0,2.0,75,75,1,10,20,False,Rush,Mike Beaudry run for 20 yds to the Idaho 45 for a 1ST down,2021-09-12T00:59:40.000Z,1.8011418824049565
401282724102988001,40128272411,401282724,11,3,Idaho,Big Sky,0,Indiana,Indiana,Idaho,Big Ten,35,2,"{'seconds': 19, 'minutes': 1}",3.0,2.0,55,55,1,10,0,False,Pass Incompletion,Mike Beaudry pass incomplete to Nick Romano,2021-09-12T00:59:51.000Z,-1.1618692012952412
