season,team,conference,offense_passingPlays_explosiveness,offense_passingPlays_successRate,offense_passingPlays_totalPPA,offense_passingPlays_ppa,offense_passingPlays_rate,offense_rushingPlays_explosiveness,offense_rushingPlays_successRate,offense_rushingPlays_totalPPA,offense_rushingPlays_ppa,offense_rushingPlays_rate,offense_passingDowns_explosiveness,offense_passingDowns_successRate,offense_passingDowns_ppa,offense_passingDowns_rate,offense_standardDowns_explosiveness,offense_standardDowns_successRate,offense_standardDowns_ppa,offense_standardDowns_rate,offense_havoc_db,offense_havoc_frontSeven,offense_havoc_total,offense_fieldPosition_averagePredictedPoints,offense_fieldPosition_averageStart,offense_pointsPerOpportunity,offense_totalOpportunies,offense_openFieldYardsTotal,offense_openFieldYards,offense_secondLevelYardsTotal,offense_secondLevelYards,offense_lineYardsTotal,offense_lineYards,offense_stuffRate,offense_powerSuccess,offense_explosiveness,offense_successRate,offense_totalPPA,offense_ppa,offense_drives,offense_plays,defense_passingPlays_explosiveness,defense_passingPlays_successRate,defense_passingPlays_totalPPA,defense_passingPlays_ppa,defense_passingPlays_rate,defense_rushingPlays_explosiveness,defense_rushingPlays_successRate,defense_rushingPlays_totalPPA,defense_rushingPlays_ppa,defense_rushingPlays_rate,defense_passingDowns_explosiveness,defense_passingDowns_successRate,defense_passingDowns_totalPPA,defense_passingDowns_ppa,defense_passingDowns_rate,defense_standardDowns_explosiveness,defense_standardDowns_successRate,defense_standardDowns_ppa,defense_standardDowns_rate,defense_havoc_db,defense_havoc_frontSeven,defense_havoc_total,defense_fieldPosition_averagePredictedPoints,defense_fieldPosition_averageStart,defense_pointsPerOpportunity,defense_totalOpportunies,defense_openFieldYardsTotal,defense_openFieldYards,defense_secondLevelYardsTotal,defense_secondLevelYards,defense_lineYardsTotal,defense_lineYards,defense_stuffRate,defense_powerSuccess,defense_explosiveness,defense_successRate,defense_totalPPA,defense_ppa,defense_drives,defense_plays
2005,Air Force,Mountain West,1.3520576482107338,0.4110429447852761,31.467556607833927,0.19305249452658851,0.26677577741407527,0.7160777018659416,0.410958904109589,7.063506300146527,0.016126726712663304,0.7168576104746317,1.8047532864962197,0.29577464788732394,0.2340586239386648,0.23240589198036007,0.6655446977538644,0.4541577825159915,0.0062047868768072036,0.7675941080196399,0.016366612111292964,0.0,0.016366612111292964,1.348,71.1,0.0,56,266,0.6073059360730594,411,0.9383561643835616,1249,2.8513698630136988,0.23515981735159816,0.6379310344827587,0.8531790535467229,0.41734860883797054,36.14636964451298,0.05915936112031584,108,611,1.371972254993203,0.4024896265560166,43.34730687198352,0.17986434386715153,0.41551724137931034,0.7610414099077681,0.3799392097264438,-28.16525707152542,-0.08560868410798,0.5672413793103448,1.4144983446810324,0.2976190476190476,43.34730687198352,0.19455112897229845,0.2896551724137931,0.8625384810820601,0.4393203883495146,-0.04621874230132577,0.7103448275862069,0.015517241379310345,0.0,0.015517241379310345,-1.433,69.3,0.0,55,0,0.7142857142857143,323,0.9817629179331308,865,2.627659574468085,0.2796352583586626,0.64,0.9820103130298896,0.39827586206896554,13.64246783919992,0.023521496274482624,102,580
2005,Akron,Mid-American,1.3756821413457265,0.34111310592459604,51.92339595161949,0.09321974138531326,0.593816631130064,0.8017095745700228,0.3523035230352303,-43.56545480602821,-0.11806356315996804,0.39339019189765456,1.5901944630913998,0.33810888252148996,0.2632284286292559,0.3720682302771855,0.8029962141729277,0.3633276740237691,-0.15216722498814655,0.6279317697228145,0.01279317697228145,0.0,0.01279317697228145,1.513,69.0,-0.1590909090909091,88,388,1.051490514905149,350,0.948509485094851,796,2.156910569105691,0.3252032520325203,0.4878048780487805,1.0827835436078062,0.35394456289978676,2.2402260735919723,0.002388300718115109,182,938,1.3515296537782697,0.30831099195710454,20.159292594442757,0.05404636084301007,0.42775229357798167,0.8371325253661037,0.38556701030927837,-4.791682283584837,-0.009879757285741933,0.5561926605504587,1.751795411428454,0.2696245733788396,20.159292594442757,0.21388147524850348,0.3360091743119266,0.7220477676529256,0.40932642487046633,-0.0859277995307855,0.6639908256880734,0.008027522935779817,0.0,0.008027522935779817,-1.541,68.3,-0.1794871794871795,78,0,1.109278350515464,481,0.9917525773195877,1213,2.500618556701031,0.24123711340206186,0.6470588235294118,0.9794846785968077,0.3623853211009174,12.915076319486717,0.014810867338860913,184,872
2005,Alabama,SEC,1.3950105725645192,0.3708791208791209,57.21640476295471,0.1571879251729525,0.4578616352201258,0.7582386855950385,0.40240963855421685,-6.220633184996386,-0.014989477554208158,0.5220125786163522,1.7817128315178943,0.27340823970037453,0.23487400326032876,0.33584905660377357,0.745606249130557,0.4640151515151515,-0.0263812639116255,0.6641509433962264,0.005031446540880503,0.0,0.005031446540880503,1.409,70.5,-0.08974358974358974,78,460,1.108433734939759,414,0.9975903614457832,1143,2.7551807228915663,0.21204819277108433,0.6896551724137931,0.9834546155276501,0.4,48.782051525169514,0.06136107110084216,147,795,1.5245014530174679,0.29427792915531337,14.808522760116215,0.04035019825644745,0.5257879656160458,0.8238055725691684,0.3198757763975155,-25.48024631646681,-0.07913119974058017,0.46131805157593125,1.6644963293259654,0.2791519434628975,14.808522760116215,0.22242105259069866,0.4054441260744986,0.8304717963372933,0.3373493975903614,-0.1855601518935451,0.5945558739255015,0.015759312320916905,0.0,0.015759312320916905,-1.41,70.4,0.0,50,0,0.65527950310559,280,0.8695652173913043,793,2.4611801242236027,0.2546583850931677,0.7,1.1313299612053531,0.3137535816618911,-14.06230515265349,-0.020146568986609586,145,698
2005,App State,Sun Belt,1.3042496813760818,0.34545454545454546,4.932163338593369,0.08967569706533399,0.45081967213114754,0.6498360684583381,0.40298507462686567,3.6698079971165263,0.05477325368830636,0.5491803278688525,1.8796635065632625,0.2857142857142857,0.29686709694727664,0.3442622950819672,0.5814810504635746,0.425,-0.04833058420094655,0.6557377049180327,,,,0.721,79.7,0.0,7,51,0.7611940298507462,73,1.0895522388059702,212,3.156716417910448,0.1791044776119403,0.6,0.9201373433591453,0.3770491803278688,8.601971335709896,0.0705079617681139,22,122,1.0861063160341542,0.49056603773584906,13.756212628373085,0.2595511816674167,0.4690265486725664,0.7810333671181524,0.5172413793103449,11.053628093514961,0.19057979471577519,0.5132743362831859,1.2088922307470316,0.3076923076923077,13.756212628373085,0.21822636966584058,0.23008849557522124,0.8201783843005231,0.5747126436781609,0.20857755104765535,0.7699115044247787,0.008849557522123894,0.0,0.008849557522123894,-1.359,70.5,0.0,13,0,1.9310344827586208,85,1.4655172413793103,197,3.3879310344827585,0.1896551724137931,0.75,0.8737940872586623,0.5132743362831859,23.82013255245787,0.2107976332075918,20,113
2005,Arizona,Big 12,1.3975761113627259,0.38769230769230767,64.97570739898472,0.19992525353533763,0.5443886097152428,0.8059755019950846,0.3684210526315789,-21.695658343107503,-0.08156262535002821,0.4455611390284757,1.6671547191441511,0.308411214953271,0.2583854287097119,0.35845896147403683,0.8992475579190694,0.4255874673629243,-0.03218872294858255,0.6415410385259631,0.02680067001675042,0.0,0.02680067001675042,1.33,71.7,-0.28,50,293,1.1015037593984962,262,0.9849624060150376,634,2.383834586466165,0.2894736842105263,0.5263157894736842,1.120565779058176,0.38358458961474035,42.96620085457123,0.07197018568604895,120,597,1.361179228255375,0.3992673992673993,57.62531063161254,0.21108172392532065,0.455,0.7737365294262312,0.42452830188679247,-6.165661668548394,-0.019388873171535828,0.53,1.6527279932455932,0.29896907216494845,57.62531063161254,0.20343404832429168,0.3233333333333333,0.8040550507901019,0.47783251231527096,0.023063874304453225,0.6766666666666666,0.02,0.0,0.02,-1.339,71.7,-0.3559322033898305,59,0,1.1729559748427674,402,1.2641509433962264,920,2.8940251572327043,0.23270440251572327,0.5909090909090909,0.9993845375457308,0.42,48.8301383425206,0.081383563904201,118,600
2005,Arizona State,Big 12,1.5294531908039686,0.45867768595041325,182.69024044659048,0.37745917447642663,0.5444319460067492,0.6410916840199069,0.44836272040302266,-2.1727792576126053,-0.0054729956111148744,0.4465691788526434,1.8135920447661362,0.4036363636363636,0.4902838400009419,0.3093363329583802,0.8281908364657415,0.4837133550488599,0.0640356229219231,0.6906636670416197,0.012373453318335208,0.0,0.012373453318335208,1.374,70.8,-0.14893617021276595,94,347,0.8740554156171285,449,1.1309823677581865,1207,3.040050377833753,0.21914357682619648,0.5094339622641509,1.0962779299004077,0.45894263217097864,174.1459284743198,0.19588968332319437,160,889,1.4673391708190127,0.42789598108747046,119.39650387640964,0.28226123847850976,0.47796610169491527,0.6951530055056142,0.42247191011235957,-15.825290816895384,-0.03556245127392221,0.5028248587570622,1.4297178126347259,0.3333333333333333,119.39650387640964,0.19505151509798913,0.3016949152542373,0.9032314577383377,0.47896440129449835,0.07762698707392622,0.6983050847457627,0.011299435028248588,0.0,0.011299435028248588,-1.231,72.5,0.0,91,0,0.8831460674157303,490,1.101123595505618,1291,2.901123595505618,0.23820224719101124,0.6595744680851063,1.0249386930260742,0.4350282485875706,100.0522325428495,0.11305337010491469,161,885
2005,Arkansas,SEC,1.525709589459099,0.324468085106383,18.724046668250374,0.0995959929162254,0.4060475161987041,0.7319860492878988,0.41353383458646614,-5.5521933092626705,-0.02087290717767921,0.5745140388768899,1.7153383804124185,0.23493975903614459,0.10029049640763792,0.35853131749460043,0.7325896446329735,0.4713804713804714,-0.031051454718268732,0.6414686825053996,0.02591792656587473,0.0,0.02591792656587473,1.503,68.6,0.0,42,235,0.8834586466165414,273,1.0263157894736843,728,2.736842105263158,0.21052631578947367,0.6896551724137931,0.9467080842720704,0.38660907127429806,7.425940352342081,0.016038748061213998,88,463,1.4618999574218272,0.4020100502512563,44.11389242361877,0.2216778513749687,0.4671361502347418,0.6577247536321934,0.38636363636363635,-3.017178805131805,-0.013714449114235477,0.5164319248826291,1.7056945528986307,0.3230769230769231,44.11389242361877,0.3167649325135418,0.3051643192488263,0.7700913520515528,0.4391891891891892,-0.004021220514566668,0.6948356807511737,0.028169014084507043,0.0,0.028169014084507043,-1.463,69.4,0.0,44,0,0.9818181818181818,203,0.9227272727272727,597,2.7113636363636364,0.22272727272727272,0.72,0.9985525987700253,0.40375586854460094,39.9891599544487,0.09387126749870588,88,426
2005,Arkansas State,Sun Belt,1.4542233447219761,0.3469387755102041,1.3642122599047015,0.027841066528667375,0.3798449612403101,0.9913056414612422,0.38461538461538464,5.580457587731562,0.07154432804784054,0.6046511627906976,1.4616279577636877,0.25,-0.08814387895424527,0.34108527131782945,1.006385424655157,0.4470588235294118,0.12567750693892613,0.6589147286821705,0.07751937984496124,0.0,0.07751937984496124,1.425,71.0,0.0,13,66,0.8461538461538461,87,1.1153846153846154,202,2.5871794871794873,0.1794871794871795,0.5,1.1085827280060516,0.3798449612403101,6.804257415821929,0.052746181517999445,26,129,1.6621540634086438,0.3333333333333333,5.7586463562487715,0.11291463443625041,0.3893129770992366,0.636659901612299,0.4342105263157895,-2.6041403810339014,-0.034265005013603966,0.5801526717557252,1.3261668799082007,0.3409090909090909,5.7586463562487715,0.13284917260409257,0.33587786259541985,0.7897343298526509,0.4367816091954023,-0.04295763765894511,0.6641221374045801,0.09923664122137404,0.0,0.09923664122137404,-1.932,62.1,0.0,16,0,0.5789473684210527,97,1.2763157894736843,193,2.5328947368421053,0.23684210526315788,0.7,0.9415548628872404,0.40458015267175573,2.1080491182518486,0.016091978001922507,27,131
2005,Army,American Athletic,1.3915235567042281,0.4027777777777778,56.297790828221686,0.19547844037576972,0.4472049689440994,0.688915829960002,0.3563218390804598,-49.75268733706886,-0.14296749234789904,0.5403726708074534,1.6618802102566739,0.29596412556053814,0.180310155618429,0.34627329192546585,0.7520868005863331,0.4323040380047506,-0.08062343259105566,0.6537267080745341,0.023291925465838508,0.0,0.023291925465838508,1.501,69.1,0.0,47,145,0.4166666666666667,278,0.7988505747126436,761,2.1873563218390806,0.27586206896551724,0.7,0.9942092402566658,0.38509316770186336,6.2666995820752405,0.009730899972166524,113,644,1.292165158202597,0.38461538461538464,47.05891188409299,0.19052191046191497,0.4151260504201681,0.6636554074221297,0.4662756598240469,12.24185260062554,0.03589986099890188,0.573109243697479,1.457624532011198,0.34591194968553457,47.05891188409299,0.31650212261212307,0.2672268907563025,0.6928162188880063,0.4724770642201835,0.008232838375162355,0.7327731092436974,0.020168067226890758,0.0,0.020168067226890758,-1.592,67.9,0.0,54,0,0.6041055718475073,390,1.1436950146627567,1028,3.01524926686217,0.1906158357771261,0.6666666666666666,0.8539827216534298,0.43865546218487395,53.91335502689836,0.09061068071747623,108,595
2005,Auburn,SEC,1.5151434128814,0.3956386292834891,79.2251781727207,0.24680740863775918,0.4409340659340659,0.7374422107933348,0.4217171717171717,4.409639192622458,0.011135452506622368,0.5439560439560439,1.718979105371967,0.39344262295081966,0.47153999277038366,0.33516483516483514,0.6992497812621945,0.4318181818181818,-0.07403265518501591,0.6648351648351648,0.01098901098901099,0.0,0.01098901098901099,1.566,68.0,-0.19444444444444445,72,345,0.8712121212121212,427,1.0782828282828283,1129,2.8507575757575756,0.2196969696969697,0.7727272727272727,1.0202137652442869,0.41895604395604397,79.22395312642591,0.10882411143739823,129,728,1.4198099492708853,0.3531073446327684,48.38546168164119,0.13668209514587906,0.5115606936416185,0.8628338117447215,0.37037037037037035,7.618150683862215,0.023512810752661158,0.4682080924855491,1.6038906389533456,0.30522088353413657,48.38546168164119,0.23283626411632388,0.3598265895953757,0.8561934432231015,0.41309255079006774,-0.009954469068638021,0.6401734104046243,0.010115606936416185,0.0,0.010115606936416185,-1.252,72.1,-0.1206896551724138,58,0,1.0740740740740742,333,1.027777777777778,885,2.7324074074074076,0.2222222222222222,0.6046511627906976,1.0755949369508953,0.37427745664739887,53.566399967558006,0.07740809243866764,138,692
