id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,offenseTimeouts,defenseTimeouts,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,wallclock,ppa
401241282104978403,40124128222,401241282,22,1,Notre Dame,FBS Independents,52,South Florida,Notre Dame,South Florida,American Athletic,0,4,"{'seconds': 15, 'minutes': 2}",2.0,3.0,35,65,4,5,26,False,Kickoff,"Dawson Goepferich kickoff for 59 yds , Brian Battie return for 26 yds to the SFla 32",2020-09-19T21:40:20.000Z,
401241282104978401,40124128221,401241282,21,11,Notre Dame,FBS Independents,52,South Florida,Notre Dame,South Florida,American Athletic,0,4,"{'seconds': 15, 'minutes': 2}",2.0,3.0,95,5,4,5,5,True,Rushing Touchdown,Jafar Armstrong run for 5 yds for a TD (Dawson Goepferich KICK),2020-09-19T21:40:20.000Z,3.052592157810592
401241282104974601,40124128221,401241282,21,10,Notre Dame,FBS Independents,45,South Florida,Notre Dame,South Florida,American Athletic,0,4,"{'seconds': 53, 'minutes': 2}",2.0,3.0,98,2,3,2,-3,False,Rush,Jafar Armstrong run for a loss of 3 yards to the SFla 5,2020-09-19T21:39:19.000Z,-0.507761873747731
401241282104969701,40124128221,401241282,21,9,Notre Dame,FBS Independents,45,South Florida,Notre Dame,South Florida,American Athletic,0,4,"{'seconds': 2, 'minutes': 3}",2.0,3.0,98,2,3,0,0,False,Timeout,"Timeout NOTRE DAME, clock 03:02",2020-09-19T21:36:16.000Z,
401241282104966001,40124128221,401241282,21,8,Notre Dame,FBS Independents,45,South Florida,Notre Dame,South Florida,American Athletic,0,4,"{'seconds': 39, 'minutes': 3}",3.0,3.0,95,5,2,5,3,False,Rush,Jafar Armstrong run for 3 yds to the SFla 2,2020-09-19T21:35:41.000Z,-0.106252592532941
401241282104957101,40124128221,401241282,21,7,Notre Dame,FBS Independents,45,South Florida,Notre Dame,South Florida,American Athletic,0,4,"{'seconds': 28, 'minutes': 4}",3.0,3.0,90,10,1,10,5,False,Rush,Jafar Armstrong run for 5 yds to the SFla 5,2020-09-19T21:34:33.000Z,0.075249150719522
401241282104948601,40124128221,401241282,21,6,Notre Dame,FBS Independents,45,South Florida,Notre Dame,South Florida,American Athletic,0,4,"{'seconds': 13, 'minutes': 5}",3.0,3.0,78,22,1,10,12,False,Rush,C'Bo Flemister run for 12 yds to the SFla 10 for a 1ST down,2020-09-19T21:33:50.000Z,0.133795924399018
401241282104944201,40124128221,401241282,21,5,Notre Dame,FBS Independents,45,South Florida,Notre Dame,South Florida,American Athletic,0,4,"{'seconds': 57, 'minutes': 5}",3.0,3.0,47,53,2,8,31,False,Rush,C'Bo Flemister run for 31 yds to the SFla 22 for a 1ST down,2020-09-19T21:33:03.000Z,2.308775808974574
401241282104934601,40124128221,401241282,21,4,Notre Dame,FBS Independents,45,South Florida,Notre Dame,South Florida,American Athletic,0,4,"{'seconds': 53, 'minutes': 6}",3.0,3.0,45,55,1,10,2,False,Rush,C'Bo Flemister run for 2 yds to the NDame 47,2020-09-19T21:32:07.000Z,-0.6797853383066688
401241282104926001,40124128221,401241282,21,3,Notre Dame,FBS Independents,45,South Florida,Notre Dame,South Florida,American Athletic,0,4,"{'seconds': 39, 'minutes': 7}",3.0,3.0,43,57,3,1,2,False,Rush,C'Bo Flemister run for 2 yds to the NDame 45 for a 1ST down,2020-09-19T21:31:21.000Z,1.1107620921681374
401241282104918001,40124128221,401241282,21,2,Notre Dame,FBS Independents,45,South Florida,Notre Dame,South Florida,American Athletic,0,4,"{'seconds': 19, 'minutes': 8}",3.0,3.0,41,59,2,3,2,False,Rush,C'Bo Flemister run for 2 yds to the NDame 43,2020-09-19T21:30:46.000Z,-0.7545151019772034
401241282104909401,40124128221,401241282,21,1,Notre Dame,FBS Independents,45,South Florida,Notre Dame,South Florida,American Athletic,0,4,"{'seconds': 5, 'minutes': 9}",3.0,3.0,34,66,1,10,7,False,Rush,C'Bo Flemister run for 7 yds to the NDame 41,2020-09-19T21:29:53.000Z,0.7039091622223153
401241282104894601,40124128219,401241282,19,3,Notre Dame,FBS Independents,45,South Florida,Notre Dame,South Florida,American Athletic,0,4,"{'seconds': 53, 'minutes': 10}",3.0,3.0,23,77,3,6,0,False,Pass Incompletion,Drew Pyne pass incomplete,2020-09-19T21:20:46.000Z,-0.22398022422976105
401241282104895401,40124128219,401241282,19,4,Notre Dame,FBS Independents,45,South Florida,Notre Dame,South Florida,American Athletic,0,4,"{'seconds': 45, 'minutes': 10}",3.0,3.0,23,77,4,6,0,False,Punt,"Jay Bramblett punt for 34 yds, downed at the SFla 43",2020-09-19T21:21:37.000Z,
401241282104889201,40124128219,401241282,19,2,Notre Dame,FBS Independents,45,South Florida,Notre Dame,South Florida,American Athletic,0,4,"{'seconds': 7, 'minutes': 11}",3.0,3.0,11,89,2,18,12,False,Rush,C'Bo Flemister run for 12 yds to the NDame 23,2020-09-19T21:20:27.000Z,0.2932309382568983
