id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,offenseTimeouts,defenseTimeouts,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,ppa,wallclock
401240174104999901,40124017424,401240174,24,8,Alabama,SEC,52,Ohio State,Alabama,Ohio State,Big Ten,24,4,"{'seconds': 0, 'minutes': 0}",3.0,1.0,54,46,2,11,-1,False,Rush,TEAM run for a loss of 1 yard to the OhSt 47,-1.2381450589729877,2021-01-12T04:47:39.000Z
401240174104995501,40124017424,401240174,24,7,Alabama,SEC,52,Ohio State,Alabama,Ohio State,Big Ten,24,4,"{'seconds': 44, 'minutes': 0}",3.0,1.0,55,45,1,10,-1,False,Rush,TEAM run for a loss of 1 yard to the OhSt 46,-1.2270097040600767,2021-01-12T04:47:17.000Z
401240174104986901,40124017424,401240174,24,6,Alabama,SEC,52,Ohio State,Alabama,Ohio State,Big Ten,24,4,"{'seconds': 30, 'minutes': 1}",3.0,1.0,42,58,3,9,13,False,Rush,Brian Robinson Jr. run for 13 yds to the OhSt 45 for a 1ST down,2.975910315143647,2021-01-12T04:46:10.000Z
401240174104977901,40124017424,401240174,24,5,Alabama,SEC,52,Ohio State,Alabama,Ohio State,Big Ten,24,4,"{'seconds': 20, 'minutes': 2}",3.0,1.0,40,60,2,11,2,False,Rush,Brian Robinson Jr. run for 2 yds to the Alab 42,-0.4537314721026747,2021-01-12T04:45:37.000Z
401240174104974401,40124017424,401240174,24,4,Alabama,SEC,52,Ohio State,Alabama,Ohio State,Big Ten,24,4,"{'seconds': 55, 'minutes': 2}",3.0,1.0,41,59,1,10,-1,False,Rush,Brian Robinson Jr. run for a loss of 1 yard to the Alab 40,-1.339680578309613,2021-01-12T04:44:53.000Z
401240174104967001,40124017424,401240174,24,3,Alabama,SEC,52,Ohio State,Alabama,Ohio State,Big Ten,24,4,"{'seconds': 29, 'minutes': 3}",3.0,1.0,35,65,2,6,6,False,Rush,Brian Robinson Jr. run for 6 yds to the Alab 41 for a 1ST down,1.0927993297177903,2021-01-12T04:44:29.000Z
401240174104959001,40124017424,401240174,24,2,Alabama,SEC,52,Ohio State,Alabama,Ohio State,Big Ten,24,4,"{'seconds': 9, 'minutes': 4}",3.0,1.0,31,69,1,10,4,False,Rush,Brian Robinson Jr. run for 4 yds to the Alab 35,-0.1445206744011678,2021-01-12T04:43:42.000Z
401240174104955201,40124017424,401240174,24,1,Alabama,SEC,52,Ohio State,Alabama,Ohio State,Big Ten,24,4,"{'seconds': 47, 'minutes': 4}",3.0,1.0,18,82,1,10,13,False,Rush,Brian Robinson Jr. run for 13 yds to the Alab 31 for a 1ST down,0.881007244177801,2021-01-12T04:42:48.000Z
401240174104999902,40124017424,401240174,24,9,Alabama,SEC,52,Ohio State,Alabama,Ohio State,Big Ten,24,4,"{'seconds': 0, 'minutes': 0}",3.0,1.0,0,100,0,11,0,False,End of Game,End of 4th Quarter,,2021-01-12T04:47:39.000Z
401240174104949801,40124017423,401240174,23,3,Ohio State,Big Ten,24,Alabama,Alabama,Ohio State,SEC,52,4,"{'seconds': 1, 'minutes': 5}",1.0,3.0,52,52,3,15,0,False,Pass Incompletion,Justin Fields pass incomplete to Jameson Williams,-0.45020803850724267,2021-01-12T04:40:54.000Z
401240174104946901,40124017423,401240174,23,2,Ohio State,Big Ten,24,Alabama,Alabama,Ohio State,SEC,52,4,"{'seconds': 30, 'minutes': 5}",1.0,3.0,53,53,2,16,1,False,Pass Reception,Justin Fields pass complete to Master Teague III for 1 yd to the OhSt 48,-0.5869468187405636,2021-01-12T04:40:24.000Z
401240174104939001,40124017423,401240174,23,1,Ohio State,Big Ten,24,Alabama,Alabama,Ohio State,SEC,52,4,"{'seconds': 9, 'minutes': 6}",1.0,3.0,47,47,1,10,-6,False,Sack,Justin Fields sacked by Christian Barmore for a loss of 6 yards to the OhSt 47,-2.35340899349338,2021-01-12T04:40:19.000Z
401240174104954601,40124017423,401240174,23,4,Ohio State,Big Ten,24,Alabama,Alabama,Ohio State,SEC,52,4,"{'seconds': 53, 'minutes': 4}",1.0,3.0,52,52,4,15,0,False,Punt,"Drue Chrisman punt for 34 yds, fair catch by Slade Bolden at the Alab 18",,2021-01-12T04:41:44.000Z
401240174104936701,40124017422,401240174,22,3,Alabama,SEC,52,Ohio State,Alabama,Ohio State,Big Ten,24,4,"{'seconds': 32, 'minutes': 6}",3.0,1.0,10,90,3,6,0,False,Pass Incompletion,Mac Jones pass incomplete to Najee Harris,-0.1170115704364605,2021-01-12T04:35:35.000Z
401240174104929501,40124017422,401240174,22,2,Alabama,SEC,52,Ohio State,Alabama,Ohio State,Big Ten,24,4,"{'seconds': 4, 'minutes': 7}",3.0,1.0,6,94,2,10,4,False,Rush,Najee Harris run for 4 yds to the Alab 10,-0.01656958444586288,2021-01-12T04:34:52.000Z
401240174104925401,40124017422,401240174,22,1,Alabama,SEC,52,Ohio State,Alabama,Ohio State,Big Ten,24,4,"{'seconds': 45, 'minutes': 7}",3.0,1.0,6,94,1,10,0,False,Rush,Najee Harris run for no gain to the Alab 6,-0.2935937291294204,2021-01-12T04:34:31.000Z
401240174104937701,40124017422,401240174,22,4,Alabama,SEC,52,Ohio State,Alabama,Ohio State,Big Ten,24,4,"{'seconds': 22, 'minutes': 6}",3.0,1.0,10,90,4,6,3,False,Punt,"Charlie Scott punt for 40 yds , Garrett Wilson returns for 3 yds to the Alab 47",,2021-01-12T04:36:23.000Z
401240174104907201,40124017421,401240174,21,12,Ohio State,Big Ten,24,Alabama,Alabama,Ohio State,SEC,52,4,"{'seconds': 27, 'minutes': 9}",2.0,3.0,33,33,3,4,7,False,Rush,Justin Fields run for 7 yds to the Alab 26 for a 1ST down,0.9731366360570188,2021-01-12T04:21:01.000Z
401240174104889301,40124017421,401240174,21,9,Ohio State,Big Ten,24,Alabama,Alabama,Ohio State,SEC,52,4,"{'seconds': 6, 'minutes': 11}",2.0,3.0,54,54,3,10,15,False,Pass Reception,Justin Fields pass complete to Jaxon Smith-Njigba for 15 yds to the Alab 39 for a 1ST down,3.1402871335060096,2021-01-12T04:19:20.000Z
401240174104877801,40124017421,401240174,21,4,Ohio State,Big Ten,24,Alabama,Alabama,Ohio State,SEC,52,4,"{'seconds': 21, 'minutes': 12}",2.0,3.0,78,78,3,13,14,False,Pass Reception,Justin Fields pass complete to Chris Olave for 14 yds to the OhSt 36 for a 1ST down,2.096970289733809,2021-01-12T04:16:56.000Z
401240174104924701,40124017421,401240174,21,20,Ohio State,Big Ten,24,Alabama,Alabama,Ohio State,SEC,52,4,"{'seconds': 52, 'minutes': 7}",1.0,3.0,6,6,4,6,0,False,Pass Incompletion,Justin Fields pass incomplete to Julian Fleming,-3.8723787647670704,2021-01-12T04:34:04.000Z
401240174104924101,40124017421,401240174,21,18,Ohio State,Big Ten,24,Alabama,Alabama,Ohio State,SEC,52,4,"{'seconds': 58, 'minutes': 7}",2.0,3.0,6,6,3,6,0,False,Pass Incompletion,Justin Fields pass incomplete to Chris Olave,-0.3038593850582816,2021-01-12T04:29:22.000Z
401240174104885801,40124017421,401240174,21,7,Ohio State,Big Ten,24,Alabama,Alabama,Ohio State,SEC,52,4,"{'seconds': 41, 'minutes': 11}",2.0,3.0,54,54,2,10,5,False,Pass Reception,Justin Fields pass complete to Jaxon Smith-Njigba for 5 yds to the Alab 49,0.0730984218376331,2021-01-12T04:18:07.000Z
401240174104875101,40124017421,401240174,21,3,Ohio State,Big Ten,24,Alabama,Alabama,Ohio State,SEC,52,4,"{'seconds': 48, 'minutes': 12}",2.0,3.0,75,75,2,10,-3,False,Pass Reception,Justin Fields pass complete to Chris Olave for a loss of 3 yards to the OhSt 22,-0.4634377557441667,2021-01-12T04:16:14.000Z
401240174104917301,40124017421,401240174,21,15,Ohio State,Big Ten,24,Alabama,Alabama,Ohio State,SEC,52,4,"{'seconds': 26, 'minutes': 8}",2.0,3.0,12,12,3,4,14,False,Pass Reception,"Justin Fields pass complete to Chris Olave for 8 yds to the Alab 12 for a 1ST down ALABAMA Penalty, Roughing Passer (Christian Barmore) to the Alab 6 for a 1ST down",,2021-01-12T04:27:01.000Z
401240174104919601,40124017421,401240174,21,17,Ohio State,Big Ten,24,Alabama,Alabama,Ohio State,SEC,52,4,"{'seconds': 3, 'minutes': 8}",2.0,3.0,6,6,2,6,0,False,Pass Incompletion,Justin Fields pass incomplete to Jaxon Smith-Njigba,-0.29509485739271,2021-01-12T04:28:26.000Z
401240174104919201,40124017421,401240174,21,16,Ohio State,Big Ten,24,Alabama,Alabama,Ohio State,SEC,52,4,"{'seconds': 7, 'minutes': 8}",2.0,3.0,6,6,1,6,0,False,Pass Incompletion,Justin Fields pass incomplete to Marcus Crowley,-0.476177221716661,2021-01-12T04:27:40.000Z
401240174104916701,40124017421,401240174,21,14,Ohio State,Big Ten,24,Alabama,Alabama,Ohio State,SEC,52,4,"{'seconds': 32, 'minutes': 8}",2.0,3.0,20,20,2,4,0,False,Pass Incompletion,Justin Fields pass incomplete to Jaxon Smith-Njigba,-0.5061751830160085,2021-01-12T04:25:08.000Z
401240174104914501,40124017421,401240174,21,13,Ohio State,Big Ten,24,Alabama,Alabama,Ohio State,SEC,52,4,"{'seconds': 54, 'minutes': 8}",2.0,3.0,26,26,1,10,6,False,Pass Reception,Justin Fields pass complete to Chris Olave for 6 yds to the Alab 20,0.1981539364012105,2021-01-12T04:21:34.000Z
