id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,offenseTimeouts,defenseTimeouts,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,wallclock,ppa
401234637102897503,4012346378,401234637,8,1,Notre Dame,FBS Independents,17,Boston College,Boston College,Notre Dame,ACC,13,2,"{'seconds': 24, 'minutes': 10}",3,3,65,65,1,10,21,False,Kickoff,"Jonathan Doerer kickoff for 61 yds , Travis Levy return for 21 yds to the BC 25",2020-11-14T21:43:00.000Z,
401234637102894101,4012346377,401234637,7,6,Notre Dame,FBS Independents,10,Boston College,Boston College,Notre Dame,ACC,13,2,"{'seconds': 58, 'minutes': 10}",3,3,50,50,3,10,48,False,Pass Reception,Ian Book pass complete to Avery Davis for 48 yds to the BC 2 for a 1ST down,2020-11-14T21:42:17.000Z,4.76625353344793
401234637102888101,4012346377,401234637,7,4,Notre Dame,FBS Independents,10,Boston College,Boston College,Notre Dame,ACC,13,2,"{'seconds': 18, 'minutes': 11}",3,3,50,50,1,10,0,False,Pass Incompletion,Ian Book pass incomplete,2020-11-14T21:40:50.000Z,-1.1143038065675126
401234637102884601,4012346377,401234637,7,3,Notre Dame,FBS Independents,10,Boston College,Boston College,Notre Dame,ACC,13,2,"{'seconds': 53, 'minutes': 11}",3,3,70,70,2,5,20,False,Rush,Ian Book run for 20 yds to the 50 yard line for a 1ST down,2020-11-14T21:40:10.000Z,2.1417980710664644
401234637102877201,4012346377,401234637,7,2,Notre Dame,FBS Independents,10,Boston College,Boston College,Notre Dame,ACC,13,2,"{'seconds': 27, 'minutes': 12}",3,3,75,75,1,10,5,False,Rush,C'Bo Flemister run for 5 yds to the NDame 30,2020-11-14T21:39:34.000Z,0.0945451165334843
401234637102889001,4012346377,401234637,7,5,Notre Dame,FBS Independents,10,Boston College,Boston College,Notre Dame,ACC,13,2,"{'seconds': 9, 'minutes': 11}",3,3,50,50,2,10,0,False,Pass Incompletion,Ian Book pass incomplete,2020-11-14T21:41:30.000Z,-1.0237730924311421
401234637102897501,4012346377,401234637,7,7,Notre Dame,FBS Independents,17,Boston College,Boston College,Notre Dame,ACC,13,2,"{'seconds': 24, 'minutes': 10}",3,3,2,2,1,2,2,True,Rushing Touchdown,"C'Bo Flemister run for 2 yds for a TD, (Jonathan Doerer KICK)",2020-11-14T21:43:00.000Z,1.213235297672098
401234637101998804,4012346376,401234637,6,1,Notre Dame,FBS Independents,10,Boston College,Boston College,Notre Dame,ACC,10,1,"{'seconds': 11, 'minutes': 0}",3,3,80,80,1,25,12,False,Kickoff,"Jonathan Doerer kickoff for 50 yds , Peter Stehr return for 12 yds to the BC 42",2020-11-14T21:18:25.000Z,
401234637101996201,4012346375,401234637,5,8,Notre Dame,FBS Independents,3,Boston College,Boston College,Notre Dame,ACC,10,1,"{'seconds': 37, 'minutes': 0}",3,3,20,20,2,8,10,False,Pass Reception,Ian Book pass complete to Lawrence Keys III for 10 yds to the BC 10 for a 1ST down,2020-11-14T21:17:00.000Z,0.352691842591854
401234637101975201,4012346375,401234637,5,4,Notre Dame,FBS Independents,3,Boston College,Boston College,Notre Dame,ACC,10,1,"{'seconds': 47, 'minutes': 2}",3,3,53,53,2,8,20,False,Pass Reception,Ian Book pass complete to Kyren Williams for 20 yds to the BC 33 for a 1ST down,2020-11-14T21:15:05.000Z,2.053323802121046
