id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,wallclock,offenseTimeouts,defenseTimeouts,ppa
401404145106290210,40140414529,401404145,29,4,Army,FBS Independents,20,Navy,Army,Navy,American Athletic,17,6,"{'seconds': 0, 'minutes': 0}",78,22,4,7,39,True,Field Goal Good,Quinn Maretzki 39 yd FG GOOD,2022-12-10T23:33:10.000Z,,,
401404145106290209,40140414529,401404145,29,3,Army,FBS Independents,17,Navy,Army,Navy,American Athletic,17,6,"{'seconds': 0, 'minutes': 0}",77,23,3,8,1,False,Rush,Cade Ballard run for 1 yd to the Navy 22,2022-12-10T23:33:10.000Z,,,-0.5840730579276165
401404145106290208,40140414529,401404145,29,2,Army,FBS Independents,17,Navy,Army,Navy,American Athletic,17,6,"{'seconds': 0, 'minutes': 0}",75,25,2,10,2,False,Rush,Tyson Riley run for 2 yds to the Navy 23,2022-12-10T23:33:10.000Z,,,-0.3177649145916597
401404145106290207,40140414529,401404145,29,1,Army,FBS Independents,17,Navy,Army,Navy,American Athletic,17,6,"{'seconds': 0, 'minutes': 0}",75,25,1,10,0,False,Rush,Markel Johnson run for no gain to the Navy 25,2022-12-10T23:33:10.000Z,,,-0.4522778946200265
401404145106290211,40140414529,401404145,29,5,Army,FBS Independents,20,Navy,Army,Navy,American Athletic,17,6,"{'seconds': 0, 'minutes': 0}",78,22,0,7,0,False,End Period,End of Quarter,2022-12-10T23:33:10.000Z,,,
401404145105260190,40140414526,401404145,26,1,Army,FBS Independents,17,Navy,Army,Navy,American Athletic,10,5,"{'seconds': 0, 'minutes': 0}",75,25,1,10,25,True,Rushing Touchdown,Markel Johnson run for 25 yds for a TD (Quinn Maretzki KICK),2022-12-10T23:30:02.000Z,,,2.7000843622660575
401404145104999801,40140414525,401404145,25,1,Army,FBS Independents,10,Navy,Army,Navy,American Athletic,10,4,"{'seconds': 1, 'minutes': 0}",7,93,1,10,-2,False,Rush,TEAM run for a loss of 2 yards to the Army 5,2022-12-10T23:24:55.000Z,1.0,0.0,-0.379681499755951
401404145104999802,40140414525,401404145,25,2,Army,FBS Independents,10,Navy,Army,Navy,American Athletic,10,4,"{'seconds': 0, 'minutes': 0}",7,93,0,10,0,False,End of Regulation,End of 4th Quarter,2022-12-10T23:25:08.000Z,1.0,0.0,
401404145104984602,40140414524,401404145,24,1,Army,FBS Independents,10,Navy,Army,Navy,American Athletic,10,4,"{'seconds': 53, 'minutes': 1}",35,65,4,2,0,False,Kickoff,Cole Talley kickoff for 65 yds for a touchback,2022-12-10T23:16:49.000Z,2.0,2.0,
401404145104976901,40140414523,401404145,23,7,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,10,4,"{'seconds': 30, 'minutes': 2}",79,21,3,3,1,False,Rush,Cade Ballard run for 1 yd to the Navy 20,2022-12-10T23:13:53.000Z,2.0,2.0,-0.4689504821094205
401404145104968601,40140414523,401404145,23,6,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,10,4,"{'seconds': 13, 'minutes': 3}",76,24,2,6,3,False,Rush,Ay'Jaun Marshall run for 3 yds to the Navy 21,2022-12-10T23:13:13.000Z,2.0,2.0,-0.170581997012871
401404145104964301,40140414523,401404145,23,5,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,10,4,"{'seconds': 56, 'minutes': 3}",72,28,1,10,4,False,Rush,Cade Ballard run for 4 yds to the Navy 24,2022-12-10T23:12:29.000Z,2.0,2.0,-0.043244644569821
401404145104956901,40140414523,401404145,23,3,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,10,4,"{'seconds': 30, 'minutes': 4}",55,45,3,1,2,False,Rush,Markel Johnson run for 2 yds to the Navy 43 for a 1ST down,2022-12-10T23:11:02.000Z,2.0,2.0,0.8820129079263612
401404145104954601,40140414523,401404145,23,2,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,10,4,"{'seconds': 53, 'minutes': 4}",51,49,2,5,4,False,Rush,Cade Ballard run for 4 yds to the Navy 45,2022-12-10T23:10:42.000Z,2.0,2.0,-0.156384493230643
401404145104948701,40140414523,401404145,23,1,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,10,4,"{'seconds': 12, 'minutes': 5}",46,54,1,10,5,False,Rush,Markel Johnson run for 5 yds to the Navy 49,2022-12-10T23:10:14.000Z,2.0,2.0,0.1068990350586356
401404145104984601,40140414523,401404145,23,8,Army,FBS Independents,10,Navy,Army,Navy,American Athletic,10,4,"{'seconds': 53, 'minutes': 1}",80,20,4,2,37,True,Field Goal Good,Quinn Maretzki 37 yd FG GOOD,2022-12-10T23:14:38.000Z,2.0,2.0,
401404145104959401,40140414523,401404145,23,4,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,10,4,"{'seconds': 5, 'minutes': 4}",57,43,1,10,15,False,Penalty,"Ballard, Cade pass incomplete to Marshall, Ay'Jaun, PENALTY NAVY pass interference 15 yards to the NAVY28, NO PLAY, 1ST DOWN ARMY.",2022-12-10T23:12:02.000Z,2.0,2.0,
401404145104925801,40140414521,401404145,21,8,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,10,4,"{'seconds': 41, 'minutes': 7}",53,47,3,23,0,False,Pass Incompletion,Cade Ballard pass incomplete to Braheam Murphy,2022-12-10T23:01:23.000Z,2.0,3.0,-0.3364306561471677
401404145104905901,40140414521,401404145,21,2,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,10,4,"{'seconds': 40, 'minutes': 9}",52,48,1,10,-1,False,Rush,Tyhier Tyler run for a loss of 1 yard to the Navy 49,2022-12-10T22:53:58.000Z,3.0,3.0,-1.3092528969479904
401404145104904301,40140414521,401404145,21,1,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,10,4,"{'seconds': 56, 'minutes': 9}",26,74,1,10,26,False,Pass Reception,Cade Ballard pass complete to Braheam Murphy for 26 yds to the Navy 48 for a 1ST down,2022-12-10T22:53:11.000Z,3.0,3.0,2.320542476181009
401404145104917201,40140414521,401404145,21,6,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,10,4,"{'seconds': 27, 'minutes': 8}",51,49,1,25,0,False,Pass Incompletion,Cade Ballard pass incomplete to Isaiah Alston,2022-12-10T23:00:45.000Z,2.0,3.0,-0.8124757705429443
401404145104917701,40140414521,401404145,21,7,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,10,4,"{'seconds': 22, 'minutes': 8}",51,49,2,25,2,False,Pass Reception,Cade Ballard pass complete to Braheam Murphy for 2 yds to the Navy 47,2022-12-10T23:01:06.000Z,2.0,3.0,-0.32234963415287865
401404145104926801,40140414521,401404145,21,9,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,10,4,"{'seconds': 31, 'minutes': 7}",53,47,4,23,0,False,Punt,"Billy Boehlke punt for 42 yds, punt out-of-bounds at the Navy 5",2022-12-10T23:02:04.000Z,2.0,3.0,
401404145104914701,40140414521,401404145,21,5,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,10,4,"{'seconds': 52, 'minutes': 8}",66,34,1,10,-15,False,Penalty,"Murphy, Braheam rush for no gain to the NAVY34, PENALTY ARMY illegal block 15 yards to the NAVY49, NO PLAY.",2022-12-10T23:00:24.000Z,2.0,3.0,
401404145104914201,40140414521,401404145,21,4,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,10,4,"{'seconds': 57, 'minutes': 8}",51,49,2,11,15,False,Penalty,"Ballard, Cade pass incomplete to Alston, Isaiah, PENALTY NAVY pass interference 15 yards to the NAVY34, NO PLAY, 1ST DOWN ARMY.",2022-12-10T22:57:58.000Z,2.0,3.0,
401404145104909501,40140414521,401404145,21,3,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,10,4,"{'seconds': 4, 'minutes': 9}",51,49,2,11,0,False,Timeout,"Timeout ARMY, clock 09:04",2022-12-10T22:54:23.000Z,2.0,3.0,
401404145104877401,40140414519,401404145,19,8,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,10,4,"{'seconds': 25, 'minutes': 12}",20,80,3,9,0,False,Pass Incompletion,Cade Ballard pass incomplete to Braheam Murphy,2022-12-10T22:43:25.000Z,3.0,3.0,-0.1306925763398139
401404145104869301,40140414519,401404145,19,7,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,10,4,"{'seconds': 6, 'minutes': 13}",9,91,2,20,11,False,Rush,Ay'Jaun Marshall run for 11 yds to the Army 20,2022-12-10T22:42:05.000Z,3.0,3.0,0.15822026645781584
401404145104864901,40140414519,401404145,19,6,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,10,4,"{'seconds': 50, 'minutes': 13}",19,81,1,10,-10,False,Sack,Tyhier Tyler sacked by Colin Ramos and Mbiti Williams Jr. for a loss of 10 yards to the Army 9,2022-12-10T22:41:23.000Z,3.0,3.0,-0.8991817584735129
401404145104858401,40140414519,401404145,19,5,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,10,4,"{'seconds': 15, 'minutes': 14}",15,85,4,1,4,False,Rush,Tyson Riley run for 4 yds to the Army 19 for a 1ST down,2022-12-10T22:40:41.000Z,3.0,3.0,0.7419750952625392
401404145104854401,40140414519,401404145,19,4,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,10,4,"{'seconds': 55, 'minutes': 14}",14,86,3,2,1,False,Rush,Tyhier Tyler run for 1 yd to the Army 15,2022-12-10T22:40:04.000Z,3.0,3.0,-0.2142749297681954
401404145103997901,40140414519,401404145,19,2,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,10,3,"{'seconds': 20, 'minutes': 0}",13,87,2,3,1,False,Rush,Tyhier Tyler run for 1 yd to the Army 14,2022-12-10T22:35:08.000Z,3.0,3.0,-0.4072584707773892
401404145103989901,40140414519,401404145,19,1,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,10,3,"{'seconds': 0, 'minutes': 1}",6,94,1,10,7,False,Rush,Braheam Murphy run for 7 yds to the Army 13,2022-12-10T22:34:44.000Z,3.0,3.0,0.3376322450612754
401404145104878401,40140414519,401404145,19,9,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,10,4,"{'seconds': 15, 'minutes': 12}",20,80,4,9,12,False,Punt,"Billy Boehlke punt for 45 yds , Amin Hassan returns for 12 yds to the Navy 47",2022-12-10T22:43:30.000Z,3.0,3.0,
401404145103997902,40140414519,401404145,19,3,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,10,3,"{'seconds': 0, 'minutes': 0}",13,87,0,3,0,False,End Period,End of 3rd Quarter,2022-12-10T22:35:45.000Z,3.0,3.0,
401404145103966901,40140414517,401404145,17,4,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,10,3,"{'seconds': 30, 'minutes': 3}",25,75,3,10,-2,False,Sack,Cade Ballard sacked by John Marshall for a loss of 2 yards to the Army 23,2022-12-10T22:29:36.000Z,3.0,3.0,-0.19593210281754825
401404145103964701,40140414517,401404145,17,3,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,10,3,"{'seconds': 52, 'minutes': 3}",25,75,2,10,0,False,Rush,Tyhier Tyler run for no gain to the Army 25,2022-12-10T22:28:27.000Z,3.0,3.0,-0.34710487712173865
401404145103959501,40140414517,401404145,17,2,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,10,3,"{'seconds': 4, 'minutes': 4}",25,75,1,10,0,False,Pass Incompletion,Cade Ballard pass incomplete to Tyhier Tyler,2022-12-10T22:27:40.000Z,3.0,3.0,-0.7029700220436519
401404145103974501,40140414517,401404145,17,5,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,10,3,"{'seconds': 54, 'minutes': 2}",23,77,4,12,0,False,Punt,"Billy Boehlke punt for 41 yds, fair catch by Amin Hassan at the Navy 36",2022-12-10T22:30:05.000Z,3.0,3.0,
401404145103939301,40140414515,401404145,15,7,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,3,3,"{'seconds': 6, 'minutes': 6}",71,29,2,10,5,False,Rush,Markel Johnson run for 5 yds to the Navy 24,2022-12-10T22:17:31.000Z,3.0,3.0,0.0513637794967626
401404145103934301,40140414515,401404145,15,6,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,3,3,"{'seconds': 56, 'minutes': 6}",71,29,1,10,0,False,Rush,Tyhier Tyler run for no gain to the Navy 29,2022-12-10T22:16:40.000Z,3.0,3.0,-0.534372502378378
401404145103928101,40140414515,401404145,15,5,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,3,3,"{'seconds': 18, 'minutes': 7}",66,34,3,4,5,False,Rush,Tyhier Tyler run for 5 yds to the Navy 29 for a 1ST down,2022-12-10T22:16:11.000Z,3.0,3.0,0.9770417590170478
401404145103949301,40140414515,401404145,15,9,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,3,3,"{'seconds': 6, 'minutes': 5}",71,29,3,10,-25,False,Fumble Recovery (Own),"TEAM run for a loss of 25 yards to the Army 46 TEAM fumbled, recovered by Army Markel Johnson",2022-12-10T22:20:21.000Z,3.0,3.0,-3.2994937669724083
401404145103919901,40140414515,401404145,15,4,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,3,3,"{'seconds': 0, 'minutes': 8}",66,34,2,4,0,False,Rush,Tyhier Tyler run for no gain to the Navy 34,2022-12-10T22:15:30.000Z,3.0,3.0,-0.8414986923547828
401404145103916201,40140414515,401404145,15,3,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,3,3,"{'seconds': 37, 'minutes': 8}",55,45,1,15,11,False,Rush,Tyhier Tyler run for 11 yds to the Navy 34,2022-12-10T22:14:53.000Z,3.0,3.0,1.1730078571675813
401404145103915301,40140414515,401404145,15,1,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,3,3,"{'seconds': 46, 'minutes': 8}",60,40,1,10,0,False,Rush,"Tyhier Tyler run for 10 yds to the Navy 30 ARMY Penalty, Illegal Block (-10 Yards) to the Navy 40",2022-12-10T22:13:43.000Z,3.0,3.0,-0.8457687366186873
401404145103957801,40140414515,401404145,15,10,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,3,3,"{'seconds': 21, 'minutes': 4}",46,54,4,35,8,False,Punt,"Billy Boehlke punt for 39 yds , Amin Hassan returns for 8 yds to the Navy 23",2022-12-10T22:20:39.000Z,3.0,3.0,
401404145103946101,40140414515,401404145,15,8,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,3,3,"{'seconds': 38, 'minutes': 5}",76,24,3,5,-5,False,Penalty,"ARMY Penalty, False Start (-5 Yards) to the Navy 29",2022-12-10T22:17:52.000Z,3.0,3.0,
401404145103915302,40140414515,401404145,15,2,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,3,3,"{'seconds': 46, 'minutes': 8}",60,40,1,10,-5,False,Penalty,"ARMY Penalty, False Start (-5 Yards) to the Navy 45",2022-12-10T22:13:43.000Z,3.0,3.0,
401404145103885201,40140414513,401404145,13,8,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,3,3,"{'seconds': 47, 'minutes': 11}",52,48,3,10,3,False,Rush,Markel Johnson run for 3 yds to the Navy 45,2022-12-10T22:03:29.000Z,3.0,3.0,-0.3238933581911478
401404145103876901,40140414513,401404145,13,7,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,3,3,"{'seconds': 30, 'minutes': 12}",52,48,2,10,0,False,Rush,Ay'Jaun Marshall run for no gain to the Navy 48,2022-12-10T22:02:45.000Z,3.0,3.0,-1.0509966519448302
401404145103868401,40140414513,401404145,13,6,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,3,3,"{'seconds': 15, 'minutes': 13}",52,48,1,10,0,False,Rush,Cade Ballard run for no gain to the Navy 48,2022-12-10T22:02:02.000Z,3.0,3.0,-1.0742999147475647
401404145103866401,40140414513,401404145,13,5,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,3,3,"{'seconds': 35, 'minutes': 13}",41,59,3,7,11,False,Rush,Cade Ballard run for 11 yds to the Navy 48 for a 1ST down,2022-12-10T22:01:38.000Z,3.0,3.0,2.650709290985601
401404145103865201,40140414513,401404145,13,4,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,3,3,"{'seconds': 47, 'minutes': 13}",41,59,2,7,0,False,Pass Incompletion,Tyhier Tyler pass incomplete to Braheam Murphy,2022-12-10T22:00:40.000Z,3.0,3.0,-0.9588277201824074
401404145103856901,40140414513,401404145,13,3,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,3,3,"{'seconds': 30, 'minutes': 14}",38,62,1,10,3,False,Rush,Tyhier Tyler run for 3 yds to the Army 41,2022-12-10T22:00:16.000Z,3.0,3.0,-0.4251117664036599
401404145103854901,40140414513,401404145,13,2,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,3,3,"{'seconds': 50, 'minutes': 14}",25,75,1,10,13,False,Rush,Tyhier Tyler run for 13 yds to the Army 38 for a 1ST down,2022-12-10T21:59:33.000Z,3.0,3.0,1.124751479041831
401404145103889101,40140414513,401404145,13,9,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,3,3,"{'seconds': 8, 'minutes': 11}",55,45,4,7,0,False,Punt,Billy Boehlke punt for 45 yds for a touchback,2022-12-10T22:04:00.000Z,3.0,3.0,
401404145102989303,40140414512,401404145,12,1,Army,FBS Independents,7,Navy,Army,Navy,American Athletic,3,2,"{'seconds': 6, 'minutes': 1}",35,65,1,10,24,False,Kickoff,"Cole Talley kickoff for 64 yds , Vincent Terrell Jr. return for 24 yds to the ARMY 41 NAVY Penalty, Offensive Holding (10 Yards) to the Navy 15",2022-12-10T21:33:26.000Z,2.0,1.0,
401404145102968601,40140414510,401404145,10,5,Army,FBS Independents,0,Navy,Army,Navy,American Athletic,3,2,"{'seconds': 13, 'minutes': 3}",67,33,4,2,-2,False,Rush,Tyhier Tyler run for a loss of 2 yards to the Navy 35,2022-12-10T21:23:42.000Z,3.0,1.0,-2.5810280388053624
401404145102966101,40140414510,401404145,10,4,Army,FBS Independents,0,Navy,Army,Navy,American Athletic,3,2,"{'seconds': 38, 'minutes': 3}",63,37,3,6,4,False,Rush,Tyhier Tyler run for 4 yds to the Navy 33,2022-12-10T21:23:10.000Z,3.0,1.0,-0.1539323968243593
401404145102957301,40140414510,401404145,10,3,Army,FBS Independents,0,Navy,Army,Navy,American Athletic,3,2,"{'seconds': 26, 'minutes': 4}",63,37,2,6,0,False,Rush,Tyhier Tyler run for no gain to the Navy 37,2022-12-10T21:22:09.000Z,3.0,1.0,-0.9293643294984868
401404145102954901,40140414510,401404145,10,2,Army,FBS Independents,0,Navy,Army,Navy,American Athletic,3,2,"{'seconds': 50, 'minutes': 4}",54,46,1,15,9,False,Rush,Tyhier Tyler run for 9 yds to the Navy 37,2022-12-10T21:21:55.000Z,3.0,1.0,0.8453953297872179
401404145102954302,40140414510,401404145,10,1,Army,FBS Independents,0,Navy,Army,Navy,American Athletic,3,2,"{'seconds': 56, 'minutes': 4}",59,41,1,10,-5,False,Penalty,"ARMY Penalty, False Start (-5 Yards) to the Navy 46",2022-12-10T21:20:48.000Z,3.0,1.0,
401404145102926101,4014041458,401404145,8,7,Army,FBS Independents,0,Navy,Army,Navy,American Athletic,3,2,"{'seconds': 38, 'minutes': 7}",42,58,3,10,3,False,Rush,Cade Ballard run for 3 yds to the Army 45,2022-12-10T21:16:44.000Z,3.0,1.0,-0.20580110726805764
401404145102925501,4014041458,401404145,8,5,Army,FBS Independents,0,Navy,Army,Navy,American Athletic,3,2,"{'seconds': 44, 'minutes': 7}",42,58,2,10,0,False,Pass Incompletion,Tyhier Tyler pass incomplete to Braheam Murphy,2022-12-10T21:13:46.000Z,3.0,2.0,-0.8208195606150266
401404145102919001,4014041458,401404145,8,4,Army,FBS Independents,0,Navy,Army,Navy,American Athletic,3,2,"{'seconds': 9, 'minutes': 8}",42,58,1,10,0,False,Rush,Braheam Murphy run for no gain to the Army 42,2022-12-10T21:13:31.000Z,3.0,2.0,-1.1496266880203319
401404145102916401,4014041458,401404145,8,3,Army,FBS Independents,0,Navy,Army,Navy,American Athletic,3,2,"{'seconds': 35, 'minutes': 8}",36,64,3,1,6,False,Rush,Tyhier Tyler run for 6 yds to the Army 42 for a 1ST down,2022-12-10T21:12:56.000Z,3.0,2.0,1.4009891823099974
401404145102914401,4014041458,401404145,8,2,Army,FBS Independents,0,Navy,Army,Navy,American Athletic,3,2,"{'seconds': 55, 'minutes': 8}",33,67,2,4,3,False,Rush,Tyhier Tyler run for 3 yds to the Army 36,2022-12-10T21:12:30.000Z,3.0,2.0,-0.3803680708797881
401404145102906901,4014041458,401404145,8,1,Army,FBS Independents,0,Navy,Army,Navy,American Athletic,3,2,"{'seconds': 30, 'minutes': 9}",27,73,1,10,6,False,Rush,Tyhier Tyler run for 6 yds to the Army 33,2022-12-10T21:12:06.000Z,3.0,2.0,0.3503911107524118
401404145102929401,4014041458,401404145,8,8,Army,FBS Independents,0,Navy,Army,Navy,American Athletic,3,2,"{'seconds': 5, 'minutes': 7}",45,55,4,7,0,False,Punt,"Billy Boehlke punt for 46 yds, fair catch by Amin Hassan at the Navy 9",2022-12-10T21:17:21.000Z,3.0,1.0,
401404145102925502,4014041458,401404145,8,6,Army,FBS Independents,0,Navy,Army,Navy,American Athletic,3,2,"{'seconds': 44, 'minutes': 7}",42,58,3,10,0,False,Timeout,"Timeout NAVY, clock 07:44",2022-12-10T21:14:37.000Z,3.0,1.0,
401404145102876901,4014041456,401404145,6,2,Army,FBS Independents,0,Navy,Army,Navy,American Athletic,3,2,"{'seconds': 30, 'minutes': 12}",25,75,1,10,-4,False,Rush,Tyhier Tyler run for a loss of 4 yards to the Army 21,2022-12-10T21:00:55.000Z,3.0,2.0,-1.0163607520985618
401404145102884901,4014041456,401404145,6,3,Army,FBS Independents,0,Navy,Army,Navy,American Athletic,3,2,"{'seconds': 50, 'minutes': 11}",21,79,2,14,0,False,Pass Incompletion,Cade Ballard pass incomplete to Isaiah Alston,2022-12-10T21:01:39.000Z,3.0,2.0,-0.17708879313121795
401404145102885301,4014041456,401404145,6,4,Army,FBS Independents,0,Navy,Army,Navy,American Athletic,3,2,"{'seconds': 46, 'minutes': 11}",21,79,3,14,0,False,Pass Incompletion,Cade Ballard pass incomplete to Tyson Riley,2022-12-10T21:02:08.000Z,3.0,2.0,-0.07856677894290696
401404145102886501,4014041456,401404145,6,5,Army,FBS Independents,0,Navy,Army,Navy,American Athletic,3,2,"{'seconds': 34, 'minutes': 11}",21,79,4,14,10,False,Punt,"Billy Boehlke punt for 55 yds , Amin Hassan returns for 10 yds to the Navy 34",2022-12-10T21:03:35.000Z,3.0,2.0,
401404145102855101,4014041454,401404145,4,4,Army,FBS Independents,0,Navy,Army,Navy,American Athletic,0,2,"{'seconds': 48, 'minutes': 14}",6,94,3,8,0,False,Pass Incompletion,Cade Ballard pass incomplete to Ay'Jaun Marshall,2022-12-10T20:49:24.000Z,3.0,3.0,-0.07262439001885565
401404145102854601,4014041454,401404145,4,3,Army,FBS Independents,0,Navy,Army,Navy,American Athletic,0,2,"{'seconds': 53, 'minutes': 14}",6,94,2,8,0,False,Pass Incompletion,Cade Ballard pass incomplete to Cole Caterbone,2022-12-10T20:48:50.000Z,3.0,3.0,-0.17100941217011645
401404145101998301,4014041454,401404145,4,1,Army,FBS Independents,0,Navy,Army,Navy,American Athletic,0,1,"{'seconds': 16, 'minutes': 0}",4,96,1,10,2,False,Rush,Tyhier Tyler run for 2 yds to the Army 6,2022-12-10T20:44:29.000Z,3.0,3.0,-0.17452492933897634
401404145102856001,4014041454,401404145,4,5,Army,FBS Independents,0,Navy,Army,Navy,American Athletic,0,2,"{'seconds': 39, 'minutes': 14}",6,94,4,8,9,False,Punt,"Billy Boehlke punt for 38 yds , Amin Hassan returns for 9 yds to the Army 35",2022-12-10T20:50:50.000Z,3.0,3.0,
401404145101998302,4014041454,401404145,4,2,Army,FBS Independents,0,Navy,Army,Navy,American Athletic,0,1,"{'seconds': 0, 'minutes': 0}",4,96,0,10,0,False,End Period,End of 1st Quarter,2022-12-10T20:44:40.000Z,3.0,3.0,
401404145101939501,4014041452,401404145,2,3,Army,FBS Independents,0,Navy,Army,Navy,American Athletic,0,1,"{'seconds': 4, 'minutes': 6}",25,75,3,5,1,False,Rush,Cade Ballard run for 1 yd to the Army 26,2022-12-10T20:31:23.000Z,3.0,3.0,-0.2382670189391911
401404145101934901,4014041452,401404145,2,2,Army,FBS Independents,0,Navy,Army,Navy,American Athletic,0,1,"{'seconds': 50, 'minutes': 6}",21,79,2,9,4,False,Rush,Tyhier Tyler run for 4 yds to the Army 25,2022-12-10T20:30:31.000Z,3.0,3.0,-0.05204114467475218
401404145101928801,4014041452,401404145,2,1,Army,FBS Independents,0,Navy,Army,Navy,American Athletic,0,1,"{'seconds': 11, 'minutes': 7}",20,80,1,10,1,False,Rush,Tyhier Tyler run for 1 yd to the Army 21,2022-12-10T20:29:58.000Z,3.0,3.0,-0.46882789768185695
401404145101947101,4014041452,401404145,2,4,Army,FBS Independents,0,Navy,Army,Navy,American Athletic,0,1,"{'seconds': 28, 'minutes': 5}",26,74,4,4,0,False,Punt,"Billy Boehlke punt for 31 yds, fair catch by Amin Hassan at the Navy 43",2022-12-10T20:32:28.000Z,3.0,3.0,
401404145101849902,4014041451,401404145,1,1,Army,FBS Independents,0,Navy,Army,Navy,American Athletic,0,1,"{'seconds': 0, 'minutes': 15}",35,65,1,10,0,False,Kickoff,Cole Talley kickoff for 65 yds for a touchback,2022-12-10T20:11:26.000Z,3.0,3.0,
401507651104975401,40150765118,401507651,17,7,South Dakota State,MVFC,28,Holy Cross,South Dakota State,Holy Cross,Patriot,21,4,"{'seconds': 45, 'minutes': 2}",82,18,2,6,0,False,Timeout,"Timeout HOLY CROSS, clock 02:45",2022-12-10T19:14:55.000Z,3.0,2.0,
401507651104898401,40150765116,401507651,15,10,South Dakota State,MVFC,21,Holy Cross,South Dakota State,Holy Cross,Patriot,21,4,"{'seconds': 15, 'minutes': 10}",82,18,1,15,0,False,Pass Incompletion,Mark Gronowski pass incomplete,2022-12-10T19:24:15.000Z,3.0,3.0,-0.318555020328143
401507651104888501,40150765116,401507651,15,8,South Dakota State,MVFC,21,Holy Cross,South Dakota State,Holy Cross,Patriot,21,4,"{'seconds': 14, 'minutes': 11}",75,25,2,10,12,False,Pass Reception,Mark Gronowski pass complete to Tucker Kraft for 12 yds to the HCrss 13 for a 1ST down,2022-12-10T19:23:03.000Z,3.0,3.0,0.613433041840237
401507651104878401,40150765116,401507651,15,6,South Dakota State,MVFC,21,Holy Cross,South Dakota State,Holy Cross,Patriot,21,4,"{'seconds': 15, 'minutes': 12}",75,25,1,10,5,False,Rush,Isaiah Davis run for 5 yds to the HCrss 20,2022-12-10T19:21:14.000Z,3.0,3.0,0.0753631044225715
401507651104874501,40150765116,401507651,15,5,South Dakota State,MVFC,21,Holy Cross,South Dakota State,Holy Cross,Patriot,21,4,"{'seconds': 54, 'minutes': 12}",66,34,3,3,9,False,Rush,Isaiah Davis run for 9 yds to the HCrss 25 for a 1ST down,2022-12-10T19:20:34.000Z,3.0,3.0,0.9375005549650713
401507651104869701,40150765116,401507651,15,4,South Dakota State,MVFC,21,Holy Cross,South Dakota State,Holy Cross,Patriot,21,4,"{'seconds': 2, 'minutes': 13}",66,34,2,3,0,False,Pass Incompletion,Mark Gronowski pass incomplete to Jaxon Janke,2022-12-10T19:19:50.000Z,3.0,3.0,-0.8569052762428488
