id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,wallclock,offenseTimeouts,defenseTimeouts,ppa
401507670101999903,4015076708,401507670,8,5,Montana State,Big Sky,10,William & Mary,Montana State,William & Mary,CAA,0,1,"{'seconds': 0, 'minutes': 0}",97,3,0,0,0,False,End Period,End of 1st Quarter,2022-12-10T03:51:37.000Z,3.0,3.0,
401507670101965902,4015076707,401507670,7,1,Montana State,Big Sky,3,William & Mary,Montana State,William & Mary,CAA,0,1,"{'seconds': 40, 'minutes': 3}",35,65,4,3,0,False,Kickoff,Blake Glessner kickoff for 65 yds for a touchback,2022-12-10T03:42:32.000Z,3.0,3.0,
401507670101958501,4015076706,401507670,6,6,Montana State,Big Sky,0,William & Mary,Montana State,William & Mary,CAA,0,1,"{'seconds': 14, 'minutes': 4}",88,12,3,3,-1,False,Rush,Isaiah Ifanse run for a loss of 1 yard to the WmMry 13,2022-12-10T03:41:46.000Z,3.0,3.0,-0.516020386673361
401507670101954301,4015076706,401507670,6,5,Montana State,Big Sky,0,William & Mary,Montana State,William & Mary,CAA,0,1,"{'seconds': 56, 'minutes': 4}",89,11,2,2,-1,False,Rush,Tommy Mellott run for a loss of 1 yard to the WmMry 12,2022-12-10T03:41:18.000Z,3.0,3.0,-0.600557736025101
401507670101947601,4015076706,401507670,6,4,Montana State,Big Sky,0,William & Mary,Montana State,William & Mary,CAA,0,1,"{'seconds': 23, 'minutes': 5}",81,19,1,10,8,False,Rush,Elijah Elliott run for 8 yds to the WmMry 11,2022-12-10T03:40:35.000Z,3.0,3.0,0.45535034140422
401507670101944501,4015076706,401507670,6,3,Montana State,Big Sky,0,William & Mary,Montana State,William & Mary,CAA,0,1,"{'seconds': 54, 'minutes': 5}",55,45,1,10,26,False,Rush,Isaiah Ifanse run for 26 yds to the WmMry 19 for a 1ST down,2022-12-10T03:40:15.000Z,3.0,3.0,0.872066456429545
401507670103855904,40150767017,401507670,17,1,Montana State,Big Sky,34,William & Mary,Montana State,William & Mary,CAA,0,3,"{'seconds': 40, 'minutes': 14}",50,50,1,-5,0,False,Kickoff,Blake Glessner kickoff for 50 yds for a touchback,2022-12-09T05:01:04.000Z,3.0,3.0,
401507670103855901,40150767016,401507670,16,2,Montana State,Big Sky,34,William & Mary,Montana State,William & Mary,CAA,0,3,"{'seconds': 40, 'minutes': 14}",91,9,1,9,9,True,Rushing Touchdown,Isaiah Ifanse run for 9 yds for a TD (Blake Glessner KICK),2022-12-09T05:01:04.000Z,3.0,3.0,2.424237823646468
401507670102907701,40150767012,401507670,12,3,Montana State,Big Sky,17,William & Mary,Montana State,William & Mary,CAA,0,2,"{'seconds': 22, 'minutes': 9}",44,56,2,4,-4,False,Sack,Tommy Mellott sacked by Isaiah Jones for a loss of 4 yards to the MntSt 40,2022-12-10T04:14:59.000Z,3.0,3.0,-1.9372552951713953
401507670104886901,40150767025,401507670,25,4,Montana State,Big Sky,55,William & Mary,Montana State,William & Mary,CAA,0,4,"{'seconds': 30, 'minutes': 11}",38,62,1,10,8,False,Rush,Garrett Coon run for 8 yds to the MntSt 46,2022-12-09T05:51:51.000Z,3.0,3.0,1.0316758541779354
401507670104878501,40150767025,401507670,25,3,Montana State,Big Sky,55,William & Mary,Montana State,William & Mary,CAA,0,4,"{'seconds': 14, 'minutes': 12}",16,84,2,16,22,False,Rush,Garrett Coon run for 22 yds to the MntSt 38 for a 1ST down,2022-12-09T05:51:23.000Z,3.0,3.0,2.275447261816372
401507670104874701,40150767025,401507670,25,2,Montana State,Big Sky,55,William & Mary,Montana State,William & Mary,CAA,0,4,"{'seconds': 52, 'minutes': 12}",17,83,1,15,-1,False,Rush,Garrett Coon run for a loss of 1 yard to the MntSt 16,2022-12-09T05:50:51.000Z,3.0,3.0,-0.30799688770268663
401507670104915702,40150767025,401507670,25,9,Montana State,Big Sky,55,William & Mary,Montana State,William & Mary,CAA,0,4,"{'seconds': 42, 'minutes': 8}",57,43,4,3,-5,False,Penalty,"MONTANA ST Penalty, Delay of Game (TEAM) to the WmMry 48",2022-12-09T05:54:43.000Z,3.0,3.0,
401507670104868601,40150767025,401507670,25,1,Montana State,Big Sky,55,William & Mary,Montana State,William & Mary,CAA,0,4,"{'seconds': 13, 'minutes': 13}",22,78,1,10,-5,False,Penalty,"Austin, Sean pass complete to Lonergan, Ryan for 11 yards to the MONTANAST33, PENALTY MONTANAST ineligible downfield on pass 5 yards to the MONTANAST17, NO PLAY.",2022-12-09T05:50:20.000Z,3.0,3.0,
401507670104907301,40150767025,401507670,25,7,Montana State,Big Sky,55,William & Mary,Montana State,William & Mary,CAA,0,4,"{'seconds': 26, 'minutes': 9}",57,43,2,3,0,False,Rush,Garrett Coon run for no gain to the WmMry 43,2022-12-09T05:53:59.000Z,3.0,3.0,-1.1332316603164525
401507670101937401,4015076706,401507670,6,2,Montana State,Big Sky,0,William & Mary,Montana State,William & Mary,CAA,0,1,"{'seconds': 25, 'minutes': 6}",35,65,2,5,20,False,Rush,Isaiah Ifanse run for 20 yds to the WmMry 45 for a 1ST down,2022-12-10T03:39:30.000Z,3.0,3.0,2.1133535785107167
401507670101929601,4015076706,401507670,6,1,Montana State,Big Sky,0,William & Mary,Montana State,William & Mary,CAA,0,1,"{'seconds': 3, 'minutes': 7}",30,70,1,10,5,False,Rush,Isaiah Ifanse run for 5 yds to the MntSt 35,2022-12-10T03:39:01.000Z,3.0,3.0,0.1029188553265588
401507670101965903,4015076706,401507670,6,7,Montana State,Big Sky,3,William & Mary,Montana State,William & Mary,CAA,0,1,"{'seconds': 40, 'minutes': 3}",87,13,4,4,30,True,Field Goal Good,Blake Glessner 30 yd FG GOOD,2022-12-10T03:42:32.000Z,3.0,3.0,
401507670101915001,4015076704,401507670,4,3,Montana State,Big Sky,0,William & Mary,Montana State,William & Mary,CAA,0,1,"{'seconds': 49, 'minutes': 8}",53,47,3,8,0,False,Pass Incompletion,Tommy Mellott pass incomplete to Willie Patterson,2022-12-10T03:32:11.000Z,3.0,3.0,-0.8837000512172395
401507670101907901,4015076704,401507670,4,2,Montana State,Big Sky,0,William & Mary,Montana State,William & Mary,CAA,0,1,"{'seconds': 20, 'minutes': 9}",53,47,2,8,0,False,Rush,Tommy Mellott run for no gain to the WmMry 47,2022-12-10T03:31:28.000Z,3.0,3.0,-1.1052522680007666
401507670104859601,40150767024,401507670,24,6,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,55,4,"{'seconds': 3, 'minutes': 14}",31,31,3,12,9,False,Rush,Darius Wilson run for 9 yds to the MntSt 22,2022-12-09T05:46:01.000Z,3.0,3.0,0.7824458398492153
401507670104854401,40150767024,401507670,24,5,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,55,4,"{'seconds': 55, 'minutes': 14}",32,32,2,13,1,False,Rush,Bronson Yoder run for 1 yd to the MntSt 31,2022-12-09T05:45:10.000Z,3.0,3.0,-0.685699544224935
401507670103996601,40150767024,401507670,24,3,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,55,3,"{'seconds': 33, 'minutes': 0}",29,29,1,10,-3,False,Rush,Bronson Yoder run for a loss of 3 yards to the MntSt 32,2022-12-09T05:41:26.000Z,3.0,3.0,-0.9687767927213514
401507670103989301,40150767024,401507670,24,2,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,55,3,"{'seconds': 6, 'minutes': 1}",42,42,1,10,13,False,Rush,Bronson Yoder run for 13 yds to the MntSt 29 for a 1ST down,2022-12-09T05:40:36.000Z,3.0,3.0,0.506634286974012
401507670103986802,40150767024,401507670,24,1,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,55,3,"{'seconds': 31, 'minutes': 1}",69,69,1,10,27,False,Rush,Bronson Yoder run for 27 yds to the MntSt 42 for a 1ST down,2022-12-09T05:40:10.000Z,3.0,3.0,2.3123555335429256
401507670103996602,40150767024,401507670,24,4,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,55,3,"{'seconds': 0, 'minutes': 0}",29,29,0,10,0,False,End Period,End of 3rd Quarter,2022-12-09T05:41:56.000Z,3.0,3.0,
401507670103967501,40150767022,401507670,22,4,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,55,3,"{'seconds': 24, 'minutes': 3}",86,86,3,21,3,False,Pass Reception,Darius Wilson pass complete to Caylin Newton for 3 yds to the WmMry 17,2022-12-09T05:36:18.000Z,3.0,3.0,-0.01036818139331254
401507670103958901,40150767022,401507670,22,3,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,55,3,"{'seconds': 10, 'minutes': 4}",74,74,2,9,-12,False,Rush,JT Mayo run for a loss of 12 yards to the WmMry 14,2022-12-09T05:35:42.000Z,3.0,3.0,-0.7049943142517119
401507670103954101,40150767022,401507670,22,2,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,55,3,"{'seconds': 58, 'minutes': 4}",75,75,1,10,1,False,Rush,Bronson Yoder run for 1 yd to the WmMry 26,2022-12-09T05:35:03.000Z,3.0,3.0,-0.5874795431016855
401507670103975801,40150767022,401507670,22,5,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,55,3,"{'seconds': 41, 'minutes': 2}",83,83,4,18,0,False,Punt,"Will Whitehurst punt for 48 yds , Taco Dowler returns for no gain to the MntSt 17 MONTANA ST Penalty, Offensive Holding (10 Yards) to the MntSt 25",2022-12-09T05:37:43.000Z,3.0,3.0,
401507670103944801,40150767021,401507670,21,8,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,48,3,"{'seconds': 51, 'minutes': 5}",72,72,3,23,6,False,Pass Reception,Darius Wilson pass complete to Malachi Imoh for 6 yds to the WmMry 34,2022-12-09T05:31:03.000Z,3.0,3.0,0.02265349706529386
401507670103936201,40150767021,401507670,21,7,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,48,3,"{'seconds': 37, 'minutes': 6}",59,59,2,10,-13,False,Sack,Darius Wilson sacked by Ty Okada for a loss of 13 yards to the WmMry 28,2022-12-09T05:30:29.000Z,3.0,3.0,-1.5183012053105482
401507670103935402,40150767021,401507670,21,6,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,48,3,"{'seconds': 45, 'minutes': 6}",59,59,1,10,0,False,Pass Incompletion,Darius Wilson pass incomplete to DreSean Kendrick,2022-12-09T05:29:24.000Z,3.0,3.0,-1.1387859939569847
401507670103929401,40150767021,401507670,21,5,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,48,3,"{'seconds': 5, 'minutes': 7}",61,61,4,1,2,False,Rush,Darius Wilson run for 2 yds to the WmMry 41 for a 1ST down,2022-12-09T05:29:07.000Z,3.0,3.0,1.9327376962081866
401507670103927801,40150767021,401507670,21,4,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,48,3,"{'seconds': 21, 'minutes': 7}",65,65,3,5,4,False,Rush,Bronson Yoder run for 4 yds to the WmMry 39,2022-12-09T05:28:46.000Z,3.0,3.0,-0.08718108893365616
401507670103926801,40150767021,401507670,21,3,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,48,3,"{'seconds': 31, 'minutes': 7}",65,65,2,5,0,False,Pass Incompletion,Darius Wilson pass incomplete to Bronson Yoder,2022-12-09T05:28:10.000Z,3.0,3.0,-0.9147012934951732
401507670103924801,40150767021,401507670,21,2,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,48,3,"{'seconds': 51, 'minutes': 7}",70,70,1,10,5,False,Rush,Darius Wilson run for 5 yds to the WmMry 35,2022-12-09T05:27:40.000Z,3.0,3.0,0.1029188553265588
401507670103949601,40150767021,401507670,21,9,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,55,3,"{'seconds': 3, 'minutes': 5}",66,66,4,17,79,True,Punt,"Will Whitehurst punt for 45 yds , Taco Dowler returns for 79 yds for a TD (Blake Glessner KICK)",2022-12-09T05:32:15.000Z,3.0,3.0,
401507670103899101,40150767019,401507670,19,4,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,41,3,"{'seconds': 8, 'minutes': 10}",84,84,3,6,0,False,Pass Incompletion,Darius Wilson pass incomplete to Lachlan Pitts,2022-12-09T05:18:27.000Z,3.0,3.0,-0.15469626595618458
401507670103896901,40150767019,401507670,19,3,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,41,3,"{'seconds': 30, 'minutes': 10}",87,87,2,9,3,False,Rush,Bronson Yoder run for 3 yds to the WmMry 16,2022-12-09T05:18:04.000Z,3.0,3.0,-0.08627238082768152
401507670103886401,40150767019,401507670,19,2,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,41,3,"{'seconds': 35, 'minutes': 11}",88,88,1,10,1,False,Rush,Bronson Yoder run for 1 yd to the WmMry 13,2022-12-09T05:17:01.000Z,3.0,3.0,-0.32181812145469557
401507670103904701,40150767019,401507670,19,5,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,41,3,"{'seconds': 52, 'minutes': 9}",84,84,4,6,21,False,Punt,"Will Whitehurst punt for 58 yds , Taco Dowler returns for 21 yds to the MntSt 47",2022-12-09T05:19:43.000Z,3.0,3.0,
401507670103868701,40150767017,401507670,17,4,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,34,3,"{'seconds': 12, 'minutes': 13}",73,73,3,8,0,False,Pass Incompletion,Darius Wilson pass incomplete to Trey McDonald,2022-12-09T05:05:07.000Z,3.0,3.0,-0.22421028645399854
401507670103864501,40150767017,401507670,17,3,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,34,3,"{'seconds': 54, 'minutes': 13}",76,76,2,11,3,False,Pass Reception,Darius Wilson pass complete to Caylin Newton for 3 yds to the WmMry 27,2022-12-09T05:04:20.000Z,3.0,3.0,-0.12992184464295686
401507670103856601,40150767017,401507670,17,2,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,34,3,"{'seconds': 33, 'minutes': 14}",75,75,1,10,-1,False,Rush,Darius Wilson run for a loss of 1 yard to the WmMry 24,2022-12-09T05:03:44.000Z,3.0,3.0,-0.8014893508157099
401507670103869801,40150767017,401507670,17,5,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,34,3,"{'seconds': 1, 'minutes': 13}",73,73,4,8,21,False,Punt,"Will Whitehurst punt for 43 yds for a 1ST down , Taco Dowler returns for 21 yds to the WmMry 48 for a 1ST down WILLIAM & MARY Penalty, Personal Foul (Alex Washington) to the WmMry 34 for a 1ST down",2022-12-09T05:10:09.000Z,3.0,3.0,
401507670103849901,40150767016,401507670,16,1,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,27,3,"{'seconds': 0, 'minutes': 15}",65,65,1,10,87,False,Kickoff,"Ethan Chang kickoff for 61 yds , Marqui Johnson return for 87 yds to the WmMry 9",2022-12-10T04:59:40.000Z,3.0,3.0,
401507670102999201,40150767015,401507670,15,2,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,27,2,"{'seconds': 7, 'minutes': 0}",75,75,1,10,9,False,Rush,Bronson Yoder run for 9 yds to the WmMry 34,2022-12-10T04:37:52.000Z,3.0,2.0,1.252308359788624
401507670102999202,40150767015,401507670,15,3,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,27,2,"{'seconds': 0, 'minutes': 0}",75,75,0,10,0,False,End of Half,End of 2nd Quarter,2022-12-10T04:38:09.000Z,3.0,2.0,
401507670102968601,40150767013,401507670,13,6,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,24,2,"{'seconds': 13, 'minutes': 3}",47,47,3,7,30,False,Pass Interception Return,Darius Wilson pass intercepted Simeon Woodard return for 30 yds to the WmMry 44,2022-12-10T04:28:21.000Z,3.0,3.0,-1.645489374469184
401507670102965001,40150767013,401507670,13,5,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,24,2,"{'seconds': 49, 'minutes': 3}",52,52,2,12,5,False,Rush,Bronson Yoder run for 5 yds to the MntSt 47,2022-12-10T04:26:54.000Z,3.0,3.0,0.0630566591656176
401507670102956601,40150767013,401507670,13,4,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,24,2,"{'seconds': 33, 'minutes': 4}",50,50,1,10,-2,False,Rush,Malachi Imoh run for a loss of 2 yards to the WmMry 48,2022-12-10T04:26:10.000Z,3.0,3.0,-1.5761553525750607
401507670102948801,40150767013,401507670,13,3,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,24,2,"{'seconds': 11, 'minutes': 5}",64,64,1,10,14,False,Pass Reception,Darius Wilson pass complete to Lachlan Pitts for 14 yds to the 50 yard line for a 1ST down,2022-12-10T04:25:27.000Z,3.0,3.0,1.305780675653958
401507670102945301,40150767013,401507670,13,2,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,24,2,"{'seconds': 46, 'minutes': 5}",75,75,1,10,11,False,Rush,Malachi Imoh run for 11 yds to the WmMry 36 for a 1ST down,2022-12-10T04:24:58.000Z,3.0,3.0,0.9305625119459905
401507670102894601,40150767011,401507670,11,6,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,17,2,"{'seconds': 53, 'minutes': 10}",61,61,3,8,-1,False,Pass Reception,"Darius Wilson pass complete to Caylin Newton for a loss of 1 yard to the WmMry 38 WILLIAM & MARY Penalty, Offensive Holding (Hunter Klein) declined",2022-12-10T04:10:04.000Z,3.0,3.0,-0.5247064127854264
401507670102889001,40150767011,401507670,11,5,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,17,2,"{'seconds': 9, 'minutes': 11}",61,61,2,8,0,False,Pass Incompletion,Darius Wilson pass incomplete to Lachlan Pitts,2022-12-10T04:08:41.000Z,3.0,3.0,-0.8373064649049704
401507670102885301,40150767011,401507670,11,4,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,17,2,"{'seconds': 46, 'minutes': 11}",63,63,1,10,2,False,Rush,Bronson Yoder run for 2 yds to the WmMry 39,2022-12-10T04:08:00.000Z,3.0,3.0,-0.6556647600661254
401507670102875601,40150767011,401507670,11,2,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,17,2,"{'seconds': 43, 'minutes': 12}",73,73,1,10,5,False,Rush,Darius Wilson run for 5 yds to the WmMry 32,2022-12-10T04:06:34.000Z,3.0,3.0,0.0980689416811309
401507670102896101,40150767011,401507670,11,7,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,17,2,"{'seconds': 38, 'minutes': 10}",62,62,4,9,0,False,Punt,"Will Whitehurst punt for 36 yds , Taco Dowler returns for no gain to the MntSt 26",2022-12-10T04:10:39.000Z,3.0,3.0,
401507670102878501,40150767011,401507670,11,3,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,17,2,"{'seconds': 14, 'minutes': 12}",68,68,2,5,5,False,Penalty,"MONTANA ST Penalty, Defensive Offside (Paul Brott) to the WmMry 37 for a 1ST down",2022-12-10T04:07:31.000Z,3.0,3.0,
401507670102866501,4015076709,401507670,9,4,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,10,2,"{'seconds': 34, 'minutes': 13}",72,72,3,7,0,False,Pass Incompletion,Darius Wilson pass incomplete to DreSean Kendrick,2022-12-10T03:57:44.000Z,3.0,3.0,-0.26587881160037785
401507670102858601,4015076709,401507670,9,3,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,10,2,"{'seconds': 13, 'minutes': 14}",76,76,2,11,4,False,Rush,Malachi Imoh run for 4 yds to the WmMry 28,2022-12-10T03:57:01.000Z,3.0,3.0,-0.05370979134032882
401507670102854401,4015076709,401507670,9,2,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,10,2,"{'seconds': 55, 'minutes': 14}",75,75,1,10,-1,False,Rush,Bronson Yoder run for a loss of 1 yard to the WmMry 24,2022-12-10T03:56:30.000Z,3.0,3.0,-0.8014893508157099
401507670102868601,4015076709,401507670,9,6,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,10,2,"{'seconds': 13, 'minutes': 13}",67,67,4,2,14,False,Punt,"Will Whitehurst punt for 49 yds , Taco Dowler returns for 14 yds to the MntSt 32",2022-12-10T04:00:33.000Z,3.0,3.0,
401507670102866502,4015076709,401507670,9,5,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,10,2,"{'seconds': 34, 'minutes': 13}",72,72,4,7,5,False,Penalty,"MONTANA ST Penalty, Illegal Motion (5 Yards) to the WmMry 33",2022-12-10T03:57:44.000Z,3.0,3.0,
401507670101978801,4015076707,401507670,7,4,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,3,1,"{'seconds': 11, 'minutes': 2}",70,70,3,5,3,False,Pass Reception,Darius Wilson pass complete to DreSean Kendrick for 3 yds to the WmMry 33,2022-12-10T03:48:02.000Z,3.0,3.0,-0.16171449534916515
401507670101974701,4015076707,401507670,7,3,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,3,1,"{'seconds': 52, 'minutes': 2}",66,66,2,1,-4,False,Rush,Bronson Yoder run for a loss of 4 yards to the WmMry 30,2022-12-10T03:47:16.000Z,3.0,3.0,-1.91149571532105
401507670101966801,4015076707,401507670,7,2,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,3,1,"{'seconds': 31, 'minutes': 3}",75,75,1,10,9,False,Rush,Darius Wilson run for 9 yds to the WmMry 34,2022-12-10T03:46:38.000Z,3.0,3.0,1.252308359788624
401507670101986601,4015076707,401507670,7,5,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,3,1,"{'seconds': 33, 'minutes': 1}",67,67,4,2,0,False,Punt,"Will Whitehurst punt for 50 yds, downed at the MntSt 17",2022-12-10T03:48:42.000Z,3.0,3.0,
401507670101928201,4015076705,401507670,5,3,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,0,1,"{'seconds': 17, 'minutes': 7}",78,78,3,8,0,False,Pass Incompletion,Darius Wilson pass incomplete to Malachi Imoh,2022-12-10T03:37:23.000Z,3.0,3.0,-0.16596300296032848
401507670101924101,4015076705,401507670,5,2,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,0,1,"{'seconds': 58, 'minutes': 7}",78,78,2,8,0,False,Rush,Bronson Yoder run for no gain to the WmMry 22,2022-12-10T03:36:38.000Z,3.0,3.0,-0.3680210874717833
401507670101916301,4015076705,401507670,5,1,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,0,1,"{'seconds': 36, 'minutes': 8}",80,80,1,10,2,False,Rush,Bronson Yoder run for 2 yds to the WmMry 22,2022-12-10T03:35:59.000Z,3.0,3.0,-0.3623882030735057
401507670101929101,4015076705,401507670,5,4,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,0,1,"{'seconds': 8, 'minutes': 7}",78,78,4,8,0,False,Punt,"Will Whitehurst punt for 48 yds, punt out-of-bounds at the MntSt 30",2022-12-10T03:38:08.000Z,3.0,3.0,
401507670104867801,40150767024,401507670,24,7,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,55,4,"{'seconds': 21, 'minutes': 13}",22,22,4,3,0,False,Pass Incompletion,Darius Wilson pass incomplete to JT Mayo,2022-12-09T05:46:55.000Z,3.0,3.0,-3.339668318304817
401507670101899201,4015076703,401507670,3,4,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,0,1,"{'seconds': 7, 'minutes': 10}",78,78,3,10,0,False,Pass Incompletion,Darius Wilson pass incomplete,2022-12-10T03:29:28.000Z,3.0,3.0,-0.13124731563151393
401507670101895201,4015076703,401507670,3,3,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,0,1,"{'seconds': 47, 'minutes': 10}",76,76,2,8,-2,False,Sack,Darius Wilson sacked by Callahan O'Reilly for a loss of 2 yards to the WmMry 22,2022-12-10T03:29:03.000Z,3.0,3.0,-0.5087611412613144
401507670101887501,4015076703,401507670,3,2,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,0,1,"{'seconds': 24, 'minutes': 11}",83,83,1,15,7,False,Rush,Bronson Yoder run for 7 yds to the WmMry 24,2022-12-10T03:28:10.000Z,3.0,3.0,0.2513608092124766
401507670101899701,4015076703,401507670,3,5,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,0,1,"{'seconds': 2, 'minutes': 10}",78,78,4,10,0,False,Punt,"Will Whitehurst punt for 27 yds, punt out-of-bounds at the WmMry 49",2022-12-10T03:30:15.000Z,3.0,3.0,
401507670101886902,4015076703,401507670,3,1,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,0,1,"{'seconds': 30, 'minutes': 11}",78,78,1,10,-5,False,Penalty,"WILLIAM & MARY Penalty, False Start (-5 Yards) to the WmMry 17",2022-12-10T03:25:19.000Z,3.0,3.0,
401507670101858301,4015076701,401507670,1,4,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,0,1,"{'seconds': 16, 'minutes': 14}",76,76,3,9,2,False,Rush,Bronson Yoder run for 2 yds to the WmMry 26,2022-12-10T03:20:21.000Z,3.0,3.0,-0.11054581501037664
401507670101857501,4015076701,401507670,1,3,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,0,1,"{'seconds': 24, 'minutes': 14}",76,76,2,9,0,False,Pass Incompletion,Darius Wilson pass incomplete to DreSean Kendrick,2022-12-10T03:19:41.000Z,3.0,3.0,-0.3657576890065082
401507670101854901,4015076701,401507670,1,2,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,0,1,"{'seconds': 50, 'minutes': 14}",77,77,1,10,1,False,Rush,Bronson Yoder run for 1 yd to the WmMry 24,2022-12-10T03:19:17.000Z,3.0,3.0,-0.5380287086286026
401507670101865601,4015076701,401507670,1,5,William & Mary,CAA,0,Montana State,Montana State,William & Mary,Big Sky,0,1,"{'seconds': 43, 'minutes': 13}",74,74,4,7,8,False,Punt,"Will Whitehurst punt for 52 yds , Taco Dowler returns for 8 yds to the MntSt 30 MONTANA ST Penalty, Offensive Holding (10 Yards) to the MntSt 20",2022-12-10T03:22:36.000Z,3.0,3.0,
401507652103894203,40150765216,401507652,16,2,Incarnate Word,Southland,28,Sacramento State,Sacramento State,Incarnate Word,Big Sky,24,3,"{'seconds': 57, 'minutes': 10}",80,80,1,10,19,False,Rush,Marcus Cooper run for 19 yds to the InWrd 39 for a 1ST down,2022-12-09T05:49:03.000Z,3.0,3.0,1.5310417591402368
401507652103917301,40150765216,401507652,16,9,Incarnate Word,Southland,31,Sacramento State,Sacramento State,Incarnate Word,Big Sky,24,3,"{'seconds': 26, 'minutes': 8}",7,7,4,6,24,True,Field Goal Good,Carson Mohr 24 yd FG GOOD,2022-12-09T05:54:01.000Z,3.0,3.0,
401507652101948703,4015076526,401507652,6,1,Incarnate Word,Southland,7,Sacramento State,Sacramento State,Incarnate Word,Big Sky,7,1,"{'seconds': 12, 'minutes': 5}",65,65,0,0,0,False,Kickoff,Tony Sterner kickoff for 58 yds,2022-12-10T03:57:33.000Z,3.0,3.0,
401507652101948701,4015076525,401507652,5,12,Incarnate Word,Southland,7,Sacramento State,Sacramento State,Incarnate Word,Big Sky,7,1,"{'seconds': 12, 'minutes': 5}",20,20,1,10,20,True,Passing Touchdown,Lindsey Scott Jr. pass complete to Marcus Cooper for 20 yds for a TD (Carson Mohr KICK),2022-12-10T03:57:33.000Z,3.0,3.0,2.617927729031699
