id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,offenseTimeouts,defenseTimeouts,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,wallclock,ppa
401404133102938503,4014041337,401404133,7,1,Notre Dame,FBS Independents,7,USC,USC,Notre Dame,Pac-12,10,2,"{'seconds': 14, 'minutes': 6}",3.0,3.0,65,65,1,10,0,False,Kickoff,Zac Yoakam kickoff for 65 yds for a touchback,2022-11-27T01:53:21.000Z,
401404133102938501,4014041336,401404133,6,9,Notre Dame,FBS Independents,7,USC,USC,Notre Dame,Pac-12,10,2,"{'seconds': 14, 'minutes': 6}",3.0,3.0,22,22,1,10,22,True,Passing Touchdown,Michael Mayer 22 Yd pass from Drew Pyne (Blake Grupe Kick),2022-11-27T01:49:29.000Z,2.64762276664846
401404133102934401,4014041336,401404133,6,8,Notre Dame,FBS Independents,0,USC,USC,Notre Dame,Pac-12,10,2,"{'seconds': 55, 'minutes': 6}",3.0,3.0,40,40,2,10,18,False,Rush,Chris Tyree run for 18 yds to the USC 22 for a 1ST down,2022-11-27T01:48:23.000Z,1.3871951139075684
401404133102926301,4014041336,401404133,6,7,Notre Dame,FBS Independents,0,USC,USC,Notre Dame,Pac-12,10,2,"{'seconds': 36, 'minutes': 7}",3.0,3.0,40,40,1,10,0,False,Pass Reception,Drew Pyne pass complete to Lorenzo Styles for no gain to the USC 40,2022-11-27T01:47:41.000Z,-0.8457687366186873
401404133102917801,4014041336,401404133,6,6,Notre Dame,FBS Independents,0,USC,USC,Notre Dame,Pac-12,10,2,"{'seconds': 21, 'minutes': 8}",3.0,3.0,70,70,3,10,30,False,Pass Reception,Drew Pyne pass complete to Deion Colzie for 30 yds to the USC 40 for a 1ST down,2022-11-27T01:46:58.000Z,3.8269975873461988
401404133102909701,4014041336,401404133,6,5,Notre Dame,FBS Independents,0,USC,USC,Notre Dame,Pac-12,10,2,"{'seconds': 2, 'minutes': 9}",3.0,3.0,69,69,2,9,-1,False,Rush,Audric Estime run for a loss of 1 yard to the NDame 30,2022-11-27T01:46:09.000Z,-0.6072447315553884
401404133102905601,4014041336,401404133,6,4,Notre Dame,FBS Independents,0,USC,USC,Notre Dame,Pac-12,10,2,"{'seconds': 43, 'minutes': 9}",3.0,3.0,70,70,1,10,1,False,Pass Reception,Drew Pyne pass complete to Michael Mayer for 1 yd to the NDame 31,2022-11-27T01:45:43.000Z,-0.716015480823808
401404133102899201,4014041336,401404133,6,3,Notre Dame,FBS Independents,0,USC,USC,Notre Dame,Pac-12,10,2,"{'seconds': 7, 'minutes': 10}",3.0,3.0,72,72,3,2,2,False,Fumble Recovery (Own),"Logan Diggs run for 2 yds to the NDame 30 Logan Diggs fumbled, forced by Eric Gentry, recovered by NDame Logan Diggs for a 1ST down",2022-11-27T01:40:55.000Z,0.861988790870531
401404133102895501,4014041336,401404133,6,2,Notre Dame,FBS Independents,0,USC,USC,Notre Dame,Pac-12,10,2,"{'seconds': 44, 'minutes': 10}",3.0,3.0,73,73,2,3,1,False,Rush,Audric Estime run for 1 yd to the NDame 28,2022-11-27T01:40:00.000Z,-0.6940201007218141
401404133102889202,4014041336,401404133,6,1,Notre Dame,FBS Independents,0,USC,USC,Notre Dame,Pac-12,10,2,"{'seconds': 7, 'minutes': 11}",3.0,3.0,80,80,1,10,7,False,Pass Reception,Drew Pyne pass complete to Lorenzo Styles for 7 yds to the NDame 27,2022-11-27T01:36:13.000Z,0.5253025865520424
401404133102864701,4014041334,401404133,4,11,Notre Dame,FBS Independents,0,USC,USC,Notre Dame,Pac-12,10,2,"{'seconds': 52, 'minutes': 13}",3.0,3.0,27,27,4,1,0,False,Rush,Mitchell Evans run for no gain to the USC 27,2022-11-27T01:27:53.000Z,-3.208293065310576
401404133102857401,4014041334,401404133,4,10,Notre Dame,FBS Independents,0,USC,USC,Notre Dame,Pac-12,10,2,"{'seconds': 25, 'minutes': 14}",3.0,3.0,28,28,3,2,1,False,Rush,Drew Pyne run for 1 yd to the USC 27,2022-11-27T01:24:55.000Z,-0.6303878500219166
401404133102849901,4014041334,401404133,4,9,Notre Dame,FBS Independents,0,USC,USC,Notre Dame,Pac-12,10,2,"{'seconds': 0, 'minutes': 15}",3.0,3.0,31,31,2,5,3,False,Rush,Logan Diggs run for 3 yds to the USC 28,2022-11-27T01:24:04.000Z,-0.2331411131719854
401404133101999701,4014041334,401404133,4,7,Notre Dame,FBS Independents,0,USC,USC,Notre Dame,Pac-12,10,1,"{'seconds': 2, 'minutes': 0}",3.0,3.0,36,36,1,10,5,False,Rush,Audric Estime run for 5 yds to the USC 31,2022-11-27T01:19:49.000Z,0.082600123518274
401404133101995301,4014041334,401404133,4,6,Notre Dame,FBS Independents,0,USC,USC,Notre Dame,Pac-12,10,1,"{'seconds': 46, 'minutes': 0}",3.0,3.0,66,66,2,6,30,False,Pass Reception,Drew Pyne pass complete to Audric Estime for 30 yds to the USC 36 for a 1ST down,2022-11-27T01:19:11.000Z,2.821911917350249
401404133101986901,4014041334,401404133,4,5,Notre Dame,FBS Independents,0,USC,USC,Notre Dame,Pac-12,10,1,"{'seconds': 30, 'minutes': 1}",3.0,3.0,70,70,1,10,4,False,Rush,Logan Diggs run for 4 yds to the NDame 34,2022-11-27T00:45:48.000Z,-0.1399034934597019
401404133101979501,4014041334,401404133,4,4,Notre Dame,FBS Independents,0,USC,USC,Notre Dame,Pac-12,10,1,"{'seconds': 4, 'minutes': 2}",3.0,3.0,73,73,3,2,3,False,Rush,Logan Diggs run for 3 yds to the NDame 30 for a 1ST down,2022-11-27T01:17:53.000Z,0.9051288057031144
401404133101975601,4014041334,401404133,4,3,Notre Dame,FBS Independents,0,USC,USC,Notre Dame,Pac-12,10,1,"{'seconds': 43, 'minutes': 2}",3.0,3.0,76,76,2,5,3,False,Rush,Logan Diggs run for 3 yds to the NDame 27,2022-11-27T01:17:05.000Z,-0.2430400962454371
401404133101967601,4014041334,401404133,4,2,Notre Dame,FBS Independents,0,USC,USC,Notre Dame,Pac-12,10,1,"{'seconds': 23, 'minutes': 3}",3.0,3.0,81,81,1,10,5,False,Pass Reception,Drew Pyne pass complete to Michael Mayer for 5 yds to the NDame 24,2022-11-27T01:16:43.000Z,0.0837442926407759
401404133101999702,4014041334,401404133,4,8,Notre Dame,FBS Independents,0,USC,USC,Notre Dame,Pac-12,10,1,"{'seconds': 0, 'minutes': 0}",3.0,3.0,36,36,0,10,0,False,End Period,End of 1st Quarter,2022-11-27T01:20:00.000Z,
401404133101917901,4014041332,401404133,2,5,Notre Dame,FBS Independents,0,USC,USC,Notre Dame,Pac-12,7,1,"{'seconds': 20, 'minutes': 8}",3.0,3.0,88,88,4,6,0,False,Punt,"Jon Sot punt for 39 yds, fair catch by Michael Jackson III at the USC 49",2022-11-27T00:58:14.000Z,
401404133101909001,4014041332,401404133,2,4,Notre Dame,FBS Independents,0,USC,USC,Notre Dame,Pac-12,7,1,"{'seconds': 9, 'minutes': 9}",3.0,3.0,84,84,3,2,-4,False,Rush,Logan Diggs run for a loss of 4 yards to the NDame 12,2022-11-27T00:57:25.000Z,-0.38715322565004673
401404133101904601,4014041332,401404133,2,3,Notre Dame,FBS Independents,0,USC,USC,Notre Dame,Pac-12,7,1,"{'seconds': 53, 'minutes': 9}",3.0,3.0,86,86,2,4,2,False,Rush,Logan Diggs run for 2 yds to the NDame 16,2022-11-27T00:57:05.000Z,-0.27886389713165816
401404133101896901,4014041332,401404133,2,2,Notre Dame,FBS Independents,0,USC,USC,Notre Dame,Pac-12,7,1,"{'seconds': 30, 'minutes': 10}",3.0,3.0,92,92,1,10,6,False,Rush,Logan Diggs run for 6 yds to the NDame 14,2022-11-27T00:56:49.000Z,0.19934433503655846
401404133101849902,4014041331,401404133,1,1,Notre Dame,FBS Independents,0,USC,USC,Notre Dame,Pac-12,0,1,"{'seconds': 0, 'minutes': 15}",3.0,3.0,65,65,1,10,0,False,Kickoff,Zac Yoakam kickoff for 65 yds for a touchback,2022-11-27T00:45:03.000Z,
401404133104989703,40140413318,401404133,18,1,Notre Dame,FBS Independents,27,USC,USC,Notre Dame,Pac-12,38,4,"{'seconds': 2, 'minutes': 1}",2.0,3.0,65,65,1,10,0,False,Kickoff,Blake Grupe on-side kick recovered by USC at the NDame 46,2022-11-27T03:55:33.000Z,
401404133104986701,40140413317,401404133,17,6,Notre Dame,FBS Independents,21,USC,USC,Notre Dame,Pac-12,38,4,"{'seconds': 32, 'minutes': 1}",3.0,3.0,36,36,1,10,-10,False,Sack,Drew Pyne sacked by Solomon Byrd for a loss of 10 yards to the USC 46,2022-11-27T03:50:52.000Z,-2.7734154342570516
401404133104986001,40140413317,401404133,17,5,Notre Dame,FBS Independents,21,USC,USC,Notre Dame,Pac-12,38,4,"{'seconds': 39, 'minutes': 1}",3.0,3.0,50,50,3,4,14,False,Pass Reception,Drew Pyne pass complete to Logan Diggs for 14 yds to the USC 36 for a 1ST down,2022-11-27T03:50:13.000Z,2.2087271684969583
401404133104984201,40140413317,401404133,17,4,Notre Dame,FBS Independents,21,USC,USC,Notre Dame,Pac-12,38,4,"{'seconds': 57, 'minutes': 1}",3.0,3.0,65,65,2,19,15,False,Pass Reception,Drew Pyne pass complete to Logan Diggs for 15 yds to the 50 yard line,2022-11-27T03:49:46.000Z,1.6737983344496863
401404133104979401,40140413317,401404133,17,3,Notre Dame,FBS Independents,21,USC,USC,Notre Dame,Pac-12,38,4,"{'seconds': 5, 'minutes': 2}",3.0,3.0,66,66,1,20,1,False,Pass Reception,Drew Pyne pass complete to Audric Estime for 1 yd to the NDame 35,2022-11-27T03:49:20.000Z,-0.4064403496754263
401404133104977201,40140413317,401404133,17,2,Notre Dame,FBS Independents,21,USC,USC,Notre Dame,Pac-12,38,4,"{'seconds': 27, 'minutes': 2}",3.0,3.0,56,56,1,10,-10,False,Penalty,"Pyne, Drew pass complete to Diggs, Logan for 8 yards to the USC48, PENALTY NOTREDAME holding (Lugg, Josh) 10 yards to the NOTREDAME34, NO PLAY.",2022-11-27T03:48:12.000Z,
