id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,offenseTimeouts,defenseTimeouts,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,wallclock,ppa
401628571104998603,40162857125,401628571,25,1,USC,Big Ten,35,Notre Dame,USC,Notre Dame,FBS Independents,49,4,"{'seconds': 13, 'minutes': 0}",1.0,2.0,35,65,0,0,0,False,Kickoff,Michael Lantz kickoff for 65 yds for a touchback,2024-12-01T00:19:02.000Z,
401628571104997501,40162857124,401628571,24,5,USC,Big Ten,28,Notre Dame,USC,Notre Dame,FBS Independents,49,4,"{'seconds': 24, 'minutes': 0}",2.0,2.0,71,29,1,10,21,False,Rush,Bryan Jackson run for 21 yds to the ND 8 for a 1ST down,2024-12-01T00:20:04.000Z,0.46870161589842
401628571104996001,40162857124,401628571,24,4,USC,Big Ten,28,Notre Dame,USC,Notre Dame,FBS Independents,49,4,"{'seconds': 39, 'minutes': 0}",2.0,2.0,48,52,1,10,23,False,Rush,Bryan Jackson run for 23 yds to the ND 29 for a 1ST down,2024-12-01T00:20:04.000Z,1.219753104112319
401628571104989801,40162857124,401628571,24,3,USC,Big Ten,28,Notre Dame,USC,Notre Dame,FBS Independents,49,4,"{'seconds': 1, 'minutes': 1}",2.0,2.0,37,63,1,10,11,False,Rush,Bryan Jackson run for 11 yds to the USC 48 for a 1ST down,2024-12-01T00:20:04.000Z,1.0424565048673191
401628571104988105,40162857124,401628571,24,2,USC,Big Ten,28,Notre Dame,USC,Notre Dame,FBS Independents,49,4,"{'seconds': 18, 'minutes': 1}",2.0,2.0,25,75,1,10,12,False,Rush,Bryan Jackson run for 12 yds to the USC 37 for a 1ST down,2024-12-01T00:10:54.000Z,1.0272443261435713
401628571104998601,40162857124,401628571,24,7,USC,Big Ten,35,Notre Dame,USC,Notre Dame,FBS Independents,49,4,"{'seconds': 13, 'minutes': 0}",1.0,2.0,92,8,1,8,8,True,Passing Touchdown,Jayden Maiava pass complete to Ja'Kobi Lane for 8 yds for a TD (Michael Lantz KICK),2024-12-01T00:16:38.000Z,2.319599568699692
401628571104998202,40162857124,401628571,24,6,USC,Big Ten,28,Notre Dame,USC,Notre Dame,FBS Independents,49,4,"{'seconds': 17, 'minutes': 0}",1.0,2.0,92,8,1,10,0,False,Timeout,"Timeout USC, clock 00:17",2024-12-01T00:16:04.000Z,
401628571104897301,40162857120,401628571,20,3,USC,Big Ten,21,Notre Dame,USC,Notre Dame,FBS Independents,35,4,"{'seconds': 26, 'minutes': 10}",3.0,3.0,98,2,1,2,1,False,Rush,Quinten Joyner run for 1 yd to the ND 1,2024-11-30T23:27:57.000Z,-0.687116939800908
401628571104889001,40162857120,401628571,20,2,USC,Big Ten,21,Notre Dame,USC,Notre Dame,FBS Independents,35,4,"{'seconds': 9, 'minutes': 11}",3.0,3.0,79,21,1,10,19,False,Pass Reception,Jayden Maiava pass complete to Kyron Hudson for 19 yds to the ND 2 for a 1ST down,2024-11-30T23:27:57.000Z,1.419061516123395
401628571104884702,40162857120,401628571,20,1,USC,Big Ten,21,Notre Dame,USC,Notre Dame,FBS Independents,35,4,"{'seconds': 52, 'minutes': 11}",3.0,3.0,55,45,1,10,24,False,Pass Reception,Jayden Maiava pass complete to Makai Lemon for 24 yds to the ND 21 for a 1ST down,2024-11-30T23:34:58.000Z,0.844217271271575
401628571104907102,40162857120,401628571,20,6,USC,Big Ten,21,Notre Dame,USC,Notre Dame,FBS Independents,35,4,"{'seconds': 28, 'minutes': 9}",3.0,2.0,95,5,2,5,-1,False,Rush,Jake Jensen run for a loss of 1 yard to the ND 6,2024-11-30T23:27:57.000Z,-0.385184158644728
401628571104915601,40162857120,401628571,20,7,USC,Big Ten,28,Notre Dame,USC,Notre Dame,FBS Independents,35,4,"{'seconds': 43, 'minutes': 8}",3.0,2.0,94,6,3,6,6,True,Passing Touchdown,Jayden Maiava pass complete to Ja'Kobi Lane for 6 yds for a TD (Michael Lantz KICK),2024-11-30T23:27:57.000Z,2.823761850174648
401628571104907101,40162857120,401628571,20,5,USC,Big Ten,21,Notre Dame,USC,Notre Dame,FBS Independents,35,4,"{'seconds': 28, 'minutes': 9}",3.0,2.0,95,5,2,5,0,False,Timeout,"Timeout Notre Dame, clock 09:28",2024-11-30T23:27:57.000Z,
