id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,offenseTimeouts,defenseTimeouts,ppa,wallclock
293110087117,29311008708,293110087,8,11,Navy,FBS Independents,14,Notre Dame,Notre Dame,Navy,FBS Independents,0,2,"{'seconds': 3, 'minutes': 0}",12,12,2,9,0,False,Timeout,"Timeout NAVY, clock 0:03.",,,,
293110087215,29311008716,293110087,16,4,Navy,FBS Independents,21,Notre Dame,Notre Dame,Navy,FBS Independents,7,4,"{'seconds': 0, 'minutes': 8}",44,44,2,7,6,False,Rush,Ricky Dobbs rush for 6 yards to the NDame 38.,,,0.3265009710321518,
293110087207,29311008716,293110087,16,2,Navy,FBS Independents,21,Notre Dame,Notre Dame,Navy,FBS Independents,7,4,"{'seconds': 30, 'minutes': 9}",53,53,2,3,6,False,Rush,Ricky Dobbs rush over right guard for 6 yards to the NDame 47 for a 1ST down.,,,0.4404595789323766,
293110087216,29311008716,293110087,16,5,Navy,FBS Independents,21,Notre Dame,Notre Dame,Navy,FBS Independents,7,4,"{'seconds': 25, 'minutes': 7}",38,38,3,1,-3,False,Rush,Ricky Dobbs rush for a loss of 3 yards to the NDame 41.,,,-1.8150494184854633,
293110087218,29311008716,293110087,16,6,Navy,FBS Independents,21,Notre Dame,Notre Dame,Navy,FBS Independents,7,4,"{'seconds': 44, 'minutes': 6}",41,41,4,4,0,False,Penalty,NAVY penalty 4 yard Delay of Game accepted.,,,,
293110087209,29311008716,293110087,16,3,Navy,FBS Independents,21,Notre Dame,Notre Dame,Navy,FBS Independents,7,4,"{'seconds': 44, 'minutes': 8}",47,47,1,10,3,False,Rush,Vince Murray rush up the middle for 3 yards to the NDame 44.,,,-0.3535783157576075,
293110087206,29311008716,293110087,16,1,Navy,FBS Independents,21,Notre Dame,Notre Dame,Navy,FBS Independents,7,4,"{'seconds': 55, 'minutes': 9}",60,60,1,10,7,False,Rush,Vince Murray rush up the middle for 7 yards to the Navy 47.,,,0.7032387839448688,
293110087222,29311008716,293110087,16,7,Navy,FBS Independents,21,Notre Dame,Notre Dame,Navy,FBS Independents,7,4,"{'seconds': 34, 'minutes': 6}",46,46,4,8,0,False,Punt,"Kyle Delahooke punt for 36 yards, punt out-of-bounds at the NDame 10.",,,,
293110087056,29311008704,293110087,4,6,Navy,FBS Independents,7,Notre Dame,Notre Dame,Navy,FBS Independents,0,1,"{'seconds': 0, 'minutes': 0}",30,30,1,10,5,False,Rush,Ricky Dobbs rush over right end for 5 yards to the NDame 25.,,,0.077675021178715,
293110087055,29311008704,293110087,4,5,Navy,FBS Independents,7,Notre Dame,Notre Dame,Navy,FBS Independents,0,1,"{'seconds': 35, 'minutes': 0}",34,34,3,1,4,False,Rush,Ricky Dobbs rush up the middle for 4 yards to the NDame 30 for a 1ST down.,,,0.550014543850226,
293110087051,29311008704,293110087,4,2,Navy,FBS Independents,7,Notre Dame,Notre Dame,Navy,FBS Independents,0,1,"{'seconds': 10, 'minutes': 2}",75,75,2,9,32,False,Rush,Alexander Teich rush over right end for 32 yards to the NDame 43 for a 1ST down.,,,3.355728969203019,
293110087049,29311008704,293110087,4,1,Navy,FBS Independents,7,Notre Dame,Notre Dame,Navy,FBS Independents,0,1,"{'seconds': 40, 'minutes': 2}",76,76,1,10,1,False,Rush,Ricky Dobbs rush over right end for 1 yard to the Navy 25.,,,-0.5624807137180827,
293110087061,29311008704,293110087,4,8,Navy,FBS Independents,14,Notre Dame,Notre Dame,Navy,FBS Independents,0,2,"{'seconds': 56, 'minutes': 14}",3,3,-1,-1,0,True,Extra Point Good,Joe Buckley extra point GOOD.,,,,
293110087062,29311008704,293110087,4,9,Navy,FBS Independents,14,Notre Dame,Notre Dame,Navy,FBS Independents,0,2,"{'seconds': 56, 'minutes': 14}",70,70,-1,-1,28,False,Kickoff,Jon Teague kickoff for 59 yards returned by Theo Riddick for 28 yards to the NDame 39.,,,,
293110087054,29311008704,293110087,4,4,Navy,FBS Independents,7,Notre Dame,Notre Dame,Navy,FBS Independents,0,1,"{'seconds': 57, 'minutes': 0}",41,41,2,8,7,False,Rush,Alexander Teich rush over right guard for 7 yards to the NDame 34.,,,0.4991074982149044,
293110087053,29311008704,293110087,4,3,Navy,FBS Independents,7,Notre Dame,Notre Dame,Navy,FBS Independents,0,1,"{'seconds': 35, 'minutes': 1}",43,43,1,10,2,False,Rush,Ricky Dobbs rush over right guard for 2 yards to the NDame 41.,,,-0.5109950870570472,
293110087060,29311008704,293110087,4,7,Navy,FBS Independents,13,Notre Dame,Notre Dame,Navy,FBS Independents,0,2,"{'seconds': 56, 'minutes': 14}",25,25,2,5,25,True,Rush,Vince Murray rush over right guard for 25 yards for a TOUCHDOWN.,,,,
293110087243,29311008718,293110087,18,2,Navy,FBS Independents,21,Notre Dame,Notre Dame,Navy,FBS Independents,14,4,"{'seconds': 51, 'minutes': 3}",87,87,2,10,4,False,Rush,Ricky Dobbs rush over right end for 4 yards to the Navy 17.,,,-0.02731367438021782,
293110087249,29311008718,293110087,18,8,Navy,FBS Independents,21,Notre Dame,Notre Dame,Navy,FBS Independents,14,4,"{'seconds': 31, 'minutes': 2}",72,72,3,8,4,False,Rush,Ricky Dobbs rush over left tackle for 4 yards to the Navy 32.,,,-0.04398154584268266,
293110087244,29311008718,293110087,18,3,Navy,FBS Independents,21,Notre Dame,Notre Dame,Navy,FBS Independents,14,4,"{'seconds': 21, 'minutes': 3}",83,83,3,6,9,False,Rush,Gee Gee Greene rush over right end for 9 yards to the Navy 26 for a 1ST down.,,,1.1181794821794648,
293110087250,29311008718,293110087,18,9,Navy,FBS Independents,21,Notre Dame,Notre Dame,Navy,FBS Independents,14,4,"{'seconds': 1, 'minutes': 2}",68,68,4,4,0,False,Timeout,"Timeout NAVY, clock 2:01.",,,,
293110087242,29311008718,293110087,18,1,Navy,FBS Independents,21,Notre Dame,Notre Dame,Navy,FBS Independents,14,4,"{'seconds': 35, 'minutes': 4}",87,87,1,10,0,False,Rush,Vince Murray rush up the middle for no gain to the Navy 13.,,,-0.40084650139258127,
293110087245,29311008718,293110087,18,4,Navy,FBS Independents,21,Notre Dame,Notre Dame,Navy,FBS Independents,14,4,"{'seconds': 50, 'minutes': 2}",74,74,1,10,2,False,Rush,Ricky Dobbs rush up the middle for 2 yards to the Navy 28.,,,-0.4716869696142973,
293110087248,29311008718,293110087,18,7,Navy,FBS Independents,21,Notre Dame,Notre Dame,Navy,FBS Independents,14,4,"{'seconds': 46, 'minutes': 2}",72,72,3,8,0,False,Timeout,"Timeout NOTRE DAME, clock 2:46.",,,,
293110087247,29311008718,293110087,18,6,Navy,FBS Independents,21,Notre Dame,Notre Dame,Navy,FBS Independents,14,4,"{'seconds': 46, 'minutes': 2}",72,72,2,8,0,False,Rush,Ricky Dobbs rush over right guard for no gain to the Navy 28.,,,-0.5043119763535815,
293110087251,29311008718,293110087,18,10,Navy,FBS Independents,21,Notre Dame,Notre Dame,Navy,FBS Independents,14,4,"{'seconds': 48, 'minutes': 1}",68,68,4,4,0,False,Punt,"Kyle Delahooke punt for 55 yards, downed at the NDame 13.",,,,
293110087246,29311008718,293110087,18,5,Navy,FBS Independents,21,Notre Dame,Notre Dame,Navy,FBS Independents,14,4,"{'seconds': 50, 'minutes': 2}",72,72,2,8,0,False,Timeout,"Timeout NOTRE DAME, clock 2:50.",,,,
293110087264,29311008721,293110087,21,1,Navy,FBS Independents,23,Notre Dame,Notre Dame,Navy,FBS Independents,21,4,"{'seconds': 0, 'minutes': 0}",40,40,1,10,-1,False,Rush,Team rush for a loss of 1 yard to the NDame 41.,,,-1.0526226150183255,
