id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,ppa,offenseTimeouts,defenseTimeouts,wallclock
292972426067,29297242608,292972426,8,1,Navy,FBS Independents,6,Wake Forest,Navy,Wake Forest,ACC,3,2,"{'seconds': 49, 'minutes': 3}",27,73,1,10,3,False,Rush,"Vince Murray rush for 3 yards to the Navy 30, tackled by Tristan Dorty and Lee Malchow.",-0.3204076759721195,,,
292972426068,29297242608,292972426,8,2,Navy,FBS Independents,6,Wake Forest,Navy,Wake Forest,ACC,3,2,"{'seconds': 49, 'minutes': 3}",30,70,2,7,3,False,Rush,"Vince Murray rush for 3 yards to the Navy 33, tackled by Matt Woodlief.",-0.2624477241414347,,,
292972426069,29297242608,292972426,8,3,Navy,FBS Independents,6,Wake Forest,Navy,Wake Forest,ACC,3,2,"{'seconds': 49, 'minutes': 3}",33,67,3,4,1,False,Rush,"Vince Murray rush for 1 yard to the Navy 34, tackled by Lee Malchow.",-0.4086118835247783,,,
292972426070,29297242608,292972426,8,4,Navy,FBS Independents,6,Wake Forest,Navy,Wake Forest,ACC,3,2,"{'seconds': 49, 'minutes': 1}",34,66,4,3,0,False,Timeout,"Timeout NAVY, clock 01:49.",,,,
292972426071,29297242608,292972426,8,5,Navy,FBS Independents,6,Wake Forest,Navy,Wake Forest,ACC,3,2,"{'seconds': 49, 'minutes': 1}",34,66,4,3,0,False,Punt,"Kyle Delahooke punt for 28 yards, downed at the WFrst 38.",,,,
292972426046,29297242606,292972426,6,3,Navy,FBS Independents,3,Wake Forest,Navy,Wake Forest,ACC,3,2,"{'seconds': 45, 'minutes': 13}",26,74,2,4,2,False,Rush,"Kriss Proctor rush for 2 yards to the Navy 28, tackled by Gelo Orange.",-0.45754153596897496,,,
292972426048,29297242606,292972426,6,5,Navy,FBS Independents,3,Wake Forest,Navy,Wake Forest,ACC,3,2,"{'seconds': 45, 'minutes': 13}",30,70,1,10,0,False,Sack,Kriss Proctor sacked by Gelo Orange and Michael Lockett for a loss of 2 yards to the Navy 28.,-0.8627910327708888,,,
292972426054,29297242606,292972426,6,11,Navy,FBS Independents,3,Wake Forest,Navy,Wake Forest,ACC,3,2,"{'seconds': 45, 'minutes': 13}",69,31,2,19,4,False,Rush,"Alexander Teich rush for 4 yards to the WFrst 27, tackled by Michael Lockett and Matt Woodlief.",-0.1484101210735177,,,
292972426045,29297242606,292972426,6,2,Navy,FBS Independents,3,Wake Forest,Navy,Wake Forest,ACC,3,2,"{'seconds': 45, 'minutes': 13}",21,79,2,9,0,False,Penalty,"WAKE FOREST penalty 5 yard offside defense accepted, no play.",,,,
292972426044,29297242606,292972426,6,1,Navy,FBS Independents,3,Wake Forest,Navy,Wake Forest,ACC,3,2,"{'seconds': 45, 'minutes': 13}",20,80,1,10,1,False,Rush,"Gee Gee Greene rush for 1 yard to the Navy 21, tackled by Gelo Orange and Matt Woodlief.",-0.46882789768185695,,,
292972426057,29297242606,292972426,6,14,Navy,FBS Independents,6,Wake Forest,Navy,Wake Forest,ACC,3,2,"{'seconds': 26, 'minutes': 7}",76,24,4,12,41,True,Field Goal Good,Joe Buckley 41 yard field goal GOOD.,0.7744836487674043,,,
292972426058,29297242606,292972426,6,15,Navy,FBS Independents,6,Wake Forest,Navy,Wake Forest,ACC,3,2,"{'seconds': 26, 'minutes': 7}",30,70,-1,-1,7,False,Kickoff,"Jon Teague kickoff for 52 yards returned by Lovell Jackson, tackled by Bo Snelson for 7 yards to the WFrst 25, tackled by Bo Snelson.",,,,
292972426053,29297242606,292972426,6,10,Navy,FBS Independents,3,Wake Forest,Navy,Wake Forest,ACC,3,2,"{'seconds': 45, 'minutes': 13}",83,17,2,5,1,False,Rush,"Kriss Proctor rush for 1 yard to the WFrst 31, tackled by Lee Malchow, NAVY penalty 15 yard illegal block accepted.",-0.335903754709669,,,
292972426050,29297242606,292972426,6,7,Navy,FBS Independents,3,Wake Forest,Navy,Wake Forest,ACC,3,2,"{'seconds': 45, 'minutes': 13}",32,68,3,8,11,False,Rush,"Kriss Proctor rush for 11 yards to the Navy 43, tackled by Dominique Midgett and Cyhl Quarles for a 1ST down.",2.391913065330076,,,
292972426055,29297242606,292972426,6,12,Navy,FBS Independents,3,Wake Forest,Navy,Wake Forest,ACC,3,2,"{'seconds': 45, 'minutes': 13}",73,27,3,15,3,False,Rush,"Kriss Proctor rush for 3 yards to the WFrst 24, tackled by Tristan Dorty.",-0.3621671289384416,,,
292972426052,29297242606,292972426,6,9,Navy,FBS Independents,3,Wake Forest,Navy,Wake Forest,ACC,3,2,"{'seconds': 45, 'minutes': 13}",78,22,1,10,5,False,Rush,"Kriss Proctor rush for 5 yards to the WFrst 17, tackled by Dominique Midgett.",0.074636067054974,,,
292972426051,29297242606,292972426,6,8,Navy,FBS Independents,3,Wake Forest,Navy,Wake Forest,ACC,3,2,"{'seconds': 45, 'minutes': 13}",43,57,1,10,35,False,Rush,"Vince Murray rush for 35 yards to the WFrst 22, tackled by Joey Ehrmann for a 1ST down.",1.8176939308628666,,,
292972426049,29297242606,292972426,6,6,Navy,FBS Independents,3,Wake Forest,Navy,Wake Forest,ACC,3,2,"{'seconds': 45, 'minutes': 13}",28,72,2,12,4,False,Rush,"Kriss Proctor rush for 4 yards to the Navy 32, tackled by Michael Lockett.",-0.06440076299831521,,,
292972426056,29297242606,292972426,6,13,Navy,FBS Independents,3,Wake Forest,Navy,Wake Forest,ACC,3,2,"{'seconds': 31, 'minutes': 7}",76,24,4,12,0,False,Timeout,"Timeout NAVY, clock 07:31.",,,,
292972426047,29297242606,292972426,6,4,Navy,FBS Independents,3,Wake Forest,Navy,Wake Forest,ACC,3,2,"{'seconds': 45, 'minutes': 13}",28,72,3,2,2,False,Rush,"Vince Murray rush for 2 yards to the Navy 30, tackled by Matt Woodlief and Boo Robinson for a 1ST down.",0.861988790870531,,,
292972426016,29297242602,292972426,2,4,Navy,FBS Independents,0,Wake Forest,Navy,Wake Forest,ACC,0,1,"{'seconds': 0, 'minutes': 11}",32,68,4,5,0,False,Punt,"Kyle Delahooke punt for 65 yards, downed at the WFrst 3.",,,,
292972426013,29297242602,292972426,2,1,Navy,FBS Independents,0,Wake Forest,Navy,Wake Forest,ACC,0,1,"{'seconds': 0, 'minutes': 11}",27,73,1,10,-1,False,Rush,"Bobby Doyle rush for a loss of 1 yard to the Navy 26, tackled by Matt Woodlief and Brandon Ghee.",-0.8754062963007367,,,
292972426015,29297242602,292972426,2,3,Navy,FBS Independents,0,Wake Forest,Navy,Wake Forest,ACC,0,1,"{'seconds': 0, 'minutes': 11}",29,71,3,8,3,False,Rush,"Kriss Proctor rush for 3 yards to the Navy 32, tackled by Brandon Ghee.",-0.11258181887264662,,,
292972426014,29297242602,292972426,2,2,Navy,FBS Independents,0,Wake Forest,Navy,Wake Forest,ACC,0,1,"{'seconds': 0, 'minutes': 11}",26,74,2,11,3,False,Rush,"Vince Murray rush for 3 yards to the Navy 29, tackled by Anthony Williams and Tristan Dorty.",-0.14637552201293236,,,
292972426099,29297242613,292972426,13,2,Navy,FBS Independents,13,Wake Forest,Navy,Wake Forest,ACC,3,3,"{'seconds': 15, 'minutes': 7}",28,72,1,15,0,False,Rush,"Kriss Proctor rush for no gain to the Navy 28, tackled by Jonathan Jones.",-0.5154452811052641,,,
292972426098,29297242613,292972426,13,1,Navy,FBS Independents,13,Wake Forest,Navy,Wake Forest,ACC,3,3,"{'seconds': 23, 'minutes': 11}",33,67,1,10,0,False,Penalty,NAVY penalty 5 yard false start accepted.,,,,
292972426106,29297242613,292972426,13,9,Navy,FBS Independents,13,Wake Forest,Navy,Wake Forest,ACC,3,3,"{'seconds': 15, 'minutes': 7}",87,13,2,8,3,False,Rush,"Bobby Doyle rush for 3 yards to the WFrst 10, tackled by Cyhl Quarles.",-0.102062598858131,,,
292972426107,29297242613,292972426,13,10,Navy,FBS Independents,13,Wake Forest,Navy,Wake Forest,ACC,3,3,"{'seconds': 15, 'minutes': 7}",90,10,3,5,7,False,Rush,"Kriss Proctor rush for 7 yards to the WFrst 3, tackled by Dominique Midgett and Cyhl Quarles for a 1ST down.",1.375304932177251,,,
292972426104,29297242613,292972426,13,7,Navy,FBS Independents,13,Wake Forest,Navy,Wake Forest,ACC,3,3,"{'seconds': 15, 'minutes': 7}",54,46,1,10,31,False,Rush,"Alexander Teich rush for 31 yards to the WFrst 15, tackled by Kenny Okoro for a 1ST down.",0.9850883185693813,,,
