id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,ppa,offenseTimeouts,defenseTimeouts,wallclock
330070333045,33007033305,330070333,5,6,Alabama,SEC,14,Notre Dame,Alabama,Notre Dame,FBS Independents,0,1,"{'seconds': 54, 'minutes': 0}",67,33,3,6,27,False,Pass Completion,AJ McCarron pass complete to Amari Cooper for 27 yards to the NDame 6 for a 1ST down.,1.8789307152444454,,,
330070333048,33007033305,330070333,5,8,Alabama,SEC,20,Notre Dame,Alabama,Notre Dame,FBS Independents,0,2,"{'seconds': 56, 'minutes': 14}",99,1,2,1,1,True,Rush,T.J. Yeldon rush for 1 yard for a TOUCHDOWN.,,,,
330070333039,33007033305,330070333,5,2,Alabama,SEC,14,Notre Dame,Alabama,Notre Dame,FBS Independents,0,1,"{'seconds': 45, 'minutes': 3}",27,73,2,3,25,False,Pass Completion,AJ McCarron pass complete to Kevin Norwood for 25 yards to the NDame 48 for a 1ST down.,2.1745213727731034,,,
330070333040,33007033305,330070333,5,3,Alabama,SEC,14,Notre Dame,Alabama,Notre Dame,FBS Independents,0,1,"{'seconds': 59, 'minutes': 2}",52,48,1,10,11,False,Pass Completion,AJ McCarron pass complete to Amari Cooper for 11 yards to the NDame 37 for a 1ST down.,0.6348252048032138,,,
330070333049,33007033305,330070333,5,9,Alabama,SEC,21,Notre Dame,Alabama,Notre Dame,FBS Independents,0,2,"{'seconds': 56, 'minutes': 14}",97,3,-1,-1,0,True,Extra Point Good,Jeremy Shelley extra point GOOD.,,,,
330070333038,33007033305,330070333,5,1,Alabama,SEC,14,Notre Dame,Alabama,Notre Dame,FBS Independents,0,1,"{'seconds': 2, 'minutes': 4}",20,80,1,10,7,False,Rush,T.J. Yeldon rush for 7 yards to the Alab 27.,0.5253025865520424,,,
330070333050,33007033305,330070333,5,10,Alabama,SEC,21,Notre Dame,Alabama,Notre Dame,FBS Independents,0,2,"{'seconds': 56, 'minutes': 14}",35,65,-1,-1,0,False,Kickoff,Cade Foster kickoff for 65 yards for a touchback.,,,,
330070333042,33007033305,330070333,5,4,Alabama,SEC,14,Notre Dame,Alabama,Notre Dame,FBS Independents,0,1,"{'seconds': 34, 'minutes': 2}",63,37,1,10,-2,False,Rush,T.J. Yeldon rush for a loss of 2 yards to the NDame 39.,-1.1376140216478048,,,
330070333046,33007033305,330070333,5,7,Alabama,SEC,14,Notre Dame,Alabama,Notre Dame,FBS Independents,0,1,"{'seconds': 0, 'minutes': 0}",94,6,1,6,5,False,Rush,T.J. Yeldon rush for 5 yards to the NDame 1.,0.152137533592271,,,
330070333043,33007033305,330070333,5,5,Alabama,SEC,14,Notre Dame,Alabama,Notre Dame,FBS Independents,0,1,"{'seconds': 45, 'minutes': 1}",61,39,2,12,6,False,Rush,T.J. Yeldon rush for 6 yards to the NDame 33.,0.2576021668148256,,,
330070333109,33007033312,330070333,12,2,Notre Dame,FBS Independents,0,Alabama,Alabama,Notre Dame,SEC,28,2,"{'seconds': 0, 'minutes': 0}",81,81,2,10,6,False,Pass Completion,Everett Golson pass complete to Tyler Eifert for 6 yards to the NDame 25.,0.1302340751464346,,,
330070333108,33007033312,330070333,12,1,Notre Dame,FBS Independents,0,Alabama,Alabama,Notre Dame,SEC,28,2,"{'seconds': 21, 'minutes': 0}",81,81,1,10,0,False,Pass Incompletion,"Everett Golson pass incomplete to DaVaris Daniels, broken up by Dee Milliner.",-0.5327945515514214,,,
330070333111,33007033312,330070333,12,3,Alabama,SEC,28,Notre Dame,Alabama,Notre Dame,FBS Independents,0,3,"{'seconds': 0, 'minutes': 15}",35,65,-1,-1,0,False,Kickoff,Cade Foster kickoff for 65 yards for a touchback.,,,,
330070333097,33007033311,330070333,11,3,Alabama,SEC,21,Notre Dame,Alabama,Notre Dame,FBS Independents,0,2,"{'seconds': 29, 'minutes': 2}",41,59,1,10,0,False,Pass Incompletion,AJ McCarron pass incomplete to T.J. Yeldon.,-1.1387859939569847,,,
330070333094,33007033311,330070333,11,1,Alabama,SEC,21,Notre Dame,Alabama,Notre Dame,FBS Independents,0,2,"{'seconds': 22, 'minutes': 3}",29,71,1,10,2,False,Rush,T.J. Yeldon rush for 2 yards to the Alab 31.,-0.5291040057203755,,,
330070333099,33007033311,330070333,11,5,Alabama,SEC,21,Notre Dame,Alabama,Notre Dame,FBS Independents,0,2,"{'seconds': 34, 'minutes': 1}",48,52,3,3,10,False,Rush,T.J. Yeldon rush for 10 yards to the NDame 42 for a 1ST down.,1.9610726714141953,,,
330070333104,33007033311,330070333,11,9,Alabama,SEC,21,Notre Dame,Alabama,Notre Dame,FBS Independents,0,2,"{'seconds': 39, 'minutes': 0}",62,38,3,6,27,False,Pass Completion,AJ McCarron pass complete to Christion Jones for 27 yards to the NDame 11 for a 1ST down.,1.8330112139358548,,,
330070333101,33007033311,330070333,11,6,Alabama,SEC,21,Notre Dame,Alabama,Notre Dame,FBS Independents,0,2,"{'seconds': 6, 'minutes': 1}",58,42,1,10,0,False,Pass Completion,AJ McCarron pass complete to T.J. Yeldon for no gain to the NDame 42.,-0.908489395271188,,,
330070333095,33007033311,330070333,11,2,Alabama,SEC,21,Notre Dame,Alabama,Notre Dame,FBS Independents,0,2,"{'seconds': 44, 'minutes': 2}",31,69,2,8,10,False,Rush,T.J. Yeldon rush for 10 yards to the Alab 41 for a 1ST down.,1.6457085286769129,,,
330070333103,33007033311,330070333,11,8,Alabama,SEC,21,Notre Dame,Alabama,Notre Dame,FBS Independents,0,2,"{'seconds': 46, 'minutes': 0}",62,38,3,6,0,False,Timeout,"Timeout ALABAMA, clock 0:46.",,,,
330070333106,33007033311,330070333,11,11,Alabama,SEC,28,Notre Dame,Alabama,Notre Dame,FBS Independents,0,2,"{'seconds': 31, 'minutes': 0}",97,3,-1,-1,0,True,Extra Point Good,Jeremy Shelley extra point GOOD.,,,,
330070333102,33007033311,330070333,11,7,Alabama,SEC,21,Notre Dame,Alabama,Notre Dame,FBS Independents,0,2,"{'seconds': 46, 'minutes': 0}",58,42,2,10,4,False,Rush,Eddie Lacy rush for 4 yards to the NDame 38.,-0.1513257604604677,,,
330070333107,33007033311,330070333,11,12,Alabama,SEC,28,Notre Dame,Alabama,Notre Dame,FBS Independents,0,2,"{'seconds': 31, 'minutes': 0}",35,65,-1,-1,15,False,Kickoff,Cade Foster kickoff for 61 yards returned by George Atkinson III for 15 yards to the NDame 19.,,,,
330070333098,33007033311,330070333,11,4,Alabama,SEC,21,Notre Dame,Alabama,Notre Dame,FBS Independents,0,2,"{'seconds': 12, 'minutes': 2}",41,59,2,10,7,False,Rush,T.J. Yeldon rush for 7 yards to the Alab 48.,0.5417902007690928,,,
