gameId,season,week,team,opponent,offense_passingPlays_explosiveness,offense_passingPlays_successRate,offense_passingPlays_totalPPA,offense_passingPlays_ppa,offense_rushingPlays_explosiveness,offense_rushingPlays_successRate,offense_rushingPlays_totalPPA,offense_rushingPlays_ppa,offense_passingDowns_explosiveness,offense_passingDowns_successRate,offense_passingDowns_ppa,offense_standardDowns_explosiveness,offense_standardDowns_successRate,offense_standardDowns_ppa,offense_openFieldYardsTotal,offense_openFieldYards,offense_secondLevelYardsTotal,offense_secondLevelYards,offense_lineYardsTotal,offense_lineYards,offense_stuffRate,offense_powerSuccess,offense_explosiveness,offense_successRate,offense_totalPPA,offense_ppa,offense_drives,offense_plays,defense_passingPlays_explosiveness,defense_passingPlays_successRate,defense_passingPlays_totalPPA,defense_passingPlays_ppa,defense_rushingPlays_explosiveness,defense_rushingPlays_successRate,defense_rushingPlays_totalPPA,defense_rushingPlays_ppa,defense_passingDowns_explosiveness,defense_passingDowns_successRate,defense_passingDowns_ppa,defense_standardDowns_explosiveness,defense_standardDowns_successRate,defense_standardDowns_ppa,defense_openFieldYardsTotal,defense_openFieldYards,defense_secondLevelYardsTotal,defense_secondLevelYards,defense_lineYardsTotal,defense_lineYards,defense_stuffRate,defense_powerSuccess,defense_explosiveness,defense_successRate,defense_totalPPA,defense_ppa,defense_drives,defense_plays
401207098,2020,1,Houston Christian,North Texas,1.4577943298838076,0.4426229508196721,23.315547250185727,0.38222208606861846,0.745835313411973,0.56,2.069891379097715,0.0827956551639086,2.2601000134945064,0.3333333333333333,0.5151747941439269,0.920663786661871,0.5423728813559322,0.19450371504063413,42,1.68,24,0.96,81,3.24,0.2,0.8333333333333334,1.2146863730397666,0.47674418604651164,25.38543862928344,0.29517951894515626,13,86,2.1783462089082977,0.5588235294117647,33.35601511079516,0.9810592679645636,1.1979239926972725,0.4807692307692308,16.738326125181395,0.3218908870227191,2.090576204778342,0.5,0.9137466270351245,1.4244899072442265,0.5166666666666667,0.4389488155510553,138,2.6538461538461537,62,1.1923076923076923,178,3.425,0.07692307692307693,0.8571428571428571,1.6212881315156695,0.5116279069767442,50.09434123597656,0.5824923399532158,13,86
401207098,2020,1,North Texas,Houston Christian,2.1783462089082977,0.5588235294117647,33.35601511079516,0.9810592679645636,1.1979239926972725,0.4807692307692308,16.738326125181395,0.3218908870227191,2.090576204778342,0.5,0.9137466270351245,1.4244899072442265,0.5166666666666667,0.4389488155510553,138,2.6538461538461537,62,1.1923076923076923,178,3.425,0.07692307692307693,0.8571428571428571,1.6212881315156695,0.5116279069767442,50.09434123597656,0.5824923399532158,13,86,1.4577943298838076,0.4426229508196721,23.315547250185727,0.38222208606861846,0.745835313411973,0.56,2.069891379097715,0.0827956551639086,2.2601000134945064,0.3333333333333333,0.5151747941439269,0.920663786661871,0.5423728813559322,0.19450371504063413,42,1.68,24,0.96,81,3.24,0.2,0.8333333333333334,1.2146863730397666,0.47674418604651164,25.38543862928344,0.29517951894515626,13,86
401207101,2020,1,South Alabama,Southern Miss,2.093537555483917,0.5333333333333333,15.525624760598262,0.5175208253532754,0.7850569499839241,0.47368421052631576,4.53444929250384,0.11932761296062738,2.376425394520152,0.6111111111111112,1.0481692714100044,0.9342150716405059,0.46,0.023860543354440454,33,0.868421052631579,30,0.7894736842105263,106,2.8,0.18421052631578946,1.0,1.4008125290427442,0.5,20.060074053102102,0.29500108901620736,11,68,1.8022425254392334,0.47058823529411764,18.69892339306092,0.549968335090027,0.9532425026518304,0.34285714285714286,-3.005826271070445,-0.08588075060201272,2.5686131965133425,0.34782608695652173,0.4916296531733005,0.986294243337148,0.43478260869565216,0.09533945867401222,31,0.8857142857142857,21,0.6,60,1.72,0.2857142857142857,0.625,1.4383853728160607,0.4057971014492754,15.693097121990473,0.22743619017377498,10,69
401207101,2020,1,Southern Miss,South Alabama,1.8022425254392334,0.47058823529411764,18.69892339306092,0.549968335090027,0.9532425026518304,0.34285714285714286,-3.005826271070445,-0.08588075060201272,2.5686131965133425,0.34782608695652173,0.4916296531733005,0.986294243337148,0.43478260869565216,0.09533945867401222,31,0.8857142857142857,21,0.6,60,1.72,0.2857142857142857,0.625,1.4383853728160607,0.4057971014492754,15.693097121990473,0.22743619017377498,10,69,2.093537555483917,0.5333333333333333,15.525624760598262,0.5175208253532754,0.7850569499839241,0.47368421052631576,4.53444929250384,0.11932761296062738,2.376425394520152,0.6111111111111112,1.0481692714100044,0.9342150716405059,0.46,0.023860543354440454,33,0.868421052631579,30,0.7894736842105263,106,2.8,0.18421052631578946,1.0,1.4008125290427442,0.5,20.060074053102102,0.29500108901620736,11,68
401207102,2020,8,Chattanooga,Western Kentucky,1.0925384058675616,0.24,-4.92368805435877,-0.19694752217435083,1.2202622772967024,0.35,5.129798276937174,0.12824495692342935,1.937307934779579,0.24,0.20475001296293538,0.8582181934772665,0.35,-0.12281600253737453,5,0.125,31,0.775,121,3.02,0.175,1.0,1.1819451158679601,0.3076923076923077,0.20611022257840328,0.0031709265012062043,10,65,1.5291635942960957,0.34615384615384615,5.73580514520551,0.2206078902002119,0.8229579982231834,0.34375,-7.872593402949093,-0.24601854384215915,2.3430484615431726,0.1875,-0.16786734818938762,0.9285802908523741,0.40476190476190477,0.013073555078252816,42,1.3125,26,0.8125,48,1.509375,0.375,0.4,1.140750516455994,0.3448275862068966,-2.1367882577435835,-0.03684117685764799,9,58
401207102,2020,8,Western Kentucky,Chattanooga,1.5291635942960957,0.34615384615384615,5.73580514520551,0.2206078902002119,0.8229579982231834,0.34375,-7.872593402949093,-0.24601854384215915,2.3430484615431726,0.1875,-0.16786734818938762,0.9285802908523741,0.40476190476190477,0.013073555078252816,42,1.3125,26,0.8125,48,1.509375,0.375,0.4,1.140750516455994,0.3448275862068966,-2.1367882577435835,-0.03684117685764799,9,58,1.0925384058675616,0.24,-4.92368805435877,-0.19694752217435083,1.2202622772967024,0.35,5.129798276937174,0.12824495692342935,1.937307934779579,0.24,0.20475001296293538,0.8582181934772665,0.35,-0.12281600253737453,5,0.125,31,0.775,121,3.02,0.175,1.0,1.1819451158679601,0.3076923076923077,0.20611022257840328,0.0031709265012062043,10,65
401207106,2020,3,Louisiana Tech,Southern Miss,1.6130869317250653,0.40540540540540543,8.360647418445916,0.22596344374178154,0.9049012553804424,0.5,10.92897210774945,0.27322430269373627,2.012569525353374,0.34782608695652173,0.5098279618951573,0.9701397363206606,0.5,0.14006622967790272,21,0.525,43,1.075,138,3.4475,0.125,0.8333333333333334,1.208409402385281,0.45454545454545453,19.289619526195366,0.2505145393012385,10,77,1.6892799612751483,0.4375,6.224449044099855,0.19451403262812048,0.9400853283878858,0.5714285714285714,6.887535396737678,0.24598340702634564,1.6783018936749743,0.42105263157894735,0.19134520429171126,1.1484031619390207,0.5365853658536586,0.23113233071451264,37,1.3214285714285714,31,1.1071428571428572,75,2.682142857142857,0.17857142857142858,0.7142857142857143,1.2897094904019417,0.5,13.111984440837533,0.21853307401395888,9,60
401207106,2020,3,Southern Miss,Louisiana Tech,1.6892799612751483,0.4375,6.224449044099855,0.19451403262812048,0.9400853283878858,0.5714285714285714,6.887535396737678,0.24598340702634564,1.6783018936749743,0.42105263157894735,0.19134520429171126,1.1484031619390207,0.5365853658536586,0.23113233071451264,37,1.3214285714285714,31,1.1071428571428572,75,2.682142857142857,0.17857142857142858,0.7142857142857143,1.2897094904019417,0.5,13.111984440837533,0.21853307401395888,9,60,1.6130869317250653,0.40540540540540543,8.360647418445916,0.22596344374178154,0.9049012553804424,0.5,10.92897210774945,0.27322430269373627,2.012569525353374,0.34782608695652173,0.5098279618951573,0.9701397363206606,0.5,0.14006622967790272,21,0.525,43,1.075,138,3.4475,0.125,0.8333333333333334,1.208409402385281,0.45454545454545453,19.289619526195366,0.2505145393012385,10,77
401207113,2020,2,Texas State,UTSA,1.6348696726441854,0.38636363636363635,1.96874198957637,0.04474413612673568,0.9428700387185177,0.46875,6.943302220639198,0.21697819439497493,1.754021271235543,0.37037037037037035,0.21446375946510776,1.1088919228806131,0.4489795918367347,0.06370454499301342,29,0.90625,49,1.53125,98,3.071875,0.21875,0.8333333333333334,1.3104948442415287,0.42105263157894735,8.912044210215567,0.11726373960809958,17,76,1.4072350265582867,0.34375,6.244154267490368,0.195129820859074,1.2574604561981235,0.42,11.191801798116465,0.2238360359623293,2.4373833252695185,0.22727272727272727,0.3110987915117756,1.0999754905908947,0.45,0.17652971087246283,150,3.0,57,1.14,143,2.86,0.18,0.75,1.3089454647594296,0.3902439024390244,17.43595606560683,0.21263361055618088,17,82
401207113,2020,2,UTSA,Texas State,1.4072350265582867,0.34375,6.244154267490368,0.195129820859074,1.2574604561981235,0.42,11.191801798116465,0.2238360359623293,2.4373833252695185,0.22727272727272727,0.3110987915117756,1.0999754905908947,0.45,0.17652971087246283,150,3.0,57,1.14,143,2.86,0.18,0.75,1.3089454647594296,0.3902439024390244,17.43595606560683,0.21263361055618088,17,82,1.6348696726441854,0.38636363636363635,1.96874198957637,0.04474413612673568,0.9428700387185177,0.46875,6.943302220639198,0.21697819439497493,1.754021271235543,0.37037037037037035,0.21446375946510776,1.1088919228806131,0.4489795918367347,0.06370454499301342,29,0.90625,49,1.53125,98,3.071875,0.21875,0.8333333333333334,1.3104948442415287,0.42105263157894735,8.912044210215567,0.11726373960809958,17,76
