id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,offenseTimeouts,defenseTimeouts,ppa,wallclock
252532426143,25253242623,252532426,22,2,Navy,FBS Independents,24,Stanford,Navy,Stanford,Pac-10,35,3,"{'seconds': 45, 'minutes': 2}",20,80,2,10,0,False,Penalty,NAVY penalty 5 yard false start accepted.,,,,
252532426145,25253242623,252532426,22,4,Navy,FBS Independents,24,Stanford,Navy,Stanford,Pac-10,35,3,"{'seconds': 49, 'minutes': 1}",19,81,3,11,-4,False,Rush,Brian Hampton rush for a loss of 4 yards to the Navy 15.,,,-0.13498584183121579,
252532426146,25253242623,252532426,22,5,Navy,FBS Independents,24,Stanford,Navy,Stanford,Pac-10,35,3,"{'seconds': 28, 'minutes': 1}",15,85,4,15,7,False,Punt,"Eric Shuey punt for 32 yards, returned by David Marrero for 7 yards to the Navy 40.",,,,
252532426036,25253242607,252532426,6,2,Navy,FBS Independents,7,Stanford,Navy,Stanford,Pac-10,13,1,"{'seconds': 22, 'minutes': 2}",35,65,-1,-1,93,True,Kickoff,Joey Bullen kickoff for 58 yards returned by T.j. Rushing for 93 yards for a TOUCHDOWN.,,,,
252532426035,25253242607,252532426,6,1,Navy,FBS Independents,7,Stanford,Navy,Stanford,Pac-10,7,1,"{'seconds': 33, 'minutes': 2}",97,3,-1,-1,0,True,Extra Point Good,Joey Bullen extra point GOOD.,,,,
252532426092,25253242615,252532426,14,6,Navy,FBS Independents,21,Stanford,Navy,Stanford,Pac-10,21,2,"{'seconds': 6, 'minutes': 1}",51,49,1,10,12,False,Pass,Lamar Owens pass complete to Adam Ballard for 12 yards to the Stanf 37 for a 1ST down.,,,0.7109219201605051,
252532426093,25253242615,252532426,14,7,Navy,FBS Independents,21,Stanford,Navy,Stanford,Pac-10,21,2,"{'seconds': 53, 'minutes': 0}",63,37,1,10,1,False,Pass,"Lamar Owens pass intercepted by Udeme Udofia at the Stanf 34, returned for 1 yard to the Stanf 35.",,,-0.5726354907928038,
252532426090,25253242615,252532426,14,4,Navy,FBS Independents,21,Stanford,Navy,Stanford,Pac-10,21,2,"{'seconds': 29, 'minutes': 1}",41,59,3,9,8,False,Pass,Lamar Owens pass complete to Jason Tomlinson for 8 yards to the Navy 49.,,,0.5572211460234993,
252532426087,25253242615,252532426,14,2,Navy,FBS Independents,21,Stanford,Navy,Stanford,Pac-10,21,2,"{'seconds': 46, 'minutes': 1}",42,58,2,8,4,False,Rush,Lamar Owens rush for 4 yards to the Navy 46.,,,-0.155433646869616,
252532426086,25253242615,252532426,14,1,Navy,FBS Independents,21,Stanford,Navy,Stanford,Pac-10,21,2,"{'seconds': 15, 'minutes': 2}",40,60,1,10,2,False,Rush,Matt Hall rush for 2 yards to the Navy 42.,,,-0.6799841752385892,
