game_id,season,week,season_type,home_away,team_id,team,conference,opponent_id,opponent,opponent_conference,completionAttempts,defensiveTDs,firstDowns,fourthDownEff,fumblesLost,fumblesRecovered,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,kickingPoints,netPassingYards,passesDeflected,passesIntercepted,passingTDs,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,qbHurries,rushingAttempts,rushingTDs,rushingYards,sacks,tackles,tacklesForLoss,thirdDownEff,totalFumbles,totalPenaltiesYards,totalYards,turnovers,yardsPerPass,yardsPerRushAttempt
400933827,2017,1,regular,away,52,Florida State,ACC,333,Alabama,SEC,19-33,0,15,0-1,1,0,0,0,2,0,20,2,1,210,1,0,1,27:13,0,0,0,0,27,0,40,2,26,4,4-13,1,4-30,250,3,6.4,1.5
400933827,2017,1,regular,home,333,Alabama,SEC,52,Florida State,ACC,10-18,0,13,2-2,0,1,0,0,0,0,15,1,10,96,6,2,1,32:47,0,19,1,0,42,1,173,3,30,9,3-16,0,5-30,269,0,5.3,4.1
400933828,2017,1,regular,away,50,Florida A&M,MEAC,8,Arkansas,SEC,14-29,0,9,3-4,1,0,0,0,0,0,39,3,1,95,1,1,1,25:30,0,0,0,1,31,0,80,2,30,5,3-16,1,7-55,175,1,3.3,2.6
400933828,2017,1,regular,home,8,Arkansas,SEC,50,Florida A&M,MEAC,16-22,0,26,0-0,0,1,0,0,1,0,37,2,7,179,2,0,2,34:30,0,0,0,2,45,4,236,3,30,6,7-10,0,2-20,415,1,8.1,5.2
400933829,2017,1,regular,away,290,Georgia Southern,Sun Belt,2,Auburn,SEC,4-9,0,8,1-2,0,2,0,0,1,0,15,1,1,8,3,1,0,29:28,0,0,0,11,47,0,70,3,39,8,0-15,0,3-15,78,1,0.9,1.5
400933829,2017,1,regular,home,2,Auburn,SEC,290,Georgia Southern,Sun Belt,15-26,0,25,2-3,2,0,0,0,1,0,29,1,11,184,1,1,2,30:32,0,6,1,5,53,3,351,5,34,12,6-16,4,4-42,535,3,7.1,6.6
400933830,2017,1,regular,away,130,Michigan,Big Ten,57,Florida,SEC,12-26,0,19,1-1,0,3,0,0,2,0,0,0,15,218,6,0,1,34:13,0,40,5,5,49,1,215,6,32,11,6-18,0,7-55,433,2,8.4,4.4
400933830,2017,1,regular,home,57,Florida,SEC,130,Michigan,Big Ten,14-26,2,9,1-2,3,0,2,89,0,0,71,4,5,181,0,2,0,25:47,0,0,0,4,27,0,11,5,54,11,2-13,5,5-45,192,3,7.0,0.4
400933831,2017,1,regular,away,2026,App State,Sun Belt,61,Georgia,SEC,21-32,0,12,0-1,0,0,0,26,0,0,15,1,4,148,3,2,0,31:04,0,0,0,0,32,1,136,1,28,6,7-18,1,11-105,284,0,4.6,4.3
400933831,2017,1,regular,home,61,Georgia,SEC,2026,App State,Sun Belt,11-20,0,18,1-1,0,0,0,0,2,0,42,2,7,147,1,0,1,28:56,0,6,2,0,44,3,221,1,33,7,5-14,0,8-46,368,2,7.3,5.0
400933832,2017,1,regular,away,96,Kentucky,SEC,2572,Southern Miss,Conference USA,11-20,0,12,0-0,1,0,0,0,0,0,78,3,6,176,1,0,1,29:01,0,0,0,1,35,1,78,2,35,8,3-13,1,8-60,254,1,8.8,2.2
400933832,2017,1,regular,home,2572,Southern Miss,Conference USA,96,Kentucky,SEC,22-40,0,19,2-4,3,0,0,0,0,0,35,2,5,309,3,0,2,30:59,0,7,1,0,38,0,55,1,29,5,4-17,4,8-69,364,3,7.7,1.4
400933833,2017,1,regular,away,252,BYU,FBS Independents,99,LSU,SEC,12-24,0,6,0-1,0,0,0,0,1,0,96,5,0,102,1,0,0,18:06,0,0,0,1,14,0,-5,0,42,4,2-10,0,5-39,97,1,4.3,-0.4
400933833,2017,1,regular,home,99,LSU,SEC,252,BYU,FBS Independents,15-18,0,26,0-1,0,0,0,0,0,0,21,1,9,183,5,1,0,41:54,0,26,3,2,57,3,296,3,24,3,5-10,0,10-86,479,0,10.2,5.2
400933834,2017,1,regular,away,6,South Alabama,Sun Belt,145,Ole Miss,SEC,19-31,0,25,1-2,0,1,0,0,0,0,16,2,9,204,2,0,1,31:51,0,0,1,0,37,2,170,2,41,3,1-10,1,3-22,374,0,6.6,4.6
400933834,2017,1,regular,home,145,Ole Miss,SEC,6,South Alabama,Sun Belt,28-35,1,23,1-1,1,0,0,0,0,1,164,3,11,429,4,0,4,28:09,0,7,2,1,29,1,102,1,36,6,6-11,1,7-45,531,1,12.3,3.5
400933835,2017,1,regular,away,2127,Charleston Southern,Big South,344,Mississippi State,SEC,3-8,0,2,0-0,0,0,0,0,0,0,63,4,0,15,5,0,0,27:35,0,0,0,6,39,0,18,0,34,5,2-14,3,4-30,33,0,1.9,0.5
400933835,2017,1,regular,home,344,Mississippi State,SEC,2127,Charleston Southern,Big South,20-36,0,29,1-1,0,0,0,0,0,0,75,2,9,274,1,0,3,32:25,0,22,3,2,50,3,281,1,23,9,6-15,0,7-60,555,0,7.6,5.6
400933836,2017,1,regular,away,2623,Missouri State,MVFC,142,Missouri,SEC,24-35,0,21,0-0,1,0,0,0,1,0,20,1,5,353,3,1,2,38:16,0,4,1,0,39,4,139,1,52,2,8-16,3,4-30,492,2,10.1,3.6
400933836,2017,1,regular,home,142,Missouri,SEC,2623,Missouri State,MVFC,21-34,0,35,0-1,1,0,0,-5,1,0,157,7,12,521,2,1,7,21:44,0,10,1,2,41,3,294,4,44,12,8-12,2,6-52,815,2,15.3,7.2
400933837,2017,1,regular,away,152,NC State,ACC,2579,South Carolina,SEC,45-64,0,29,2-4,2,0,0,0,0,0,39,2,4,415,3,1,2,36:54,0,40,3,2,35,2,89,3,21,7,9-20,2,8-65,504,2,6.5,2.5
400933837,2017,1,regular,home,2579,South Carolina,SEC,152,NC State,ACC,17-29,1,12,0-0,0,2,0,0,1,1,141,4,5,215,4,0,3,23:06,0,26,3,5,21,1,31,4,48,11,5-12,0,6-45,246,1,7.4,1.5
400933838,2017,1,regular,away,245,Texas A&M,SEC,26,UCLA,Pac-12,9-30,0,23,0-1,0,3,0,0,0,0,112,4,14,89,12,0,0,36:22,0,0,0,0,63,5,382,3,51,6,9-21,0,5-39,471,0,3.0,6.1
400933838,2017,1,regular,home,26,UCLA,Pac-12,245,Texas A&M,SEC,35-59,0,28,2-3,3,0,0,0,0,0,115,6,9,491,12,0,4,23:38,0,-1,1,0,25,2,63,6,61,8,6-16,3,7-56,554,3,8.3,2.5
400933839,2017,1,regular,away,238,Vanderbilt,SEC,2393,Middle Tennessee,Conference USA,20-28,0,15,0-0,0,0,0,28,0,0,0,0,4,296,7,1,3,36:33,0,0,0,4,35,1,71,5,40,10,8-16,1,6-69,367,0,10.6,2.0
400933839,2017,1,regular,home,2393,Middle Tennessee,Conference USA,238,Vanderbilt,SEC,18-31,0,14,0-2,0,0,0,0,1,0,0,0,0,166,4,0,1,23:27,0,20,3,1,26,0,49,1,43,5,0-12,1,4-14,215,1,5.4,1.9
400933840,2017,1,regular,away,2633,Tennessee,SEC,59,Georgia Tech,ACC,20-37,0,18,0-1,0,2,0,0,0,0,109,4,6,221,1,0,2,18:33,0,0,0,0,22,4,148,0,45,1,5-12,0,2-20,369,0,6.0,6.7
400933840,2017,1,regular,home,59,Georgia Tech,ACC,2633,Tennessee,SEC,5-10,0,33,0-0,2,0,0,0,0,0,30,2,5,120,3,0,0,41:27,0,7,2,0,86,6,535,0,21,1,13-18,3,4-37,655,2,12.0,6.2
400933841,2017,2,regular,away,278,Fresno State,Mountain West,333,Alabama,SEC,26-41,0,18,0-0,0,0,0,0,1,0,127,5,4,216,1,0,1,29:18,0,0,0,2,22,0,57,1,42,4,3-11,1,1-6,273,1,5.3,2.6
400933841,2017,2,regular,home,333,Alabama,SEC,278,Fresno State,Mountain West,20-27,0,28,1-1,0,0,0,30,0,0,19,1,11,192,2,1,2,30:42,0,12,2,3,39,3,305,2,38,3,4-10,0,4-30,497,0,7.1,7.8
400933842,2017,2,regular,away,2628,TCU,Big 12,8,Arkansas,SEC,21-31,0,24,0-0,1,1,0,0,1,0,60,2,4,166,1,0,0,33:52,0,14,1,1,42,4,195,3,25,6,10-14,3,6-60,361,2,5.4,4.6
400933842,2017,2,regular,home,8,Arkansas,SEC,2628,TCU,Big 12,9-23,0,13,1-2,1,1,0,16,0,0,33,2,1,138,2,1,1,26:08,0,0,0,2,31,0,129,1,37,3,4-14,2,5-49,267,1,6.0,4.2
400933843,2017,2,regular,away,2,Auburn,SEC,228,Clemson,ACC,13-24,0,13,1-2,0,2,0,0,0,0,35,2,6,79,5,0,0,32:25,0,25,1,1,42,0,38,4,45,8,6-18,1,5-40,117,0,3.3,0.9
400933843,2017,2,regular,home,228,Clemson,ACC,2,Auburn,SEC,20-31,0,18,0-0,2,0,0,0,0,0,21,1,2,185,2,0,0,27:35,0,17,4,4,36,2,96,11,41,14,9-16,2,8-60,281,2,6.0,2.7
400933845,2017,2,regular,away,61,Georgia,SEC,87,Notre Dame,FBS Independents,16-29,0,16,0-0,1,2,0,0,1,0,111,4,8,141,3,0,1,32:42,0,21,3,7,43,1,185,3,42,9,4-18,1,12-126,326,2,4.9,4.3
400933845,2017,2,regular,home,87,Notre Dame,FBS Independents,61,Georgia,SEC,19-39,0,18,1-1,2,1,0,0,0,0,84,4,13,211,2,1,0,27:18,0,-3,3,5,37,1,55,2,40,6,3-17,3,8-63,266,2,5.4,1.5
400933846,2017,2,regular,away,2198,Eastern Kentucky,OVC,96,Kentucky,SEC,31-43,0,17,1-1,1,0,0,0,1,0,141,4,4,256,4,0,1,28:32,0,-1,1,0,20,1,62,3,37,8,6-14,1,11-90,318,2,6.0,3.1
400933846,2017,2,regular,home,96,Kentucky,SEC,2198,Eastern Kentucky,OVC,16-24,0,22,0-1,0,1,0,0,0,0,73,3,9,229,3,1,1,31:28,0,-1,1,1,39,2,207,1,34,3,6-13,0,6-60,436,0,9.5,5.3
400933847,2017,2,regular,away,236,Chattanooga,Southern,99,LSU,SEC,15-32,0,12,1-3,0,0,0,0,2,0,109,5,4,174,1,0,0,27:28,0,0,0,2,27,1,68,2,27,5,3-14,0,4-10,242,2,5.4,2.5
400933847,2017,2,regular,home,99,LSU,SEC,236,Chattanooga,Southern,9-18,1,22,1-1,0,0,0,0,0,0,72,3,9,232,4,2,1,32:32,1,73,2,5,46,4,222,5,23,8,5-12,1,11-74,454,0,12.9,4.8
