game_id,season,week,season_type,home_away,team_id,team,conference,opponent_id,opponent,opponent_conference,completionAttempts,firstDowns,fourthDownEff,fumblesLost,fumblesRecovered,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,kickingPoints,netPassingYards,passesIntercepted,passingTDs,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,rushingAttempts,rushingTDs,rushingYards,thirdDownEff,totalPenaltiesYards,totalYards,turnovers,yardsPerPass,yardsPerRushAttempt
400603827,2015,1,regular,away,275,Wisconsin,Big Ten,333,Alabama,SEC,26-39,17,0-0,0,0,0,0,1,0,84,4,5,228,0,2,28:55,0,15,2,21,0,40,6-14,5-50,268,1,5.8,1.9
400603827,2015,1,regular,home,333,Alabama,SEC,275,Wisconsin,Big Ten,22-29,27,1-1,0,0,0,41,0,0,35,3,5,264,1,1,31:05,0,25,4,37,4,238,4-11,11-120,502,0,9.1,6.4
400603828,2015,1,regular,away,2638,UTEP,Conference USA,8,Arkansas,SEC,14-19,13,0-2,2,0,0,0,1,0,130,6,7,146,0,0,30:41,0,2,1,34,1,58,7-14,2-15,204,3,7.7,1.7
400603828,2015,1,regular,home,8,Arkansas,SEC,2638,UTEP,Conference USA,14-20,18,2-2,0,2,0,12,0,0,55,2,12,308,1,4,29:19,0,12,2,34,2,182,5-11,6-68,490,0,15.4,5.4
400603829,2015,1,regular,away,97,Louisville,ACC,2,Auburn,SEC,17-33,27,3-3,1,0,0,20,1,0,0,0,6,167,3,0,30:50,0,0,0,48,3,238,8-16,5-35,405,2,5.1,5.0
400603829,2015,1,regular,home,2,Auburn,SEC,97,Louisville,ACC,11-21,21,0-1,0,1,0,35,3,0,64,3,7,137,1,1,29:10,0,-2,1,41,2,190,4-10,8-80,327,3,6.5,4.6
400603830,2015,1,regular,away,166,New Mexico State,Sun Belt,57,Florida,SEC,15-29,8,2-3,0,1,0,0,1,0,22,1,1,136,0,1,22:04,0,0,0,22,1,64,1-12,1-9,200,1,4.7,2.9
400603830,2015,1,regular,home,57,Florida,SEC,166,New Mexico State,Sun Belt,31-38,28,2-2,1,0,0,43,0,0,46,2,13,384,1,4,37:56,0,30,3,41,4,222,10-15,1-10,606,1,10.1,5.4
400603831,2015,1,regular,away,2433,UL Monroe,Sun Belt,61,Georgia,SEC,23-29,12,0-0,0,0,0,0,1,0,62,4,2,206,0,2,26:40,0,0,0,26,0,45,5-14,5-30,251,1,7.1,1.7
400603831,2015,1,regular,home,61,Georgia,SEC,2433,UL Monroe,Sun Belt,10-14,19,0-0,0,0,0,26,0,0,61,3,7,192,1,3,23:26,0,37,3,38,4,243,5-9,4-30,435,0,13.7,6.4
400603832,2015,1,regular,away,309,Louisiana,Sun Belt,96,Kentucky,SEC,26-41,27,3-4,2,0,0,1,2,0,77,4,5,232,1,0,37:05,0,-2,2,47,4,247,7-19,7-70,479,4,5.7,5.3
400603832,2015,1,regular,home,96,Kentucky,SEC,309,Louisiana,Sun Belt,16-34,18,1-1,0,2,0,0,1,0,127,4,10,257,2,3,22:55,0,16,1,26,2,178,5-14,4-54,435,1,7.6,6.8
400603834,2015,1,regular,away,2546,Southeast Missouri State,OVC,142,Missouri,SEC,12-22,10,0-0,1,0,0,2,0,0,72,3,3,56,1,0,31:53,0,11,3,42,0,135,4-18,10-103,191,1,2.5,3.2
400603834,2015,1,regular,home,142,Missouri,SEC,2546,Southeast Missouri State,OVC,18-32,19,0-1,0,1,0,0,1,0,19,1,10,319,0,3,28:07,1,72,6,33,0,88,5-14,6-44,407,1,10.0,2.7
400603835,2015,1,regular,away,2630,UT Martin,OVC,145,Ole Miss,SEC,16-29,13,1-1,0,0,0,0,1,0,90,5,3,174,1,0,36:09,0,8,1,39,0,116,2-17,6-43,290,1,6.0,3.0
400603835,2015,1,regular,home,145,Ole Miss,SEC,2630,UT Martin,OVC,19-28,28,2-2,0,0,1,93,1,0,40,2,10,324,1,5,23:51,0,80,6,36,5,338,4-9,3-30,662,1,11.6,9.4
400603836,2015,1,regular,away,344,Mississippi State,SEC,2572,Southern Miss,Conference USA,22-38,19,0-0,2,0,0,22,0,1,91,3,10,237,2,2,22:15,0,6,2,28,1,205,8-14,6-60,442,2,6.2,7.3
400603836,2015,1,regular,home,2572,Southern Miss,Conference USA,344,Mississippi State,SEC,30-44,20,2-4,0,2,0,0,2,0,166,7,10,311,0,1,37:45,0,0,0,36,0,102,4-17,8-64,413,2,7.1,2.8
400603838,2015,1,regular,away,9,Arizona State,Pac-12,245,Texas A&M,SEC,25-41,19,0-2,2,1,0,9,0,0,82,5,5,199,2,1,31:31,0,21,3,41,1,92,5-18,6-45,291,2,4.9,2.2
400603838,2015,1,regular,home,245,Texas A&M,SEC,9,Arizona State,Pac-12,19-35,22,0-1,1,2,0,0,2,0,36,2,8,247,0,2,28:29,1,82,2,45,2,178,8-18,5-50,425,3,7.1,4.0
400603839,2015,1,regular,away,98,Western Kentucky,Conference USA,238,Vanderbilt,SEC,19-30,11,0-0,0,1,0,0,0,0,45,2,2,209,2,1,23:21,0,0,0,23,1,37,2-12,9-70,246,0,7.0,1.6
