game_id,season,week,season_type,home_away,team_id,team,conference,opponent_id,opponent,opponent_conference,completionAttempts,defensiveTDs,firstDowns,fourthDownEff,fumblesLost,fumblesRecovered,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,kickingPoints,netPassingYards,passesDeflected,passesIntercepted,passingTDs,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,qbHurries,rushingAttempts,rushingTDs,rushingYards,sacks,tackles,tacklesForLoss,thirdDownEff,totalFumbles,totalPenaltiesYards,totalYards,turnovers,yardsPerPass,yardsPerRushAttempt
401110720,2019,1,regular,away,150,Duke,ACC,333,Alabama,SEC,12-22,0,11,0-2,1,2,0,0,2,0,0,0,3,97,0,0,0,23:23,0,3,1,0,32,0,107,1,41,4,3-12,2,8-52,204,3,4.4,3.3
401110720,2019,1,regular,home,333,Alabama,SEC,150,Duke,ACC,30-36,0,30,2-2,1,2,0,0,0,0,22,1,6,367,2,2,4,36:37,0,0,0,0,42,2,145,1,48,4,6-12,2,8-88,512,1,10.2,3.5
401110721,2019,1,regular,away,2502,Portland State,Big Sky,8,Arkansas,SEC,16-33,0,16,3-3,0,0,0,17,3,0,0,0,7,155,8,1,1,26:22,0,0,1,3,28,0,75,2,88,5,2-13,0,10-85,230,3,4.7,2.7
401110721,2019,1,regular,home,8,Arkansas,SEC,2502,Portland State,Big Sky,18-35,0,26,2-2,0,0,0,49,1,0,16,2,8,191,12,3,0,33:38,0,16,2,12,42,2,204,6,48,16,5-15,2,7-70,395,1,5.5,4.9
401110722,2019,1,regular,away,2483,Oregon,Pac-12,2,Auburn,SEC,28-37,0,17,1-2,1,0,0,4,0,0,57,2,3,242,3,2,1,32:28,0,131,3,7,33,2,90,1,40,7,4-14,2,7-58,332,1,6.5,2.7
401110722,2019,1,regular,home,2,Auburn,SEC,2483,Oregon,Pac-12,13-32,0,21,1-1,0,2,0,0,2,0,20,1,9,177,1,0,2,27:32,0,64,5,2,43,1,206,3,88,6,7-17,2,7-60,383,2,5.5,4.8
401110723,2019,1,regular,away,2390,Miami,ACC,57,Florida,SEC,19-30,0,20,0-2,1,4,0,41,0,0,32,1,8,214,2,2,1,36:13,0,-1,1,3,36,1,87,2,52,6,2-14,6,14-118,301,1,7.1,2.4
401110723,2019,1,regular,home,57,Florida,SEC,2390,Miami,ACC,17-27,0,17,4-4,2,2,0,0,2,0,44,2,6,254,4,0,2,23:47,0,19,3,5,28,1,50,20,82,16,2-10,4,9-100,304,4,9.4,1.8
401110724,2019,1,regular,away,2649,Toledo,Mid-American,96,Kentucky,SEC,11-25,0,15,0-0,1,4,0,0,1,0,59,2,6,166,1,0,0,29:15,0,6,3,2,39,3,181,1,41,14,7-16,2,11-80,347,2,6.6,4.6
401110724,2019,1,regular,home,96,Kentucky,SEC,2649,Toledo,Mid-American,19-26,0,20,1-1,2,2,0,3,0,0,62,3,8,246,10,1,2,30:45,0,5,2,2,39,3,176,4,32,7,3-11,8,7-61,422,2,9.5,4.5
401110725,2019,1,regular,away,290,Georgia Southern,Sun Belt,99,LSU,SEC,4-11,0,8,0-0,2,0,0,0,0,0,13,1,3,24,10,0,0,28:32,0,0,0,0,39,0,74,0,60,7,1-12,4,5-20,98,2,2.2,1.9
401110725,2019,1,regular,home,99,LSU,SEC,290,Georgia Southern,Sun Belt,30-39,0,22,1-1,0,2,0,0,0,0,0,1,13,350,2,0,5,31:28,0,52,4,1,33,2,122,2,21,10,8-14,0,7-70,472,0,9.0,3.7
