game_id,season,week,season_type,home_away,team_id,team,conference,opponent_id,opponent,opponent_conference,completionAttempts,firstDowns,fourthDownEff,fumblesLost,fumblesRecovered,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,kickingPoints,netPassingYards,passesIntercepted,passingTDs,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,rushingAttempts,rushingTDs,rushingYards,thirdDownEff,totalPenaltiesYards,totalYards,turnovers,yardsPerPass,yardsPerRushAttempt
282410024,2008,1,regular,away,204,Oregon State,Pac-10,24,Stanford,Pac-10,34-54,29,0-1,1,0,0,0,2,0,0,0,8,415,0,3,17:24,0,9,4,28,0,86,5-13,12-100,490,3,7.5,3.1
282410024,2008,1,regular,home,24,Stanford,Pac-10,204,Oregon State,Pac-10,10-17,18,1-1,0,1,1,50,0,0,0,0,10,100,2,1,18:33,0,2,1,48,2,210,4-13,8-82,301,0,5.4,4.4
282410041,2008,1,regular,away,2275,Hofstra,CAA,41,UConn,Big East,17-28,13,0-1,1,2,0,70,2,0,157,5,3,130,3,0,17:23,0,-15,1,28,0,40,6-14,8-70,170,3,4.6,1.4
282410041,2008,1,regular,home,41,UConn,Big East,2275,Hofstra,CAA,18-30,27,0-0,2,1,0,0,3,0,0,0,5,233,2,0,19:17,0,42,5,43,5,218,5-10,7-70,451,5,7.8,5.1
282410059,2008,1,regular,away,55,Jacksonville State,OVC,59,Georgia Tech,ACC,22-37,15,0-1,2,2,0,0,2,0,128,7,2,136,0,2,18:17,0,0,0,31,0,122,8-15,4-40,258,4,3.7,3.9
282410059,2008,1,regular,home,59,Georgia Tech,ACC,55,Jacksonville State,OVC,8-15,19,1-2,2,2,0,47,0,0,0,0,5,140,2,0,14:00,0,0,3,46,6,349,6-12,6-70,484,2,9.0,7.6
282410066,2008,1,regular,away,2571,South Dakota State,MVFC,66,Iowa State,Big 12,23-37,18,1-1,1,3,0,0,5,0,156,9,3,162,0,0,18:33,0,0,0,25,2,180,6-14,5-30,350,6,4.6,7.2
282410066,2008,1,regular,home,66,Iowa State,Big 12,2571,South Dakota State,MVFC,13-19,20,1-1,3,1,1,202,0,0,0,0,14,159,5,2,17:53,0,29,3,42,2,229,6-12,6-64,388,3,8.4,5.5
282410193,2008,1,regular,away,238,Vanderbilt,SEC,193,Miami (OH),Mid-American,9-16,17,0-1,2,0,0,1,0,0,0,0,10,102,3,1,19:47,0,120,5,50,3,269,8-15,2-25,360,2,5.7,5.4
282410193,2008,1,regular,home,193,Miami (OH),Mid-American,238,Vanderbilt,SEC,19-42,17,1-2,0,2,0,0,3,0,0,0,7,268,0,1,16:27,0,9,3,25,0,96,4-15,7-45,340,3,5.8,3.8
282410239,2008,1,regular,away,154,Wake Forest,ACC,239,Baylor,Big 12,27-36,23,1-1,2,3,0,1,0,0,0,0,11,226,2,3,20:56,0,15,2,44,2,156,7-14,5-65,376,2,6.1,3.5
282410239,2008,1,regular,home,239,Baylor,Big 12,154,Wake Forest,ACC,15-30,15,2-3,3,2,0,0,2,0,0,0,1,160,0,0,15:44,0,-1,3,34,2,94,2-12,7-59,250,5,5.2,2.8
282412050,2008,1,regular,away,111,Northeastern,CAA,2050,Ball State,Mid-American,20-37,0,0-0,0,0,0,0,0,0,111,7,2,211,0,1,20:42,0,6,2,32,1,93,8-17,8-71,324,0,6.2,2.9
282412050,2008,1,regular,home,2050,Ball State,Mid-American,111,Northeastern,CAA,22-26,26,0-0,0,0,0,0,0,0,0,0,12,297,0,3,15:48,0,104,5,31,3,190,3-7,4-45,487,0,11.4,6.1
282412084,2008,1,regular,away,2638,UTEP,Conference USA,2084,Buffalo,Mid-American,20-37,15,0-2,0,3,0,0,3,0,0,0,5,212,0,1,16:00,0,13,1,26,1,67,7-16,2-14,266,3,5.4,2.6
282412084,2008,1,regular,home,2084,Buffalo,Mid-American,2638,UTEP,Conference USA,10-16,24,1-1,3,0,0,26,0,0,0,0,6,238,3,4,19:44,0,0,0,50,2,263,7-11,6-60,484,3,13.8,5.3
282412117,2008,1,regular,away,2197,Eastern Illinois,OVC,2117,Central Michigan,Mid-American,19-28,18,0-0,1,0,0,0,0,0,38,3,6,201,0,1,18:06,0,0,0,31,0,83,6-14,6-59,284,1,7.2,2.7
282412117,2008,1,regular,home,2117,Central Michigan,Mid-American,2197,Eastern Illinois,OVC,21-31,26,0-2,0,1,0,0,0,0,0,0,7,227,0,3,18:34,0,64,3,44,1,172,7-14,6-59,389,0,7.0,3.9
282412132,2008,1,regular,away,2198,Eastern Kentucky,OVC,2132,Cincinnati,Big East,13-18,8,0-0,1,1,0,0,1,0,101,4,1,147,0,1,15:55,0,0,1,28,0,48,2-12,3-25,195,2,8.2,1.7
282412132,2008,1,regular,home,2132,Cincinnati,Big East,2198,Eastern Kentucky,OVC,26-35,28,3-3,1,1,0,12,0,0,0,0,4,368,1,4,20:30,0,46,6,44,2,209,5-12,11-106,557,1,9.9,4.8
282412199,2008,1,regular,away,282,Indiana State,MVFC,2199,Eastern Michigan,Mid-American,7-23,7,1-1,0,1,0,0,3,0,156,8,0,57,0,0,15:36,0,4,1,31,0,75,3-16,5-40,132,3,2.5,2.4
282412199,2008,1,regular,home,2199,Eastern Michigan,Mid-American,282,Indiana State,MVFC,21-29,30,2-2,1,0,0,-9,0,0,0,0,10,229,3,1,21:34,0,23,5,53,6,413,5-12,7-54,637,1,7.7,7.8
282412390,2008,1,regular,away,2127,Charleston Southern,Big South,2390,Miami,ACC,11-22,7,0-1,1,1,0,0,0,0,140,9,1,77,0,1,18:20,0,-1,1,30,0,49,4-14,4-17,126,1,3.5,1.6
282412390,2008,1,regular,home,2390,Miami,ACC,2127,Charleston Southern,Big South,17-27,21,2-2,1,1,0,0,0,0,0,0,10,200,0,1,18:20,1,98,5,38,5,224,6-12,6-41,416,1,7.1,5.9
282412393,2008,1,regular,away,2653,Troy,Sun Belt,2393,Middle Tennessee,Sun Belt,17-28,16,0-1,3,2,0,18,1,0,0,0,7,145,1,1,17:22,0,35,5,36,3,164,4-13,4-29,300,4,4.9,4.6
282412393,2008,1,regular,home,2393,Middle Tennessee,Sun Belt,2653,Troy,Sun Belt,20-34,20,0-4,2,3,0,11,1,0,0,0,5,241,1,1,21:54,0,0,0,50,1,84,6-19,5-53,284,3,5.9,1.7
282412579,2008,1,regular,away,152,NC State,ACC,2579,South Carolina,SEC,5-20,10,0-1,2,0,0,48,2,0,0,0,0,63,4,0,15:03,0,0,1,37,0,89,4-14,4-35,138,4,2.5,2.4
282412579,2008,1,regular,home,2579,South Carolina,SEC,152,NC State,ACC,17-27,20,3-3,0,2,0,10,4,0,0,0,10,214,2,2,21:37,0,34,4,42,2,171,5-14,7-58,369,4,7.3,4.1
282420242,2008,1,regular,away,2567,SMU,Conference USA,242,Rice,Conference USA,30-49,19,0-0,2,2,0,0,3,0,0,0,3,346,0,4,16:14,0,0,0,14,0,11,4-11,7-55,337,5,6.7,0.8
282420242,2008,1,regular,home,242,Rice,Conference USA,2567,SMU,Conference USA,24-37,30,0-0,2,2,1,111,0,0,0,0,8,271,3,6,20:20,0,14,3,44,1,208,10-16,2-15,466,2,7.0,4.7
282420349,2008,1,regular,away,218,Temple,Mid-American,349,Army,FBS Independents,16-23,16,0-1,1,2,0,0,1,0,0,0,5,166,1,2,13:48,0,58,6,30,1,84,5-10,8-74,250,2,7.2,2.8
282420349,2008,1,regular,home,349,Army,FBS Independents,218,Temple,Mid-American,6-15,17,1-3,2,1,0,2,1,0,0,0,1,74,1,0,22:29,0,13,3,58,1,210,8-18,3-45,284,3,4.9,3.6
282430002,2008,1,regular,away,2433,UL Monroe,Sun Belt,2,Auburn,SEC,20-38,12,1-2,3,0,0,2,0,0,0,0,0,147,1,0,19:09,0,9,6,30,0,84,2-18,4-20,220,3,3.6,2.8
282430002,2008,1,regular,home,2,Auburn,SEC,2433,UL Monroe,Sun Belt,13-27,19,0-0,0,3,0,0,1,0,0,0,10,88,0,1,17:31,1,68,6,46,1,321,5-15,7-55,406,1,3.1,7.0
282430005,2008,1,regular,away,202,Tulsa,Conference USA,5,UAB,Conference USA,21-25,19,0-1,0,2,0,0,0,0,0,0,9,370,1,3,15:25,0,42,5,38,3,240,5-11,3-29,601,0,14.4,6.3
282430005,2008,1,regular,home,5,UAB,Conference USA,202,Tulsa,Conference USA,17-31,21,0-0,2,0,0,0,1,0,0,0,4,171,0,2,19:04,0,7,1,36,0,245,8-13,5-35,414,3,5.5,6.8
282430008,2008,1,regular,away,2710,Western Illinois,MVFC,8,Arkansas,SEC,10-26,17,2-4,0,2,0,0,0,0,85,5,6,104,1,1,22:03,0,0,0,46,2,157,7-17,8-42,262,0,4.0,3.4
282430008,2008,1,regular,home,8,Arkansas,SEC,2710,Western Illinois,MVFC,25-41,24,1-1,2,0,0,0,1,0,0,0,4,353,0,2,14:37,0,14,3,21,2,76,7-11,4-25,394,3,7.8,3.6
282430009,2008,1,regular,away,2464,Northern Arizona,Big Sky,9,Arizona State,Pac-10,19-36,19,0-0,0,1,0,0,0,0,69,4,7,157,0,1,21:03,0,25,3,42,0,139,4-17,4-32,308,0,4.7,3.3
282430009,2008,1,regular,home,9,Arizona State,Pac-10,2464,Northern Arizona,Big Sky,23-36,19,0-0,1,0,0,0,0,0,0,0,12,390,0,1,15:29,0,35,6,23,2,94,3-12,6-52,481,1,10.8,4.1
282430012,2008,1,regular,away,70,Idaho,Western Athletic,12,Arizona,Pac-10,10-27,7,0-1,1,0,0,0,4,0,0,0,0,48,0,0,14:16,0,0,0,25,0,64,1-12,4-40,112,5,1.8,2.6
282430012,2008,1,regular,home,12,Arizona,Pac-10,70,Idaho,Western Athletic,23-31,27,0-2,0,1,0,111,0,0,0,0,10,256,4,4,22:05,1,148,8,49,5,265,9-15,6-60,521,0,8.3,5.4
282430021,2008,1,regular,away,13,Cal Poly,Great West,21,San Diego State,Mountain West,12-21,21,0-2,1,4,0,46,0,0,99,6,9,207,2,1,23:20,0,23,1,51,2,263,2-13,5-50,483,1,10.5,5.2
282430021,2008,1,regular,home,21,San Diego State,Mountain West,13,Cal Poly,Great West,27-45,23,2-3,4,1,0,0,2,0,0,0,3,376,0,3,13:20,0,4,3,23,1,27,2-11,2-10,379,6,7.8,1.2
282430023,2008,1,regular,away,302,UC Davis,Great West,23,San José State,Western Athletic,21-34,13,0-1,1,1,0,23,2,0,31,2,4,179,3,1,21:06,0,13,1,30,0,61,6-15,9-90,254,3,5.7,2.0
282430023,2008,1,regular,home,23,San José State,Western Athletic,302,UC Davis,Great West,26-34,15,2-2,1,1,0,42,2,0,0,0,1,255,2,2,15:34,0,7,4,24,0,42,3-12,8-51,273,3,6.8,1.8
282430025,2008,1,regular,away,127,Michigan State,Big Ten,25,California,Pac-10,20-48,23,0-1,0,0,1,84,1,0,0,0,7,321,2,1,16:50,0,29,3,31,2,81,6-16,8-82,402,1,6.7,2.6
282430025,2008,1,regular,home,25,California,Pac-10,127,Michigan State,Big Ten,20-30,22,0-0,0,0,0,0,2,0,0,0,8,268,1,2,19:31,1,7,4,36,2,203,4-10,8-67,467,2,8.8,5.6
282430057,2008,1,regular,away,62,Hawai'i,Western Athletic,57,Florida,SEC,21-39,16,0-1,2,0,0,0,4,0,0,0,4,209,0,1,20:40,0,-2,1,24,0,60,2-11,7-60,241,6,4.6,2.5
282430057,2008,1,regular,home,57,Florida,SEC,62,Hawai'i,Western Athletic,10-17,20,1-1,0,2,2,112,0,0,0,0,8,159,4,1,16:00,1,95,4,38,4,255,5-10,13-90,406,0,8.9,6.7
282430058,2008,1,regular,away,2630,UT Martin,OVC,58,South Florida,Big East,9-26,6,0-0,0,3,0,33,1,0,134,7,1,30,1,0,17:18,0,0,0,28,0,59,1-14,11-93,97,1,1.5,2.1
282430058,2008,1,regular,home,58,South Florida,Big East,2630,UT Martin,OVC,14-19,25,1-1,3,0,0,0,1,0,0,0,8,231,1,2,19:22,1,226,10,52,5,300,7-12,5-25,520,4,11.6,5.8
282430061,2008,1,regular,away,290,Georgia Southern,Southern,61,Georgia,SEC,19-36,18,2-2,0,1,0,0,1,0,128,7,3,170,0,1,20:28,0,14,1,35,2,102,4-16,3-15,290,1,5.2,2.9
282430061,2008,1,regular,home,61,Georgia,SEC,290,Georgia Southern,Southern,17-27,20,0-0,1,0,0,0,0,0,0,0,9,325,1,3,16:26,0,86,5,32,3,212,4-9,11-70,535,1,12.0,6.6
282430068,2008,1,regular,away,304,Idaho State,Big Sky,68,Boise State,Western Athletic,16-23,14,0-3,1,2,0,0,0,0,115,7,1,48,0,0,22:27,0,11,1,45,1,115,4-16,5-35,207,1,4.0,2.6
282430068,2008,1,regular,home,68,Boise State,Western Athletic,304,Idaho State,Big Sky,19-29,24,1-1,2,1,0,0,0,0,0,0,7,363,0,3,14:13,0,46,7,37,4,230,6-11,6-69,582,2,12.1,6.2
282430077,2008,1,regular,away,183,Syracuse,Big East,77,Northwestern,Big Ten,14-28,11,0-0,0,1,0,0,1,0,0,0,4,118,0,0,17:22,0,4,4,30,1,122,3-14,5-36,225,1,3.7,4.1
282430077,2008,1,regular,home,77,Northwestern,Big Ten,183,Syracuse,Big East,23-35,25,0-0,1,0,1,26,1,0,0,0,4,216,1,3,19:18,0,6,3,42,0,269,5-11,6-65,484,2,6.1,6.4
282430084,2008,1,regular,away,98,Western Kentucky,FBS Independents,84,Indiana,Big Ten,19-31,0,0-0,1,0,0,0,0,0,0,0,7,237,1,1,0,0,0,1,31,0,63,0-0,0-0,282,1,7.1,2.0
282430084,2008,1,regular,home,84,Indiana,Big Ten,98,Western Kentucky,FBS Independents,18-30,21,0-2,0,1,0,0,1,0,0,0,7,165,0,2,16:35,0,14,3,41,2,297,4-12,7-63,450,1,5.1,7.2
282430099,2008,1,regular,away,2026,App State,Southern,99,LSU,SEC,14-33,11,0-2,0,0,0,13,0,0,89,9,7,174,1,1,17:32,0,14,1,28,0,52,2-14,4-30,239,0,5.7,1.9
282430099,2008,1,regular,home,99,LSU,SEC,2026,App State,Southern,13-24,20,1-1,0,0,0,0,1,0,0,0,11,199,0,3,19:11,0,40,6,40,2,266,5-14,8-59,459,1,8.0,6.7
282430120,2008,1,regular,away,48,Delaware,CAA,120,Maryland,ACC,14-23,13,0-1,0,0,0,12,2,0,71,3,1,128,2,0,17:20,0,2,1,34,1,121,4-12,2-10,249,2,5.6,3.6
282430120,2008,1,regular,home,120,Maryland,ACC,48,Delaware,CAA,11-21,18,1-2,0,0,0,16,2,0,0,0,2,136,2,0,19:12,0,32,4,45,2,271,5-14,4-40,397,2,6.0,6.0
282430130,2008,1,regular,away,254,Utah,Mountain West,130,Michigan,Big Ten,21-34,16,0-1,2,2,0,20,1,0,0,0,13,344,1,1,22:46,0,-2,6,43,1,36,5-19,15-137,341,3,9.0,0.8
282430130,2008,1,regular,home,130,Michigan,Big Ten,254,Utah,Mountain West,19-38,11,0-1,2,2,0,18,1,0,0,0,5,174,1,2,14:46,0,0,3,25,1,36,3-14,8-53,203,3,4.4,1.4
282430135,2008,1,regular,away,2459,Northern Illinois,Mid-American,135,Minnesota,Big Ten,17-30,15,0-0,1,1,0,0,0,0,0,0,9,342,0,2,18:18,0,9,2,31,1,72,6-14,2-14,398,1,10.9,2.3
282430135,2008,1,regular,home,135,Minnesota,Big Ten,2459,Northern Illinois,Mid-American,24-37,18,2-2,1,1,0,0,0,0,0,0,7,318,0,2,18:39,0,0,5,31,2,127,5-14,3-20,425,1,8.1,4.1
282430142,2008,1,regular,away,356,Illinois,Big Ten,142,Missouri,Big 12,26-42,24,2-2,0,1,1,34,2,0,0,0,4,493,1,5,18:09,0,3,2,35,0,81,7-17,8-80,532,2,10.7,2.3
282430142,2008,1,regular,home,142,Missouri,Big 12,356,Illinois,Big Ten,26-45,28,0-2,1,0,1,35,1,0,0,0,10,329,2,3,17:44,0,71,6,37,2,226,9-17,3-29,549,2,7.2,6.1
282430145,2008,1,regular,away,235,Memphis,Conference USA,145,Ole Miss,SEC,24-44,28,2-4,0,0,0,0,2,0,0,0,6,266,0,2,20:14,0,4,1,40,1,188,8-16,8-50,453,2,6.0,4.7
282430145,2008,1,regular,home,145,Ole Miss,SEC,235,Memphis,Conference USA,11-23,19,0-0,0,0,0,34,0,0,0,0,11,224,2,2,16:20,0,0,0,36,3,216,7-12,4-45,438,0,9.7,6.0
282430150,2008,1,regular,away,256,James Madison,CAA,150,Duke,ACC,4-11,13,1-3,2,2,0,0,1,0,164,6,1,42,0,0,15:21,0,7,3,37,1,188,0-8,6-60,239,3,4.6,5.1
282430150,2008,1,regular,home,150,Duke,ACC,256,James Madison,CAA,18-31,24,3-3,2,2,0,67,0,0,0,0,7,146,1,2,21:18,0,0,3,48,2,218,9-18,3-40,364,2,4.7,4.5
