game_id,season,week,season_type,home_away,team_id,team,conference,opponent_id,opponent,opponent_conference,completionAttempts,firstDowns,fourthDownEff,fumblesLost,fumblesRecovered,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,kickingPoints,netPassingYards,passesIntercepted,passingTDs,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,rushingAttempts,rushingTDs,rushingYards,thirdDownEff,totalPenaltiesYards,totalYards,turnovers,yardsPerPass,yardsPerRushAttempt
272420066,2007,1,regular,away,2309,Kent State,Mid-American,66,Iowa State,Big 12,17-26,22,2-3,1,1,0,50,2,0,0,0,5,167,2,1,18:27,0,12,4,51,2,202,5-14,7-75,363,3,6.2,4.0
272420066,2007,1,regular,home,66,Iowa State,Big 12,2309,Kent State,Mid-American,14-23,19,0-0,1,1,0,15,2,0,0,0,2,151,2,1,17:35,0,0,5,39,1,158,6-14,6-44,306,3,6.4,4.1
272420068,2007,1,regular,away,2692,Weber State,Big Sky,68,Boise State,Western Athletic,11-30,8,0-0,2,0,0,0,0,0,0,0,1,60,1,0,17:09,0,0,0,26,0,74,0-0,4-33,145,2,2.4,2.8
272420068,2007,1,regular,home,68,Boise State,Western Athletic,2692,Weber State,Big Sky,16-28,30,2-4,0,2,0,0,1,0,0,0,8,208,0,1,19:31,0,199,7,55,7,371,5-12,7-72,569,1,7.1,6.7
272420097,2007,1,regular,away,93,Murray State,OVC,97,Louisville,Big East,19-31,17,0-0,1,0,0,0,0,0,10,1,4,141,0,1,19:40,0,0,0,35,0,130,0-0,3-30,271,1,4.5,3.7
272420097,2007,1,regular,home,97,Louisville,Big East,93,Murray State,OVC,18-23,30,0-0,0,1,0,0,0,0,0,0,13,394,0,4,17:00,1,83,5,41,5,261,5-7,10-83,655,0,17.1,6.4
272420164,2007,1,regular,away,2084,Buffalo,Mid-American,164,Rutgers,Big East,19-32,16,0-2,0,1,0,0,0,0,0,0,3,179,0,0,18:22,0,0,0,34,0,70,4-15,7-74,235,0,5.2,2.1
272420164,2007,1,regular,home,164,Rutgers,Big East,2084,Buffalo,Mid-American,16-25,26,0-1,1,0,0,0,0,0,0,0,8,328,0,2,18:06,0,20,3,41,3,235,7-11,9-80,563,1,13.1,5.7
272420166,2007,1,regular,away,2545,SE Louisiana,Southland,166,New Mexico State,Western Athletic,14-28,11,0-0,0,0,0,0,1,0,15,2,2,109,3,0,20:54,0,9,2,37,1,123,0-0,6-79,268,1,5.2,3.3
272420166,2007,1,regular,home,166,New Mexico State,Western Athletic,2545,SE Louisiana,Southland,25-37,19,0-0,0,0,1,68,4,0,0,0,5,304,1,4,15:08,0,5,5,27,0,153,5-12,8-55,442,4,7.8,5.7
