game_id,season,week,season_type,home_away,team_id,team,conference,opponent_id,opponent,opponent_conference,completionAttempts,firstDowns,fourthDownEff,fumblesLost,fumblesRecovered,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,kickingPoints,netPassingYards,passesIntercepted,passingTDs,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,rushingAttempts,rushingTDs,rushingYards,thirdDownEff,totalPenaltiesYards,totalYards,turnovers,yardsPerPass,yardsPerRushAttempt
322430009,2012,1,regular,away,2464,Northern Arizona,Big Sky,9,Arizona State,Pac-12,12-26,14,0-1,0,1,0,0,3,0,114,5,0,149,0,1,29:44,0,18,1,35,0,88,4-14,4-55,237,3,5.7,2.5
322430009,2012,1,regular,home,9,Arizona State,Pac-12,2464,Northern Arizona,Big Sky,16-20,25,1-1,1,0,1,117,0,0,7,1,9,249,3,1,30:16,0,13,2,51,7,305,7-13,4-30,554,1,12.4,6.0
322430041,2012,1,regular,away,113,Massachusetts,Mid-American,41,UConn,Big East,9-23,3,0-0,0,1,0,20,1,0,97,5,0,56,2,0,23:23,0,0,0,24,0,3,3-15,5-29,59,1,2.4,0.1
322430041,2012,1,regular,home,41,UConn,Big East,113,Massachusetts,Mid-American,16-27,16,0-0,1,0,1,37,2,0,37,1,13,225,1,0,36:37,1,87,5,43,2,147,8-16,4-30,372,3,8.3,3.4
322430070,2012,1,regular,away,331,Eastern Washington,Big Sky,70,Idaho,Western Athletic,13-33,17,0-1,0,1,0,0,1,0,0,0,8,260,1,1,31:53,0,-1,2,40,1,152,7-16,13-70,412,1,7.9,3.8
322430070,2012,1,regular,home,70,Idaho,Western Athletic,331,Eastern Washington,Big Sky,16-31,10,2-2,1,0,0,2,1,0,0,0,3,164,1,0,28:07,0,0,0,28,0,73,2-14,7-52,237,2,5.3,2.6
322430166,2012,1,regular,away,16,Sacramento State,Big Sky,166,New Mexico State,Western Athletic,23-35,18,2-2,2,0,0,0,1,0,22,1,7,308,0,2,27:44,0,37,5,31,0,89,3-15,9-58,397,3,8.8,2.9
322430166,2012,1,regular,home,166,New Mexico State,Western Athletic,16,Sacramento State,Big Sky,14-22,18,1-1,0,2,0,0,0,0,92,5,7,367,1,3,31:47,0,0,0,40,4,101,6-13,7-75,468,0,16.7,2.5
322430238,2012,1,regular,away,2579,South Carolina,SEC,238,Vanderbilt,SEC,7-15,17,1-1,1,0,0,37,1,0,0,0,5,67,1,0,31:36,0,15,3,47,2,205,3-12,6-30,272,2,4.5,4.4
322430238,2012,1,regular,home,238,Vanderbilt,SEC,2579,South Carolina,SEC,13-23,11,1-4,0,1,0,17,1,0,84,4,7,214,1,1,28:00,0,15,1,36,0,62,3-15,5-35,276,1,9.3,1.7
