id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,offenseTimeouts,defenseTimeouts,ppa,wallclock
312670183059,31267018306,312670183,6,8,Syracuse,Big East,10,Toledo,Syracuse,Toledo,Mid-American,10,2,"{'seconds': 53, 'minutes': 8}",30,70,-1,-1,15,False,Kickoff,"Ross Krautman kickoff for 59 yards returned by David Fluellen, tackled by Steve Rene for 15 yards to the Toled 26, tackled by Steve Rene.",,,,
312670183054,31267018306,312670183,6,3,Syracuse,Big East,7,Toledo,Syracuse,Toledo,Mid-American,10,2,"{'seconds': 57, 'minutes': 11}",70,30,1,10,11,False,Rush,"Prince-Tyson Gulley rush up the middle for 11 yards to the Toled 19, tackled by Terrell Anderson for a 1ST down.",,,0.209795504285248,
312670183174,31267018322,312670183,22,3,Syracuse,Big East,23,Toledo,Syracuse,Toledo,Mid-American,27,4,"{'seconds': 51, 'minutes': 6}",30,70,3,9,17,False,Pass Completion,"Ryan Nassib middle pass complete to Jarrod West for 17 yards to the Syrac 47, tackled by Ross Madison for a 1ST down.",,,2.8775363881976137,
312670183173,31267018322,312670183,22,2,Syracuse,Big East,23,Toledo,Syracuse,Toledo,Mid-American,27,4,"{'seconds': 51, 'minutes': 6}",30,70,2,9,0,False,Pass Incompletion,Ryan Nassib deep pass incomplete to Nick Provo.,,,-0.5068450753670621,
312670183178,31267018322,312670183,22,7,Syracuse,Big East,23,Toledo,Syracuse,Toledo,Mid-American,27,4,"{'seconds': 51, 'minutes': 6}",69,31,3,5,3,False,Pass Completion,"Ryan Nassib crossing pass complete to Prince-Tyson Gulley for 3 yards to the Toled 28, tackled by Diauntae Morrow and Terrell Anderson.",,,-0.3155755548042796,
312670183181,31267018322,312670183,22,10,Syracuse,Big East,29,Toledo,Syracuse,Toledo,Mid-American,27,4,"{'seconds': 7, 'minutes': 2}",82,18,2,6,18,True,Pass Completion,Ryan Nassib middle pass complete to Alec Lemon for 18 yards for a TOUCHDOWN.,,,,
312670183179,31267018322,312670183,22,8,Syracuse,Big East,23,Toledo,Syracuse,Toledo,Mid-American,27,4,"{'seconds': 51, 'minutes': 6}",72,28,4,2,6,False,Pass Completion,"Ryan Nassib crossing pass complete to David Stevens for 6 yards to the Toled 22, tackled by Diauntae Morrow for a 1ST down.",,,1.339181562625875,
312670183172,31267018322,312670183,22,1,Syracuse,Big East,23,Toledo,Syracuse,Toledo,Mid-American,27,4,"{'seconds': 51, 'minutes': 6}",29,71,1,10,1,False,Pass Completion,"Ryan Nassib pass complete to David Stevens for 1 yard to the Syrac 30, tackled by Diauntae Morrow.",,,-0.6903738736488947,
312670183177,31267018322,312670183,22,6,Syracuse,Big East,23,Toledo,Syracuse,Toledo,Mid-American,27,4,"{'seconds': 51, 'minutes': 6}",67,33,2,7,2,False,Rush,"Prince-Tyson Gulley rush left for 2 yards to the Toled 31, tackled by T.J. Fatinikun.",,,-0.4342430399379114,
312670183183,31267018322,312670183,22,12,Syracuse,Big East,30,Toledo,Syracuse,Toledo,Mid-American,27,4,"{'seconds': 7, 'minutes': 2}",30,70,-1,-1,27,False,Kickoff,"Ross Krautman kickoff for 65 yards returned by Eric Page, tackled by Siriki Diabate for 27 yards to the Toled 32, tackled by Siriki Diabate.",,,,
312670183180,31267018322,312670183,22,9,Syracuse,Big East,23,Toledo,Syracuse,Toledo,Mid-American,27,4,"{'seconds': 51, 'minutes': 6}",78,22,1,10,4,False,Rush,"Antwon Bailey rush up the middle for 4 yards to the Toled 18, tackled by Robert Bell.",,,-0.029486254339333,
312670183175,31267018322,312670183,22,4,Syracuse,Big East,23,Toledo,Syracuse,Toledo,Mid-American,27,4,"{'seconds': 51, 'minutes': 6}",47,53,1,10,17,False,Rush,"Prince-Tyson Gulley rush up the middle for 17 yards to the Toled 36, tackled by Diauntae Morrow for a 1ST down.",,,1.0845213385595116,
312670183176,31267018322,312670183,22,5,Syracuse,Big East,23,Toledo,Syracuse,Toledo,Mid-American,27,4,"{'seconds': 51, 'minutes': 6}",64,36,1,10,3,False,Rush,"Prince-Tyson Gulley rush up the middle for 3 yards to the Toled 33, tackled by Robert Bell.",,,-0.226207639518348,
312670183182,31267018322,312670183,22,11,Syracuse,Big East,30,Toledo,Syracuse,Toledo,Mid-American,27,4,"{'seconds': 7, 'minutes': 2}",97,3,-1,-1,0,True,Extra Point Good,Ross Krautman extra point GOOD.,,,,
312670183079,31267018308,312670183,8,8,Syracuse,Big East,10,Toledo,Syracuse,Toledo,Mid-American,10,2,"{'seconds': 31, 'minutes': 5}",83,17,3,1,3,False,Rush,"Antwon Bailey rush left for 3 yards to the Toled 14, tackled by Malcolm Riley for a 1ST down.",,,0.1335419281836535,
312670183074,31267018308,312670183,8,3,Syracuse,Big East,10,Toledo,Syracuse,Toledo,Mid-American,10,2,"{'seconds': 31, 'minutes': 5}",61,39,1,10,4,False,Pass Completion,"Ryan Nassib pass complete to Antwon Bailey for 4 yards to the Toled 35, tackled by Diauntae Morrow.",,,-0.0852102081894834,
312670183082,31267018308,312670183,8,11,Syracuse,Big East,10,Toledo,Syracuse,Toledo,Mid-American,10,2,"{'seconds': 31, 'minutes': 5}",86,14,3,10,0,False,Pass Incompletion,Ryan Nassib crossing pass incomplete to N/A.,,,-0.545139739806249,
312670183081,31267018308,312670183,8,10,Syracuse,Big East,10,Toledo,Syracuse,Toledo,Mid-American,10,2,"{'seconds': 31, 'minutes': 5}",86,14,2,10,0,False,Pass Incompletion,"Ryan Nassib pass incomplete, broken up by Diauntae Morrow.",,,-0.3426834405597514,
312670183080,31267018308,312670183,8,9,Syracuse,Big East,10,Toledo,Syracuse,Toledo,Mid-American,10,2,"{'seconds': 31, 'minutes': 5}",86,14,1,10,0,False,Pass Incompletion,"Ryan Nassib pass incomplete to N/A, hurried by Terrell Anderson.",,,-0.3125697195395781,
