id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,ppa,offenseTimeouts,defenseTimeouts,wallclock
313232751168,31323275120,313232751,20,8,Wyoming,Mountain West,24,New Mexico,Wyoming,New Mexico,Mountain West,10,4,"{'seconds': 27, 'minutes': 12}",37,63,3,10,0,False,Pass Incompletion,Brett Smith pass incomplete to Mazi Ogbonna.,-0.3431180129488407,,,
313232751160,31323275120,313232751,20,2,Wyoming,Mountain West,24,New Mexico,Wyoming,New Mexico,Mountain West,10,4,"{'seconds': 27, 'minutes': 12}",19,81,2,6,6,False,Pass Completion,"Brett Smith pass complete to Brandon Miller for 6 yards to the Wyom 25, tackled by Freddy Young for a 1ST down.",0.6090711270407922,,,
313232751165,31323275120,313232751,20,5,Wyoming,Mountain West,24,New Mexico,Wyoming,New Mexico,Mountain West,10,4,"{'seconds': 27, 'minutes': 12}",25,75,3,10,12,False,Pass Completion,"Brett Smith pass complete to Mazi Ogbonna for 12 yards to the Wyom 37, tackled by Carmen Messina for a 1ST down.",2.077319225308962,,,
313232751166,31323275120,313232751,20,6,Wyoming,Mountain West,24,New Mexico,Wyoming,New Mexico,Mountain West,10,4,"{'seconds': 27, 'minutes': 12}",37,63,1,10,0,False,Rush,"Kody Sutton rush for no gain to the Wyom 37, tackled by Jake Carr.",-1.065701080215459,,,
313232751159,31323275120,313232751,20,1,Wyoming,Mountain West,24,New Mexico,Wyoming,New Mexico,Mountain West,10,4,"{'seconds': 27, 'minutes': 12}",15,85,1,10,4,False,Rush,"Alvester Alexander rush for 4 yards to the Wyom 19, tackled by Spencer Merritt and Carmen Messina.",-0.0658646968869041,,,
313232751161,31323275120,313232751,20,3,Wyoming,Mountain West,24,New Mexico,Wyoming,New Mexico,Mountain West,10,4,"{'seconds': 27, 'minutes': 12}",25,75,1,10,0,False,Pass Incompletion,Brett Smith pass incomplete to N/A.,-0.7029700220436519,,,
313232751169,31323275120,313232751,20,9,Wyoming,Mountain West,24,New Mexico,Wyoming,New Mexico,Mountain West,10,4,"{'seconds': 27, 'minutes': 12}",37,63,4,10,0,False,Punt,"Austin McCoy punt for 36 yards, fair catch by Chris Biren at the NMex 27.",,,,
313232751083,31323275109,313232751,9,3,Wyoming,Mountain West,14,New Mexico,Wyoming,New Mexico,Mountain West,10,2,"{'seconds': 41, 'minutes': 1}",44,56,2,5,14,False,Pass Completion,"Brett Smith pass complete to Mazi Ogbonna for 14 yards to the NMex 42, tackled by Bubba Forrest for a 1ST down.",1.4494552614531424,,,
313232751084,31323275109,313232751,9,4,Wyoming,Mountain West,14,New Mexico,Wyoming,New Mexico,Mountain West,10,2,"{'seconds': 41, 'minutes': 1}",58,42,1,10,22,False,Pass Completion,"Brett Smith pass complete to Mazi Ogbonna for 22 yards to the NMex 20, tackled by Spencer Merritt for a 1ST down.",0.677007742540425,,,
313232751088,31323275109,313232751,9,8,Wyoming,Mountain West,14,New Mexico,Wyoming,New Mexico,Mountain West,10,2,"{'seconds': 38, 'minutes': 0}",85,15,3,5,6,False,Pass Completion,"Brett Smith pass complete to Mazi Ogbonna for 6 yards to the NMex 9, tackled by Destry Berry for a 1ST down.",0.526101626048046,,,
