id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,offenseTimeouts,defenseTimeouts,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,ppa,wallclock
400787354103866609,40078735415,400787354,15,9,Massachusetts,Mid-American,14,Eastern Michigan,Eastern Michigan,Massachusetts,Mid-American,10,3,"{'seconds': 33, 'minutes': 13}",3.0,2.0,30,30,2,1,16,False,Rush,"Marquis Young run for 6 yds to the EMich 24 for a 1ST down EASTRN MICHIGAN Penalty, Defensive holding (Kwanii Figueroa) to the EMich 14 for a 1ST down",-0.2276500211226885,
400787354103866604,40078735415,400787354,15,4,Massachusetts,Mid-American,14,Eastern Michigan,Eastern Michigan,Massachusetts,Mid-American,10,3,"{'seconds': 33, 'minutes': 13}",3.0,2.0,62,62,2,10,0,False,Rush,Jamal Wilson run for no gain to the UMass 38,-0.6938325521359872,
400787354103866608,40078735415,400787354,15,8,Massachusetts,Mid-American,14,Eastern Michigan,Eastern Michigan,Massachusetts,Mid-American,10,3,"{'seconds': 33, 'minutes': 13}",3.0,2.0,39,39,1,10,9,False,Rush,Marquis Young run for 9 yds to the EMich 30,0.819805400875158,
400787354103866607,40078735415,400787354,15,7,Massachusetts,Mid-American,14,Eastern Michigan,Eastern Michigan,Massachusetts,Mid-American,10,3,"{'seconds': 33, 'minutes': 13}",3.0,2.0,49,49,2,10,10,False,Rush,Marquis Young run for 10 yds to the EMich 39 for a 1ST down,1.717480863887788,
400787354102997301,40078735413,400787354,13,1,Massachusetts,Mid-American,14,Eastern Michigan,Eastern Michigan,Massachusetts,Mid-American,10,2,"{'seconds': 26, 'minutes': 0}",3.0,2.0,78,78,1,10,12,False,Rush,Marquis Young run for 12 yds to the UMass 34 for a 1ST down,0.935215412611508,
400787354102999403,40078735413,400787354,13,6,Massachusetts,Mid-American,14,Eastern Michigan,Eastern Michigan,Massachusetts,Mid-American,10,2,"{'seconds': 5, 'minutes': 0}",2.0,1.0,51,51,1,10,-9,False,Sack,Ross Comis sacked by Great Ibe for a loss of 9 yards to the UMass 40,-2.75358907436361,
400787354102998002,40078735413,400787354,13,2,Massachusetts,Mid-American,14,Eastern Michigan,Eastern Michigan,Massachusetts,Mid-American,10,2,"{'seconds': 19, 'minutes': 0}",3.0,2.0,66,66,1,10,0,False,Pass Incompletion,Blake Frohnapfel pass incomplete to Tajae Sharpe,-0.9864556271674072,
400787354102999401,40078735413,400787354,13,4,Massachusetts,Mid-American,14,Eastern Michigan,Eastern Michigan,Massachusetts,Mid-American,10,2,"{'seconds': 5, 'minutes': 0}",2.0,2.0,51,51,1,10,0,False,Timeout,"Timeout MASSACHUSETTS, clock 00:05",,
400787354102999402,40078735413,400787354,13,5,Massachusetts,Mid-American,14,Eastern Michigan,Eastern Michigan,Massachusetts,Mid-American,10,2,"{'seconds': 5, 'minutes': 0}",2.0,1.0,51,51,1,10,0,False,Timeout,"Timeout EASTRN MICHIGAN, clock 00:05",,
400787354102999404,40078735413,400787354,13,7,Massachusetts,Mid-American,14,Eastern Michigan,Eastern Michigan,Massachusetts,Mid-American,10,2,"{'seconds': 0, 'minutes': 0}",2.0,1.0,0,0,0,10,0,False,End of Half,End of 2nd Quarter,,
400787354102998003,40078735413,400787354,13,3,Massachusetts,Mid-American,14,Eastern Michigan,Eastern Michigan,Massachusetts,Mid-American,10,2,"{'seconds': 19, 'minutes': 0}",3.0,2.0,66,66,2,10,15,False,Rush,Marquis Young run for 15 yds to the UMass 49 for a 1ST down,2.399857813004082,
400787354104898404,40078735419,400787354,19,3,Massachusetts,Mid-American,28,Eastern Michigan,Eastern Michigan,Massachusetts,Mid-American,10,4,"{'seconds': 15, 'minutes': 10}",3.0,2.0,55,55,1,10,2,False,Rush,Marquis Young run for 2 yds to the UMass 47,-0.6797853383066688,
400787354104898407,40078735419,400787354,19,6,Massachusetts,Mid-American,28,Eastern Michigan,Eastern Michigan,Massachusetts,Mid-American,10,4,"{'seconds': 15, 'minutes': 10}",3.0,2.0,56,56,4,11,0,False,Punt,"Logan Laurent punt for 49 yds, downed at the EMich 7",,
400787354104898402,40078735419,400787354,19,1,Massachusetts,Mid-American,28,Eastern Michigan,Eastern Michigan,Massachusetts,Mid-American,10,4,"{'seconds': 15, 'minutes': 10}",3.0,2.0,68,68,1,10,9,False,Rush,Jamal Wilson run for 9 yds to the UMass 41,1.3745145306761655,
400787354104898405,40078735419,400787354,19,4,Massachusetts,Mid-American,28,Eastern Michigan,Eastern Michigan,Massachusetts,Mid-American,10,4,"{'seconds': 15, 'minutes': 10}",3.0,2.0,53,53,2,8,1,False,Rush,Marquis Young run for 1 yd to the UMass 48,-0.8529880333234772,
400787354104898406,40078735419,400787354,19,5,Massachusetts,Mid-American,28,Eastern Michigan,Eastern Michigan,Massachusetts,Mid-American,10,4,"{'seconds': 15, 'minutes': 10}",3.0,2.0,52,52,3,7,-4,False,Rush,Marquis Young run for a loss of 4 yards to the UMass 44,-1.165485941238229,
400787354104898403,40078735419,400787354,19,2,Massachusetts,Mid-American,28,Eastern Michigan,Eastern Michigan,Massachusetts,Mid-American,10,4,"{'seconds': 15, 'minutes': 10}",3.0,2.0,59,59,2,1,4,False,Rush,Jamal Wilson run for 4 yds to the UMass 45 for a 1ST down,-0.131817052350671,
