season,team,conference,firstDowns,firstDownsOpponent,fourthDownConversions,fourthDownConversionsOpponent,fourthDowns,fourthDownsOpponent,fumblesLost,fumblesLostOpponent,fumblesRecovered,fumblesRecoveredOpponent,games,interceptionTDs,interceptionTDsOpponent,interceptionYards,interceptionYardsOpponent,interceptions,interceptionsOpponent,kickReturnTDs,kickReturnTDsOpponent,kickReturnYards,kickReturnYardsOpponent,kickReturns,kickReturnsOpponent,netPassingYards,netPassingYardsOpponent,passAttempts,passAttemptsOpponent,passCompletions,passCompletionsOpponent,passesIntercepted,passesInterceptedOpponent,passingTDs,passingTDsOpponent,penalties,penaltiesOpponent,penaltyYards,penaltyYardsOpponent,possessionTime,possessionTimeOpponent,puntReturnTDs,puntReturnTDsOpponent,puntReturnYards,puntReturnYardsOpponent,puntReturns,puntReturnsOpponent,rushingAttempts,rushingAttemptsOpponent,rushingTDs,rushingTDsOpponent,rushingYards,rushingYardsOpponent,sacks,sacksOpponent,tacklesForLoss,tacklesForLossOpponent,thirdDownConversions,thirdDownConversionsOpponent,thirdDowns,thirdDownsOpponent,totalYards,totalYardsOpponent,turnovers,turnoversOpponent
2018,Air Force,Mountain West,264,209,24,8,39,18,10,7,7,8,12,2,0,131,8,5,7,0,0,233,550,12,32,1576,2928,168,326,93,200,7,5,10,23,54,72,521,676,24640,18329,1,1,110,187,12,11,713,406,33,17,3404,1403,12,7,51,59,70,64,169,153,4980,4331,15,14
2018,Akron,Mid-American,202,256,5,12,17,24,12,11,9,7,12,2,2,209,35,14,10,0,0,343,420,24,18,2390,2293,374,367,187,222,10,14,16,13,80,77,733,766,20269,22852,1,1,150,140,17,23,390,530,5,23,1159,2411,22,34,81,83,49,70,169,189,3549,4704,26,21
2018,Alabama,SEC,372,253,7,11,16,24,8,7,6,7,15,4,2,276,149,8,14,1,0,523,825,24,41,4854,2974,438,465,301,244,14,8,52,22,86,91,796,776,27411,26376,1,0,250,31,20,8,572,516,33,11,2974,1818,44,14,105,58,86,76,165,223,7828,4792,16,21
2018,App State,Sun Belt,264,208,13,6,22,22,5,6,6,5,13,1,1,253,152,12,17,1,0,640,853,22,33,2478,2108,319,372,196,210,17,12,27,8,80,77,747,630,23860,22932,3,0,378,62,29,16,539,471,31,12,3117,1645,28,18,84,62,71,59,170,187,5595,3753,17,23
2018,Arizona,Pac-12,264,282,8,17,13,28,9,8,8,9,12,1,0,164,56,10,7,1,0,773,231,41,11,3063,3234,389,440,216,281,7,10,29,27,90,104,852,987,18729,22853,0,0,202,96,21,13,493,464,14,24,2429,1950,23,15,71,37,73,77,164,186,5492,5184,19,15
2018,Arizona State,Pac-12,277,292,14,8,18,13,4,9,9,4,13,1,2,177,104,7,12,0,0,563,529,29,24,3023,3039,395,407,246,246,12,7,20,20,80,71,636,637,22959,23784,1,2,227,353,22,21,501,513,26,17,2393,2217,29,16,83,70,76,78,181,185,5416,5256,11,21
2018,Arkansas,SEC,219,258,5,7,14,15,8,11,10,8,12,0,2,5,203,18,5,0,2,530,608,23,29,2301,2944,370,346,202,220,5,18,17,22,68,74,606,633,21398,21673,0,1,91,209,9,17,440,479,11,25,1720,2016,26,32,68,88,52,59,168,154,4021,4960,26,16
2018,Arkansas State,Sun Belt,300,232,16,11,30,22,6,8,8,6,13,2,1,120,104,10,12,0,0,695,803,31,50,3659,2311,472,339,303,193,12,10,28,23,99,82,885,796,23491,23306,1,0,278,-16,34,10,508,523,18,21,2414,2502,30,24,89,72,80,67,201,186,6073,4813,16,20
2018,Army,FBS Independents,283,204,31,15,36,30,5,13,13,5,13,0,0,11,6,2,5,0,0,152,912,12,45,1041,2454,97,328,52,193,5,2,7,17,63,72,626,549,29889,16728,0,0,218,29,13,8,822,360,47,12,4059,1385,16,3,55,36,111,34,195,129,5100,3839,7,18
2018,Auburn,SEC,248,234,11,7,22,20,8,8,8,8,13,3,0,173,44,5,14,1,0,466,312,22,16,2892,2844,382,420,233,233,14,5,21,16,73,82,651,684,20252,22878,1,0,332,37,29,11,512,474,25,9,2177,1776,37,19,90,54,61,65,164,182,5069,4620,13,22
