season,team,conference,firstDowns,firstDownsOpponent,fourthDownConversions,fourthDownConversionsOpponent,fourthDowns,fourthDownsOpponent,fumblesLost,fumblesLostOpponent,fumblesRecovered,fumblesRecoveredOpponent,games,interceptionTDs,interceptionTDsOpponent,interceptionYards,interceptionYardsOpponent,interceptions,interceptionsOpponent,kickReturnTDs,kickReturnTDsOpponent,kickReturnYards,kickReturnYardsOpponent,kickReturns,kickReturnsOpponent,netPassingYards,netPassingYardsOpponent,passAttempts,passAttemptsOpponent,passCompletions,passCompletionsOpponent,passesIntercepted,passesInterceptedOpponent,passingTDs,passingTDsOpponent,penalties,penaltiesOpponent,penaltyYards,penaltyYardsOpponent,possessionTime,possessionTimeOpponent,puntReturnTDs,puntReturnTDsOpponent,puntReturnYards,puntReturnYardsOpponent,puntReturns,puntReturnsOpponent,rushingAttempts,rushingAttemptsOpponent,rushingTDs,rushingTDsOpponent,rushingYards,rushingYardsOpponent,thirdDownConversions,thirdDownConversionsOpponent,thirdDowns,thirdDownsOpponent,totalYards,totalYardsOpponent,turnovers,turnoversOpponent
2007,Air Force,Mountain West,277,259,17,16,25,29,13,15,15,13,13,1,0,68,66,5,16,0,0,0,45,0,2,1656,3141,214,426,130,249,15,5,9,16,63,71,575,577,14595,13627,0,0,176,204,24,33,721,514,36,16,3894,1774,79,78,188,191,5452,4793,18,31
2007,Akron,Mid-American,209,261,3,5,15,20,14,9,9,14,12,1,1,178,230,14,15,0,0,0,0,0,0,2408,2815,374,393,201,241,15,14,15,24,84,67,635,598,12684,13897,0,0,232,189,23,42,439,492,11,15,1534,2205,65,73,183,177,3740,4904,28,24
2007,Alabama,SEC,294,237,6,10,12,17,10,5,5,10,13,0,1,235,267,12,19,0,0,88,164,3,8,3090,3006,472,428,263,232,19,12,19,20,59,99,453,863,14949,15041,1,0,370,138,33,34,490,470,19,14,1940,1614,75,75,198,186,4349,4129,22,24
2007,Arizona,Pac-10,239,246,5,6,19,13,15,10,10,15,12,2,1,306,154,12,15,0,0,0,71,0,4,3955,2961,531,452,332,260,15,12,28,17,75,87,641,749,12478,13622,2,0,279,191,42,31,320,461,7,18,921,1656,62,86,177,199,4623,4466,27,25
2007,Arizona State,Pac-10,289,235,12,6,18,16,15,13,13,15,13,4,1,356,129,11,17,0,0,0,0,0,0,3798,3187,428,487,265,257,17,11,27,18,81,97,734,800,15833,12959,0,0,272,289,54,36,549,407,18,13,1785,1511,81,65,206,201,5199,4487,26,30
2007,Arkansas,SEC,273,271,7,14,19,23,15,10,10,15,13,2,2,300,234,11,20,0,0,0,127,0,8,2229,2846,313,485,179,220,20,11,24,21,82,70,707,566,14771,14068,0,0,161,279,52,37,625,503,33,18,3725,2083,84,67,195,201,5850,4753,26,30
2007,Arkansas State,Sun Belt,241,235,11,12,24,21,9,9,9,9,12,2,0,255,96,16,13,0,0,0,0,0,0,2694,2481,388,346,205,198,13,16,16,21,84,72,721,585,12835,12978,1,1,287,205,26,30,460,484,16,14,2112,1994,62,66,171,175,4558,4361,25,22
2007,Army,FBS Independents,171,265,10,3,26,10,16,14,14,16,12,2,3,117,251,17,7,0,0,0,23,0,1,2480,2351,380,302,201,195,6,17,13,12,47,83,370,711,12033,14432,1,2,342,439,36,47,400,589,6,29,1049,2802,45,76,174,171,3306,5082,33,21
2007,Auburn,SEC,246,207,13,10,19,17,10,11,11,10,13,1,1,238,122,15,14,0,0,0,144,0,6,2502,2426,356,403,204,223,14,15,12,11,80,90,619,715,14950,13592,0,0,310,169,45,40,543,452,23,13,2040,1621,67,72,183,197,4357,3873,25,25
2007,BYU,Mountain West,314,220,13,6,19,18,19,5,5,19,13,2,3,219,184,13,16,0,0,0,125,0,7,4000,2939,503,448,300,257,16,13,26,12,90,71,768,577,15192,13198,0,0,157,119,49,35,493,429,24,12,1877,1267,88,70,196,198,5756,4002,32,21
