season,team,conference,firstDowns,firstDownsOpponent,fourthDownConversions,fourthDownConversionsOpponent,fourthDowns,fourthDownsOpponent,fumblesLost,fumblesLostOpponent,fumblesRecovered,fumblesRecoveredOpponent,games,interceptionTDs,interceptionTDsOpponent,interceptionYards,interceptionYardsOpponent,interceptions,interceptionsOpponent,kickReturnTDs,kickReturnTDsOpponent,kickReturnYards,kickReturnYardsOpponent,kickReturns,kickReturnsOpponent,netPassingYards,netPassingYardsOpponent,passAttempts,passAttemptsOpponent,passCompletions,passCompletionsOpponent,passesIntercepted,passesInterceptedOpponent,passingTDs,passingTDsOpponent,penalties,penaltiesOpponent,penaltyYards,penaltyYardsOpponent,possessionTime,possessionTimeOpponent,puntReturnTDs,puntReturnTDsOpponent,puntReturnYards,puntReturnYardsOpponent,puntReturns,puntReturnsOpponent,rushingAttempts,rushingAttemptsOpponent,rushingTDs,rushingTDsOpponent,rushingYards,rushingYardsOpponent,sacks,sacksOpponent,tacklesForLoss,tacklesForLossOpponent,thirdDownConversions,thirdDownConversionsOpponent,thirdDowns,thirdDownsOpponent,totalYards,totalYardsOpponent,turnovers,turnoversOpponent
2016,Boston College,ACC,189,201,11,4,22,14,12,15,15,12,13,1,1,149,137,8,12,1,0,683,719,30,39,1869,2673,296,381,150,213,12,8,14,28,90,73,746,617,26104,20696,0,0,321,155,26,34,566,422,16,15,1938,1411,47,28,107,94,66,56,211,179,3807,4084,20,27
2016,Bowling Green,Mid-American,280,273,26,4,44,7,8,8,7,8,12,1,3,135,348,25,9,0,0,834,552,48,36,2713,3280,449,380,243,243,9,25,19,32,70,90,696,859,20644,22569,0,0,99,96,22,20,503,504,18,28,2170,2288,24,25,55,67,55,77,181,172,4883,5568,33,17
2016,Buffalo,Mid-American,220,259,7,9,16,24,8,8,8,8,12,0,1,0,160,11,5,0,1,878,737,54,33,2406,2183,397,285,212,164,5,11,11,15,63,54,516,450,19422,23778,0,1,107,236,16,22,426,597,12,29,1839,3039,21,23,61,55,66,84,181,183,4245,5222,19,13
2016,California,Pac-12,336,319,23,9,31,11,3,7,8,3,12,1,2,173,107,12,11,0,2,1072,865,56,49,4306,2945,621,395,383,236,11,12,37,30,89,107,909,921,20403,22797,0,1,65,320,17,27,414,532,16,32,1852,3275,18,16,51,56,78,76,202,162,6158,6220,15,18
2016,Central Michigan,Mid-American,257,259,7,9,13,21,8,5,5,8,13,4,2,178,268,16,13,0,0,1122,829,60,47,3589,2898,471,414,280,248,13,16,23,33,62,59,630,586,25217,21583,0,1,80,105,15,20,407,474,18,15,1507,2197,19,38,70,72,76,79,183,190,5096,5095,24,18
2016,Charlotte,Conference USA,237,289,16,10,33,20,9,7,6,7,12,1,1,155,120,6,16,0,0,1023,1035,52,52,2313,3718,413,496,214,310,16,6,17,29,88,89,818,800,20874,22326,1,0,49,131,18,22,487,406,18,24,2114,1721,14,25,49,81,63,72,196,172,4427,5439,15,23
2016,Cincinnati,American Athletic,232,287,7,11,17,18,8,7,7,8,12,1,3,218,227,15,17,0,0,716,726,36,35,3071,2799,453,389,259,239,17,15,19,18,55,60,544,538,19077,24123,0,1,92,138,15,14,397,562,8,17,1418,2275,19,26,71,62,69,93,182,194,4489,5074,23,24
2016,Clemson,ACC,403,255,15,10,26,24,11,7,7,11,15,2,1,309,169,17,20,0,0,723,1123,35,57,5009,2728,629,483,422,252,20,17,45,13,95,118,870,1012,27541,26099,0,0,278,52,42,10,591,525,30,20,2546,1944,49,20,130,75,117,62,233,222,7555,4672,28,27
2016,Colorado,Pac-12,326,246,8,9,19,20,9,11,11,8,14,1,1,203,111,11,15,0,0,566,929,27,37,3563,2704,469,471,289,234,15,11,21,18,76,81,661,724,25980,24420,1,3,310,341,34,29,635,513,30,14,2557,2091,36,31,68,79,104,72,236,220,6120,4795,20,26
2016,Colorado State,Mountain West,292,269,13,10,23,22,8,6,5,8,13,1,1,85,102,7,8,0,0,711,632,35,32,3181,2673,361,316,218,186,8,7,29,18,78,79,699,629,22858,23942,1,0,174,113,25,17,539,577,30,34,2831,2782,29,13,82,62,73,94,173,194,6012,5455,15,14
2016,Duke,ACC,250,208,9,3,23,8,13,7,7,13,12,1,0,50,38,9,9,1,0,939,745,38,40,2833,2828,427,311,269,174,9,9,16,21,56,67,446,545,20644,18956,0,1,172,149,21,15,424,426,19,18,1698,1934,29,26,71,63,73,67,168,161,4531,4762,22,16
2016,East Carolina,American Athletic,286,256,21,6,35,16,12,3,3,12,12,0,3,44,270,12,5,0,1,990,1028,54,48,4016,2691,554,338,359,194,5,12,26,17,60,76,521,673,21700,21500,0,1,18,192,10,17,404,506,13,34,1589,2742,8,31,54,91,76,73,193,170,5605,5433,24,8
2016,Eastern Michigan,Mid-American,303,310,8,12,13,16,6,13,13,5,13,1,3,150,239,17,11,0,0,979,1072,51,57,3849,3415,519,461,309,279,11,17,25,25,76,73,773,694,24021,22779,0,1,27,115,9,16,480,502,21,23,2068,2168,19,13,60,42,95,75,203,179,5917,5583,23,24
2016,Florida,SEC,235,206,7,4,15,16,7,8,8,7,13,4,2,321,171,15,16,1,0,580,354,26,15,2805,1931,410,328,241,148,17,15,18,8,88,56,758,466,24357,22443,0,1,242,284,32,30,452,488,11,16,1667,1878,31,28,80,70,80,63,192,182,4472,3809,22,24
2016,Florida Atlantic,Conference USA,247,296,7,8,18,13,7,5,5,7,12,1,1,84,114,13,10,0,0,1379,415,62,18,2521,3221,366,355,215,233,10,13,9,24,63,64,570,569,19956,23244,0,1,50,181,14,21,472,537,31,37,2258,2945,23,25,58,63,58,78,171,165,4779,6166,20,15
2016,Florida International,Conference USA,238,269,13,10,26,18,6,8,6,5,12,1,6,106,339,17,6,0,1,893,967,45,44,2720,2830,407,366,238,226,6,17,19,22,64,70,574,611,22729,20471,0,0,148,147,15,14,423,457,16,26,1821,2385,17,31,45,67,61,67,170,156,4541,5215,23,14
2016,Florida State,ACC,321,244,3,8,5,18,12,8,8,12,13,0,1,37,84,8,15,0,0,745,595,33,33,3433,2874,421,404,244,224,15,8,23,18,100,86,948,768,25680,21120,1,1,163,279,23,15,518,457,33,19,2630,1664,49,36,92,86,74,61,170,180,6063,4538,20,23
2016,Fresno State,Mountain West,206,261,8,9,23,13,5,4,3,4,12,0,1,0,164,13,5,0,0,877,603,41,34,2557,2012,405,271,210,160,5,13,13,21,76,69,669,624,20744,22456,0,1,159,52,24,12,440,602,11,25,1394,2977,14,32,55,86,76,68,201,165,3951,4971,18,9
2016,Georgia,SEC,261,208,7,7,13,17,10,12,12,10,13,1,1,108,210,9,15,1,1,585,1001,29,42,2515,2389,386,339,212,200,15,9,16,14,74,65,547,517,26296,20504,1,0,245,122,25,20,533,470,18,24,2486,1868,29,25,62,84,81,64,195,174,5001,4257,19,27
2016,Georgia Southern,Sun Belt,248,254,8,13,18,21,9,10,10,9,12,0,1,45,111,9,9,0,1,1026,395,52,20,1868,2740,264,353,147,210,9,9,13,16,91,61,772,603,23511,19689,0,0,207,56,16,9,606,446,16,21,2690,2019,12,12,67,92,82,50,187,153,4558,4759,18,19
2016,Georgia State,Sun Belt,201,264,5,18,14,26,8,7,7,8,12,2,0,91,76,15,11,1,1,737,773,32,31,2955,2087,419,355,231,193,11,15,17,8,73,70,581,623,19050,24779,0,2,10,373,7,31,336,576,10,24,1052,2481,18,17,47,56,65,77,172,197,4007,4568,23,18
2016,Georgia Tech,ACC,231,281,11,10,22,19,11,8,6,10,13,1,0,137,6,4,11,1,0,578,404,27,20,1679,2982,160,434,83,270,11,4,9,14,58,65,512,525,23625,23175,0,0,131,131,12,14,611,473,34,22,3355,2239,18,16,57,71,64,93,154,189,5034,5221,15,19
2016,Hawai'i,Mountain West,263,335,15,11,25,22,10,6,6,12,14,1,4,78,281,15,11,0,0,1403,891,65,44,3185,3183,438,393,257,246,11,15,25,29,116,96,1003,915,24830,25570,0,0,63,292,8,30,477,620,25,31,2293,3279,32,32,92,65,64,96,183,201,5478,6462,25,17
2016,Houston,American Athletic,312,212,19,8,30,19,10,11,11,10,13,2,2,132,211,15,7,1,0,783,991,37,44,3852,2853,523,419,352,235,7,16,24,19,58,74,554,632,25790,21010,0,0,73,34,19,13,561,447,29,16,1912,1302,39,37,101,99,109,69,233,203,5764,4155,25,18
2016,Idaho,Sun Belt,281,290,13,11,22,20,6,11,9,6,13,1,2,130,164,11,17,0,0,981,876,53,51,3240,3685,432,447,265,282,17,11,19,31,73,80,680,651,25014,22415,2,0,148,124,19,18,489,446,24,17,1925,1874,24,24,67,67,72,74,182,176,5165,5559,17,28
2016,Illinois,Big Ten,180,258,7,5,16,16,11,11,11,11,12,1,0,133,161,9,7,0,0,754,676,40,28,2095,2231,358,308,183,194,7,9,13,11,75,62,639,537,18713,24487,0,1,101,273,24,24,353,569,14,35,1686,2630,28,20,97,62,44,78,155,175,3781,4861,20,18
2016,Indiana,Big Ten,279,253,7,17,27,27,11,10,9,9,13,2,2,142,279,18,13,0,0,1008,688,52,36,3559,2856,456,417,263,219,13,18,21,17,79,88,686,735,21947,24853,0,1,179,195,24,33,534,554,18,20,1979,2085,33,29,98,95,81,68,203,207,5538,4941,29,23
2016,Iowa,Big Ten,217,236,11,14,17,23,2,9,9,2,13,1,2,56,173,10,9,0,0,831,428,32,22,1991,2618,310,401,175,202,9,10,17,18,65,67,538,522,23310,23490,1,0,412,134,33,12,502,492,23,10,2234,1947,28,30,61,69,56,70,173,199,4225,4565,12,18
2016,Iowa State,Big 12,254,293,11,9,23,15,8,4,4,7,12,1,0,90,39,8,9,1,0,1017,629,44,31,3106,2817,398,385,235,235,9,8,21,25,76,62,681,599,21353,21847,0,0,226,66,25,15,458,526,18,23,1953,2618,19,32,80,62,76,78,178,176,5059,5435,16,13
2016,Kansas,Big 12,213,277,5,8,20,18,14,12,12,14,12,1,4,131,410,22,10,1,0,868,432,48,21,2885,2637,464,357,278,211,10,22,16,26,71,78,654,696,20017,23183,0,1,-10,241,10,26,405,549,11,27,1429,2837,28,27,90,72,60,62,183,174,4314,5474,36,22
2016,Kansas State,Big 12,278,262,9,10,15,24,7,9,8,5,13,3,0,205,59,5,16,1,0,991,773,38,42,2041,3545,309,474,177,297,16,5,10,26,88,85,710,793,25422,19578,1,0,227,87,22,21,572,400,39,11,3013,1495,30,25,70,80,79,64,175,172,5054,5040,12,25
2016,Kent State,Mid-American,178,260,5,10,14,16,5,12,12,6,12,0,2,157,110,8,12,0,0,750,865,42,42,1700,2361,292,353,147,183,12,8,11,16,63,58,539,550,20858,22342,0,1,123,185,22,22,473,537,15,24,2008,2277,20,34,69,91,60,72,181,182,3708,4638,13,24
2016,Kentucky,SEC,260,295,12,7,16,13,16,8,8,15,13,1,1,129,77,12,13,0,0,863,999,39,50,2419,2679,312,352,170,202,13,13,17,20,65,85,595,678,23286,23514,1,0,131,125,17,25,560,576,31,25,3044,2966,21,27,69,74,72,80,184,182,5463,5645,28,21
2016,LSU,SEC,235,192,1,10,8,19,10,8,7,10,12,1,0,80,46,7,9,0,0,459,919,24,50,2281,2366,298,364,174,194,9,7,12,9,58,64,492,502,22416,20784,1,0,186,38,24,11,459,429,30,7,2796,1407,36,20,78,71,66,61,152,189,5077,3773,17,17
2016,Louisiana,Sun Belt,255,265,7,9,24,20,4,8,8,4,13,1,1,120,135,13,10,0,0,710,643,40,39,2308,3249,342,439,203,271,10,14,12,18,94,80,721,689,23162,23638,0,1,87,207,19,10,586,490,21,17,2326,1679,25,36,80,102,74,72,198,195,4634,4928,17,18
2016,Louisiana Tech,Conference USA,358,336,6,15,10,24,8,9,9,8,14,1,0,127,59,9,9,3,0,1436,1693,57,84,5087,3846,543,494,362,323,10,9,43,35,71,89,675,852,23838,26562,0,1,178,180,17,13,417,524,30,27,2119,2047,44,26,89,52,78,85,155,187,7206,5893,17,18
2016,Louisville,ACC,323,227,11,9,16,19,22,10,10,22,13,1,0,221,121,10,15,0,0,825,1857,41,90,3777,2692,436,411,248,224,15,10,32,29,101,77,919,738,22448,24344,1,0,211,183,29,21,525,483,37,7,3148,1497,30,47,97,83,74,64,180,203,6925,4189,32,25
2016,Marshall,Conference USA,241,286,16,14,24,23,4,12,12,4,12,0,3,107,233,12,8,1,1,1279,471,62,22,2902,3044,438,372,264,220,8,12,28,21,90,81,921,820,21498,21702,0,1,148,162,18,19,396,488,12,28,1298,2421,27,28,70,80,59,66,175,166,4200,5465,16,20
2016,Maryland,Big Ten,236,298,11,10,29,26,10,7,7,10,13,1,1,54,110,9,5,0,0,874,952,42,53,2317,2760,342,394,196,221,5,9,15,19,88,81,794,737,21665,25135,2,0,223,100,27,20,533,586,26,31,2594,2792,37,49,87,109,62,72,181,192,4911,5552,19,12
2016,Massachusetts,FBS Independents,230,286,12,15,24,25,10,11,9,9,12,0,2,84,133,15,4,0,0,1213,1029,62,47,3080,3115,436,394,253,254,4,15,27,27,93,83,794,806,19419,23781,0,0,102,229,14,33,366,492,10,23,1194,2317,25,47,70,78,52,69,160,171,4274,5432,25,15
2016,Memphis,American Athletic,304,309,13,14,22,23,11,13,13,10,13,3,1,200,81,10,16,3,0,1249,465,49,29,3957,3246,477,494,303,304,16,10,34,20,82,85,771,777,21235,25565,0,0,175,66,21,9,487,530,23,28,2071,2664,23,35,74,94,79,73,196,192,6028,5910,21,29
2016,Miami,ACC,260,245,6,7,13,24,3,11,11,3,13,0,0,58,87,7,8,0,1,445,763,21,33,3564,2779,426,446,263,262,8,7,27,17,95,92,876,800,21824,24976,1,0,243,158,22,21,435,499,24,10,1973,1713,35,25,107,73,62,81,172,210,5537,4492,10,19
2016,Miami (OH),Mid-American,254,263,7,11,15,22,13,7,6,13,13,1,0,98,96,7,14,0,0,854,908,44,44,2998,2715,358,408,212,238,14,7,27,15,88,61,720,644,25272,21528,0,1,18,150,6,20,484,468,9,21,1772,1875,24,41,70,74,62,73,164,180,4770,4590,20,21
2016,Michigan,Big Ten,284,187,13,11,20,27,5,6,6,5,13,3,1,147,126,7,13,0,0,486,928,27,42,2756,1853,370,328,228,143,13,7,20,11,63,70,593,544,25778,21022,2,0,357,137,26,21,574,481,41,9,2768,1550,46,22,119,86,79,37,183,177,5524,3403,12,19
2016,Michigan State,Big Ten,246,223,10,11,21,17,7,5,5,7,12,2,0,129,80,11,8,0,1,621,678,30,31,2668,2474,370,332,211,198,8,11,19,19,77,50,724,463,22810,20390,0,0,132,87,20,16,471,460,14,21,2072,1904,11,27,56,73,67,71,174,168,4740,4378,18,13
2016,Middle Tennessee,Conference USA,323,319,4,25,14,41,6,8,9,6,13,2,1,175,256,15,11,0,0,569,1365,30,65,4236,3260,556,491,349,286,11,15,39,24,78,79,730,739,21936,24864,0,0,162,68,22,16,417,577,26,37,2494,2583,28,14,64,63,82,81,184,210,6730,5843,21,19
2016,Minnesota,Big Ten,250,247,5,12,10,26,5,16,15,4,13,1,1,136,173,12,9,1,0,928,563,39,31,2257,3002,328,487,181,274,9,12,9,22,88,61,743,547,24263,22537,0,0,136,129,24,32,558,453,34,12,2387,1532,37,16,101,73,73,83,193,214,4644,4534,17,25
2016,Mississippi State,SEC,287,298,14,19,28,28,6,9,8,6,13,3,1,300,81,10,14,0,0,868,843,42,42,2726,3660,411,472,230,291,14,10,24,33,68,68,617,561,22506,24294,0,1,76,133,20,9,532,485,24,17,2997,2308,25,18,81,68,78,78,192,191,5723,5968,16,23
2016,Missouri,SEC,291,273,13,5,24,12,13,5,5,13,12,2,3,170,227,10,15,0,1,811,541,43,21,3545,2962,448,418,249,241,15,10,25,17,80,75,657,596,16892,25708,1,0,265,111,27,20,500,531,24,28,2461,2794,27,14,72,36,83,86,194,195,6006,5756,23,20
2016,NC State,ACC,284,248,12,17,27,27,8,12,12,8,13,2,0,130,100,12,10,1,0,880,959,39,48,3383,3174,438,470,263,275,10,12,20,16,78,78,810,651,24839,21961,1,0,132,134,16,11,504,424,23,18,2030,1412,37,17,89,62,84,67,193,192,5413,4586,20,22
2016,Navy,American Athletic,295,307,17,18,28,27,9,11,11,9,14,2,0,60,11,7,7,0,1,1111,1008,48,59,1794,3557,158,413,93,267,7,7,9,29,39,60,341,494,26199,24201,0,0,146,63,15,5,742,546,61,23,4342,2519,20,23,57,59,91,107,167,200,6136,6076,16,18
2016,Nebraska,Big Ten,265,231,12,12,21,26,5,3,4,5,13,2,2,122,153,9,16,0,0,687,840,33,39,2752,2806,400,422,201,254,16,9,18,16,75,65,695,578,25087,21713,0,0,168,224,24,22,523,433,24,22,2199,1922,26,15,80,71,86,67,196,179,4951,4728,14,19
2016,Nevada,Mountain West,262,265,8,14,13,22,2,10,8,1,12,0,0,101,59,9,5,0,0,571,627,28,34,2498,1901,356,240,210,142,5,9,18,12,52,72,482,654,21092,22108,0,0,101,127,10,14,474,585,20,32,2088,3571,13,22,55,65,81,81,167,165,4586,5472,11,15
2016,New Mexico,Mountain West,271,254,16,9,22,16,8,5,4,7,13,2,0,86,16,6,8,1,0,883,307,40,13,1389,2890,179,345,96,201,8,6,11,24,82,61,737,544,26454,20346,0,1,150,204,22,26,688,471,48,29,4550,2242,27,18,73,66,79,63,172,158,5939,5132,14,13
2016,New Mexico State,Sun Belt,266,288,13,8,24,17,7,10,8,6,12,1,1,138,211,15,13,0,1,491,768,29,29,2925,3029,459,360,253,232,13,15,22,23,76,71,600,646,19137,24063,0,4,19,464,6,35,453,549,13,32,2051,2931,11,36,73,95,64,83,190,177,4976,5960,22,23
2016,North Carolina,ACC,282,286,6,14,15,21,10,13,9,8,13,1,1,58,64,6,1,2,0,890,775,33,36,3811,2350,458,327,313,183,1,6,30,11,99,94,797,797,19025,27775,0,0,134,2,17,9,401,660,21,28,1896,2959,25,20,67,81,75,89,165,209,5707,5309,16,14
2016,North Texas,Conference USA,240,284,8,11,22,27,8,8,8,8,13,2,1,221,164,13,14,0,1,948,544,49,25,2708,2610,449,354,261,182,14,13,15,20,97,92,888,808,21453,25347,1,1,152,253,18,31,426,588,24,31,1736,3114,26,43,74,94,63,92,181,193,4444,5724,21,22
2016,Northern Illinois,Mid-American,284,292,9,10,19,15,4,2,2,4,12,0,0,75,143,13,14,1,0,1034,919,45,44,2688,3008,400,416,232,236,14,13,20,25,84,83,834,810,19988,23212,0,0,70,93,17,26,548,520,27,24,2877,2410,22,8,75,65,83,71,202,187,5565,5418,17,16
2016,Northwestern,Big Ten,281,280,17,14,32,26,7,9,9,7,13,0,1,163,93,9,16,1,0,671,689,29,33,3186,3448,483,496,282,303,16,9,22,13,47,61,389,593,22341,24459,0,0,132,229,20,26,501,478,22,20,1991,1809,27,39,77,96,83,75,211,205,5177,5257,16,25
2016,Notre Dame,FBS Independents,254,244,13,12,20,23,9,6,6,9,12,0,2,73,173,9,8,2,2,877,935,38,42,3051,2357,388,313,224,193,8,9,27,14,78,68,638,606,20830,22370,0,2,191,316,21,22,438,529,18,23,1960,2189,14,28,63,65,68,67,168,172,5011,4546,18,14
2016,Ohio,Mid-American,292,268,8,11,18,20,13,11,11,12,14,0,0,202,58,12,15,0,1,885,1308,43,68,3147,3581,459,489,251,308,15,12,22,25,79,91,757,886,26070,24330,0,0,90,83,20,21,546,495,17,12,2350,1462,44,19,103,80,80,84,213,219,5497,5043,25,26
2016,Ohio State,Big Ten,313,201,13,8,21,23,5,6,6,5,13,7,1,443,209,7,21,0,1,682,994,28,53,2781,2239,409,401,255,196,21,7,26,11,82,59,658,536,25886,20914,0,0,131,55,27,14,583,481,33,8,3188,1619,28,28,89,67,93,64,200,199,5969,3858,12,27
2016,Oklahoma,Big 12,330,276,7,15,13,27,9,8,8,9,13,2,1,157,132,8,9,1,0,815,1110,36,51,4134,3502,384,495,271,271,9,8,43,29,66,87,679,703,25170,21630,1,0,122,67,12,9,573,465,30,15,3078,2114,25,20,68,65,87,92,169,217,7212,5616,17,17
2016,Oklahoma State,Big 12,308,295,5,11,12,27,10,11,11,10,13,0,1,150,54,4,14,0,0,557,969,27,54,4211,3287,465,431,295,263,14,4,29,22,69,69,643,606,22500,24300,0,0,152,15,14,17,491,548,32,22,2221,2515,32,32,90,82,77,76,180,195,6432,5802,14,25
2016,Old Dominion,Conference USA,273,277,18,17,32,35,4,11,12,4,13,1,1,76,80,6,11,0,0,881,1144,40,68,3042,2944,374,418,220,245,11,6,31,21,66,67,572,606,23143,23657,0,0,204,146,22,10,500,503,27,25,2559,2081,34,19,81,58,64,69,172,185,5601,5025,10,22
2016,Ole Miss,SEC,298,270,6,9,16,14,5,8,8,5,12,2,1,150,132,14,8,0,0,839,921,37,46,3779,2579,483,350,289,206,8,14,27,15,59,82,520,691,18673,24527,0,1,60,177,10,15,422,546,17,31,1793,2956,20,25,68,56,68,75,169,181,5572,5535,19,16
2016,Oregon,Pac-12,279,333,18,7,29,16,9,3,3,9,12,0,0,154,39,6,9,1,0,1065,513,47,25,3183,3263,399,449,257,291,9,6,28,29,99,97,910,878,18528,24672,0,0,151,127,22,17,493,522,29,38,2717,2958,26,27,63,74,66,79,171,163,5900,6221,15,12
2016,Oregon State,Pac-12,218,277,3,12,15,23,8,13,13,8,12,0,3,181,156,11,7,1,0,842,661,36,37,2086,2534,353,402,193,226,7,11,13,15,96,70,862,652,22412,20788,0,1,126,65,22,19,442,492,24,26,2300,2616,17,25,52,59,64,74,172,178,4386,5150,19,20
2016,Penn State,Big Ten,285,274,10,8,20,21,12,11,11,12,14,1,0,126,142,8,10,0,0,965,941,50,50,3650,3033,391,472,226,292,10,8,29,18,68,101,622,884,23375,27025,0,0,194,146,31,22,540,551,34,22,2406,2118,39,24,112,88,56,84,173,221,6056,5151,20,21
2016,Pittsburgh,ACC,265,303,7,21,13,28,9,10,10,9,13,3,1,182,73,9,9,3,1,1037,1297,40,67,2882,4331,324,549,189,350,9,9,28,28,74,82,647,703,24093,22707,1,0,253,236,18,29,542,436,36,28,2926,1555,43,10,90,73,79,80,175,197,5808,5886,18,19
2016,Purdue,Big Ten,254,261,15,9,33,13,8,4,4,8,12,1,2,272,276,25,12,0,0,836,755,42,45,3539,2489,557,315,312,187,12,25,25,22,52,85,447,768,21113,22087,0,0,91,45,12,15,361,540,12,35,1154,2850,21,29,68,71,91,89,203,181,4693,5339,33,16
2016,Rice,Conference USA,261,258,11,10,17,17,8,6,7,9,12,1,1,23,120,10,5,0,0,648,798,34,35,2582,3452,412,338,241,214,5,10,16,25,69,91,566,788,21904,21296,0,0,47,124,18,22,483,477,23,30,2036,2597,21,32,67,72,67,62,182,159,4618,6049,18,11
