season,team,conference,firstDowns,firstDownsOpponent,fourthDownConversions,fourthDownConversionsOpponent,fourthDowns,fourthDownsOpponent,fumblesLost,fumblesLostOpponent,fumblesRecovered,fumblesRecoveredOpponent,games,interceptionTDs,interceptionTDsOpponent,interceptionYards,interceptionYardsOpponent,interceptions,interceptionsOpponent,kickReturnTDs,kickReturnTDsOpponent,kickReturnYards,kickReturnYardsOpponent,kickReturns,kickReturnsOpponent,netPassingYards,netPassingYardsOpponent,passAttempts,passAttemptsOpponent,passCompletions,passCompletionsOpponent,passesIntercepted,passesInterceptedOpponent,passingTDs,passingTDsOpponent,penalties,penaltiesOpponent,penaltyYards,penaltyYardsOpponent,possessionTime,possessionTimeOpponent,puntReturnTDs,puntReturnTDsOpponent,puntReturnYards,puntReturnYardsOpponent,puntReturns,puntReturnsOpponent,rushingAttempts,rushingAttemptsOpponent,rushingTDs,rushingTDsOpponent,rushingYards,rushingYardsOpponent,sacks,sacksOpponent,tacklesForLoss,tacklesForLossOpponent,thirdDownConversions,thirdDownConversionsOpponent,thirdDowns,thirdDownsOpponent,totalYards,totalYardsOpponent,turnovers,turnoversOpponent
2021,BYU,FBS Independents,301,278,16,17,24,26,7,5,4,8,13,0,0,82,60,5,15,0,0,298,665,18,32,3433,3015,389,411,253,269,15,5,26,14,66,68,539,520,22845,23955,1,0,238,112,27,15,480,470,30,24,2457,2042,20,15,64,61,72,77,158,179,5890,5057,12,20
2021,Ball State,Mid-American,248,288,11,11,21,21,5,4,4,7,13,0,4,140,171,7,15,1,0,703,378,31,24,2699,3159,440,397,267,262,15,7,18,17,64,74,531,704,21572,25228,0,0,169,28,20,7,444,528,17,22,1685,2293,23,24,69,63,75,70,188,171,4384,5452,12,19
2021,Baylor,Big 12,290,270,22,17,35,28,8,8,6,7,14,2,0,254,49,7,19,1,0,650,112,30,6,2843,3185,365,443,237,266,19,7,24,13,75,72,677,627,26367,24033,0,0,154,44,19,12,572,497,29,16,3070,1656,44,18,103,84,77,68,183,201,5913,4841,15,27
2021,Boise State,Mountain West,264,225,6,6,16,15,5,10,10,7,12,1,0,268,82,10,13,0,0,484,683,24,38,3127,2483,410,323,254,186,13,10,20,12,60,95,595,758,21573,21627,3,0,238,93,17,12,460,478,15,14,1466,1903,28,27,66,72,80,66,181,174,4593,4386,15,23
2021,Boston College,ACC,231,223,12,11,21,22,7,7,7,9,12,1,0,27,13,11,10,1,1,596,589,24,30,2217,2082,304,309,169,179,10,11,13,14,65,84,596,732,21745,21455,0,1,79,212,16,18,475,451,21,15,1987,2043,20,24,56,75,64,51,159,148,4204,4125,18,17
2021,Bowling Green,Mid-American,187,256,6,11,18,25,8,6,6,8,12,1,0,158,48,9,12,0,1,703,806,38,40,2578,2234,407,308,238,180,12,9,12,15,96,57,853,560,21353,21847,0,1,188,208,23,31,370,543,15,30,1228,2254,28,39,82,89,61,70,179,172,3806,4488,17,18
2021,Buffalo,Mid-American,285,245,14,14,24,20,8,9,12,9,12,0,0,19,165,11,3,0,0,683,384,36,23,2579,2654,367,298,218,184,3,11,12,20,65,95,624,846,22745,20544,0,0,88,173,13,17,539,489,30,27,2346,2342,37,16,87,63,87,62,187,159,4925,4996,19,12
2021,California,Pac-12,228,255,9,6,27,12,2,7,7,3,12,1,0,28,62,8,13,1,0,491,565,18,28,2659,2754,382,411,235,242,13,8,16,20,74,70,694,598,21905,21295,0,0,100,113,14,11,402,418,17,13,1970,1646,23,26,64,56,68,83,167,179,4629,4400,10,20
2021,Central Michigan,Mid-American,300,255,17,14,29,31,4,10,11,5,13,0,0,31,53,10,5,1,0,647,864,32,47,3450,3380,448,422,273,257,5,10,31,22,82,69,726,633,24220,22586,2,1,290,98,15,15,520,466,18,18,2329,1605,36,26,98,82,71,56,191,188,5779,4985,14,15
2021,Charlotte,Conference USA,265,268,22,15,35,24,10,6,6,15,12,2,0,44,184,10,8,0,0,877,264,40,14,3044,3130,394,324,247,209,8,10,27,27,77,91,636,793,23205,19995,0,0,46,22,8,8,430,458,13,27,1805,2437,16,25,51,71,66,63,165,141,4849,5567,20,14
2021,Cincinnati,American Athletic,277,268,12,19,19,37,10,15,15,12,14,1,1,214,127,9,19,1,0,667,579,28,35,3377,2369,400,413,257,223,19,9,33,13,101,91,754,684,22810,27590,0,0,224,26,22,17,464,584,34,14,2406,2089,39,26,102,54,62,71,158,210,5783,4458,19,34
2021,Clemson,ACC,258,223,9,10,16,24,8,8,9,10,13,1,2,69,137,11,12,0,1,522,431,21,19,2485,2715,414,455,228,260,12,11,12,11,79,113,657,889,22933,23867,0,0,92,82,20,20,488,439,26,7,2184,1256,41,21,90,66,69,71,186,207,4669,3971,19,20
2021,Coastal Carolina,Sun Belt,309,230,10,14,13,30,6,7,8,6,13,0,0,27,59,4,6,0,0,542,1037,28,57,3457,2474,322,358,227,208,6,4,33,15,70,51,666,388,24394,22406,3,0,241,0,25,4,509,477,36,21,2974,1942,32,21,82,63,77,61,143,171,6431,4416,10,13
2021,Colorado,Pac-12,173,267,6,8,18,17,4,4,6,4,12,1,0,143,2,3,9,1,0,603,378,21,17,1575,2908,269,403,154,247,9,3,10,17,76,83,677,787,19582,23618,1,1,273,407,20,39,438,431,12,22,1514,2143,13,32,60,79,51,72,158,167,3089,5051,7,13
2021,Colorado State,Mountain West,254,238,10,11,25,17,8,8,9,12,12,0,1,106,53,11,6,0,0,461,644,19,34,3020,2533,396,335,237,194,6,11,15,23,85,68,822,580,20906,22294,1,1,166,279,24,21,515,494,14,18,1969,1995,39,28,83,69,82,66,202,179,4989,4528,19,14
2021,Duke,ACC,262,293,11,9,29,12,12,6,6,14,12,0,0,101,115,9,8,2,0,995,288,43,19,2855,3741,410,405,265,241,8,9,9,32,78,77,740,643,21103,22097,0,0,135,221,16,27,524,468,22,26,2163,2475,21,27,60,83,86,84,203,173,5018,6216,21,14
2021,East Carolina,American Athletic,267,232,26,11,36,17,11,7,8,11,12,2,1,147,142,11,15,0,2,403,861,23,37,3249,2797,424,378,261,225,15,11,21,17,63,68,591,594,24471,18729,0,0,81,35,13,8,475,412,20,20,1949,1941,26,36,73,80,66,49,191,152,5198,4738,22,22
2021,Eastern Michigan,Mid-American,289,298,14,10,29,21,5,9,11,5,13,2,2,166,94,9,8,0,2,459,652,32,31,3417,3093,455,393,309,230,8,9,19,19,50,89,448,786,23820,22980,1,0,114,69,16,14,455,508,26,27,1541,2600,24,41,52,81,73,71,175,164,4958,5693,14,17
2021,Florida,SEC,291,261,14,9,26,20,3,4,4,5,13,0,2,43,302,18,9,0,0,413,773,26,34,3304,2651,416,395,265,226,9,18,27,19,104,68,918,559,23790,23023,0,0,176,92,25,10,495,478,26,19,2714,2131,36,14,81,68,72,62,174,175,6018,4782,21,13
2021,Florida Atlantic,Conference USA,240,240,9,15,23,27,11,6,7,10,12,2,1,169,134,8,13,0,1,606,643,29,29,2982,3026,386,420,230,247,13,8,20,19,85,92,717,829,20515,22685,0,0,129,168,19,17,449,422,18,17,1819,1891,15,35,65,76,75,56,177,176,4801,4917,19,19
2021,Florida International,Conference USA,194,299,6,9,14,12,10,6,8,11,12,0,4,0,255,12,3,0,0,574,533,32,25,3182,3154,379,376,202,258,3,12,20,28,71,62,626,573,19364,23830,1,0,98,256,16,26,371,506,11,30,1225,2758,14,40,55,69,53,78,162,168,4407,5912,22,9
2021,Florida State,ACC,247,245,7,11,21,23,9,6,7,10,12,1,0,150,26,12,14,0,0,509,555,27,22,2419,2798,340,397,209,231,14,12,20,25,83,102,750,848,20403,22788,0,0,71,106,17,12,446,477,21,15,2134,1735,33,36,86,81,52,79,153,193,4553,4533,21,20
2021,Fresno State,Mountain West,316,237,8,7,15,20,12,13,17,16,13,0,0,197,76,10,11,0,0,504,1267,31,60,4247,2886,514,405,342,212,12,10,35,17,99,83,926,730,24530,22270,0,0,46,72,16,10,439,453,17,15,1783,1626,30,25,90,66,78,65,183,185,6030,4512,22,24
2021,Georgia,SEC,339,223,8,13,14,32,5,5,7,6,15,4,2,265,172,12,16,0,0,322,219,17,20,3778,2845,407,507,264,285,16,12,39,10,77,97,648,759,27499,26501,1,0,317,120,33,12,545,463,29,3,2864,1183,49,16,99,52,77,84,172,239,6642,4028,17,21
2021,Georgia Southern,Sun Belt,215,266,12,8,27,20,5,4,3,5,12,1,0,54,35,12,5,0,1,461,666,34,35,1765,3464,275,404,141,250,5,12,5,28,68,76,544,682,22129,21071,1,2,58,169,11,18,536,420,22,17,2320,1840,26,27,79,81,61,62,173,159,4085,5304,17,9
2021,Georgia State,Sun Belt,279,283,10,15,18,30,7,10,15,9,13,1,1,170,80,8,11,0,0,133,953,19,42,2101,3398,311,439,180,260,11,8,19,20,70,56,656,512,22125,24675,0,1,4,100,3,17,586,524,25,20,2931,1838,37,23,90,68,72,89,172,205,5032,5236,15,21
2021,Georgia Tech,ACC,226,268,10,9,23,15,5,10,11,8,12,0,2,6,154,10,3,1,0,732,243,37,17,2375,3276,342,335,205,219,3,10,18,28,72,67,609,621,21029,22168,0,0,65,152,17,14,444,491,15,19,2028,2175,20,33,61,74,58,71,163,157,4403,5451,15,13
2021,Hawai'i,Mountain West,263,303,5,8,20,20,13,13,14,14,13,3,0,297,75,16,14,0,1,565,630,33,27,3408,3766,462,506,260,289,14,16,19,24,68,81,586,797,21469,25331,0,1,69,111,11,11,431,502,22,24,1857,2032,27,38,79,95,64,96,179,208,5265,5798,29,27
2021,Houston,American Athletic,303,219,17,13,25,30,2,8,11,2,14,2,2,210,86,12,14,2,3,878,955,43,43,3802,2716,459,413,307,228,14,12,32,18,91,76,860,618,28214,22186,2,0,396,66,29,9,515,445,27,13,2003,1510,45,38,99,102,83,48,197,187,5805,4226,14,22
2021,Illinois,Big Ten,211,250,5,13,13,18,6,8,10,6,12,0,1,39,42,6,9,0,1,49,241,12,9,1874,2582,322,362,165,213,9,6,13,12,60,59,633,588,21021,22179,0,0,121,100,16,27,468,478,12,16,2083,1813,30,23,68,62,68,59,178,167,3957,4395,12,17
2021,Indiana,Big Ten,206,252,11,10,22,15,7,4,4,7,12,0,3,42,229,15,5,0,1,424,443,29,17,2106,2828,390,385,199,240,5,15,9,24,56,79,496,658,21497,21703,2,0,156,172,15,21,428,433,13,23,1384,1777,17,29,57,72,69,57,187,156,3490,4605,22,9
2021,Iowa,Big Ten,232,250,5,12,16,26,8,6,8,11,14,3,0,225,73,11,25,1,0,759,208,30,17,2521,3003,404,468,222,262,25,11,12,16,57,86,505,718,25271,25129,1,0,315,94,41,20,507,508,18,15,1731,1601,31,32,67,97,68,78,200,213,4252,4604,19,31
2021,Iowa State,Big 12,280,215,15,8,23,19,5,4,7,6,13,1,1,78,73,9,11,0,1,405,600,22,23,3430,2441,446,349,313,213,11,9,22,19,63,68,502,622,24110,22690,0,0,111,194,17,18,411,449,25,11,2089,1595,33,21,85,62,60,69,165,178,5519,4036,14,15
2021,Kansas,Big 12,196,288,11,11,30,18,3,9,7,3,12,2,0,146,84,10,7,0,0,553,114,27,9,2218,2842,318,314,195,221,7,10,15,27,49,66,404,564,22197,21005,0,1,108,210,8,16,435,495,15,40,1674,3005,16,16,43,69,59,77,164,141,3892,5847,13,16
2021,Kansas State,Big 12,233,234,15,20,20,33,7,6,4,9,13,0,1,108,87,7,11,2,0,735,474,27,21,2599,2798,311,377,204,258,11,7,14,15,71,69,595,566,23324,23476,1,0,102,117,12,11,436,458,29,14,2111,1686,30,24,90,77,64,71,146,178,4710,4484,14,17
2021,Kent State,Mid-American,362,362,13,21,27,35,6,9,9,6,14,0,2,116,116,6,16,0,0,1140,862,57,59,3425,3724,405,487,261,308,16,6,21,23,109,80,993,789,22241,28159,0,0,82,25,15,8,647,580,36,40,3482,2886,23,40,73,105,88,96,202,202,6907,6610,12,25
2021,Kentucky,SEC,296,239,6,5,16,18,10,3,3,12,13,3,1,188,161,13,9,0,0,301,276,22,16,2933,2842,366,403,242,268,9,13,24,20,63,78,548,608,25425,21375,1,0,165,50,16,9,496,401,27,12,2594,1587,29,24,79,59,76,64,151,166,5527,4429,23,12
2021,LSU,SEC,252,259,20,14,32,21,5,5,6,6,13,1,0,142,98,11,8,0,0,216,232,13,11,3308,3078,443,422,262,271,8,11,32,29,56,72,446,584,23099,23701,0,0,117,157,22,17,445,469,9,16,1482,1830,38,38,98,69,71,74,192,185,4790,4908,16,13
2021,Liberty,FBS Independents,294,240,13,15,30,29,7,2,1,8,13,1,1,49,127,15,9,0,0,735,382,38,23,3315,2344,381,354,226,200,9,15,33,14,92,78,865,722,23655,23145,1,0,190,99,27,11,508,520,26,19,2350,1819,37,52,98,83,69,63,162,186,5665,4163,22,11
2021,Louisiana,Sun Belt,300,255,22,21,37,37,4,13,17,5,14,1,0,150,35,4,10,0,0,608,769,36,56,3060,2688,405,414,246,220,10,4,22,17,74,80,686,674,25936,24464,0,0,159,122,25,24,565,520,34,16,2715,2084,39,26,85,90,69,73,189,200,5775,4772,8,23
2021,Louisiana Tech,Conference USA,249,274,8,10,18,24,7,13,15,8,12,2,2,211,97,16,9,0,1,750,921,37,47,3151,3214,411,411,248,271,9,16,22,25,81,89,625,875,20361,22839,0,0,195,209,22,14,416,442,16,25,1466,1998,20,28,65,68,66,60,168,156,4617,5212,23,22
2021,Louisville,ACC,274,293,14,12,27,23,7,5,7,6,13,1,0,161,28,6,10,1,0,732,645,31,33,3074,3193,364,432,221,282,10,6,21,20,80,72,714,587,23827,22767,1,0,157,74,15,13,504,471,29,23,2728,2050,32,20,80,62,70,67,176,178,5802,5243,13,15
2021,Marshall,Conference USA,304,276,10,16,16,33,10,8,10,10,13,0,1,163,309,15,10,2,2,731,751,37,39,3827,2669,491,419,324,229,10,15,18,18,87,85,750,764,21318,25482,0,0,157,83,23,18,449,585,38,18,2109,2483,40,19,96,54,71,80,169,213,5936,5152,25,18
2021,Maryland,Big Ten,303,272,11,11,22,25,6,5,5,17,13,0,3,54,317,12,6,0,1,460,1197,28,47,3960,3234,489,410,339,241,6,12,27,22,87,73,739,613,22933,23867,1,0,183,140,24,22,439,500,20,24,1770,2012,31,25,64,77,65,74,170,183,5730,5246,18,11
2021,Massachusetts,FBS Independents,196,286,11,11,25,19,9,9,8,9,12,0,1,12,188,11,2,0,1,471,443,38,24,1832,2995,331,307,163,198,2,11,11,24,75,76,714,700,21426,21774,0,0,66,186,9,29,416,485,14,43,1764,2824,11,26,46,81,53,72,159,140,3596,5819,20,11
2021,Memphis,American Athletic,270,277,22,17,38,26,8,5,11,11,12,0,0,41,148,11,9,0,0,678,489,33,28,3585,3007,445,437,268,277,9,11,26,22,58,82,475,764,19227,23973,1,0,131,79,10,13,416,489,18,22,1645,2009,27,29,68,67,71,97,175,202,5230,5016,19,14
2021,Miami,ACC,292,247,15,10,21,21,7,3,3,6,12,1,0,113,37,10,8,0,2,306,673,19,27,3854,3007,464,436,295,270,8,10,30,21,87,93,763,868,19738,23462,0,0,199,60,21,15,415,429,20,16,1532,1668,33,30,93,82,73,77,174,194,5386,4675,17,11
2021,Miami (OH),Mid-American,279,259,9,11,21,21,4,8,8,5,13,1,0,87,30,8,9,0,0,395,690,27,39,3621,2893,427,383,247,235,9,8,32,21,87,75,790,701,23217,23583,0,0,118,88,13,11,452,476,15,18,1919,1896,38,21,102,61,70,67,176,179,5540,4789,12,17
2021,Michigan,Big Ten,305,239,14,16,27,32,5,8,9,6,14,1,0,101,61,9,8,1,0,570,170,27,21,3202,2862,395,455,248,258,8,9,21,17,68,73,581,649,26344,24056,0,0,364,35,36,9,575,484,39,11,3001,1770,34,14,71,33,87,75,190,217,6203,4632,14,16
2021,Michigan State,Big Ten,271,316,14,24,20,37,8,10,12,8,13,2,1,232,67,10,10,0,0,534,496,29,28,3298,4222,400,579,243,380,10,10,27,27,90,76,831,602,22213,24587,2,0,237,124,13,18,479,446,23,10,2283,1519,43,21,85,73,72,85,180,213,5581,5741,18,20
2021,Middle Tennessee,Conference USA,258,262,15,14,31,26,8,15,16,9,13,3,1,314,164,13,17,0,0,333,937,18,51,3100,3075,463,491,296,287,17,13,28,23,86,82,736,676,23574,23226,2,0,341,227,23,24,457,450,15,17,1608,1781,32,27,89,86,58,70,185,190,4708,4856,21,32
2021,Minnesota,Big Ten,259,202,9,7,15,19,4,8,10,5,13,0,1,99,43,9,8,0,0,289,300,20,25,2106,2356,256,369,152,205,8,9,12,15,58,60,589,570,27644,19156,0,0,136,21,16,10,602,376,27,11,2575,1268,25,22,58,64,75,57,170,164,4681,3624,13,16
2021,Mississippi State,SEC,330,218,10,6,16,15,8,5,6,10,13,0,2,99,110,9,11,1,0,766,460,31,24,4918,3013,704,401,518,256,11,9,37,20,99,90,760,727,26243,20557,0,2,151,290,22,15,270,406,10,16,821,1474,28,34,70,61,79,74,172,179,5739,4487,17,16
2021,Missouri,SEC,282,296,11,18,19,22,2,6,5,2,13,1,0,91,105,11,11,1,0,621,82,34,6,3036,2688,455,329,301,196,11,11,19,25,83,65,770,567,23636,23164,0,0,69,141,14,15,464,557,22,32,2342,2963,29,17,83,77,84,71,190,165,5378,5651,13,17
2021,NC State,ACC,256,210,5,9,12,20,5,1,2,7,12,1,0,73,74,6,15,2,1,644,400,21,16,3461,2491,443,413,288,217,15,6,35,19,89,83,774,686,22511,20689,1,0,188,131,21,19,372,391,11,9,1514,1488,34,25,79,58,68,53,170,181,4975,3979,11,16
2021,Navy,American Athletic,200,205,25,11,36,18,5,7,9,6,12,0,0,23,36,3,7,1,2,686,693,32,40,681,2618,97,306,48,204,7,3,6,15,53,66,422,537,25052,18148,1,1,162,197,16,22,697,390,19,25,2712,1572,16,30,61,78,70,54,188,138,3393,4190,8,14
2021,Nebraska,Big Ten,259,229,14,6,24,19,7,3,3,8,12,0,1,67,172,11,10,0,1,187,456,17,19,3197,2629,342,404,215,261,10,11,14,14,63,61,540,552,20798,22402,0,2,30,131,9,15,490,424,31,12,2174,1763,20,29,67,65,65,65,159,167,5371,4392,18,13
2021,Nevada,Mountain West,289,275,12,14,21,28,2,13,21,2,13,3,0,219,85,9,14,0,1,810,597,39,27,4511,2867,572,436,395,270,14,9,38,19,85,68,716,643,22524,24276,0,0,223,142,19,14,337,515,13,23,1006,2441,41,44,79,89,78,74,188,190,5517,5308,11,27
2021,New Mexico,Mountain West,165,224,7,11,21,15,12,5,5,16,12,0,0,24,72,8,9,0,0,993,280,43,13,1369,2638,260,351,143,197,9,8,10,19,83,73,685,659,21502,21698,1,2,196,250,16,28,465,464,5,17,1434,1719,25,34,62,92,43,67,169,175,2803,4357,20,14
2021,New Mexico State,FBS Independents,263,277,9,8,20,15,6,10,14,9,12,0,4,102,281,10,10,0,0,449,440,29,23,3236,3492,518,369,296,252,10,10,15,32,83,88,722,836,21976,21224,0,0,45,207,10,20,370,429,15,26,1207,2350,19,40,72,87,72,55,191,135,4443,5842,16,20
2021,North Carolina,ACC,310,297,11,10,19,17,5,4,5,5,13,0,1,71,129,9,11,0,0,361,320,25,16,3324,3094,382,385,237,234,11,9,26,27,95,81,900,713,23155,23645,0,1,149,225,17,25,513,504,30,23,2765,2346,29,50,71,94,71,73,165,175,6089,5440,14,15
2021,North Texas,Conference USA,299,249,16,13,39,21,5,12,18,7,13,0,2,114,179,14,6,0,0,442,663,24,35,2562,2943,394,382,204,228,6,14,12,25,93,96,889,843,23285,23525,0,1,93,307,12,32,639,493,32,18,3043,2028,38,15,88,63,87,73,210,188,5605,4971,19,18
2021,Northern Illinois,Mid-American,321,309,26,12,31,29,10,8,9,12,14,2,1,83,109,8,3,1,0,748,756,41,52,2623,3332,355,408,205,246,3,8,15,27,70,77,634,651,28145,22255,0,0,61,176,11,18,649,517,36,33,3381,3003,19,11,62,76,73,71,195,172,6004,6335,18,11
2021,Northwestern,Big Ten,208,257,16,7,32,12,8,10,12,11,12,0,0,29,134,14,6,0,0,287,426,23,27,2128,2598,365,359,208,241,6,14,13,11,56,72,503,614,20282,22918,0,0,265,189,18,21,452,480,12,31,1740,2556,19,29,48,80,64,74,178,173,3868,5154,22,16
2021,Notre Dame,FBS Independents,289,244,9,9,17,16,6,10,12,8,13,3,2,300,137,10,15,1,0,423,937,18,47,3672,2915,450,431,289,262,15,10,30,13,73,90,642,705,23316,23484,0,0,164,82,19,13,451,457,23,13,1868,1767,41,35,84,82,77,59,182,184,5540,4682,16,25
2021,Ohio,Mid-American,242,289,11,15,17,26,8,2,3,10,12,0,0,19,127,8,6,1,0,794,536,50,31,2209,2871,313,387,200,261,6,8,11,17,74,81,703,762,21443,21757,0,0,54,126,10,12,434,478,20,25,2248,2316,15,22,55,60,52,73,144,167,4457,5187,16,8
2021,Ohio State,Big Ten,348,277,11,10,19,21,3,8,9,3,13,4,0,283,58,8,12,0,1,686,713,29,51,4952,3200,494,461,349,284,12,8,46,21,85,57,770,497,22909,23891,0,0,132,41,22,7,423,448,24,17,2344,1662,36,17,83,48,81,77,155,184,7296,4862,11,20
2021,Oklahoma,Big 12,289,274,11,24,16,38,4,13,14,3,13,0,0,104,2,9,11,0,2,244,925,13,42,3425,3403,403,445,279,293,11,9,32,26,87,82,733,670,22892,23728,0,1,69,125,12,15,448,442,29,15,2438,1678,33,33,97,73,63,67,148,177,5863,5081,13,24
2021,Oklahoma State,Big 12,331,220,7,8,13,27,7,11,12,8,14,1,1,159,142,13,9,2,1,608,808,22,41,3246,2906,447,456,274,262,9,13,23,17,84,93,781,727,25941,24459,1,0,68,16,18,20,620,453,27,9,2597,1202,57,16,118,83,94,60,220,209,5843,4108,20,20
2021,Old Dominion,Conference USA,265,276,9,12,21,29,9,9,11,13,13,1,1,159,161,14,7,2,1,796,1000,34,47,2792,3257,420,448,245,280,7,14,15,28,89,101,782,903,22499,24301,1,0,303,127,28,19,494,491,22,12,2087,1744,25,32,70,81,80,83,191,197,4879,5001,23,16
2021,Ole Miss,SEC,338,324,31,17,49,35,5,10,11,6,13,1,1,100,160,7,11,0,0,429,1050,22,52,3573,2990,429,442,286,269,11,7,21,14,117,82,978,692,21443,25357,0,0,93,76,8,17,588,549,33,25,2829,2505,39,34,80,91,73,72,191,188,6402,5495,12,21
2021,Oregon,Pac-12,318,313,9,24,19,36,6,6,7,6,14,1,1,162,123,8,17,0,0,808,853,38,37,3098,3378,410,487,259,296,17,8,20,22,103,112,905,866,25005,25395,0,1,170,176,17,17,535,502,36,24,2833,2005,23,23,72,56,91,91,180,198,5931,5383,14,23
2021,Oregon State,Pac-12,299,290,11,8,23,21,6,4,5,7,13,0,0,65,82,12,15,0,0,320,344,18,17,2820,3166,347,431,218,267,15,12,19,22,89,81,820,656,23787,23013,1,0,147,57,15,7,521,452,33,19,2761,1870,20,14,64,46,80,93,161,185,5581,5036,18,19
2021,Penn State,Big Ten,264,272,12,15,26,24,5,7,17,5,13,3,0,186,50,10,14,0,0,352,28,19,2,3491,2598,486,440,291,262,14,10,25,11,70,72,599,570,21788,25012,0,0,128,39,17,14,437,525,11,12,1402,1981,26,34,84,92,76,76,195,212,4893,4579,15,21
2021,Pittsburgh,ACC,362,278,17,7,25,25,7,7,10,9,14,4,1,265,163,8,16,1,1,445,1002,19,47,4723,3700,544,506,367,302,16,8,44,26,94,101,895,907,25980,24420,0,0,278,72,30,13,525,472,26,15,2107,1242,54,34,113,79,90,68,204,203,6830,4942,15,23
2021,Purdue,Big Ten,311,239,8,8,15,22,7,4,4,7,13,1,0,107,66,12,13,0,0,223,676,22,38,4620,2713,576,372,407,222,13,12,35,18,58,77,557,700,24922,21878,0,0,123,83,21,13,392,483,7,18,1095,2051,25,29,77,79,82,66,188,177,5715,4764,19,17
