season,team,conference,firstDowns,firstDownsOpponent,fourthDownConversions,fourthDownConversionsOpponent,fourthDowns,fourthDownsOpponent,fumblesLost,fumblesLostOpponent,fumblesRecovered,fumblesRecoveredOpponent,games,interceptionTDs,interceptionTDsOpponent,interceptionYards,interceptionYardsOpponent,interceptions,interceptionsOpponent,kickReturnTDs,kickReturnTDsOpponent,kickReturnYards,kickReturnYardsOpponent,kickReturns,kickReturnsOpponent,netPassingYards,netPassingYardsOpponent,passAttempts,passAttemptsOpponent,passCompletions,passCompletionsOpponent,passesIntercepted,passesInterceptedOpponent,passingTDs,passingTDsOpponent,penalties,penaltiesOpponent,penaltyYards,penaltyYardsOpponent,possessionTime,possessionTimeOpponent,puntReturnTDs,puntReturnTDsOpponent,puntReturnYards,puntReturnYardsOpponent,puntReturns,puntReturnsOpponent,rushingAttempts,rushingAttemptsOpponent,rushingTDs,rushingTDsOpponent,rushingYards,rushingYardsOpponent,sacks,sacksOpponent,tacklesForLoss,tacklesForLossOpponent,thirdDownConversions,thirdDownConversionsOpponent,thirdDowns,thirdDownsOpponent,totalYards,totalYardsOpponent,turnovers,turnoversOpponent
2023,Air Force,Mountain West,255,191,17,12,25,22,11,3,4,11,13,2,0,162,60,6,10,0,0,76,470,4,28,1105,2429,105,350,55,216,10,6,7,18,39,68,322,629,26088,20712,0,0,23,19,8,8,711,387,36,11,3648,1190,30,11,68,46,78,57,168,162,4753,3619,17,13
2023,Akron,Mid-American,200,214,8,12,23,23,6,5,5,6,12,1,1,191,223,15,6,0,0,632,517,36,31,2371,2247,425,333,258,186,6,15,10,19,83,57,722,540,21285,21904,0,0,110,25,18,15,346,443,12,23,972,1780,19,38,62,65,57,61,171,168,3343,4027,21,11
2023,Alabama,SEC,277,228,5,11,7,27,5,7,7,5,14,1,0,125,63,6,12,0,0,533,407,25,27,3086,2675,325,413,208,245,12,6,23,17,78,72,655,549,25815,24585,1,0,178,120,21,14,561,470,32,15,2417,1749,40,49,84,88,82,63,182,191,5503,4424,11,19
2023,App State,Sun Belt,332,279,18,8,28,20,12,10,10,11,14,2,1,149,48,10,15,0,1,604,683,27,37,3827,2814,471,422,299,258,15,10,34,15,61,96,567,879,26262,24138,0,0,37,63,2,13,534,501,23,28,2402,2480,35,21,84,61,79,70,189,178,6229,5294,22,25
2023,Arizona,Pac-12,299,256,10,6,15,21,3,10,9,3,13,0,0,88,143,11,9,0,0,166,130,12,9,4008,3116,464,433,332,258,9,11,36,15,82,93,689,826,24059,22741,1,0,101,148,15,14,398,423,17,19,1816,1541,34,26,74,77,80,73,163,178,5824,4657,14,19
2023,Arizona State,Pac-12,226,250,18,11,38,21,6,4,7,7,12,0,1,47,206,14,5,0,0,710,246,31,15,2524,3160,440,419,243,271,5,14,8,28,69,87,622,722,21799,21401,0,0,100,195,10,14,374,381,17,16,1334,1602,26,30,65,70,53,66,173,162,3858,4762,20,9
2023,Arkansas,SEC,208,226,10,6,16,12,10,5,6,11,12,4,1,235,64,8,12,0,0,475,209,24,9,2250,2433,323,318,207,192,12,8,22,23,76,65,665,515,22123,21077,1,2,180,345,16,19,472,437,9,13,1668,1853,29,47,75,93,67,59,175,158,3918,4286,18,17
2023,Arkansas State,Sun Belt,257,287,7,19,20,25,4,8,8,4,13,2,1,194,87,9,8,1,0,761,655,30,34,2931,3372,370,431,208,296,8,9,17,25,80,84,792,782,20503,26293,1,1,164,157,17,16,459,505,20,22,1926,2395,23,29,88,76,60,79,169,195,4857,5767,13,16
2023,Army,FBS Independents,195,221,20,11,34,25,11,10,10,11,12,1,0,180,170,11,9,0,0,223,176,13,10,1234,2278,164,310,83,190,9,11,7,16,47,70,435,535,23429,19764,2,0,149,68,11,11,573,433,19,15,2505,2092,17,13,47,42,59,63,156,157,3739,4370,22,19
2023,Auburn,SEC,241,223,13,15,26,27,7,6,6,7,13,1,2,179,134,13,12,0,0,708,381,34,17,2109,2628,317,360,189,212,12,13,18,19,71,86,570,737,22670,24130,1,0,250,74,25,14,513,463,22,15,2457,2015,30,34,77,79,54,52,166,164,4566,4643,20,18
