season,team,conference,firstDowns,firstDownsOpponent,fourthDownConversions,fourthDownConversionsOpponent,fourthDowns,fourthDownsOpponent,fumblesLost,fumblesLostOpponent,fumblesRecovered,fumblesRecoveredOpponent,games,interceptionTDs,interceptionTDsOpponent,interceptionYards,interceptionYardsOpponent,interceptions,interceptionsOpponent,kickReturnTDs,kickReturnTDsOpponent,kickReturnYards,kickReturnYardsOpponent,kickReturns,kickReturnsOpponent,netPassingYards,netPassingYardsOpponent,passAttempts,passAttemptsOpponent,passCompletions,passCompletionsOpponent,passesIntercepted,passesInterceptedOpponent,passingTDs,passingTDsOpponent,penalties,penaltiesOpponent,penaltyYards,penaltyYardsOpponent,possessionTime,possessionTimeOpponent,puntReturnTDs,puntReturnTDsOpponent,puntReturnYards,puntReturnYardsOpponent,puntReturns,puntReturnsOpponent,rushingAttempts,rushingAttemptsOpponent,rushingTDs,rushingTDsOpponent,rushingYards,rushingYardsOpponent,thirdDownConversions,thirdDownConversionsOpponent,thirdDowns,thirdDownsOpponent,totalYards,totalYardsOpponent,turnovers,turnoversOpponent
2012,Ball State,Mid-American,363,315,9,11,15,19,7,7,7,7,13,0,0,53,38,10,7,0,1,1056,1235,45,61,3302,3319,492,427,319,264,7,10,28,28,61,96,614,927,25045,23056,0,0,177,6,17,6,543,522,24,24,2642,2692,89,81,189,184,5944,6011,17,14
2012,Baylor,Big 12,367,342,21,10,30,30,10,7,7,10,13,3,0,316,90,13,18,0,1,1039,1149,50,51,4427,4206,475,569,294,357,18,13,34,36,86,76,753,628,21513,25345,0,0,144,166,15,12,597,511,38,28,3012,2323,85,111,184,213,7439,6529,23,25
2012,Boise State,Mountain West,274,227,10,12,22,24,9,18,18,9,13,2,0,213,53,7,18,0,2,686,1219,27,60,2901,2203,394,376,263,219,18,7,20,4,58,67,535,533,24256,24022,0,0,281,76,27,13,478,512,25,20,2186,1894,78,84,176,200,5087,4097,16,36
2012,Boston College,ACC,235,281,5,12,18,23,11,9,9,11,12,0,2,80,179,13,10,0,0,859,754,49,38,3102,2908,473,429,256,268,10,13,18,21,48,85,388,752,19322,24587,1,0,282,196,13,24,345,550,7,20,1086,2559,48,105,164,212,4188,5467,24,19
2012,Bowling Green,Mid-American,247,196,8,5,23,19,5,12,12,5,13,2,0,147,78,13,10,0,0,775,980,39,51,2757,2471,442,411,239,238,10,13,16,11,92,85,775,670,25560,22900,1,0,277,111,26,20,453,413,19,14,1992,1385,71,52,193,186,4749,3856,18,22
2012,Buffalo,Mid-American,242,229,10,14,23,20,12,3,3,12,12,1,0,153,65,10,13,0,2,841,786,45,33,2391,2499,380,341,196,189,13,10,17,18,73,67,741,673,20866,23237,1,0,66,115,14,11,486,501,13,22,2119,1865,63,68,186,184,4510,4364,22,16
2012,California,Pac-12,239,298,4,6,13,15,17,9,9,17,12,1,0,159,143,13,14,0,2,1144,1047,56,39,2499,3263,366,457,212,290,14,13,13,32,99,99,996,914,19764,23681,1,0,216,156,20,15,451,477,18,18,2190,2032,56,82,160,181,4689,5295,30,23
2012,Central Michigan,Mid-American,268,285,4,17,13,28,7,5,5,7,13,2,2,178,156,9,13,0,0,1214,1004,54,50,3170,3114,413,420,244,261,13,9,23,23,55,84,487,732,22881,23834,0,1,31,272,13,23,415,511,22,28,1952,2492,61,85,156,192,5122,5606,16,18
2012,Cincinnati,Big East,265,268,4,11,8,22,8,12,12,8,13,2,1,303,167,11,16,0,1,839,1010,34,46,3104,3282,371,498,210,282,16,11,25,13,73,83,695,736,22866,24228,0,1,252,196,26,27,492,459,25,10,2619,1723,73,81,171,209,5723,5005,19,28
2012,Clemson,ACC,344,245,14,11,18,26,7,9,9,7,13,1,0,136,142,14,13,0,0,717,1125,35,47,4181,3124,474,427,318,248,13,14,40,23,66,72,561,590,22491,24526,0,0,99,118,23,17,588,486,26,16,2484,2030,106,69,206,203,6665,5154,21,22
2012,Colorado,Pac-12,206,291,13,6,26,12,15,12,12,15,12,0,3,37,299,19,3,1,2,1195,834,57,30,2310,3150,404,366,222,248,3,19,11,39,73,84,693,769,23475,21378,0,1,89,261,16,30,425,458,16,28,1323,2712,53,66,177,150,3633,5862,34,15
2012,Colorado State,Mountain West,216,276,10,13,21,25,11,14,14,11,12,3,1,165,312,15,7,0,0,914,751,41,32,2522,2438,351,364,206,219,7,15,17,25,75,60,685,556,19969,25199,0,0,123,248,14,24,399,521,12,19,1542,2440,53,92,155,189,4064,4878,26,21
2012,Duke,ACC,288,274,15,14,27,27,9,12,12,9,13,2,3,86,282,12,11,0,0,1043,993,57,46,3691,3479,551,389,352,224,11,12,27,29,76,80,637,710,24388,22804,2,2,358,323,25,25,439,524,18,26,1628,2620,69,76,199,182,5319,6099,21,23
2012,East Carolina,Conference USA,286,291,11,13,15,20,8,12,12,8,13,1,1,88,89,14,10,1,2,972,1117,49,47,3551,3584,488,475,319,279,10,14,25,28,54,74,554,656,23884,22990,0,0,188,199,22,22,459,467,23,21,1760,2015,82,75,191,183,5311,5599,22,22
2012,Eastern Michigan,Mid-American,200,279,8,8,16,13,6,9,9,6,12,1,1,100,189,15,7,0,3,1228,965,60,42,2054,2548,308,350,159,208,7,15,19,18,70,60,634,524,21991,22216,0,0,94,180,19,23,448,510,13,34,1950,3199,53,81,163,170,4004,5747,21,16
2012,Florida,SEC,227,225,7,7,11,13,10,10,10,10,13,2,1,276,85,5,20,1,0,835,684,36,39,1902,2498,288,444,183,231,20,5,13,7,103,77,875,632,25216,22701,1,1,249,161,20,22,539,413,22,12,2440,1229,65,58,179,187,4342,3727,15,30
2012,Florida Atlantic,Sun Belt,220,236,8,10,22,13,13,9,9,13,12,1,1,102,65,6,8,0,1,787,786,41,37,2851,2443,416,286,265,158,8,6,18,20,77,63,616,525,23473,22466,0,0,143,271,22,35,410,504,12,23,1347,2420,77,58,186,158,4198,4863,19,17
2012,Florida International,Sun Belt,234,244,11,7,24,14,16,8,8,16,12,0,0,81,36,6,10,1,0,1438,600,60,28,2861,3145,369,437,219,265,10,6,17,24,89,76,695,659,22742,21916,1,0,198,258,24,25,489,428,20,23,1747,1690,66,74,175,181,4608,4835,22,18
2012,Florida State,ACC,322,203,3,17,6,27,18,9,9,18,14,0,0,172,69,10,11,0,0,764,997,31,59,3709,2266,428,453,288,221,11,10,24,13,89,69,809,589,27797,23511,3,0,536,87,37,8,513,469,40,10,2882,1287,69,60,163,221,6591,3553,28,20
2012,Fresno State,Mountain West,304,229,16,12,32,20,12,13,13,12,13,6,5,374,318,8,22,0,0,995,1177,48,60,4233,2173,535,381,352,196,22,8,38,15,88,72,799,610,24446,23037,1,0,228,156,26,16,471,549,19,20,1975,2232,81,72,200,212,6208,4405,20,35
2012,Georgia,SEC,297,267,4,7,9,20,8,17,17,8,14,1,3,161,207,11,13,1,0,709,1088,32,54,3991,2459,399,351,254,200,13,11,37,13,96,69,749,552,24059,26566,0,1,203,156,27,15,525,616,32,17,2556,2550,85,76,179,208,6547,5009,19,30
2012,Georgia Tech,ACC,302,270,23,10,37,22,13,9,9,13,14,1,1,131,202,8,16,2,0,1046,1569,44,66,1818,3217,194,448,102,269,16,8,12,23,67,65,539,505,28617,22274,0,0,252,98,20,22,808,472,48,27,4357,2019,88,75,194,183,6175,5236,21,25
2012,Hawai'i,Mountain West,207,227,10,18,26,29,20,7,7,20,12,1,4,79,283,13,9,3,1,1488,833,58,35,2277,2110,399,288,207,158,9,13,12,20,71,67,648,623,21446,20477,2,0,321,350,26,29,439,494,12,34,1303,2236,63,68,184,165,3580,4346,33,16
2012,Houston,Conference USA,292,316,9,9,25,18,15,12,12,15,12,2,5,286,169,20,19,0,0,801,984,42,46,3941,3483,591,510,337,302,19,20,27,25,74,80,634,726,19365,25545,0,0,84,205,24,21,393,521,18,23,1814,2313,81,93,197,205,5755,5796,35,31
2012,Idaho,Western Athletic,188,278,8,10,18,22,17,13,13,17,12,0,4,112,350,22,9,1,0,839,687,49,32,2690,3302,448,403,262,261,9,22,15,27,87,79,767,552,21623,24501,0,0,17,256,17,37,350,459,3,37,1056,2334,49,73,176,163,3746,5636,39,22
2012,Illinois,Big Ten,198,235,6,8,15,13,16,11,11,16,12,1,0,97,251,14,7,0,0,904,460,49,20,2026,2324,354,288,223,180,7,14,11,21,71,58,595,475,22853,22113,0,0,35,160,15,25,443,514,12,28,1504,2327,59,47,173,148,3530,4651,30,18
2012,Indiana,Big Ten,272,288,11,12,22,18,3,6,6,3,12,0,2,113,284,13,7,1,0,973,757,44,35,3734,2786,540,356,331,222,7,13,24,23,68,72,565,708,19048,24606,0,1,57,86,14,21,399,554,21,29,1570,2776,73,71,198,178,5304,5562,16,13
2012,Iowa,Big Ten,209,237,7,7,20,14,3,13,13,3,12,2,0,147,57,8,10,1,0,783,583,33,30,2249,2634,389,353,223,224,10,8,7,16,55,64,491,585,21315,22048,0,0,119,97,17,22,404,473,15,16,1476,1945,64,76,176,175,3725,4579,11,23
2012,Iowa State,Big 12,255,296,8,11,14,24,9,12,12,9,13,3,0,300,183,17,14,0,0,698,952,36,41,2783,3449,458,475,266,288,14,17,28,18,63,83,552,711,21082,26051,0,0,121,129,10,17,465,531,10,19,1951,2299,76,85,198,210,4734,5748,26,26
2012,Kansas,Big 12,239,280,11,11,32,17,10,9,9,10,12,1,0,141,99,13,11,0,1,819,849,42,39,1784,3471,313,403,148,272,11,13,7,26,45,59,360,578,23077,20867,0,1,90,176,11,20,558,450,19,26,2540,2311,60,61,186,154,4324,5782,23,20
2012,Kansas State,Big 12,281,271,5,11,8,23,3,13,13,3,13,2,0,270,51,9,18,2,3,1082,1427,38,59,2696,3230,315,474,203,296,18,9,16,18,49,58,403,493,25305,22828,1,0,360,14,19,7,526,430,42,13,2522,1649,80,71,160,178,5218,4879,12,31
2012,Kent State,Mid-American,264,303,15,11,22,22,7,15,15,7,14,2,0,154,58,11,23,3,0,1039,1113,48,53,2275,3808,358,521,198,317,23,11,14,27,73,70,653,659,25989,24102,0,0,52,83,10,19,584,507,36,15,3161,1936,69,80,197,207,5436,5744,18,38
2012,Kentucky,SEC,216,265,3,5,22,15,6,7,7,6,12,0,1,32,180,10,5,0,0,1009,510,48,23,2115,2757,387,367,220,247,5,10,13,21,55,64,496,477,18340,23351,0,0,165,150,22,26,403,481,13,25,1665,1935,71,91,178,174,3780,4692,16,12
2012,LSU,SEC,242,240,4,10,7,17,10,15,15,10,13,3,0,274,202,7,18,0,0,744,903,31,50,2607,2678,356,457,208,254,18,7,12,15,94,72,753,524,23809,24390,2,0,327,59,36,17,527,440,29,14,2258,1321,78,59,194,185,4865,3999,17,33
2012,Louisiana,Sun Belt,268,287,8,3,11,14,13,8,8,13,13,1,0,114,74,9,13,0,0,861,1086,47,59,3399,3685,393,475,242,291,13,9,22,21,73,89,643,704,22954,24998,1,1,127,149,21,20,480,472,33,20,2515,1870,64,80,164,193,5914,5555,22,21
2012,Louisiana Tech,Western Athletic,378,311,20,13,29,26,8,16,16,8,12,2,0,111,28,5,10,1,1,1186,1468,50,74,4209,4085,533,495,365,300,10,5,33,35,97,117,946,1133,20101,23741,0,0,121,94,28,10,521,470,47,25,2726,2198,77,87,182,189,6935,6283,13,26
2012,Louisville,Big East,299,237,9,6,13,21,5,13,13,5,13,1,1,89,87,8,11,0,2,606,1775,35,72,3849,2503,456,381,307,218,11,8,27,22,81,73,693,604,25683,21566,0,1,102,171,24,22,462,449,23,14,1589,1924,92,70,185,168,5438,4427,13,24
2012,Marshall,Conference USA,353,306,12,19,23,25,8,9,9,8,12,1,3,73,244,12,9,0,3,1014,1734,51,69,4381,3042,607,426,424,277,9,12,39,30,78,80,726,665,21174,22671,1,1,124,176,17,18,480,527,24,30,2030,2437,113,81,207,182,6411,5479,20,18
2012,Maryland,ACC,184,212,10,7,17,15,17,17,17,17,12,0,0,44,113,12,4,2,0,959,961,41,46,2181,2490,304,368,165,205,4,12,17,24,48,64,435,563,23026,21829,0,1,232,383,26,37,472,445,11,13,1236,1552,52,69,174,181,3417,4042,29,21
2012,Massachusetts,Mid-American,206,283,14,8,32,16,9,6,6,9,12,1,3,210,314,19,13,0,0,1133,511,57,27,2240,2829,444,354,237,229,13,19,9,26,81,92,666,752,21135,22229,0,3,154,386,23,31,410,512,8,33,1099,2707,74,70,205,153,3339,5536,28,19
2012,Memphis,Conference USA,211,267,20,9,28,18,21,15,15,21,12,2,1,48,108,3,8,0,0,1141,282,50,15,1999,2947,283,435,182,269,8,3,16,25,85,53,832,471,22629,23515,1,0,300,191,26,22,489,425,18,15,1821,1656,60,71,166,168,3820,4603,24,23
2012,Miami,ACC,243,314,8,10,17,19,8,11,11,8,12,1,0,123,48,7,11,2,0,1235,1033,46,57,3545,3222,447,429,264,261,11,7,23,15,88,82,685,657,20178,24941,0,0,118,159,18,16,371,526,19,29,1737,2615,67,72,170,171,5282,5837,15,22
2012,Miami (OH),Mid-American,251,296,7,10,20,15,7,2,2,7,12,1,2,85,185,12,12,0,0,672,785,35,37,3584,2719,495,356,311,217,12,12,26,17,57,72,443,694,22170,21694,0,0,19,95,6,21,339,529,7,35,1039,2893,69,76,176,164,4623,5612,19,14
2012,Michigan,Big Ten,249,237,9,9,13,21,8,11,11,8,13,1,2,127,225,19,7,0,0,926,1116,42,50,2591,2203,318,330,169,198,7,19,20,16,62,84,628,719,24242,23460,0,1,141,203,16,22,502,514,27,9,2389,1957,87,64,173,178,4980,4160,27,18
2012,Michigan State,Big Ten,252,187,6,4,11,13,8,6,6,8,13,0,4,157,257,10,14,0,0,707,702,41,29,2729,2285,465,425,244,223,14,10,14,10,75,55,735,483,25894,21127,0,0,208,221,26,25,492,391,13,6,1942,1282,85,58,215,191,4671,3567,18,20
2012,Middle Tennessee,Sun Belt,242,280,12,14,18,22,10,16,16,10,12,2,0,263,144,8,12,1,0,1129,1258,44,54,2593,3031,344,379,217,256,12,8,16,22,68,54,549,488,21028,22623,0,0,54,112,18,19,468,490,19,21,2120,2259,69,87,161,172,4713,5290,18,28
2012,Minnesota,Big Ten,229,247,7,6,16,16,7,7,7,7,13,2,2,125,238,15,13,0,1,842,553,41,28,2203,2426,330,404,175,231,13,15,19,15,81,95,653,821,24811,23415,0,0,233,142,31,21,517,478,14,22,1975,2236,65,79,179,189,4178,4662,22,20
2012,Mississippi State,SEC,265,278,13,11,21,15,7,14,14,7,13,2,2,336,253,10,19,1,2,1016,1072,45,54,3091,2883,424,414,249,265,19,10,28,17,61,70,517,637,23199,24464,0,0,171,6,24,13,424,504,18,16,1866,2153,57,77,164,183,4957,5036,17,33
2012,Missouri,SEC,217,245,10,9,23,16,8,16,16,8,12,1,0,124,152,14,7,2,0,864,848,35,45,2615,2897,414,401,228,261,7,14,15,19,67,74,519,563,21354,22491,3,0,421,313,29,33,453,451,16,26,1662,1777,62,59,186,168,4277,4674,22,23
2012,NC State,ACC,283,249,14,10,27,21,16,8,8,16,13,1,0,192,211,17,16,2,0,1219,644,53,32,4031,3249,569,455,330,264,16,17,31,20,87,67,656,524,23764,22933,1,1,316,113,36,13,471,494,12,20,1444,2012,95,53,230,198,5475,5261,33,24
2012,Navy,FBS Independents,280,292,18,9,28,24,14,11,11,14,13,2,0,60,-2,5,8,1,0,1034,952,44,43,1362,2798,172,356,99,246,8,5,11,16,47,52,363,451,24199,22536,0,0,105,135,12,13,700,522,28,23,3620,2517,64,76,156,159,4982,5315,19,19
2012,Nebraska,Big Ten,330,253,7,4,11,14,22,10,10,22,14,3,2,205,227,13,13,0,1,908,680,42,36,2904,2354,378,397,233,187,13,13,24,18,86,77,842,744,28264,24831,1,1,270,288,29,23,662,566,33,26,3547,2695,84,78,196,210,6451,5049,35,23
2012,Nevada,Mountain West,377,319,18,11,28,23,12,12,12,12,13,1,1,107,170,10,6,0,0,891,1248,42,54,3170,2998,406,429,271,240,6,10,24,27,85,83,814,714,23710,23276,0,0,242,157,16,13,674,539,41,27,3523,2746,102,88,193,189,6693,5744,22,18
2012,New Mexico,Mountain West,253,284,13,12,27,23,10,14,14,10,13,2,1,233,102,4,11,2,1,956,790,40,31,895,3500,154,417,79,271,11,4,5,33,62,77,501,621,26137,20323,0,0,49,102,15,22,688,428,34,19,3911,2269,66,77,168,156,4806,5769,14,25
2012,New Mexico State,Western Athletic,223,271,8,14,22,20,16,5,5,16,12,0,1,-5,109,11,4,1,0,951,523,44,25,2853,3057,402,381,215,233,4,11,19,28,61,85,501,817,23531,22039,0,1,15,418,13,36,389,470,11,27,1171,2657,54,68,163,162,4024,5714,27,9
2012,North Carolina,ACC,292,250,14,10,21,22,11,9,9,11,12,2,0,180,30,7,16,1,3,1139,1552,49,66,3501,2963,441,424,287,246,16,7,29,15,90,74,772,633,20042,23595,2,0,496,84,35,17,457,474,28,20,2326,1712,71,69,170,188,5827,4675,18,25
2012,North Texas,Sun Belt,240,248,11,3,22,14,4,8,8,4,12,0,1,45,118,14,11,0,1,729,690,38,26,2629,3018,375,420,214,266,11,14,14,19,52,70,520,564,23673,20181,0,1,17,110,8,11,478,394,17,22,2077,1959,59,74,180,168,4706,4977,18,19
2012,Northern Illinois,Mid-American,326,313,20,15,27,32,14,12,12,14,14,0,1,187,137,6,15,1,0,882,1053,38,62,3239,3121,410,509,245,284,15,6,26,11,82,66,762,620,23826,27381,0,0,263,14,32,8,613,587,44,21,3335,2049,95,90,204,227,6574,5170,20,27
2012,Northwestern,Big Ten,291,276,8,10,15,23,8,16,16,8,13,2,0,243,52,7,13,0,1,647,1340,31,68,2198,3257,369,497,231,289,13,7,14,18,68,72,657,612,23538,24451,2,0,331,107,20,23,595,440,31,16,2932,1659,90,76,196,187,5130,4916,15,29
2012,Notre Dame,FBS Independents,281,221,3,6,6,17,7,7,7,7,13,0,0,172,25,8,16,0,0,588,996,30,45,2896,2597,388,434,226,261,16,8,14,11,71,67,550,543,24716,21998,0,0,46,74,21,11,506,396,23,4,2462,1374,82,65,177,178,5358,3971,15,23
2012,Ohio,Mid-American,300,277,10,11,20,19,5,12,12,5,13,1,1,51,38,5,13,1,1,968,1168,45,53,3139,2977,402,474,250,267,13,5,23,26,69,69,650,640,23694,23444,0,0,287,59,30,18,596,467,24,12,2643,2077,87,90,203,205,5782,5054,10,25
2012,Ohio State,Big Ten,257,219,7,10,9,23,11,7,7,11,12,2,0,164,6,7,14,0,1,578,1184,30,57,2178,2922,278,457,161,267,14,7,17,15,84,68,774,621,21673,21261,3,2,280,128,28,22,559,392,37,14,2907,1393,67,63,158,191,5085,4315,18,21
2012,Oklahoma,Big 12,353,249,7,7,11,15,9,3,3,9,13,1,1,124,208,11,13,1,0,904,1040,35,58,4374,2679,571,420,376,220,13,11,30,11,74,62,598,482,25796,22343,2,1,387,87,27,13,434,485,30,27,2098,2499,96,84,185,202,6472,5178,20,16
2012,Oklahoma State,Big 12,348,304,7,16,14,30,6,11,11,6,13,0,4,146,226,16,11,2,2,1148,845,46,33,4312,3640,495,544,312,331,11,16,34,20,83,79,777,593,21229,25593,1,1,412,197,36,16,519,490,35,19,2799,1838,85,78,184,215,7111,5478,22,22
2012,Ole Miss,SEC,291,251,13,8,18,20,11,13,13,11,13,0,2,199,135,18,15,1,2,861,1030,43,42,3249,3205,411,427,261,268,15,18,24,22,62,69,480,543,23057,25915,0,1,134,189,27,24,551,483,25,17,2260,1681,90,76,201,199,5509,4886,29,28
2012,Oregon,Pac-12,356,276,20,13,31,31,10,14,14,10,13,4,1,502,110,9,26,1,0,702,2079,35,96,2888,2980,373,515,250,303,26,9,35,19,103,70,924,677,22188,25814,1,0,268,55,19,17,685,470,48,15,4098,1884,89,63,194,196,6986,4864,19,40
2012,Oregon State,Pac-12,310,243,12,15,23,24,7,11,11,7,13,1,0,284,98,16,20,0,0,642,772,35,41,3992,2919,504,471,315,279,20,16,27,14,79,93,724,859,25678,21574,0,0,84,106,13,15,442,422,26,19,1617,1683,60,52,174,180,5609,4602,23,31
2012,Penn State,Big Ten,271,219,19,10,34,27,8,12,12,8,12,0,1,201,41,5,10,0,1,542,901,30,39,3283,2700,456,430,272,244,10,5,24,15,63,71,584,595,23122,20956,1,1,182,108,32,11,475,435,18,10,1727,1541,83,70,195,190,5010,4241,13,22
2012,Pittsburgh,Big East,258,248,8,10,15,16,7,7,7,7,13,0,0,158,19,3,15,0,0,939,1106,41,54,3341,2524,395,414,258,237,15,3,21,15,87,67,746,550,24084,22731,1,2,226,275,23,22,489,461,19,14,1730,1773,75,89,189,199,5071,4297,10,22
2012,Purdue,Big Ten,266,275,16,9,27,19,13,11,11,13,13,3,3,237,364,14,14,1,0,1376,1211,60,57,3100,3041,482,447,296,260,14,14,30,21,74,76,662,618,24427,23047,0,1,63,252,18,27,475,500,16,24,2131,2365,81,80,204,195,5231,5406,27,25
2012,Rice,Conference USA,306,266,12,12,17,16,17,16,16,17,13,2,1,159,76,5,11,1,0,876,561,38,29,2933,3030,401,378,236,213,11,5,19,21,72,75,660,644,26749,21691,1,0,82,39,20,15,625,506,26,30,2623,2479,100,63,220,170,5556,5509,22,27
2012,Rutgers,Big East,215,228,3,5,10,17,6,14,14,6,13,2,1,173,218,16,18,0,0,557,796,24,44,2711,2788,392,422,223,230,18,16,23,13,94,81,780,679,23974,23263,1,0,140,204,31,30,431,460,6,6,1576,1259,63,72,184,198,4287,4047,22,32
2012,SMU,Conference USA,249,269,5,9,16,26,8,17,17,8,13,8,1,557,248,15,20,0,0,692,980,30,47,3059,3630,516,540,273,301,21,15,16,27,66,80,503,727,26330,21536,0,0,205,310,22,34,400,418,22,14,1716,1533,78,83,199,204,4775,5163,23,37
2012,San Diego State,Mountain West,278,274,16,17,24,34,14,12,12,14,13,3,1,219,161,11,14,2,1,1005,1023,42,43,2287,3062,309,443,182,274,14,11,21,23,72,65,628,575,24628,22787,0,0,114,102,15,15,578,486,30,16,2869,1735,84,76,182,181,5156,4797,25,26
2012,San José State,Western Athletic,292,230,7,12,14,28,15,17,17,15,13,1,0,250,36,9,15,2,0,1059,1230,42,61,4325,2892,468,439,336,250,15,9,35,18,67,50,611,455,26328,22097,0,0,66,188,17,20,446,442,17,16,1475,1587,76,64,176,189,5800,4479,24,32
2012,South Alabama,Sun Belt,253,260,12,8,24,13,17,10,10,17,13,0,0,152,191,16,11,0,0,833,805,40,35,2728,2840,449,368,244,215,11,16,16,25,96,93,877,814,23875,23741,0,0,141,217,16,34,489,513,10,21,1606,2138,66,64,204,178,4334,4978,33,21
2012,South Carolina,SEC,259,231,10,11,17,25,11,9,9,11,13,2,0,246,60,9,15,0,0,563,790,27,36,3095,2533,365,379,225,213,15,9,29,18,63,62,526,536,23591,23396,2,0,427,52,31,13,491,504,19,9,1800,1569,75,71,176,192,4895,4102,20,24
2012,South Florida,Big East,251,265,5,7,10,8,13,7,7,13,12,0,0,29,157,15,2,0,0,624,427,38,18,2589,3023,409,373,225,255,2,15,14,17,77,99,678,920,20482,25110,0,0,133,75,20,10,426,494,14,21,1776,1799,77,73,176,174,4365,4822,28,9
2012,Southern Miss,Conference USA,215,265,7,6,16,11,15,7,7,15,12,2,1,77,236,13,5,1,1,1128,924,53,37,2019,2603,313,338,151,219,5,13,9,23,57,66,477,617,20198,22725,0,0,40,190,8,21,479,500,17,34,1855,2490,61,80,170,161,3874,5093,28,12
2012,Stanford,Pac-12,266,253,7,16,13,32,8,12,12,8,14,4,0,359,122,10,15,0,0,739,710,32,39,2802,3354,399,551,240,337,15,10,19,13,84,86,710,789,26459,23737,1,0,299,149,26,22,549,446,23,15,2440,1358,75,72,197,225,5242,4712,18,27
2012,Syracuse,Big East,328,252,12,2,19,10,12,11,11,12,13,1,0,106,88,10,9,0,0,735,716,40,48,3757,3039,473,397,295,252,9,10,26,23,100,99,863,862,22849,25778,0,1,119,204,30,17,555,466,21,13,2427,1881,105,65,213,175,6184,4920,22,20
