season,team,conference,firstDowns,firstDownsOpponent,fourthDownConversions,fourthDownConversionsOpponent,fourthDowns,fourthDownsOpponent,fumblesLost,fumblesLostOpponent,fumblesRecovered,fumblesRecoveredOpponent,games,interceptionTDs,interceptionTDsOpponent,interceptionYards,interceptionYardsOpponent,interceptions,interceptionsOpponent,kickReturnTDs,kickReturnTDsOpponent,kickReturnYards,kickReturnYardsOpponent,kickReturns,kickReturnsOpponent,netPassingYards,netPassingYardsOpponent,passAttempts,passAttemptsOpponent,passCompletions,passCompletionsOpponent,passesIntercepted,passesInterceptedOpponent,passingTDs,passingTDsOpponent,penalties,penaltiesOpponent,penaltyYards,penaltyYardsOpponent,possessionTime,possessionTimeOpponent,puntReturnTDs,puntReturnTDsOpponent,puntReturnYards,puntReturnYardsOpponent,puntReturns,puntReturnsOpponent,rushingAttempts,rushingAttemptsOpponent,rushingTDs,rushingTDsOpponent,rushingYards,rushingYardsOpponent,thirdDownConversions,thirdDownConversionsOpponent,thirdDowns,thirdDownsOpponent,totalYards,totalYardsOpponent,turnovers,turnoversOpponent
2011,Ball State,Mid-American,227,284,8,4,13,9,6,7,7,6,12,0,0,103,26,9,10,0,0,1108,1017,51,50,2624,3234,407,336,256,219,10,9,17,25,52,72,416,738,11840,12413,0,0,87,128,28,32,377,485,15,21,1583,2472,66,84,162,157,4158,5617,15,17
2011,Baylor,Big 12,378,317,19,13,27,20,22,12,12,22,13,2,0,344,78,6,16,0,0,1239,1590,63,74,4742,3870,424,495,307,315,16,6,40,36,92,92,837,781,13435,14970,0,0,136,171,23,20,576,496,37,28,3063,2566,73,102,161,205,7632,6350,28,28
2011,Boise State,Mountain West,334,207,15,12,24,24,9,12,12,9,13,1,1,161,162,10,15,1,1,724,1466,31,77,4070,2887,477,401,352,228,15,10,45,21,69,91,614,802,15311,13275,0,1,404,108,53,19,492,405,31,9,2235,1430,88,53,172,178,6257,4171,19,27
2011,Boston College,ACC,191,217,9,7,17,16,10,1,1,10,12,1,0,128,31,10,13,0,0,921,777,46,38,2145,2985,324,420,173,265,13,10,12,8,50,51,411,419,13408,12029,0,0,78,68,37,45,437,425,12,22,1571,1813,62,65,166,160,3585,4732,20,14
2011,Bowling Green,Mid-American,234,252,8,7,25,14,14,8,8,14,12,0,2,85,240,14,6,1,0,1271,1094,59,54,3285,2560,428,366,254,207,6,14,28,14,57,75,490,599,13575,13958,0,0,116,111,33,26,402,496,13,24,1475,2441,59,64,164,174,4614,4872,28,14
2011,Buffalo,Mid-American,238,224,14,10,27,18,6,5,5,6,12,1,0,107,150,9,6,0,0,1117,895,57,43,2673,2539,422,319,236,188,6,9,12,25,67,59,627,550,13413,13558,0,0,102,202,30,42,436,509,21,21,1860,2180,63,73,185,179,4382,4619,15,11
2011,California,Pac-12,279,226,8,10,23,21,13,12,12,13,13,1,1,210,86,12,12,1,0,1022,1366,51,67,3411,2817,440,398,246,224,12,12,17,19,98,97,941,873,15096,13157,0,0,116,119,38,28,484,442,25,17,2013,1673,73,63,179,179,5219,4328,25,24
2011,Central Michigan,Mid-American,236,260,6,10,15,14,5,3,3,5,12,0,1,52,191,18,8,0,0,1269,933,63,44,3399,2980,458,374,258,229,8,18,25,24,57,62,565,551,12720,14011,0,0,101,283,38,44,333,492,7,23,1389,2265,57,87,161,191,4679,5166,23,11
2011,Cincinnati,Big East,255,249,6,6,13,16,7,14,14,7,13,3,1,244,142,14,16,1,0,1181,1361,49,73,2851,3725,392,483,223,291,16,14,20,17,67,100,607,836,13539,15094,0,0,187,144,47,31,500,456,28,10,2321,1251,69,66,183,202,5014,4646,21,30
2011,Clemson,ACC,314,282,9,9,19,22,13,9,9,13,14,1,1,270,199,12,14,1,1,1405,1502,63,75,4181,3220,525,417,311,243,14,12,33,26,62,79,562,702,14547,16326,0,1,90,224,40,43,530,569,22,21,2219,2476,94,86,217,210,6171,5521,25,23
2011,Colorado,Pac-12,241,307,8,8,17,14,10,8,8,10,13,0,2,85,221,11,7,0,0,1281,833,69,38,3305,3507,450,414,250,271,7,11,21,34,103,87,866,923,15507,13701,0,0,56,250,30,50,401,454,10,26,1413,2391,68,73,189,156,4502,5711,21,15
2011,Colorado State,Mountain West,219,251,11,9,26,15,12,14,14,12,12,2,1,132,160,14,8,0,1,1251,885,52,36,2435,2288,344,293,208,181,8,14,12,19,82,65,719,649,13854,13679,0,0,248,199,27,36,452,510,17,28,2002,2804,56,71,164,165,4217,4959,26,22
2011,Duke,ACC,235,241,22,6,36,9,9,6,6,9,12,1,2,158,139,12,6,0,0,1286,789,63,44,3412,3053,493,338,315,194,6,12,15,23,55,67,467,629,13477,12952,0,0,226,138,39,27,365,441,19,22,1129,2168,76,64,189,149,4395,5105,21,12
2011,East Carolina,Conference USA,271,237,15,9,19,19,15,14,14,15,12,0,4,60,334,20,7,0,1,1114,1126,58,50,3647,2558,524,354,355,214,7,20,25,17,59,59,550,494,13263,13778,0,3,162,439,30,32,397,460,15,24,1309,2090,82,66,178,161,4742,4516,35,21
2011,Eastern Michigan,Mid-American,193,214,7,10,11,17,9,5,5,9,12,0,1,18,45,8,5,0,0,963,729,51,45,1478,2588,177,352,99,215,5,8,13,19,85,50,724,409,12908,11363,1,1,272,147,42,31,527,370,16,11,2487,1498,63,48,158,146,3860,3918,17,10
2011,Florida,SEC,222,221,6,13,11,25,13,6,6,13,13,2,2,148,244,13,8,2,0,1137,1327,47,61,2583,2353,320,341,182,186,8,13,13,15,100,90,773,740,14338,14981,2,0,178,99,40,32,469,506,17,16,1859,1726,51,48,159,177,4273,3895,26,14
2011,Florida Atlantic,Sun Belt,166,246,8,12,18,18,11,8,8,11,12,1,3,138,351,14,9,0,0,1221,570,59,28,1890,2586,323,352,172,234,9,14,8,17,87,64,781,509,11528,12816,0,2,66,450,24,50,356,452,10,25,1199,1796,44,76,151,166,2837,4283,25,17
2011,Florida International,Sun Belt,225,224,6,9,14,23,10,6,6,10,13,2,0,239,61,5,12,0,1,926,1410,40,61,2783,2903,367,421,223,238,12,5,13,11,91,88,768,736,12923,13522,1,0,235,193,34,43,436,421,16,13,1712,1433,62,68,173,190,4363,4088,15,18
2011,Florida State,ACC,247,205,2,7,7,14,7,10,10,7,13,1,0,189,205,12,16,0,0,795,950,30,52,3622,2791,383,401,247,237,16,12,25,16,103,75,875,617,14109,14591,1,0,417,188,63,25,437,457,20,8,1458,1077,59,69,154,198,4799,3577,19,26
2011,Fresno State,Western Athletic,269,267,10,10,18,18,14,5,5,14,13,0,0,27,37,10,5,0,2,1643,1498,80,61,3670,3663,448,438,279,243,5,10,26,21,88,73,809,687,15140,13109,2,1,466,188,41,37,439,451,18,34,1810,2166,67,85,179,196,5354,5666,24,10
2011,Georgia,SEC,296,201,11,10,20,20,11,10,10,11,14,1,4,294,186,14,20,0,2,1035,1383,48,60,3624,2725,434,430,257,218,20,14,37,12,86,94,664,637,17176,13294,1,2,259,373,53,42,582,440,15,16,2296,1417,93,57,218,197,5719,3881,25,30
2011,Georgia Tech,ACC,265,238,10,16,19,24,11,5,5,11,13,3,0,177,46,8,14,0,0,807,1513,42,71,1927,2718,167,386,82,216,14,8,11,23,58,54,480,364,15264,12866,0,0,130,82,32,23,718,464,45,19,4114,2099,98,75,182,177,5964,4671,19,19
2011,Hawai'i,Western Athletic,292,265,12,9,19,16,16,8,8,16,13,2,0,240,138,10,14,0,0,1434,1244,60,69,4269,3446,598,424,359,247,14,10,29,28,79,81,597,736,14070,14298,2,0,227,30,47,31,301,475,22,19,1240,1852,79,70,176,181,5254,5036,26,22
2011,Houston,Conference USA,393,268,14,9,26,19,9,11,11,9,14,2,1,238,51,6,21,1,0,906,1878,43,89,6469,3148,682,469,479,258,21,6,54,19,85,79,699,652,13688,15778,2,1,317,116,46,28,420,576,33,18,2086,2402,103,80,203,209,8387,5324,15,32
2011,Idaho,Western Athletic,187,272,9,8,16,15,10,11,11,10,12,2,2,164,216,16,9,1,1,1312,1283,65,45,2421,3454,419,440,221,283,9,16,11,28,76,74,714,633,12296,13993,3,0,255,310,30,55,391,455,12,18,1359,1903,54,66,185,175,3618,5242,26,20
2011,Illinois,Big Ten,251,205,9,9,21,16,15,12,12,15,13,2,0,81,115,13,10,0,1,534,843,34,37,2653,2354,362,328,226,180,10,13,14,15,64,59,549,501,15385,13780,0,0,70,147,49,37,550,514,21,15,2232,1610,82,64,194,185,4624,3720,28,22
2011,Indiana,Big Ten,240,265,11,6,21,9,7,10,10,7,12,1,1,51,124,11,5,1,0,1345,904,70,39,2583,2710,378,302,211,181,5,11,10,26,81,71,710,627,12294,15298,0,1,46,171,25,47,492,551,18,25,1932,2928,80,81,196,165,4325,5508,18,15
2011,Iowa,Big Ten,265,277,11,14,21,19,10,9,9,10,13,2,0,260,86,8,10,0,0,1008,1320,46,61,3260,3043,412,413,240,256,10,8,25,21,62,83,463,701,13639,14862,0,0,111,64,31,33,454,549,18,16,1790,2028,66,95,166,207,4842,4926,18,19
2011,Iowa State,Big 12,273,296,16,6,29,13,18,14,14,18,13,1,1,181,260,17,11,0,0,1552,917,65,46,2913,3140,484,425,249,241,10,17,17,17,88,71,680,579,14334,15975,0,1,121,157,41,34,538,554,20,23,2265,2515,89,70,221,193,5025,5557,35,25
2011,Kansas,Big 12,226,306,16,9,26,13,11,9,9,11,12,1,0,160,161,12,8,0,1,1426,913,73,44,2211,3408,301,374,191,260,8,12,15,28,69,62,540,543,13851,12754,0,1,95,329,20,37,543,491,20,38,1913,2869,73,79,188,154,3922,6197,23,17
2011,Kansas State,Big 12,255,262,8,12,11,23,10,9,9,10,13,3,0,273,166,6,18,2,0,1260,1202,51,60,2217,3561,290,478,167,301,18,6,13,26,61,85,465,821,16474,12847,0,1,160,191,36,49,606,429,34,18,2411,1706,82,74,195,186,4381,5130,16,27
2011,Kent State,Mid-American,143,195,3,3,17,10,10,14,14,10,12,0,3,103,166,9,14,0,0,944,587,48,28,1697,2387,308,348,148,193,14,9,10,11,70,54,713,490,12189,12965,0,1,134,529,35,55,404,398,10,13,1194,1337,50,55,177,161,2679,3580,19,28
2011,Kentucky,SEC,170,234,9,6,23,15,12,9,9,12,12,0,0,198,91,12,15,0,0,952,563,47,29,1851,2452,336,342,171,175,15,12,12,19,59,74,467,624,12523,13714,0,0,35,153,37,31,428,487,9,14,1490,2198,51,71,176,179,3117,4524,24,24
2011,LSU,SEC,269,212,4,10,6,20,5,12,12,5,14,3,0,298,14,5,18,1,0,828,1540,38,77,2250,2671,279,437,173,229,18,5,21,7,86,95,668,726,16060,14479,2,0,524,73,51,36,591,459,35,7,2836,1271,76,71,170,209,4971,3671,10,30
2011,Louisiana,Sun Belt,245,274,11,8,15,21,13,7,7,13,13,7,0,455,133,10,14,0,0,1226,1647,64,73,3672,3565,437,479,266,302,14,10,25,23,99,93,859,796,14384,15171,1,0,332,76,44,33,456,483,19,26,1627,1802,76,76,198,199,5130,5199,23,21
2011,Louisiana Tech,Western Athletic,260,264,10,11,17,22,9,11,11,9,13,5,1,289,183,11,21,1,0,1176,1190,52,65,3400,3445,478,509,278,298,21,11,21,21,88,77,769,655,13840,15982,1,2,269,358,49,55,509,485,21,11,1901,1656,79,68,217,211,5130,4894,20,32
2011,Louisville,Big East,214,230,7,9,17,19,8,12,12,8,13,1,2,115,165,13,10,1,0,1085,1016,45,40,2981,3212,381,422,243,253,10,13,19,20,90,69,735,491,15502,13838,0,0,94,7,40,39,466,434,13,11,1580,1328,74,74,188,194,4329,4284,21,22
2011,Marshall,Conference USA,211,275,4,7,16,18,13,15,15,13,13,1,1,115,253,15,14,0,1,1272,1180,57,54,2927,3486,407,460,246,288,14,15,22,24,72,68,544,539,13662,14301,1,0,246,177,37,47,446,470,9,19,1561,1948,70,71,194,186,4334,5265,28,29
2011,Maryland,ACC,243,287,13,8,29,16,7,15,15,7,12,3,3,147,269,16,11,0,1,1396,1296,70,52,2664,3028,434,373,233,245,11,16,14,18,49,64,434,547,11232,15397,0,0,95,93,22,36,421,564,16,31,2032,2637,62,100,174,186,4556,5486,23,26
2011,Memphis,Conference USA,182,288,4,8,11,16,10,17,17,10,12,1,3,161,202,8,12,0,0,1207,851,66,38,2437,3695,408,431,224,279,12,8,10,27,57,69,523,579,12601,13994,0,0,93,557,23,55,378,455,10,25,1008,2299,57,77,184,167,3291,5892,18,29
2011,Miami,ACC,220,236,8,8,17,16,11,8,8,11,12,1,2,74,144,11,6,0,0,915,1022,43,57,2915,2500,339,315,222,209,6,11,21,16,69,62,508,484,13100,13599,0,1,121,197,29,35,398,473,18,8,1748,1943,63,67,148,163,4533,4319,22,14
2011,Miami (OH),Mid-American,240,224,8,12,21,22,10,8,8,10,12,1,0,28,127,11,10,0,0,839,627,42,44,3941,2475,459,344,301,200,10,11,24,17,69,64,546,570,13374,13957,0,1,59,190,30,31,375,485,11,16,886,2022,70,64,171,172,4475,4364,21,18
2011,Michigan,Big Ten,254,206,9,7,16,20,6,18,18,6,13,0,1,69,121,16,8,0,0,588,1030,32,52,2440,2457,271,343,146,199,8,16,22,12,52,84,453,752,14153,12459,0,0,193,177,34,33,534,404,28,13,2694,1616,77,57,162,162,4973,3909,22,26
2011,Michigan State,Big Ten,273,225,10,9,18,20,8,7,7,8,14,4,0,346,195,10,18,0,1,1113,1492,47,65,3640,2772,451,401,288,216,18,10,26,20,94,84,770,688,16051,15084,2,1,327,211,58,28,489,500,21,11,1931,1415,78,67,202,199,5466,3892,18,25
2011,Middle Tennessee,Sun Belt,237,253,7,7,26,12,13,16,16,13,12,0,1,176,196,13,4,0,1,1087,835,58,40,2804,2505,464,306,271,193,4,13,21,16,52,61,466,511,10858,13930,0,1,166,180,30,42,392,549,12,35,1659,2573,72,87,181,179,4420,4969,26,20
2011,Minnesota,Big Ten,195,267,12,14,22,22,7,5,5,7,12,0,3,19,172,10,4,2,0,1289,798,55,38,1895,2716,274,353,134,239,4,10,10,23,68,54,593,445,12686,13489,1,0,54,38,19,26,470,458,14,23,1920,2239,61,70,160,158,3724,4839,17,9
2011,Mississippi State,SEC,240,257,9,13,18,25,7,7,7,7,13,2,1,186,103,13,12,0,0,779,1120,43,56,2542,2727,349,433,198,280,12,13,19,12,71,81,567,680,12914,16227,2,0,311,119,45,44,513,536,19,15,2279,1995,72,77,186,211,4643,4558,20,19
2011,Missouri,Big 12,315,270,10,8,17,16,8,9,9,8,13,0,2,113,239,11,13,0,0,967,1219,44,67,3128,3449,383,487,243,306,13,11,23,20,70,77,593,583,14216,14207,1,0,169,97,40,26,589,463,30,17,3172,1656,73,86,184,209,6182,4940,19,22
2011,NC State,ACC,239,230,11,4,23,15,15,8,8,15,13,3,2,381,107,12,27,0,0,1121,1399,52,62,3354,3157,466,407,291,234,27,12,32,17,60,65,440,606,14969,14255,1,0,208,69,39,44,448,457,10,18,1363,1708,87,69,201,178,4483,4616,27,35
2011,Navy,FBS Independents,255,269,15,11,30,19,9,13,13,9,12,2,0,152,-4,6,10,1,0,1091,1325,54,54,1122,2783,135,346,65,257,10,6,10,14,28,56,240,498,14663,12779,0,0,97,28,18,19,694,461,34,32,3747,2258,81,76,171,148,4776,4981,15,23
2011,Nebraska,Big Ten,264,245,9,13,16,22,11,8,8,11,13,0,0,85,68,8,10,1,0,1146,1346,45,56,2214,2635,293,361,164,192,10,8,13,16,85,78,683,770,14454,15035,0,1,139,309,42,34,611,514,31,23,2824,2061,82,78,194,194,4939,4560,19,18
2011,Nevada,Western Athletic,345,242,11,11,22,22,14,10,10,14,13,1,1,163,238,12,15,0,0,1170,1804,56,77,3485,3003,409,441,270,213,15,12,20,25,89,85,730,687,17320,13041,1,3,307,229,42,31,628,425,29,15,3218,1916,88,68,192,188,6587,4800,26,25
2011,New Mexico,Mountain West,187,302,11,8,23,17,13,11,11,13,12,0,0,16,44,8,3,1,1,1343,722,63,30,2346,3002,355,336,201,244,3,8,7,21,81,67,567,591,12479,14421,0,1,12,383,15,45,405,540,10,46,1358,2965,53,87,173,152,3554,5907,21,14
2011,New Mexico State,Western Athletic,264,312,7,10,17,21,12,13,13,12,13,0,1,60,199,14,10,3,1,1664,1340,71,58,3790,3255,451,436,249,260,10,14,24,26,90,58,681,501,13993,14393,0,4,56,406,27,49,446,528,16,33,1625,2844,76,80,192,175,5175,6008,26,23
2011,North Carolina,ACC,249,258,6,10,13,18,12,10,10,12,13,0,1,55,151,14,14,1,0,1365,1192,59,60,3514,3294,371,455,249,277,14,14,26,24,70,68,623,524,13797,14465,0,0,74,74,37,32,442,452,22,12,1805,1611,64,87,158,194,5112,4748,26,24
2011,North Texas,Sun Belt,214,258,8,6,19,17,8,18,18,8,12,2,3,150,162,9,9,0,1,1246,1098,66,49,2381,3360,347,429,199,257,9,9,14,27,60,60,497,496,14171,13348,1,0,69,126,27,44,480,419,19,18,1829,1962,70,73,185,170,4101,5152,17,27
2011,Northern Illinois,Mid-American,323,301,10,19,12,30,12,14,14,12,14,2,0,119,22,6,13,2,0,1097,1726,54,82,3374,3511,388,453,244,260,13,6,28,28,71,84,698,745,14178,15672,1,0,109,-3,27,32,558,533,33,23,3090,2207,85,76,184,203,6378,5530,18,27
2011,Northwestern,Big Ten,305,267,17,9,28,14,8,8,8,8,13,0,1,79,232,9,12,0,0,1033,1112,48,58,3585,3108,407,356,289,216,12,9,26,16,56,69,492,600,15027,13875,0,1,127,114,16,22,577,513,25,27,2166,2305,89,90,186,180,5471,5300,17,20
2011,Notre Dame,FBS Independents,308,262,6,12,7,20,12,6,6,12,13,1,0,186,203,17,8,2,0,1281,1256,59,57,3404,2833,473,409,302,244,8,17,21,23,82,96,758,812,14837,14346,0,0,48,161,46,31,433,478,25,8,2085,1806,81,64,174,185,5369,4481,29,14
2011,Ohio,Mid-American,326,264,9,5,13,15,16,12,12,16,14,1,0,242,107,11,15,0,1,1255,1406,58,73,3668,3212,427,469,274,256,15,11,30,24,85,83,810,633,15929,15187,1,0,317,36,55,29,599,493,18,13,2750,1988,99,88,208,215,6236,5054,27,27
2011,Ohio State,Big Ten,221,218,6,8,12,18,10,7,7,10,13,0,0,128,1,5,13,0,1,1035,970,42,49,1902,2510,245,352,125,214,13,5,18,18,70,77,572,657,14783,14311,1,1,214,171,36,53,563,479,20,13,2485,1840,67,74,173,184,4136,4206,15,20
2011,Oklahoma,Big 12,336,250,9,7,14,19,13,12,12,13,13,1,0,265,62,16,15,0,1,886,1489,41,75,4639,3427,583,474,365,257,15,16,29,18,64,81,592,569,14374,14078,0,0,234,139,56,31,469,476,30,15,2118,1751,80,60,194,198,6660,4890,29,27
2011,Oklahoma State,Big 12,337,329,8,15,15,27,10,20,20,10,13,1,3,280,254,13,24,2,1,1157,1283,52,53,5136,3747,595,541,428,322,24,12,40,15,72,72,656,546,12870,16264,0,0,79,167,41,24,392,548,36,24,2062,2404,90,89,184,213,7096,5938,23,44
2011,Ole Miss,SEC,186,247,7,12,20,17,12,7,7,12,12,1,3,153,330,13,10,0,0,1147,626,56,31,2079,2428,313,306,155,187,10,13,9,17,80,60,684,460,12487,13605,2,0,219,219,32,40,460,499,12,26,1555,2714,57,65,173,159,3375,5047,25,17
2011,Oregon,Pac-12,339,302,14,10,31,25,13,12,12,13,14,3,2,426,178,7,17,2,0,1420,2151,58,108,3232,3744,386,529,236,313,17,7,39,25,100,86,910,712,12894,17724,2,0,315,133,43,33,629,548,42,14,4189,1999,82,86,183,221,7319,5461,20,29
2011,Oregon State,Pac-12,237,276,8,6,17,19,13,10,10,13,12,1,1,108,215,19,11,0,0,1233,824,56,40,3657,2711,503,348,320,223,11,19,16,28,89,74,824,674,12997,13583,2,1,181,126,34,16,318,492,12,21,1043,2362,67,72,167,152,4484,4935,32,21
2011,Penn State,Big Ten,238,229,10,7,18,17,13,11,11,13,13,0,0,218,117,12,14,1,0,981,968,43,44,2413,2691,376,427,181,238,14,12,10,12,64,61,585,467,14665,14162,0,0,317,128,60,36,515,481,18,13,2150,1733,70,79,193,206,4451,4211,25,25
2011,Pittsburgh,Big East,259,254,5,10,12,19,8,14,14,8,13,0,2,116,178,14,8,1,0,1117,1009,51,55,3148,3301,426,448,263,273,8,14,12,16,68,79,511,699,13720,15633,1,0,165,85,50,42,518,465,21,17,1824,1520,65,63,193,192,4551,4558,22,22
2011,Purdue,Big Ten,267,286,4,11,9,21,9,9,9,9,13,1,0,142,99,11,12,1,1,1262,1087,44,44,2682,3037,391,401,233,232,12,11,17,17,96,71,782,641,14824,14576,0,0,136,124,39,36,535,530,22,25,2361,2276,79,75,196,185,4899,5149,20,21
2011,Rice,Conference USA,219,256,4,6,14,15,12,14,14,12,12,1,1,139,140,7,13,0,1,951,962,49,45,2519,3444,384,399,222,246,13,7,15,32,56,51,446,450,14407,13559,0,0,215,137,34,49,467,457,13,18,1811,2201,70,70,192,173,4172,5545,19,27
2011,Rutgers,Big East,256,199,11,8,18,17,12,13,13,12,13,2,1,237,82,16,19,1,0,879,1329,38,57,3366,2492,475,355,256,184,19,16,21,8,88,85,581,690,15636,13441,1,0,104,137,39,38,461,476,14,17,1271,1809,74,59,202,185,4407,4049,28,32
2011,SMU,Conference USA,246,241,6,12,17,25,15,9,9,15,13,0,1,32,342,19,6,0,0,779,985,39,47,3745,3132,476,443,281,284,6,19,17,15,80,64,657,582,14860,14189,1,0,217,130,40,37,355,465,25,17,1479,1552,68,78,168,201,5052,4434,34,15
2011,San Diego State,Mountain West,281,243,9,13,23,22,9,14,14,9,13,0,0,98,85,8,15,2,0,1175,1128,58,46,3250,3074,449,364,238,204,15,8,23,18,60,78,534,634,14812,14304,0,1,115,148,41,34,486,532,28,23,2398,2205,90,91,200,200,5556,5087,17,29
2011,San José State,Western Athletic,234,251,3,10,10,17,18,21,21,18,12,0,1,101,133,15,13,1,0,1352,1191,62,55,3451,2741,479,340,297,210,13,15,13,19,40,58,378,519,12958,14296,0,0,63,170,23,28,363,502,17,26,1222,2452,69,73,175,169,4544,5108,33,34
2011,South Carolina,SEC,248,205,23,11,31,19,12,13,13,12,13,2,0,151,164,15,19,0,1,808,1368,38,62,2534,1918,317,345,191,174,19,15,19,14,82,64,633,467,16006,13455,1,0,156,110,47,29,553,489,28,12,2497,1768,78,66,181,187,4856,3480,27,32
2011,South Florida,Big East,293,235,6,10,11,16,13,14,14,13,12,2,1,75,128,11,12,0,2,1054,1485,51,60,3119,3170,434,441,253,270,12,11,15,16,85,69,721,567,12896,14454,1,0,215,19,46,34,476,435,22,11,2198,1288,70,70,175,197,5193,4216,24,26
2011,Southern Miss,Conference USA,327,269,11,14,18,29,20,8,8,20,14,8,0,519,126,12,19,0,2,1174,1824,52,84,3715,3339,489,535,292,308,19,12,32,14,108,89,879,755,15059,16686,4,0,448,98,58,25,553,506,17,16,2872,1660,89,82,213,231,6459,4802,32,27
2011,Stanford,Pac-12,325,229,11,10,12,20,7,15,15,7,13,1,3,131,258,10,7,1,0,992,1790,44,84,3703,3587,417,451,297,278,7,10,38,18,81,64,717,607,15976,12671,0,0,215,70,44,22,518,364,32,16,2738,1097,92,51,175,164,6361,4389,17,22
2011,Syracuse,Big East,228,254,8,8,17,13,10,11,11,10,12,0,0,95,83,9,10,1,0,1336,1135,59,49,2883,3311,418,415,261,259,10,9,23,21,77,84,734,707,12673,13616,0,0,37,189,25,41,396,436,10,16,1445,1538,75,72,177,173,4178,4637,19,21
2011,TCU,Mountain West,281,231,9,7,11,19,14,13,13,14,13,3,0,202,48,7,10,3,0,1355,1616,49,77,3125,3028,350,409,231,234,10,7,25,23,72,82,685,726,15416,13992,1,1,339,119,41,29,532,457,38,7,2712,1609,88,72,169,192,5723,4516,21,23
2011,Temple,Mid-American,228,193,9,15,17,28,6,5,5,6,13,0,0,184,47,4,15,0,0,785,919,33,48,1647,2420,186,347,108,198,15,4,11,12,64,54,497,493,14659,11717,0,0,214,113,33,20,588,415,35,10,3133,1508,76,57,162,167,4668,3690,10,20
