season,team,conference,firstDowns,firstDownsOpponent,fourthDownConversions,fourthDownConversionsOpponent,fourthDowns,fourthDownsOpponent,fumblesLost,fumblesLostOpponent,fumblesRecovered,fumblesRecoveredOpponent,games,interceptionTDs,interceptionTDsOpponent,interceptionYards,interceptionYardsOpponent,interceptions,interceptionsOpponent,kickReturnTDs,kickReturnTDsOpponent,kickReturnYards,kickReturnYardsOpponent,kickReturns,kickReturnsOpponent,netPassingYards,netPassingYardsOpponent,passAttempts,passAttemptsOpponent,passCompletions,passCompletionsOpponent,passesIntercepted,passesInterceptedOpponent,passingTDs,passingTDsOpponent,penalties,penaltiesOpponent,penaltyYards,penaltyYardsOpponent,possessionTime,possessionTimeOpponent,puntReturnTDs,puntReturnTDsOpponent,puntReturnYards,puntReturnYardsOpponent,puntReturns,puntReturnsOpponent,rushingAttempts,rushingAttemptsOpponent,rushingTDs,rushingTDsOpponent,rushingYards,rushingYardsOpponent,thirdDownConversions,thirdDownConversionsOpponent,thirdDowns,thirdDownsOpponent,totalYards,totalYardsOpponent,turnovers,turnoversOpponent
2013,Air Force,Mountain West,230,330,16,11,27,19,9,5,5,9,12,0,0,38,18,4,4,0,0,657,422,29,23,1259,2876,174,326,93,237,4,4,8,26,53,58,428,438,20284,23320,0,0,23,35,7,11,637,592,30,41,3152,3007,76,96,172,163,4411,5883,13,9
2013,Akron,Mid-American,227,258,7,7,18,17,11,6,6,11,12,1,0,132,151,10,13,0,0,817,716,44,38,2633,2795,419,385,234,238,13,10,18,27,78,56,642,483,21001,22755,0,0,72,109,22,15,418,480,12,16,1471,1969,72,75,183,175,4104,4764,21,19
2013,Alabama,SEC,302,194,7,5,12,19,10,8,8,10,13,3,0,253,129,7,11,1,0,736,1400,30,68,3230,2344,365,355,244,197,11,7,30,13,63,71,520,560,24923,21799,3,0,413,58,30,14,461,416,28,8,2673,1381,70,61,147,176,5903,3725,17,19
2013,Arizona,Pac-12,311,276,12,12,30,26,11,4,4,11,13,5,1,303,119,7,18,0,0,676,801,34,41,2516,3032,383,460,233,269,18,7,16,20,52,75,478,726,22295,24407,0,0,166,50,27,15,647,531,36,18,3444,2182,100,83,212,211,5960,5214,18,22
2013,Arizona State,Pac-12,340,243,15,13,25,22,6,12,12,6,14,5,1,345,107,12,21,0,1,970,1365,45,63,3723,3286,494,445,309,249,21,12,28,24,56,92,439,793,25435,25347,0,0,206,179,37,20,608,497,36,21,2679,1927,84,79,215,213,6402,5213,18,33
2013,Arkansas,SEC,222,266,7,9,15,14,12,6,6,12,12,1,2,62,179,11,8,0,0,740,291,36,12,1782,2818,301,355,150,230,8,11,15,24,49,55,461,421,21897,21275,0,1,67,250,9,19,474,459,14,22,2504,2143,65,66,156,152,4286,4961,23,14
2013,Arkansas State,Sun Belt,275,269,6,9,21,22,7,11,11,7,13,0,0,117,57,7,9,1,0,957,955,40,48,2627,3028,368,433,255,239,9,7,14,20,94,70,783,556,23927,23592,1,0,184,122,22,17,579,496,31,22,2674,2342,86,76,194,199,5301,5370,14,20
2013,Army,FBS Independents,251,235,13,10,26,18,13,10,10,13,12,0,0,0,21,4,7,0,0,611,832,40,42,931,2370,154,251,75,155,7,4,4,19,45,66,390,568,22828,20428,0,0,47,108,14,16,693,502,34,29,3717,2560,72,64,168,145,4648,4930,17,17
2013,Auburn,SEC,334,288,8,13,15,28,11,6,6,11,14,1,1,112,64,8,13,2,1,936,722,40,29,2422,3620,285,494,173,286,13,8,20,19,70,80,569,600,25369,24761,1,0,377,35,35,7,729,495,48,19,4596,2270,87,66,187,200,7018,5890,19,19
2013,BYU,FBS Independents,325,262,11,8,21,23,7,10,10,7,13,3,1,143,116,14,13,0,2,1088,1028,44,41,2942,2846,447,490,237,279,13,14,19,19,102,70,863,530,22614,25064,1,0,335,218,38,29,664,538,24,11,3475,2079,87,85,231,233,6417,4925,21,23
