season,team,conference,firstDowns,firstDownsOpponent,fourthDownConversions,fourthDownConversionsOpponent,fourthDowns,fourthDownsOpponent,fumblesLost,fumblesLostOpponent,fumblesRecovered,fumblesRecoveredOpponent,games,interceptionTDs,interceptionTDsOpponent,interceptionYards,interceptionYardsOpponent,interceptions,interceptionsOpponent,kickReturnTDs,kickReturnTDsOpponent,kickReturnYards,kickReturnYardsOpponent,kickReturns,kickReturnsOpponent,netPassingYards,netPassingYardsOpponent,passAttempts,passAttemptsOpponent,passCompletions,passCompletionsOpponent,passesIntercepted,passesInterceptedOpponent,passingTDs,passingTDsOpponent,penalties,penaltiesOpponent,penaltyYards,penaltyYardsOpponent,possessionTime,possessionTimeOpponent,puntReturnTDs,puntReturnTDsOpponent,puntReturnYards,puntReturnYardsOpponent,puntReturns,puntReturnsOpponent,rushingAttempts,rushingAttemptsOpponent,rushingTDs,rushingTDsOpponent,rushingYards,rushingYardsOpponent,sacks,sacksOpponent,tacklesForLoss,tacklesForLossOpponent,thirdDownConversions,thirdDownConversionsOpponent,thirdDowns,thirdDownsOpponent,totalYards,totalYardsOpponent,turnovers,turnoversOpponent
2019,East Carolina,American Athletic,288,279,3,13,7,23,7,7,12,10,12,0,1,108,209,10,11,1,0,653,388,42,16,3466,3139,451,371,270,231,11,10,22,24,71,101,615,889,21288,21912,1,0,79,172,17,17,449,493,12,28,1696,2518,32,24,90,112,70,72,178,169,5162,5657,17,18
2019,Eastern Michigan,Mid-American,285,289,12,15,25,20,5,10,15,9,13,0,0,137,82,12,11,0,1,254,619,23,27,3681,3071,465,380,313,241,11,12,26,21,59,77,531,760,22260,24492,1,0,180,106,16,10,418,542,21,30,1590,2525,31,28,62,119,67,82,169,183,5271,5596,17,21
2019,Florida,SEC,297,213,16,3,26,10,8,7,13,16,13,0,0,160,98,10,16,0,0,184,502,10,29,3910,2627,467,390,317,235,16,10,33,14,67,98,618,783,23536,23209,0,0,68,9,15,7,398,419,21,9,1687,1336,63,32,108,69,65,67,158,185,5597,3963,18,23
2019,Florida Atlantic,Conference USA,329,273,13,13,22,28,4,11,16,6,14,0,0,221,77,8,22,0,0,406,790,27,51,3922,3343,502,481,314,281,22,8,30,23,95,96,852,834,23934,26093,1,0,114,120,21,13,551,498,32,17,2325,1863,47,28,126,117,80,63,202,202,6247,5206,12,33
2019,Florida International,Conference USA,259,276,13,12,24,20,8,6,9,15,13,1,0,150,62,6,12,0,1,496,585,35,32,2754,2535,389,384,223,210,12,6,14,16,79,91,751,818,22739,24060,2,0,205,7,13,10,487,514,23,26,2154,2548,22,14,90,75,70,70,184,179,4908,5083,14,18
2019,Florida State,ACC,265,309,11,11,19,21,8,10,17,13,13,1,3,94,195,13,8,0,0,483,332,21,15,3479,3597,432,504,279,308,8,13,24,19,119,88,953,767,20480,26311,0,0,132,96,21,19,477,535,24,18,1829,1917,41,56,84,116,68,91,192,225,5308,5514,21,18
2019,Fresno State,Mountain West,232,262,6,15,13,27,7,11,19,10,12,1,1,165,51,11,11,0,1,625,830,34,39,2719,3110,372,434,240,268,11,11,17,20,75,78,634,713,20927,22265,0,0,120,51,9,12,394,445,27,24,1911,1927,21,28,91,71,55,72,148,171,4630,5037,18,22
2019,Georgia,SEC,295,223,6,6,10,23,7,8,9,7,14,0,2,102,105,6,8,0,0,268,252,16,19,3122,2815,415,501,255,285,8,6,26,16,76,94,685,714,27109,23291,1,0,282,106,25,12,525,399,21,2,2591,1046,37,18,82,70,77,66,188,210,5713,3861,13,16
2019,Georgia Southern,Sun Belt,224,243,6,17,14,32,10,10,15,17,13,2,0,98,0,1,9,1,1,398,191,20,10,968,3148,155,402,80,241,9,1,9,28,66,63,569,604,25414,21269,1,0,117,76,8,23,667,468,29,18,3323,1772,26,32,105,86,51,59,166,174,4291,4920,11,19
2019,Georgia State,Sun Belt,305,286,13,13,27,24,7,8,9,10,13,1,1,148,75,9,9,0,0,114,616,21,30,2577,3093,385,362,238,230,9,9,22,27,56,65,557,586,23100,23700,0,0,32,143,10,18,596,524,30,33,3141,2829,29,24,69,100,89,81,195,179,5718,5922,16,17
2019,Georgia Tech,ACC,181,271,8,13,17,19,10,9,13,16,12,0,1,65,171,10,7,0,0,715,481,36,24,1607,2492,269,331,124,200,7,10,14,18,57,60,493,524,19230,23970,0,2,76,343,16,31,448,539,12,27,1829,2583,20,37,84,109,49,80,164,177,3436,5075,20,16
2019,Hawai'i,Mountain West,368,341,20,12,33,26,13,5,6,23,15,4,1,323,220,17,14,0,0,1092,654,52,35,5059,3427,635,484,396,286,14,17,42,23,103,88,918,767,28108,25770,1,0,102,165,22,12,420,545,21,37,2011,3042,21,31,83,67,88,80,186,194,7070,6469,30,19
2019,Houston,American Athletic,231,259,12,13,17,23,9,6,9,15,12,1,1,83,39,12,8,2,0,564,546,28,31,2440,3461,314,410,176,251,8,12,19,29,58,91,579,826,22289,20804,2,0,182,137,17,20,466,414,20,24,2258,2149,21,42,80,107,54,65,155,164,4698,5610,21,14
2019,Illinois,Big Ten,223,277,5,14,14,22,9,16,29,15,13,4,1,249,97,9,12,0,0,710,294,35,19,2397,2768,364,355,197,207,12,9,19,21,87,57,797,464,19974,26488,0,0,119,231,22,28,484,594,19,19,1845,2542,36,56,125,117,62,71,177,191,4242,5310,18,28
2019,Indiana,Big Ten,304,248,8,12,18,23,6,10,13,7,13,2,1,159,206,9,7,0,0,688,540,37,28,3931,2778,473,394,321,219,7,10,24,20,88,69,830,592,26311,20479,0,0,68,64,17,7,467,459,24,17,1695,1802,38,35,94,82,83,62,178,175,5626,4580,15,17
2019,Iowa,Big Ten,248,215,15,4,21,13,5,8,11,8,13,1,1,73,77,7,12,2,0,531,485,23,36,2976,2544,411,417,243,248,12,7,16,14,56,71,421,599,24981,21721,0,0,121,73,15,11,453,418,17,6,1789,1462,41,35,75,95,78,72,190,190,4765,4006,12,20
2019,Iowa State,Big 12,298,246,9,8,21,15,7,7,12,12,13,1,2,102,80,9,6,0,1,477,1127,26,60,4047,2987,484,441,315,279,6,9,29,22,61,70,497,622,23715,23065,0,0,96,99,10,16,412,455,22,13,1729,1812,41,20,99,82,64,84,169,203,5776,4799,16,13
2019,Kansas,Big 12,221,310,7,8,20,16,6,3,4,10,12,1,0,69,137,14,6,0,0,873,531,45,29,2775,2994,389,376,235,240,6,14,25,22,66,78,601,709,19240,23960,0,1,46,274,9,19,383,551,10,32,1730,2741,20,27,90,94,66,93,167,176,4505,5735,20,9
2019,Kansas State,Big 12,254,224,9,7,15,17,8,4,6,14,13,0,0,128,17,5,11,4,0,1003,597,34,34,2344,2638,302,350,180,207,11,5,12,12,77,82,679,765,26090,20709,1,0,163,126,16,10,538,426,29,19,2314,2151,26,29,70,97,75,43,174,149,4658,4789,13,15
2019,Kent State,Mid-American,283,325,8,16,12,23,10,11,16,15,13,0,0,22,18,2,7,1,0,1083,694,52,38,2846,2974,355,349,238,224,7,2,24,18,81,84,781,776,20484,26316,0,0,119,39,14,15,550,625,17,34,2427,3172,26,51,95,140,86,84,196,184,5273,6146,12,18
2019,Kentucky,SEC,252,223,14,6,27,17,12,10,16,19,13,0,1,95,169,8,8,0,0,437,244,22,15,1478,2179,257,352,128,201,8,8,9,9,75,74,661,649,25080,21716,0,0,143,95,19,12,573,444,36,21,3624,2006,41,23,76,87,63,64,162,165,5102,4185,20,18
2019,LSU,SEC,419,283,7,15,10,31,5,5,4,8,15,0,1,87,82,7,17,0,0,291,337,23,15,6024,3341,567,521,426,264,17,7,61,20,93,99,936,759,27200,26681,2,1,252,117,22,9,513,487,32,19,2502,1812,41,42,118,93,90,63,183,213,8526,5153,12,22
2019,Liberty,FBS Independents,289,274,5,11,16,24,8,6,10,12,13,1,0,147,66,8,12,1,0,970,487,44,25,3756,2853,452,385,257,230,12,8,29,27,88,100,801,857,21746,24767,0,0,10,123,19,15,435,541,25,18,1956,2506,45,42,113,76,68,82,168,195,5712,5359,16,18
2019,Louisiana,Sun Belt,351,296,9,11,17,27,10,9,11,11,14,0,1,102,15,4,10,0,0,932,702,40,41,3314,2768,412,410,268,235,10,4,27,11,98,70,817,567,25549,24854,0,0,191,91,29,12,574,545,42,21,3604,2438,44,22,70,61,80,68,167,189,6918,5206,14,19
2019,Louisiana Tech,Conference USA,304,268,6,15,16,31,9,9,15,14,13,5,0,237,70,10,17,1,1,727,1171,36,62,3490,3126,458,463,285,278,17,10,21,14,72,77,611,696,23978,22822,0,0,70,128,13,14,475,478,27,19,2189,1778,34,38,115,79,72,68,175,195,5679,4904,19,26
2019,Louisville,ACC,263,285,13,10,22,23,10,11,15,17,13,0,0,38,36,9,7,1,0,904,1141,35,59,3048,3044,302,406,178,243,7,9,32,31,93,68,780,527,24347,22266,0,0,187,88,16,18,567,498,23,27,2768,2677,38,57,103,139,76,66,174,174,5816,5721,19,18
2019,Marshall,Conference USA,271,265,6,8,14,19,7,6,9,8,13,1,1,166,81,11,10,0,0,578,716,37,25,2605,3011,355,410,200,239,10,11,16,16,75,76,680,671,24112,22688,2,0,248,114,21,20,532,481,21,23,2504,1924,47,31,65,77,69,72,181,185,5109,4935,18,16
2019,Maryland,Big Ten,201,275,8,8,26,18,9,6,9,11,12,0,2,94,172,12,10,2,1,1023,885,45,46,2088,3255,342,405,172,264,10,12,16,23,70,71,585,640,18541,24659,1,0,123,68,9,20,425,501,23,27,2034,2135,34,46,108,105,54,78,169,181,4122,5390,21,16
2019,Massachusetts,FBS Independents,190,310,11,11,29,18,4,11,16,7,12,1,2,118,222,16,10,0,0,1550,629,75,31,2022,3145,392,318,218,217,10,16,15,32,82,45,717,435,18772,24077,1,1,113,122,13,14,429,549,14,50,1495,3569,13,38,59,128,66,73,192,143,3517,6714,20,21
2019,Memphis,American Athletic,325,282,14,15,24,31,9,8,13,17,14,1,1,53,238,11,11,3,0,1206,557,46,32,4177,2742,441,413,281,219,11,11,33,15,103,90,839,802,25713,24674,1,1,187,107,26,16,551,586,32,27,2614,2627,42,33,100,127,89,84,194,211,6791,5369,20,19
2019,Miami,ACC,252,218,13,12,25,17,7,10,18,11,13,0,0,136,94,10,10,0,0,511,670,25,28,3239,2538,437,379,255,208,10,10,27,16,91,98,782,866,23558,23242,0,0,299,132,21,24,407,470,16,13,1535,1490,55,73,150,93,44,75,164,202,4774,4028,17,20
2019,Miami (OH),Mid-American,216,300,6,15,17,29,8,9,15,14,14,3,2,219,182,10,11,0,0,881,379,41,17,2495,2929,337,436,183,259,11,10,11,26,80,100,683,810,23736,26664,1,0,313,303,23,26,533,578,22,24,1833,2418,49,50,134,129,67,82,201,203,4328,5347,18,20
2019,Michigan,Big Ten,286,225,12,13,22,22,11,11,18,17,13,0,0,31,36,9,9,1,1,665,440,27,36,3261,2412,410,345,228,198,9,9,25,16,80,96,649,850,23032,23768,0,0,271,134,37,18,495,501,26,20,1959,1583,49,33,102,75,68,59,175,182,5220,3995,20,20
2019,Michigan State,Big Ten,274,225,13,10,21,21,9,10,14,15,13,1,2,124,195,15,12,0,0,446,867,28,43,3182,2702,464,403,270,241,12,15,17,24,75,88,700,836,24483,22312,0,0,167,217,27,23,468,440,12,11,1653,1477,49,21,127,76,70,64,192,184,4835,4179,24,22
2019,Middle Tennessee,Conference USA,247,278,9,17,17,29,5,9,17,7,12,1,0,68,67,9,8,0,0,163,754,39,43,2815,3184,365,415,225,271,8,9,22,23,57,68,511,563,19270,23592,0,1,11,143,4,22,406,473,18,19,2085,2328,15,25,101,83,52,78,148,179,4900,5512,14,17
2019,Minnesota,Big Ten,295,229,13,10,20,18,7,5,8,12,13,3,1,240,151,8,14,0,1,344,947,19,44,3293,2395,323,357,212,200,14,8,31,14,55,67,502,554,26620,20113,0,0,37,1,11,6,560,430,25,18,2323,1590,38,33,72,88,78,62,161,167,5616,3985,15,19
2019,Mississippi State,SEC,279,264,7,9,18,17,13,14,18,18,13,2,0,163,132,10,10,0,1,430,807,26,42,2333,3208,315,368,186,224,10,10,19,22,72,64,578,558,24701,21912,0,0,48,165,11,19,529,455,27,25,2868,1979,30,39,90,90,58,58,149,150,5201,5187,23,24
2019,Missouri,SEC,243,194,7,5,13,14,6,7,13,12,12,4,0,266,114,8,8,0,0,161,132,9,6,2671,2151,376,348,226,175,8,8,17,15,83,69,809,627,21529,21671,1,0,223,226,21,23,476,423,14,12,1820,1593,25,35,92,86,66,60,181,182,4491,3744,14,15
2019,NC State,ACC,259,257,14,9,29,12,11,4,4,13,12,0,1,27,18,10,4,0,0,412,511,23,24,2749,3066,463,412,244,265,4,10,14,24,71,99,627,747,21154,22040,1,0,203,157,15,23,418,445,14,21,1814,1721,42,20,102,105,64,73,182,178,4563,4787,21,8
2019,Navy,American Athletic,282,198,26,14,34,26,12,9,12,18,13,1,0,57,37,4,12,0,2,220,947,20,49,1238,2700,104,342,55,193,12,4,10,19,54,57,459,438,26104,20695,0,1,112,104,19,12,773,434,52,13,4687,1376,45,17,101,80,80,56,170,171,5925,4076,16,21
2019,Nebraska,Big Ten,250,240,10,7,23,16,11,10,13,20,12,2,0,177,58,9,11,0,2,420,932,25,45,2551,2409,323,364,194,215,11,9,12,14,61,66,518,594,20813,22386,1,0,128,25,17,11,544,468,27,25,2439,2257,35,35,127,108,77,69,187,173,4990,4666,20,21
2019,Nevada,Mountain West,250,258,14,15,24,25,11,8,13,15,13,1,0,85,89,13,11,0,1,645,459,36,22,3238,3261,499,407,309,246,11,13,14,31,96,77,772,678,24614,21925,0,1,185,237,19,32,442,450,16,18,1498,1940,30,35,84,148,75,60,206,171,4736,5201,24,19
2019,New Mexico,Mountain West,245,268,6,14,16,21,11,7,11,17,12,1,2,71,133,15,4,0,0,627,439,29,20,2340,3849,331,411,163,257,4,15,13,34,81,80,729,702,21459,21480,0,0,147,131,24,18,501,452,20,22,2463,1966,31,20,74,72,62,75,169,179,4803,5815,26,11
2019,New Mexico State,FBS Independents,228,283,16,8,26,11,12,7,8,15,12,0,3,18,271,15,5,0,1,378,416,31,17,2611,2649,446,362,278,220,5,15,15,21,68,65,544,572,19576,23624,1,1,171,199,18,21,386,513,16,35,1722,3110,19,43,69,106,55,74,171,164,4333,5759,27,12
2019,North Carolina,ACC,315,253,15,8,23,16,5,7,12,9,13,1,0,58,86,7,14,0,0,518,721,24,35,3716,2985,431,421,265,253,14,7,39,18,80,73,701,555,23655,23145,0,0,81,139,13,16,528,472,13,19,2446,1866,38,47,105,118,79,70,191,189,6162,4851,12,21
2019,North Texas,Conference USA,252,261,18,10,32,20,7,9,13,10,12,0,2,39,233,12,4,1,2,1141,709,51,43,3400,2668,454,374,283,230,4,12,33,14,64,57,672,461,20261,22939,1,1,160,138,20,13,396,486,11,31,1626,2273,44,34,85,104,64,74,173,177,5026,4941,19,13
2019,Northern Illinois,Mid-American,220,224,12,8,23,18,8,9,13,12,12,2,0,103,248,11,4,0,0,141,709,21,31,2621,2503,370,332,215,195,4,11,14,18,62,56,539,541,23584,19616,1,0,83,123,16,19,454,431,15,25,1683,2135,21,29,87,119,58,53,179,156,4304,4638,19,13
2019,Northwestern,Big Ten,211,210,11,5,28,13,8,7,15,12,12,0,1,47,150,15,7,0,0,374,588,23,30,1414,2385,311,360,155,220,7,15,6,17,65,72,582,681,21573,21624,0,0,174,48,21,18,530,436,17,14,2160,1643,30,39,78,112,69,73,193,180,3574,4028,23,14
2019,Notre Dame,FBS Independents,272,234,17,10,25,22,5,19,27,9,13,1,0,107,23,6,9,0,0,403,626,29,39,3278,2191,416,374,253,203,9,6,37,13,84,62,665,515,22220,24331,0,0,211,70,24,18,472,517,20,12,2311,1972,47,26,139,94,74,64,185,197,5589,4163,11,28
2019,Ohio,Mid-American,296,270,5,11,9,19,13,10,14,18,13,0,0,23,40,6,5,0,0,803,580,35,46,2866,3086,335,418,203,250,5,6,21,21,70,76,627,685,24780,22020,0,1,154,93,30,16,526,464,36,21,2883,2162,26,27,81,71,83,70,168,178,5749,5248,19,15
2019,Ohio State,Big Ten,393,216,8,7,13,20,13,10,16,18,14,1,0,280,37,3,15,0,0,283,770,17,58,3684,2184,406,393,271,200,16,3,48,9,81,76,770,665,26854,23546,0,0,212,36,29,12,663,488,39,14,3735,1452,66,46,135,81,101,60,183,208,7419,3636,16,25
2019,Oklahoma,Big 12,348,278,8,11,12,25,10,4,4,14,14,1,1,31,256,9,7,0,0,608,730,35,41,4164,3113,381,427,262,257,7,9,36,27,101,80,1038,623,25995,24223,1,0,187,46,28,5,565,459,38,20,3361,1877,43,26,139,87,77,56,155,179,7525,4990,19,11
2019,Oklahoma State,Big 12,287,271,11,8,21,21,8,7,11,15,13,2,0,121,121,12,12,0,0,540,702,34,41,2916,3300,362,447,232,270,12,12,23,23,67,96,612,884,22497,24302,0,0,164,18,20,11,562,479,27,18,3019,2060,28,38,92,122,73,75,186,192,5935,5360,20,19
2019,Old Dominion,Conference USA,203,241,20,5,33,11,7,8,12,10,12,0,2,132,118,12,9,0,0,700,503,31,25,2117,2682,379,324,207,206,9,12,5,20,71,63,729,634,22126,21074,0,1,100,121,14,20,431,461,16,22,1168,1777,23,71,93,134,57,60,183,153,3285,4459,19,17
2019,Ole Miss,SEC,271,267,17,12,31,20,9,6,10,15,12,0,0,44,82,5,10,1,0,404,546,25,31,2328,3339,331,434,186,288,10,5,11,20,59,66,585,561,20326,22857,0,1,87,245,15,23,559,425,29,16,3012,1662,52,29,108,86,67,69,182,174,5340,5001,14,16
2019,Oregon,Pac-12,319,264,13,14,25,33,5,7,7,6,14,2,0,293,106,6,20,2,1,762,1075,29,48,3615,3082,446,506,298,297,20,6,35,18,84,116,860,947,23722,26663,0,0,258,193,18,26,510,467,26,5,2448,1525,57,32,110,85,74,73,177,220,6063,4607,11,27
2019,Oregon State,Pac-12,267,291,13,21,24,27,2,8,11,2,12,1,1,55,82,4,8,0,1,713,901,40,36,3061,3314,420,415,260,262,8,4,30,28,78,60,702,526,20499,22700,0,1,72,235,13,23,411,469,21,21,1881,2034,50,32,105,76,69,76,163,171,4942,5348,6,16
2019,Penn State,Big Ten,275,246,11,15,18,26,5,12,17,8,13,2,0,147,48,9,10,0,0,549,239,31,14,2877,3269,369,451,217,273,10,9,25,10,57,77,589,563,21761,25029,0,0,178,34,33,20,516,484,34,13,2479,1235,63,40,119,105,73,73,172,204,5356,4504,14,22
2019,Pittsburgh,ACC,268,236,8,10,17,18,12,5,8,18,13,1,0,132,105,10,9,0,0,287,472,18,24,3402,2658,513,433,316,221,9,10,17,19,102,63,888,644,23926,22874,1,1,199,279,36,28,441,472,11,12,1544,1410,60,30,124,81,84,68,211,207,4946,4068,22,14
2019,Purdue,Big Ten,247,261,8,11,16,18,8,5,7,15,12,1,1,135,62,15,9,0,0,521,334,36,18,3719,2935,520,381,320,235,9,15,29,20,55,85,452,728,19870,23327,0,0,67,100,12,18,342,487,9,25,999,2310,34,44,102,94,73,71,181,176,4718,5245,23,14
