id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,ppa,offenseTimeouts,defenseTimeouts,wallclock
2325601201406,23256012014,232560120,14,6,Maryland,ACC,24,The Citadel,Maryland,The Citadel,Southern,0,2,"{'seconds': 40, 'minutes': 12}",76,24,3,1,9,False,Rush,Sammy Maldonado (MARY) rushed left side for 9 yards.,0.323223702922861,,,
2325601201404,23256012014,232560120,14,4,Maryland,ACC,24,The Citadel,Maryland,The Citadel,Southern,0,2,"{'seconds': 40, 'minutes': 13}",57,43,1,20,16,False,Pass Completion,Scott McBrien (MARY) pass left side complete to Sammy Maldonado (MARY) for 16 yards.,1.8185514624537453,,,
2325601201409,23256012014,232560120,14,9,Maryland,ACC,31,The Citadel,Maryland,The Citadel,Southern,0,2,"{'seconds': 10, 'minutes': 12}",0,100,0,0,0,True,Extra Point Good,Extra point by Nick Novak (MARY) is good.,,,,
2325601201401,23256012014,232560120,14,1,Maryland,ACC,24,The Citadel,Maryland,The Citadel,Southern,0,2,"{'seconds': 30, 'minutes': 14}",54,46,1,10,0,False,Pass Incompletion,Scott McBrien (MARY) pass incomplete across the middle.,-1.0250974847844603,,,
2325601201407,23256012014,232560120,14,7,Maryland,ACC,24,The Citadel,Maryland,The Citadel,Southern,0,2,"{'seconds': 10, 'minutes': 12}",85,15,1,10,12,False,Pass Completion,Scott McBrien (MARY) pass right side complete to Latrez Harrison (MARY) for 12 yards.,1.093747356833746,,,
2325601201403,23256012014,232560120,14,3,Maryland,ACC,24,The Citadel,Maryland,The Citadel,Southern,0,2,"{'seconds': 40, 'minutes': 13}",67,33,1,10,-10,False,Penalty,10 yard penalty on Terrapins.,,,,
2325601201408,23256012014,232560120,14,8,Maryland,ACC,30,The Citadel,Maryland,The Citadel,Southern,0,2,"{'seconds': 10, 'minutes': 12}",97,3,1,3,3,True,Rush,Sammy Maldonado (MARY) rushed up the middle for a 3 yard touchdown.,,,,
2325601201405,23256012014,232560120,14,5,Maryland,ACC,24,The Citadel,Maryland,The Citadel,Southern,0,2,"{'seconds': 0, 'minutes': 13}",73,27,2,4,3,False,Rush,Sammy Maldonado (MARY) rushed up the middle for 3 yards.,-0.202130859105716,,,
2325601201402,23256012014,232560120,14,2,Maryland,ACC,24,The Citadel,Maryland,The Citadel,Southern,0,2,"{'seconds': 10, 'minutes': 14}",54,46,2,10,13,False,Rush,Sammy Maldonado (MARY) rushed up the middle for 13 yards.,1.6653101194169366,,,
2325601200101,23256012001,232560120,1,1,Maryland,ACC,6,The Citadel,Maryland,The Citadel,Southern,0,1,"{'seconds': 52, 'minutes': 14}",28,72,1,10,72,True,Rush,Josh Allen (MARY) rushed up the middle for a 72 yard touchdown.,,,,
