id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,offenseTimeouts,defenseTimeouts,ppa,wallclock
2424102593001,24241025930,242410259,29,1,USC,Pac-10,24,Virginia Tech,Virginia Tech,USC,ACC,13,4,"{'seconds': 54, 'minutes': 0}",0,0,1,0,12,False,Kickoff Return (Offense),Kickoff returned by Josh Hyman (VT) for 12 yards.,,,,
2424102592901,24241025929,242410259,28,1,USC,Pac-10,21,Virginia Tech,Virginia Tech,USC,ACC,13,4,"{'seconds': 1, 'minutes': 2}",26,26,1,10,0,False,Rush,LenDale White (USC) rushed up the middle for no gain.,,,-0.4710467974920665,
2424102592905,24241025929,242410259,28,5,USC,Pac-10,21,Virginia Tech,Virginia Tech,USC,ACC,13,4,"{'seconds': 46, 'minutes': 1}",26,26,3,10,3,False,Rush,Reggie Bush (USC) rushed right side for 3 yards.,,,-0.3052025885891876,
2424102592903,24241025929,242410259,28,3,USC,Pac-10,21,Virginia Tech,Virginia Tech,USC,ACC,13,4,"{'seconds': 55, 'minutes': 1}",26,26,2,10,0,False,Rush,LenDale White (USC) rushed right side for no gain.,,,-0.6385710457423314,
2424102592902,24241025929,242410259,28,2,USC,Pac-10,21,Virginia Tech,Virginia Tech,USC,ACC,13,4,"{'seconds': 55, 'minutes': 1}",26,26,2,10,0,False,Timeout,Hokies timeout; 01:55 remaining 4th quarter,,,,
2424102592906,24241025929,242410259,28,6,USC,Pac-10,21,Virginia Tech,Virginia Tech,USC,ACC,13,4,"{'seconds': 59, 'minutes': 0}",23,23,4,7,0,False,Timeout,Trojans timeout; 00:59 remaining 4th quarter,,,,
2424102592904,24241025929,242410259,28,4,USC,Pac-10,21,Virginia Tech,Virginia Tech,USC,ACC,13,4,"{'seconds': 46, 'minutes': 1}",26,26,3,10,0,False,Timeout,Hokies timeout; 01:46 remaining 4th quarter,,,,
2424102592907,24241025929,242410259,28,7,USC,Pac-10,24,Virginia Tech,Virginia Tech,USC,ACC,13,4,"{'seconds': 59, 'minutes': 0}",23,23,4,7,40,True,Field Goal Good,40 yard field goal by Ryan Killeen (USC) is good.,,,,
2424102590406,24241025904,242410259,4,6,USC,Pac-10,7,Virginia Tech,Virginia Tech,USC,ACC,0,1,"{'seconds': 59, 'minutes': 5}",0,0,0,0,0,True,Extra Point Good,Extra point by Ryan Killeen (USC) is good.,,,,
2424102590405,24241025904,242410259,4,5,USC,Pac-10,6,Virginia Tech,Virginia Tech,USC,ACC,0,1,"{'seconds': 6, 'minutes': 6}",35,35,3,10,35,True,Pass Completion,Matt Leinart (USC) pass across the middle complete to Reggie Bush (USC) for a 35 yard touchdown.,,,,
