id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,offenseTimeouts,defenseTimeouts,ppa,wallclock
2436526533301,24365265333,243652653,31,1,Troy,Sun Belt,21,Northern Illinois,Northern Illinois,Troy,Mid-American,34,4,"{'seconds': 50, 'minutes': 10}",5,5,0,0,23,False,Kickoff Return (Offense),Kickoff returned by Marcus Perez (NIU) for 23 yards.,,,,
2436526531904,24365265319,243652653,18,4,Troy,Sun Belt,14,Northern Illinois,Northern Illinois,Troy,Mid-American,17,2,"{'seconds': 45, 'minutes': 3}",87,87,4,22,0,False,Fumble Recovery (Own),"Trojans fumble by D.T. McDowell (TSU), recovered by D.T. McDowell (TSU), advanced for no gain.",,,0.39560124204637415,
2436526531903,24365265319,243652653,18,3,Troy,Sun Belt,14,Northern Illinois,Northern Illinois,Troy,Mid-American,17,2,"{'seconds': 45, 'minutes': 3}",75,75,3,10,-12,False,Sack,D.T. McDowell (TSU) sacked for a loss of 12 yards.,,,-0.26777122315966206,
2436526531901,24365265319,243652653,18,1,Troy,Sun Belt,14,Northern Illinois,Northern Illinois,Troy,Mid-American,17,2,"{'seconds': 30, 'minutes': 4}",75,75,1,10,5,False,Rush,DeWhitt Betterson (TSU) rushed right side for 5 yards.,,,0.0945451165334843,
2436526531902,24365265319,243652653,18,2,Troy,Sun Belt,14,Northern Illinois,Northern Illinois,Troy,Mid-American,17,2,"{'seconds': 25, 'minutes': 4}",70,70,2,5,-5,False,Rush,DeWhitt Betterson (TSU) rushed right side for -5 yards.,,,-1.1446200156988748,
2436526531905,24365265319,243652653,18,5,Troy,Sun Belt,14,Northern Illinois,Northern Illinois,Troy,Mid-American,17,2,"{'seconds': 23, 'minutes': 3}",87,87,4,22,0,False,Punt Return,Punt by Thomas Olmsted (TSU) no return by Huskies.,,,,
2436526532901,24365265329,243652653,27,1,Troy,Sun Belt,14,Northern Illinois,Northern Illinois,Troy,Mid-American,27,3,"{'seconds': 45, 'minutes': 7}",76,76,1,10,-1,False,Rush,Sean Dawkins (TSU) rushed left side for -1 yards.,,,-0.7658209053976721,
2436526532902,24365265329,243652653,27,2,Troy,Sun Belt,14,Northern Illinois,Northern Illinois,Troy,Mid-American,27,3,"{'seconds': 10, 'minutes': 7}",77,77,2,11,0,False,Pass Incompletion,D.T. McDowell (TSU) pass incomplete to the right side.,,,-0.2773033157904381,
2436526532904,24365265329,243652653,27,4,Troy,Sun Belt,14,Northern Illinois,Northern Illinois,Troy,Mid-American,27,3,"{'seconds': 15, 'minutes': 6}",68,68,4,2,0,False,Punt Return,Punt by Thomas Olmsted (TSU) returned by Lionel Hickenbottom (NIU) to the Huskies 39 for no gain.,,,,
2436526532903,24365265329,243652653,27,3,Troy,Sun Belt,14,Northern Illinois,Northern Illinois,Troy,Mid-American,27,3,"{'seconds': 2, 'minutes': 7}",77,77,3,11,9,False,Rush,D.T. McDowell (TSU) rushed left side for 9 yards.,,,0.2603155274533009,
2436526532101,24365265321,243652653,20,1,Northern Illinois,Mid-American,24,Troy,Northern Illinois,Troy,Sun Belt,14,2,"{'seconds': 33, 'minutes': 0}",78,22,0,0,27,False,Kickoff Return (Offense),Kickoff returned by Leodis McKelvin (TSU) for 27 yards.,,,,
2436526531805,24365265318,243652653,17,5,Northern Illinois,Mid-American,17,Troy,Northern Illinois,Troy,Sun Belt,14,2,"{'seconds': 41, 'minutes': 5}",53,47,3,9,0,False,Pass Incompletion,Josh Haldi (NIU) pass incomplete to the right side.,,,-0.8412818377974193,
2436526531804,24365265318,243652653,17,4,Northern Illinois,Mid-American,17,Troy,Northern Illinois,Troy,Sun Belt,14,2,"{'seconds': 50, 'minutes': 5}",53,47,2,9,0,False,Pass Incompletion,Josh Haldi (NIU) pass incomplete to the left side.,,,-1.0830328413329795,
2436526531807,24365265318,243652653,17,7,Northern Illinois,Mid-American,17,Troy,Northern Illinois,Troy,Sun Belt,14,2,"{'seconds': 35, 'minutes': 5}",68,32,1,10,0,False,Pass Incompletion,Josh Haldi (NIU) pass incomplete to the right side.,,,-0.6082596672078662,
2436526531806,24365265318,243652653,17,6,Northern Illinois,Mid-American,17,Troy,Northern Illinois,Troy,Sun Belt,14,2,"{'seconds': 35, 'minutes': 5}",53,47,4,9,15,False,Penalty,15 yard penalty on Trojans.,,,,
2436526531809,24365265318,243652653,17,9,Northern Illinois,Mid-American,17,Troy,Northern Illinois,Troy,Sun Belt,14,2,"{'seconds': 0, 'minutes': 5}",76,24,3,2,-1,False,Rush,Garrett Wolfe (NIU) rushed left side for -1 yards.,,,-0.8796888018688181,
2436526531803,24365265318,243652653,17,3,Northern Illinois,Mid-American,17,Troy,Northern Illinois,Troy,Sun Belt,14,2,"{'seconds': 26, 'minutes': 6}",52,48,1,10,1,False,Rush,Garrett Wolfe (NIU) rushed up the middle for 1 yard.,,,-0.8372206360227173,
2436526531801,24365265318,243652653,17,1,Northern Illinois,Mid-American,17,Troy,Northern Illinois,Troy,Sun Belt,14,2,"{'seconds': 27, 'minutes': 7}",42,58,1,10,6,False,Rush,Garrett Wolfe (NIU) rushed up the middle for 6 yards.,,,0.3957205453341055,
2436526531810,24365265318,243652653,17,10,Northern Illinois,Mid-American,17,Troy,Northern Illinois,Troy,Sun Belt,14,2,"{'seconds': 35, 'minutes': 4}",75,25,4,3,42,False,Field Goal Good,42 yard field goal by Chris Nendick (NIU) is no good.,,,,
2436526531808,24365265318,243652653,17,8,Northern Illinois,Mid-American,17,Troy,Northern Illinois,Troy,Sun Belt,14,2,"{'seconds': 30, 'minutes': 5}",68,32,2,10,8,False,Rush,Garrett Wolfe (NIU) rushed right side for 8 yards.,,,0.4903501532049361,
2436526531802,24365265318,243652653,17,2,Northern Illinois,Mid-American,17,Troy,Northern Illinois,Troy,Sun Belt,14,2,"{'seconds': 50, 'minutes': 6}",48,52,2,4,4,False,Rush,Garrett Wolfe (NIU) rushed right side for 4 yards.,,,0.479748830425253,
2436526531503,24365265315,243652653,14,3,Northern Illinois,Mid-American,14,Troy,Northern Illinois,Troy,Sun Belt,14,2,"{'seconds': 0, 'minutes': 10}",87,13,3,9,0,False,Pass Incompletion,Josh Haldi (NIU) pass incomplete to the right side.,,,-0.4917447658860486,
2436526531502,24365265315,243652653,14,2,Northern Illinois,Mid-American,14,Troy,Northern Illinois,Troy,Sun Belt,14,2,"{'seconds': 28, 'minutes': 10}",88,12,2,8,-1,False,Rush,A.J. Harris (NIU) rushed left side for -1 yards.,,,-0.3943727948163434,
2436526531501,24365265315,243652653,14,1,Northern Illinois,Mid-American,14,Troy,Northern Illinois,Troy,Sun Belt,14,2,"{'seconds': 30, 'minutes': 11}",14,86,1,10,2,False,Rush,A.J. Harris (NIU) rushed left side for 2 yards.,,,-0.27305302769881834,
2436526531504,24365265315,243652653,14,4,Northern Illinois,Mid-American,17,Troy,Northern Illinois,Troy,Sun Belt,14,2,"{'seconds': 50, 'minutes': 9}",87,13,4,9,30,True,Field Goal Good,30 yard field goal by Chris Nendick (NIU) is good.,,,,
