id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,offenseTimeouts,defenseTimeouts,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,ppa,wallclock
400610224104857001,40061022421,400610224,21,5,Iowa,Big Ten,14,Tennessee,Tennessee,Iowa,SEC,42,4,"{'seconds': 29, 'minutes': 14}",2.0,3.0,1,1,1,1,1,True,Rushing Touchdown,"Mark Weisman run for 1 yd for a TD, (Marshall Koehn KICK)",0.938021275120443,
400610224103995701,40061022421,400610224,21,1,Iowa,Big Ten,7,Tennessee,Tennessee,Iowa,SEC,42,3,"{'seconds': 42, 'minutes': 0}",2.0,3.0,46,46,1,10,32,False,Rush,Jordan Canzeri run for 32 yds to the Tenn 14 for a 1ST down,0.9950042329553828,
400610224103998301,40061022421,400610224,21,2,Iowa,Big Ten,7,Tennessee,Tennessee,Iowa,SEC,42,3,"{'seconds': 16, 'minutes': 0}",2.0,3.0,14,14,1,10,3,False,Rush,Jordan Canzeri run for 3 yds to the Tenn 11,-0.1007251569352445,
400610224104854801,40061022421,400610224,21,4,Iowa,Big Ten,7,Tennessee,Tennessee,Iowa,SEC,42,4,"{'seconds': 51, 'minutes': 14}",2.0,3.0,11,11,2,7,10,False,Rush,Jake Rudock run for 10 yds to the Tenn 1 for a 1ST down,1.710987056993883,
400610224103998302,40061022421,400610224,21,3,Iowa,Big Ten,7,Tennessee,Tennessee,Iowa,SEC,42,3,"{'seconds': 0, 'minutes': 0}",2.0,3.0,0,0,0,10,0,False,End Period,End of 3rd Quarter,,
400610224103876801,40061022415,400610224,15,2,Iowa,Big Ten,7,Tennessee,Tennessee,Iowa,SEC,35,3,"{'seconds': 31, 'minutes': 12}",3.0,3.0,76,76,2,2,28,False,Rush,Jordan Canzeri run for 28 yds to the Tenn 48 for a 1ST down,2.1855998949482327,
400610224103884701,40061022415,400610224,15,4,Iowa,Big Ten,7,Tennessee,Tennessee,Iowa,SEC,35,3,"{'seconds': 52, 'minutes': 11}",3.0,3.0,48,48,2,10,-4,False,Pass Reception,C.J. Beathard pass complete to Damond Powell for a loss of 4 yards to the Iowa 48,-1.720665357882985,
400610224103888601,40061022415,400610224,15,5,Iowa,Big Ten,7,Tennessee,Tennessee,Iowa,SEC,35,3,"{'seconds': 13, 'minutes': 11}",3.0,3.0,52,52,3,14,0,False,Pass Incompletion,C.J. Beathard pass incomplete to Jake Duzey,-0.4847448799565886,
400610224103879701,40061022415,400610224,15,3,Iowa,Big Ten,7,Tennessee,Tennessee,Iowa,SEC,35,3,"{'seconds': 2, 'minutes': 12}",3.0,3.0,48,48,1,10,0,False,Pass Incompletion,C.J. Beathard pass incomplete to Matt VandeBerg,-1.0742999147475647,
400610224103869501,40061022415,400610224,15,1,Iowa,Big Ten,7,Tennessee,Tennessee,Iowa,SEC,35,3,"{'seconds': 4, 'minutes': 13}",3.0,3.0,84,84,1,10,8,False,Rush,Jordan Canzeri run for 8 yds to the Iowa 24,0.707535595975485,
400610224103894001,40061022415,400610224,15,6,Iowa,Big Ten,7,Tennessee,Tennessee,Iowa,SEC,35,3,"{'seconds': 59, 'minutes': 10}",3.0,3.0,52,52,4,14,12,False,Punt,"Connor Kornbrath punt for 39 yds , Cameron Sutton returns for 12 yds to the Tenn 25",,
400610224104946601,40061022425,400610224,25,1,Iowa,Big Ten,14,Tennessee,Tennessee,Iowa,SEC,45,4,"{'seconds': 33, 'minutes': 5}",2.0,3.0,80,80,1,10,7,False,Rush,LeShun Daniels Jr. run for 7 yds to the Iowa 27,0.5253025865520424,
400610224104964901,40061022425,400610224,25,5,Iowa,Big Ten,14,Tennessee,Tennessee,Iowa,SEC,45,4,"{'seconds': 50, 'minutes': 3}",2.0,3.0,39,39,2,5,8,False,Pass Reception,C.J. Beathard pass complete to Kevonte Martin-Manley for 8 yds to the Tenn 31 for a 1ST down,0.4780824367855574,
400610224104966901,40061022425,400610224,25,6,Iowa,Big Ten,21,Tennessee,Tennessee,Iowa,SEC,45,4,"{'seconds': 30, 'minutes': 3}",2.0,3.0,31,31,1,10,31,True,Passing Touchdown,"C.J. Beathard pass complete to Ray Hamilton for 31 yds for a TD, (Marshall Koehn KICK)",2.841946170072948,
400610224104955701,40061022425,400610224,25,3,Iowa,Big Ten,14,Tennessee,Tennessee,Iowa,SEC,45,4,"{'seconds': 42, 'minutes': 4}",2.0,3.0,67,67,1,10,23,False,Pass Reception,"C.J. Beathard pass complete to Jacob Hillyer for 8 yds to the Tenn 41 for a 1ST down TENNESSEE Penalty, Personal Foul (LaTroy Lewis) to the Tenn 44 for a 1ST down",2.0161743116311275,
400610224104949201,40061022425,400610224,25,2,Iowa,Big Ten,14,Tennessee,Tennessee,Iowa,SEC,45,4,"{'seconds': 7, 'minutes': 5}",2.0,3.0,73,73,2,3,6,False,Pass Reception,C.J. Beathard pass complete to Tevaun Smith for 6 yds to the Iowa 33 for a 1ST down,0.4316985399119116,
400610224104957801,40061022425,400610224,25,4,Iowa,Big Ten,14,Tennessee,Tennessee,Iowa,SEC,45,4,"{'seconds': 21, 'minutes': 4}",2.0,3.0,44,44,1,10,5,False,Rush,C.J. Beathard run for 5 yds to the Tenn 39,0.0928537506515159,
400610224104918101,40061022423,400610224,23,2,Iowa,Big Ten,14,Tennessee,Tennessee,Iowa,SEC,45,4,"{'seconds': 18, 'minutes': 8}",2.0,3.0,85,85,1,10,0,False,Pass Incompletion,Jake Rudock pass incomplete,-0.4404078956667625,
400610224104919501,40061022423,400610224,23,4,Iowa,Big Ten,14,Tennessee,Tennessee,Iowa,SEC,45,4,"{'seconds': 4, 'minutes': 8}",2.0,3.0,84,84,3,9,0,False,Pass Incompletion,Jake Rudock pass incomplete to Kevonte Martin-Manley,-0.10365325251921487,
400610224104918501,40061022423,400610224,23,3,Iowa,Big Ten,14,Tennessee,Tennessee,Iowa,SEC,45,4,"{'seconds': 14, 'minutes': 8}",2.0,3.0,85,85,2,10,1,False,Pass Reception,Jake Rudock pass complete to Jordan Canzeri for 1 yd to the Iowa 16,-0.16689225912418149,
400610224104924501,40061022423,400610224,23,5,Iowa,Big Ten,14,Tennessee,Tennessee,Iowa,SEC,45,4,"{'seconds': 54, 'minutes': 7}",2.0,3.0,84,84,4,9,22,False,Punt,"Dillon Kidd punt for 37 yds, downed at the TENNESSEE 47 IOWA Penalty, Kick Catching Interference (-15 Yards) to the Iowa 38",,
