id,driveId,gameId,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,home,away,defenseConference,defenseScore,period,clock,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,offenseTimeouts,defenseTimeouts,ppa,wallclock
262452426172,26245242617,262452426,17,16,Navy,FBS Independents,27,East Carolina,Navy,East Carolina,Conference USA,17,4,"{'seconds': 0, 'minutes': 8}",96,4,2,4,4,True,Rush,Reggie Campbell rush for 4 yards for a TOUCHDOWN.,,,,
262452426166,26245242617,262452426,17,11,Navy,FBS Independents,21,East Carolina,Navy,East Carolina,Conference USA,17,4,"{'seconds': 0, 'minutes': 10}",68,32,2,8,7,False,Rush,Adam Ballard rush for 7 yards to the ECaro 25.,,,0.3715235141975237,
262452426162,26245242617,262452426,17,7,Navy,FBS Independents,21,East Carolina,Navy,East Carolina,Conference USA,17,4,"{'seconds': 18, 'minutes': 12}",50,50,1,10,4,False,Rush,Adam Ballard rush for 4 yards to the ECaro 46.,,,-0.141734208558013,
262452426157,26245242617,262452426,17,2,Navy,FBS Independents,21,East Carolina,Navy,East Carolina,Conference USA,17,4,"{'seconds': 50, 'minutes': 14}",12,88,2,5,3,False,Rush,Adam Ballard rush for 3 yards to the Navy 15.,,,-0.14053917766392132,
262452426170,26245242617,262452426,17,15,Navy,FBS Independents,21,East Carolina,Navy,East Carolina,Conference USA,17,4,"{'seconds': 39, 'minutes': 8}",90,10,1,10,6,False,Rush,Brian Hampton rush for 6 yards to the ECaro 4.,,,0.1799366018014815,
262452426167,26245242617,262452426,17,12,Navy,FBS Independents,21,East Carolina,Navy,East Carolina,Conference USA,17,4,"{'seconds': 27, 'minutes': 9}",75,25,3,1,4,False,Rush,Brian Hampton rush for 4 yards to the ECaro 21 for a 1ST down.,,,0.285621462926134,
262452426159,26245242617,262452426,17,4,Navy,FBS Independents,21,East Carolina,Navy,East Carolina,Conference USA,17,4,"{'seconds': 51, 'minutes': 13}",24,76,1,10,7,False,Rush,Brian Hampton rush for 7 yards to the Navy 31.,,,0.5892240913275142,
262452426173,26245242617,262452426,17,17,Navy,FBS Independents,28,East Carolina,Navy,East Carolina,Conference USA,17,4,"{'seconds': 0, 'minutes': 8}",97,3,-1,-1,0,True,Extra Point Good,Joey Bullen extra point GOOD.,,,,
262452426161,26245242617,262452426,17,6,Navy,FBS Independents,21,East Carolina,Navy,East Carolina,Conference USA,17,4,"{'seconds': 40, 'minutes': 12}",40,60,1,10,10,False,Rush,Reggie Campbell rush for 10 yards to the 50 yard line for a 1ST down.,,,0.9154886720223024,
262452426138,26245242613,262452426,13,8,Navy,FBS Independents,21,East Carolina,Navy,East Carolina,Conference USA,17,3,"{'seconds': 17, 'minutes': 5}",76,24,2,4,4,False,Rush,Brian Hampton rush for 4 yards to the ECaro 20 for a 1ST down.,,,-0.014693853168655,
